0--1,0--5,0--8,0--15,1--18,1--22,1--23,2--3,2--7,2--22,2--28,3--4,3--12,3--28,4--11,4--28,4--29,5--8,5--10,5--11,6--9,6--14,6--19,6--23,7--16,7--20,7--21,8--12,8--13,9--13,9--18,9--24,10--16,10--22,10--24,11--21,11--27,12--14,12--24,13--15,13--20,14--20,14--25,15--23,15--26,16--19,16--26,17--18,17--21,17--26,17--29,18--25,19--21,19--27,20--29,22--26,23--29,24--25,25--27,27--28
0--14,0--18,0--21,0--24,1--4,1--12,1--23,1--27,2--5,2--6,2--13,2--17,3--4,3--10,3--15,3--24,4--7,4--9,5--21,5--22,5--26,6--13,6--19,6--27,7--15,7--20,7--28,8--10,8--15,8--16,8--26,9--17,9--18,9--25,10--14,10--19,11--16,11--19,11--20,11--24,12--13,12--16,12--21,13--23,14--23,14--25,15--19,16--28,17--18,17--28,18--26,20--22,20--27,21--29,22--24,22--29,23--25,25--29,26--29,27--28
0--1,0--10,0--25,0--27,1--3,1--11,1--24,2--3,2--7,2--12,2--29,3--5,3--20,4--8,4--22,4--23,4--25,5--14,5--16,5--22,6--9,6--17,6--20,6--28,7--9,7--12,7--14,8--15,8--17,8--22,9--16,9--26,10--16,10--24,10--28,11--15,11--18,11--23,12--17,12--29,13--18,13--21,13--25,13--28,14--19,14--20,15--24,15--27,16--24,17--25,18--20,18--21,19--22,19--26,19--29,21--26,21--27,23--27,23--28,26--29
0--3,0--9,0--17,0--24,1--11,1--14,1--22,1--25,2--14,2--17,2--26,2--29,3--7,3--10,3--24,4--11,4--12,4--19,4--26,5--8,5--13,5--21,5--28,6--13,6--18,6--19,6--26,7--12,7--17,7--23,8--11,8--12,8--15,9--15,9--21,9--22,10--18,10--19,10--29,11--18,12--22,13--15,13--27,14--16,14--25,15--21,16--20,16--21,16--23,17--28,18--20,19--23,20--27,20--28,22--27,23--25,24--25,24--29,26--29,27--28
0--5,0--6,0--14,0--22,1--2,1--6,1--11,1--14,2--3,2--18,2--29,3--10,3--14,3--27,4--7,4--11,4--20,4--23,5--8,5--18,5--26,6--9,6--28,7--10,7--14,7--27,8--20,8--24,8--28,9--12,9--16,9--21,10--15,10--19,11--13,11--21,12--13,12--16,12--18,13--17,13--29,15--22,15--26,15--27,16--21,16--23,17--24,17--25,17--28,18--22,19--24,19--25,19--27,20--25,20--26,21--23,22--23,24--26,25--29,28--29
0--8,0--22,0--26,0--27,1--5,1--14,1--15,1--21,2--12,2--13,2--14,2--20,3--12,3--15,3--26,3--28,4--6,4--13,4--25,4--27,5--10,5--19,5--28,6--18,6--19,6--29,7--15,7--19,7--23,7--24,8--10,8--25,8--29,9--10,9--11,9--16,9--20,10--27,11--12,11--16,11--18,12--20,13--17,13--26,14--24,14--25,15--25,16--17,16--23,17--22,17--23,18--22,18--24,19--20,21--22,21--26,21--28,23--28,24--29,27--29
0--5,0--6,0--15,0--27,1--6,1--7,1--8,1--24,2--4,2--6,2--13,2--28,3--6,3--15,3--22,3--25,4--14,4--26,4--27,5--19,5--22,5--23,7--10,7--24,7--27,8--20,8--23,8--25,9--11,9--15,9--16,9--22,10--17,10--19,10--23,11--18,11--25,11--27,12--17,12--18,12--26,12--28,13--15,13--18,13--19,14--24,14--26,14--29,16--21,16--28,16--29,17--19,17--26,18--25,20--23,20--24,20--29,21--22,21--28,21--29
0--5,0--10,0--18,0--23,1--6,1--9,1--18,1--24,2--3,2--7,2--15,2--28,3--4,3--22,3--23,4--9,4--11,4--19,5--10,5--14,5--24,6--12,6--14,6--27,7--8,7--11,7--22,8--15,8--19,8--23,9--12,9--26,10--12,10--25,11--25,11--29,12--17,13--22,13--26,13--28,13--29,14--20,14--28,15--17,15--24,16--19,16--20,16--21,16--26,17--20,17--27,18--19,18--20,21--22,21--27,21--29,23--26,24--25,25--29,27--28
0--4,0--7,0--17,0--21,1--4,1--7,1--21,1--26,2--6,2--16,2--18,2--21,3--13,3--14,3--16,3--22,4--10,4--11,5--10,5--20,5--22,5--28,6--9,6--23,6--27,7--10,7--24,8--12,8--15,8--19,8--25,9--11,9--13,9--28,10--21,11--17,11--20,12--17,12--19,12--25,13--14,13--23,14--23,14--24,15--19,15--22,15--29,16--18,16--25,17--29,18--24,18--27,19--22,20--24,20--26,23--26,25--28,26--27,27--29,28--29
0--6,0--11,0--14,0--17,1--11,1--19,1--25,1--26,2--5,2--16,2--22,2--27,3--13,3--17,3--22,3--24,4--16,4--20,4--24,4--26,5--12,5--20,5--26,6--12,6--16,6--27,7--10,7--11,7--20,7--24,8--18,8--19,8--21,8--28,9--12,9--25,9--27,9--29,10--20,10--21,10--26,11--15,12--28,13--14,13--21,13--29,14--18,14--28,15--18,15--22,15--23,16--22,17--25,17--29,18--21,19--23,19--25,23--27,23--28,24--29
0--10,0--17,0--18,0--25,1--2,1--9,1--23,1--25,2--6,2--11,2--12,3--8,3--15,3--28,3--29,4--18,4--19,4--21,4--27,5--8,5--19,5--20,5--24,6--13,6--22,6--25,7--23,7--24,7--26,7--28,8--17,8--23,9--12,9--15,9--17,10--15,10--21,10--28,11--16,11--22,11--23,12--22,12--27,13--16,13--24,13--26,14--17,14--19,14--21,14--27,15--21,16--20,16--28,18--20,18--29,19--26,20--27,22--26,24--29,25--29
0--5,0--13,0--15,0--24,1--3,1--6,1--17,1--21,2--9,2--11,2--13,2--26,3--8,3--12,3--28,4--6,4--18,4--28,4--29,5--7,5--10,5--18,6--15,6--16,7--10,7--24,7--25,8--16,8--17,8--23,9--18,9--26,9--27,10--25,10--29,11--15,11--16,11--17,12--14,12--15,12--22,13--20,13--22,14--19,14--22,14--29,16--29,17--28,18--20,19--20,19--24,19--27,20--21,21--22,21--23,23--24,23--26,25--26,25--27,27--28
0--4,0--5,0--19,0--29,1--6,1--11,1--16,1--28,2--11,2--18,2--19,2--23,3--16,3--17,3--20,3--24,4--7,4--8,4--10,5--9,5--19,5--26,6--7,6--9,6--17,7--25,7--29,8--9,8--14,8--26,9--22,10--11,10--12,10--14,11--28,12--18,12--21,12--25,13--15,13--17,13--18,13--25,14--22,14--25,15--21,15--27,15--28,16--20,16--27,17--24,18--24,19--22,20--24,20--26,21--23,21--27,22--26,23--28,23--29,27--29
0--10,0--15,0--26,0--28,1--5,1--6,1--9,1--14,2--3,2--4,2--7,2--21,3--22,3--25,3--28,4--20,4--24,4--26,5--14,5--23,5--29,6--16,6--24,6--27,7--9,7--14,7--28,8--10,8--11,8--12,8--26,9--16,9--27,10--13,10--20,11--20,11--23,11--29,12--13,12--21,12--25,13--17,13--19,14--27,15--17,15--24,15--29,16--17,16--22,17--19,18--23,18--27,18--28,18--29,19--22,19--25,20--21,21--22,23--26,24--25
0--7,0--20,0--22,0--27,1--6,1--23,1--26,1--29,2--4,2--20,2--21,2--27,3--6,3--15,3--17,3--27,4--21,4--23,4--25,5--8,5--16,5--22,5--29,6--10,6--25,7--17,7--20,7--28,8--9,8--16,8--25,9--10,9--12,9--24,10--17,10--27,11--14,11--19,11--20,11--21,12--18,12--26,12--29,13--17,13--18,13--23,13--28,14--18,14--22,14--29,15--18,15--21,15--24,16--19,16--24,19--22,19--25,23--26,24--28,26--28
0--7,0--9,0--15,0--23,1--3,1--11,1--18,1--19,2--5,2--22,2--26,2--27,3--4,3--5,3--23,4--6,4--10,4--22,5--8,5--29,6--15,6--18,6--28,7--11,7--23,7--29,8--12,8--21,8--26,9--17,9--26,9--29,10--13,10--14,10--25,11--14,11--21,12--24,12--25,12--27,13--23,13--25,13--29,14--19,14--24,15--21,15--25,16--17,16--19,16--20,16--27,17--20,17--27,18--24,18--28,19--20,20--22,21--22,24--28,26--28
0--11,0--12,0--22,0--28,1--5,1--9,1--11,1--14,2--10,2--15,2--21,2--27,3--8,3--9,3--26,3--29,4--5,4--7,4--11,4--16,5--19,5--21,6--11,6--17,6--18,6--19,7--10,7--12,7--16,8--13,8--18,8--19,9--17,9--25,10--20,10--25,12--18,12--24,13--16,13--20,13--28,14--18,14--24,14--28,15--16,15--26,15--29,17--23,17--28,19--25,20--23,20--29,21--22,21--24,22--26,22--27,23--27,23--29,24--25,26--27
0--3,0--7,0--16,0--27,1--8,1--11,1--12,1--17,2--8,2--16,2--17,2--19,3--19,3--22,3--28,4--5,4--14,4--15,4--27,5--12,5--15,5--26,6--10,6--13,6--21,6--24,7--8,7--9,7--27,8--25,9--10,9--18,9--25,10--23,10--28,11--15,11--24,11--26,12--20,12--27,13--18,13--20,13--21,14--22,14--24,14--29,15--17,16--23,16--29,17--23,18--20,18--28,19--21,19--26,20--21,22--26,22--29,23--29,24--25,25--28
0--2,0--3,0--15,0--20,1--5,1--8,1--13,1--27,2--5,2--12,2--13,3--4,3--18,3--26,4--7,4--16,4--22,5--10,5--29,6--10,6--12,6--14,6--26,7--19,7--20,7--24,8--10,8--18,8--23,9--11,9--27,9--28,9--29,10--19,11--21,11--23,11--27,12--17,12--23,13--25,13--27,14--15,14--21,14--26,15--19,15--26,16--17,16--24,16--25,17--21,17--22,18--21,18--24,19--28,20--22,20--23,22--25,24--28,25--29,28--29
0--14,0--17,0--20,0--22,1--5,1--8,1--10,1--17,2--10,2--13,2--16,2--24,3--4,3--10,3--21,3--27,4--21,4--26,4--28,5--12,5--15,5--27,6--12,6--20,6--24,6--27,7--9,7--17,7--24,7--29,8--11,8--22,8--23,9--15,9--19,9--28,10--18,11--16,11--21,11--29,12--14,12--21,13--14,13--18,13--26,14--17,15--18,15--27,16--18,16--22,19--22,19--23,19--28,20--25,20--28,23--24,23--25,25--26,25--29,26--29
0--4,0--5,0--9,0--18,1--17,1--21,1--26,1--29,2--3,2--6,2--11,2--27,3--12,3--16,3--25,4--6,4--8,4--17,5--8,5--16,5--28,6--14,6--23,7--11,7--12,7--20,7--25,8--21,8--23,9--15,9--18,9--27,10--15,10--21,10--23,10--27,11--15,11--26,12--27,12--29,13--15,13--17,13--28,13--29,14--18,14--20,14--24,16--22,16--24,17--22,18--25,19--20,19--22,19--26,19--28,20--26,21--25,22--29,23--24,24--28
0--2,0--15,0--26,0--28,1--3,1--6,1--18,1--26,2--10,2--13,2--16,3--5,3--12,3--19,4--9,4--14,4--15,4--19,5--10,5--23,5--29,6--18,6--23,6--24,7--9,7--17,7--18,7--21,8--9,8--16,8--23,8--25,9--20,10--15,10--28,11--13,11--14,11--22,11--29,12--17,12--20,12--27,13--26,13--27,14--27,14--28,15--20,16--21,16--28,17--22,17--23,18--24,19--22,19--29,20--24,21--22,21--24,25--26,25--27,25--29
0--2,0--4,0--19,0--26,1--8,1--10,1--16,1--23,2--22,2--26,2--27,3--7,3--10,3--12,3--24,4--11,4--20,4--28,5--13,5--15,5--19,5--28,6--9,6--12,6--20,6--27,7--14,7--17,7--29,8--9,8--11,8--21,9--16,9--24,10--25,10--26,11--14,11--25,12--15,12--28,13--17,13--20,13--26,14--22,14--28,15--24,15--25,16--19,16--21,17--23,17--29,18--20,18--23,18--24,18--29,19--22,21--22,21--29,23--27,25--27
0--2,0--15,0--21,0--22,1--14,1--22,1--25,1--26,2--7,2--9,2--24,3--5,3--6,3--8,3--20,4--5,4--14,4--21,4--28,5--19,5--27,6--14,6--17,6--21,7--12,7--16,7--18,8--9,8--18,8--28,9--22,9--23,10--11,10--15,10--19,10--25,11--13,11--16,11--17,12--15,12--18,12--29,13--16,13--20,13--29,14--24,15--19,16--26,17--19,17--28,18--29,20--24,20--25,21--25,22--27,23--26,23--27,23--29,24--27,26--28
0--5,0--7,0--18,0--21,1--16,1--20,1--24,1--27,2--8,2--9,2--12,2--15,3--17,3--18,3--19,3--24,4--10,4--20,4--25,4--29,5--7,5--17,5--29,6--17,6--21,6--23,6--26,7--11,7--25,8--10,8--24,8--29,9--12,9--13,9--23,10--12,10--14,11--14,11--26,11--27,12--28,13--16,13--24,13--28,14--21,14--27,15--18,15--20,15--26,16--22,16--23,17--26,18--19,19--20,19--22,21--28,22--23,22--25,25--29,27--28
0--4,0--9,0--22,0--29,1--3,1--4,1--22,1--24,2--3,2--8,2--15,2--18,3--9,3--26,4--26,4--28,5--14,5--21,5--23,5--27,6--9,6--11,6--15,6--24,7--18,7--23,7--27,7--28,8--19,8--23,8--26,9--16,10--14,10--21,10--24,10--29,11--13,11--20,11--27,12--14,12--20,12--22,12--23,13--15,13--21,13--25,14--29,15--17,16--17,16--19,16--25,17--20,17--28,18--20,18--28,19--22,19--24,21--25,25--26,27--29
0--5,0--11,0--15,0--24,1--3,1--4,1--15,1--22,2--7,2--10,2--26,2--29,3--13,3--21,3--26,4--8,4--17,4--19,5--6,5--7,5--20,6--17,6--19,6--23,7--10,7--12,8--11,8--14,8--23,9--11,9--14,9--19,9--28,10--20,10--27,11--28,12--18,12--21,12--24,13--18,13--21,13--26,14--21,14--26,15--22,15--27,16--19,16--22,16--27,16--29,17--23,17--24,18--25,18--27,20--22,20--29,23--25,24--28,25--28,25--29
0--12,0--24,0--25,0--28,1--14,1--21,1--26,1--29,2--3,2--8,2--22,2--27,3--5,3--16,3--24,4--10,4--12,4--15,4--29,5--9,5--22,5--29,6--7,6--11,6--19,6--23,7--9,7--13,7--24,8--14,8--15,8--28,9--10,9--22,10--16,10--25,11--19,11--26,11--28,12--13,12--25,13--20,13--23,14--25,14--27,15--16,15--21,16--18,17--18,17--20,17--22,17--23,18--21,18--29,19--20,19--23,20--27,21--24,26--27,26--28
0--12,0--18,0--19,0--21,1--4,1--10,1--22,1--25,2--19,2--22,2--23,2--24,3--5,3--13,3--18,3--23,4--6,4--11,4--29,5--10,5--11,5--21,6--20,6--26,6--27,7--8,7--20,7--24,7--28,8--13,8--15,8--29,9--15,9--20,9--21,9--29,10--26,10--29,11--15,11--17,12--19,12--26,12--28,13--24,13--25,14--15,14--23,14--24,14--25,16--17,16--18,16--21,16--26,17--22,17--27,18--28,19--27,20--25,22--28,23--27
0--3,0--16,0--22,0--25,1--4,1--18,1--24,1--29,2--8,2--11,2--15,2--27,3--10,3--14,3--28,4--10,4--13,4--19,5--9,5--21,5--23,5--26,6--7,6--10,6--14,6--24,7--13,7--14,7--18,8--9,8--22,8--25,9--16,9--22,10--16,11--17,11--21,11--29,12--16,12--19,12--20,12--21,13--26,13--27,14--23,15--23,15--25,15--28,17--25,17--26,17--27,18--28,18--29,19--22,19--24,20--21,20--24,20--26,23--27,28--29
0--10,0--14,0--18,0--27,1--11,1--12,1--13,1--29,2--16,2--17,2--25,2--26,3--15,3--20,3--23,3--28,4--6,4--12,4--18,4--27,5--10,5--13,5--15,5--27,6--22,6--25,6--28,7--15,7--16,7--17,7--24,8--9,8--14,8--21,8--26,9--12,9--18,9--19,10--21,10--23,11--13,11--24,11--29,12--22,13--23,14--21,14--24,15--20,16--25,16--26,17--22,17--23,18--19,19--20,19--29,20--27,21--25,22--24,26--28,28--29
0--3,0--7,0--14,0--20,1--4,1--9,1--17,1--23,2--5,2--21,2--23,2--25,3--4,3--10,3--20,4--5,4--22,5--19,5--26,6--9,6--13,6--19,6--23,7--16,7--17,7--27,8--10,8--12,8--13,8--15,9--22,9--28,10--18,10--21,11--17,11--18,11--24,11--25,12--14,12--24,12--29,13--18,13--21,14--20,14--26,15--16,15--22,15--24,16--25,16--28,17--29,18--28,19--26,19--27,20--27,21--29,22--23,24--29,25--27,26--28
0--11,0--12,0--18,0--25,1--5,1--6,1--8,1--17,2--6,2--8,2--17,2--19,3--4,3--10,3--18,3--21,4--9,4--22,4--27,5--13,5--20,5--29,6--11,6--24,7--15,7--23,7--28,7--29,8--15,8--27,9--16,9--25,9--27,10--14,10--15,10--22,11--24,11--29,12--14,12--23,12--24,13--21,13--25,13--28,14--21,14--26,15--26,16--22,16--24,16--27,17--20,17--23,18--20,18--23,19--21,19--26,19--28,20--22,25--28,26--29
0--10,0--13,0--26,0--27,1--14,1--18,1--23,1--26,2--6,2--15,2--23,2--29,3--5,3--10,3--20,3--21,4--7,4--8,4--11,4--24,5--9,5--15,5--22,6--22,6--25,6--27,7--8,7--20,7--28,8--20,8--25,9--10,9--17,9--25,10--16,11--13,11--18,11--24,12--16,12--21,12--25,12--29,13--18,13--20,14--16,14--19,14--28,15--21,15--23,16--19,17--18,17--22,17--24,19--22,19--24,21--26,23--28,26--29,27--28,27--29
0--1,0--5,0--21,0--24,1--4,1--15,1--25,2--15,2--22,2--26,2--27,3--6,3--18,3--22,3--26,4--5,4--7,4--12,5--7,5--15,6--8,6--11,6--17,7--23,7--25,8--9,8--17,8--24,9--14,9--16,9--28,10--14,10--18,10--20,10--23,11--14,11--22,11--28,12--16,12--22,12--26,13--18,13--20,13--23,13--25,14--29,15--26,16--25,16--28,17--19,17--29,18--19,19--27,19--28,20--21,20--23,21--24,21--27,24--29,27--29
0--1,0--7,0--12,0--21,1--15,1--16,1--23,2--5,2--9,2--21,2--29,3--4,3--16,3--19,3--26,4--6,4--16,4--29,5--11,5--14,5--18,6--9,6--10,6--20,7--14,7--20,7--26,8--11,8--17,8--24,8--27,9--17,9--20,10--26,10--27,10--29,11--15,11--22,12--19,12--25,12--27,13--14,13--15,13--21,13--22,14--28,15--24,16--18,17--23,17--24,18--22,18--25,19--22,19--28,20--23,21--28,23--25,24--26,25--27,28--29
0--4,0--8,0--13,0--20,1--9,1--18,1--23,1--26,2--14,2--21,2--24,2--25,3--7,3--8,3--15,3--23,4--13,4--19,4--27,5--6,5--11,5--18,5--22,6--8,6--21,6--29,7--17,7--19,7--25,8--19,9--16,9--22,9--27,10--19,10--22,10--23,10--28,11--15,11--17,11--18,12--13,12--20,12--21,12--27,13--26,14--16,14--18,14--23,15--17,15--27,16--24,16--29,17--21,20--25,20--28,22--28,24--28,24--29,25--26,26--29
0--7,0--17,0--21,0--24,1--2,1--15,1--16,1--28,2--13,2--22,2--26,3--5,3--21,3--22,3--27,4--8,4--9,4--16,4--29,5--6,5--20,5--25,6--7,6--8,6--17,7--12,7--19,8--9,8--28,9--17,9--18,10--14,10--20,10--27,10--29,11--14,11--15,11--18,11--26,12--19,12--23,12--25,13--16,13--19,13--27,14--15,14--23,15--22,16--21,17--20,18--24,18--28,19--24,20--26,21--25,22--26,23--28,23--29,24--25,27--29
0--3,0--10,0--17,0--18,1--13,1--19,1--26,1--27,2--15,2--16,2--18,2--22,3--4,3--12,3--20,4--5,4--7,4--23,5--7,5--25,5--26,6--7,6--11,6--19,6--20,7--9,8--12,8--15,8--25,8--27,9--11,9--28,9--29,10--15,10--24,10--27,11--20,11--22,12--14,12--23,13--14,13--21,13--28,14--17,14--19,15--23,16--18,16--25,16--26,17--28,17--29,18--19,20--21,21--23,21--25,22--24,22--28,24--26,24--29,27--29
0--1,0--2,0--9,0--16,1--6,1--13,1--29,2--4,2--18,2--22,3--4,3--11,3--15,3--19,4--11,4--23,5--10,5--12,5--18,5--26,6--20,6--25,6--28,7--9,7--17,7--21,7--27,8--9,8--10,8--17,8--24,9--28,10--12,10--23,11--19,11--27,12--14,12--17,13--15,13--17,13--29,14--24,14--26,14--27,15--23,15--29,16--20,16--23,16--25,18--21,18--22,19--26,19--29,20--22,20--25,21--24,21--28,22--25,24--26,27--28
0--5,0--6,0--7,0--11,1--2,1--5,1--13,1--14,2--6,2--15,2--18,3--17,3--19,3--23,3--28,4--6,4--9,4--12,4--25,5--16,5--27,6--29,7--10,7--17,7--27,8--10,8--15,8--23,8--25,9--14,9--17,9--28,10--20,10--24,11--13,11--21,11--22,12--14,12--16,12--27,13--19,13--24,14--18,15--17,15--27,16--22,16--23,18--26,18--28,19--20,19--26,20--21,20--26,21--24,21--25,22--23,22--29,24--29,25--29,26--28
0--8,0--9,0--14,0--20,1--10,1--14,1--23,1--27,2--10,2--13,2--16,2--23,3--7,3--13,3--19,3--20,4--11,4--16,4--18,4--29,5--10,5--19,5--21,5--22,6--11,6--21,6--26,6--29,7--9,7--15,7--17,8--9,8--22,8--23,9--28,10--24,11--16,11--24,12--15,12--18,12--27,12--29,13--22,13--25,14--19,14--27,15--17,15--28,16--20,17--26,17--27,18--25,18--28,19--25,20--24,21--26,21--28,22--23,24--25,26--29
0--5,0--13,0--16,0--24,1--16,1--21,1--22,1--26,2--19,2--24,2--25,2--28,3--11,3--19,3--23,3--26,4--8,4--10,4--15,4--29,5--8,5--27,5--29,6--7,6--13,6--16,6--19,7--12,7--21,7--26,8--9,8--13,9--17,9--18,9--23,10--17,10--18,10--26,11--14,11--22,11--24,12--14,12--27,12--29,13--20,14--16,14--19,15--17,15--20,15--23,17--27,18--22,18--25,20--21,20--28,21--27,22--29,23--25,24--28,25--28
0--1,0--3,0--22,0--24,1--11,1--17,1--20,2--3,2--7,2--9,2--15,3--24,3--29,4--13,4--18,4--21,4--23,5--18,5--25,5--27,5--29,6--8,6--12,6--16,6--19,7--11,7--18,7--26,8--13,8--23,8--25,9--10,9--16,9--26,10--12,10--22,10--25,11--22,11--28,12--14,12--15,13--18,13--25,14--16,14--20,14--29,15--17,15--27,16--19,17--21,17--24,19--22,19--29,20--26,20--28,21--27,21--28,23--26,23--27,24--28
0--1,0--4,0--7,0--17,1--24,1--27,1--28,2--11,2--19,2--21,2--23,3--4,3--8,3--16,3--21,4--14,4--25,5--10,5--12,5--23,5--27,6--9,6--10,6--12,6--16,7--12,7--13,7--17,8--14,8--15,8--19,9--11,9--14,9--26,10--13,10--24,11--16,11--28,12--14,13--18,13--19,15--20,15--22,15--25,16--20,17--23,17--27,18--21,18--26,18--29,19--28,20--21,20--23,22--24,22--27,22--29,24--29,25--26,25--29,26--28
0--17,0--19,0--24,0--28,1--3,1--6,1--14,1--20,2--7,2--9,2--20,2--27,3--11,3--15,3--27,4--23,4--24,4--25,4--29,5--8,5--13,5--15,5--24,6--8,6--16,6--28,7--14,7--19,7--29,8--27,8--29,9--10,9--18,9--25,10--12,10--23,10--25,11--16,11--17,11--20,12--13,12--21,12--23,13--21,13--26,14--24,14--25,15--22,15--28,16--18,16--23,17--22,17--29,18--21,18--28,19--22,19--26,20--26,21--26,22--27
0--9,0--10,0--12,0--18,1--8,1--10,1--15,1--19,2--5,2--14,2--23,2--24,3--21,3--23,3--25,3--29,4--6,4--7,4--18,4--19,5--13,5--16,5--19,6--9,6--13,6--21,7--13,7--16,7--28,8--12,8--17,8--27,9--24,9--29,10--11,10--25,11--14,11--23,11--24,12--15,12--19,13--26,14--17,14--20,15--22,15--24,16--20,16--22,17--23,17--25,18--26,18--27,20--26,20--29,21--22,21--29,22--28,25--28,26--27,27--28
0--8,0--10,0--11,0--19,1--2,1--11,1--14,1--16,2--5,2--15,2--17,3--18,3--19,3--26,3--27,4--5,4--18,4--20,4--27,5--7,5--27,6--14,6--16,6--22,6--26,7--8,7--12,7--15,8--14,8--17,9--15,9--22,9--23,9--29,10--14,10--21,10--29,11--20,11--27,12--13,12--23,12--24,13--23,13--25,13--28,15--18,16--21,16--24,17--20,17--29,18--25,19--26,19--29,20--22,21--24,21--28,22--28,23--25,24--26,25--28
