0--2,0--23,0--24,1--3,1--33,1--38,2--41,2--46,3--48,3--55,4--28,4--30,4--52,5--12,5--21,5--40,6--39,6--43,6--52,7--8,7--16,7--27,8--45,8--50,9--36,9--43,9--49,10--16,10--24,10--44,11--12,11--15,11--55,12--51,13--21,13--34,13--37,14--23,14--27,14--41,15--20,15--50,16--25,17--20,17--22,17--52,18--25,18--42,18--49,19--26,19--38,19--46,20--28,21--43,22--31,22--36,23--45,24--53,25--35,26--47,26--53,27--44,28--32,29--32,29--35,29--39,30--46,30--48,31--40,31--51,32--42,33--36,33--45,34--44,34--47,35--54,37--42,37--49,38--41,39--55,40--54,47--53,48--54,50--51
0--5,0--34,0--39,1--15,1--23,1--33,2--13,2--49,2--55,3--29,3--46,3--47,4--9,4--18,4--44,5--14,5--52,6--19,6--41,6--51,7--14,7--25,7--29,8--30,8--40,8--53,9--38,9--48,10--20,10--22,10--37,11--26,11--36,11--39,12--22,12--25,12--36,13--50,13--51,14--50,15--18,15--26,16--19,16--22,16--48,17--38,17--44,17--49,18--44,19--23,20--27,20--31,21--25,21--49,21--54,23--30,24--42,24--53,24--55,26--45,27--35,27--54,28--32,28--43,28--53,29--30,31--32,31--43,32--35,33--35,33--52,34--47,34--50,36--37,37--40,38--46,39--43,40--41,41--54,42--45,42--55,45--46,47--48,51--52
0--5,0--16,0--28,1--2,1--5,1--21,2--19,2--51,3--16,3--30,3--51,4--20,4--21,4--47,5--18,6--9,6--36,6--44,7--33,7--41,7--52,8--22,8--26,8--40,9--23,9--41,10--24,10--25,10--53,11--13,11--24,11--33,12--15,12--19,12--25,13--15,13--51,14--18,14--30,14--34,15--43,16--52,17--42,17--44,17--54,18--37,19--33,20--28,20--31,21--31,22--50,22--55,23--35,23--48,24--36,25--27,26--45,26--53,27--35,27--49,28--54,29--43,29--48,29--49,30--34,31--39,32--36,32--38,32--50,34--41,35--45,37--42,37--43,38--47,38--48,39--42,39--53,40--46,40--55,44--50,45--46,46--49,47--55,52--54
0--1,0--37,0--46,1--9,1--12,2--21,2--34,2--49,3--12,3--36,3--46,4--7,4--48,4--49,5--11,5--41,5--52,6--16,6--31,6--35,7--8,7--17,8--9,8--20,9--14,10--25,10--27,10--40,11--18,11--47,12--27,13--16,13--25,13--52,14--33,14--38,15--30,15--38,15--53,16--40,17--33,17--47,18--21,18--41,19--24,19--29,19--46,20--22,20--53,21--31,22--28,22--29,23--29,23--37,23--54,24--36,24--39,25--42,26--31,26--45,26--55,27--52,28--30,28--35,30--41,32--34,32--45,32--51,33--50,34--55,35--47,36--53,37--54,38--49,39--44,39--50,40--51,42--43,42--45,43--44,43--50,44--55,48--51,48--54
0--39,0--50,0--51,1--17,1--33,1--47,2--32,2--39,2--42,3--9,3--16,3--32,4--31,4--34,4--36,5--21,5--43,5--46,6--14,6--46,6--53,7--9,7--34,7--46,8--13,8--29,8--40,9--45,10--15,10--44,10--53,11--19,11--25,11--35,12--19,12--25,12--27,13--38,13--41,14--48,14--54,15--22,15--36,16--29,16--30,17--26,17--52,18--39,18--49,18--52,19--55,20--21,20--38,20--55,21--48,22--27,22--28,23--24,23--31,23--42,24--43,24--49,25--53,26--33,26--47,27--34,28--37,28--50,29--37,30--32,30--35,31--42,33--55,35--45,36--41,37--40,38--50,40--44,41--52,43--51,44--54,45--48,47--51,49--54
0--27,0--43,0--52,1--5,1--31,1--54,2--9,2--11,2--14,3--17,3--18,3--35,4--46,4--49,4--54,5--8,5--32,6--20,6--22,6--33,7--15,7--22,7--25,8--27,8--45,9--34,9--40,10--24,10--35,10--41,11--21,11--55,12--30,12--47,12--49,13--30,13--35,13--48,14--38,14--49,15--29,15--31,16--20,16--32,16--54,17--36,17--44,18--24,18--33,19--23,19--40,19--53,20--46,21--34,21--52,22--39,23--25,23--37,24--41,25--43,26--32,26--39,26--45,27--55,28--37,28--42,28--50,29--37,29--47,30--51,31--53,33--47,34--44,36--44,36--55,38--42,38--51,39--46,40--53,41--50,42--48,43--51,45--52,48--50
0--2,0--3,0--41,1--6,1--20,1--45,2--28,2--49,3--46,3--47,4--7,4--9,4--27,5--25,5--40,5--54,6--33,6--47,7--32,7--40,8--17,8--21,8--22,9--14,9--21,10--17,10--24,10--49,11--29,11--38,11--40,12--22,12--33,12--46,13--23,13--44,13--54,14--18,14--37,15--19,15--27,15--45,16--42,16--52,16--53,17--39,18--44,18--50,19--35,19--48,20--30,20--38,21--47,22--39,23--25,23--55,24--28,24--31,25--30,26--28,26--29,26--52,27--53,29--34,30--36,31--46,31--51,32--33,32--54,34--36,34--49,35--48,35--51,36--37,37--53,38--55,39--50,41--43,41--48,42--43,42--52,43--55,44--50,45--51
0--13,0--42,0--51,1--41,1--43,1--49,2--28,2--31,2--51,3--11,3--27,3--31,4--14,4--15,4--21,5--7,5--36,5--44,6--13,6--23,6--46,7--20,7--25,8--19,8--26,8--36,9--12,9--18,9--36,10--15,10--24,10--32,11--14,11--54,12--35,12--47,13--18,14--50,15--33,16--22,16--27,16--51,17--34,17--40,17--41,18--53,19--30,19--49,20--21,20--55,21--42,22--25,22--52,23--29,23--47,24--37,24--39,25--26,26--38,27--46,28--29,28--44,29--50,30--40,30--55,31--35,32--50,32--54,33--48,33--49,34--37,34--43,35--53,37--45,38--45,38--48,39--41,39--53,40--48,42--52,43--46,44--55,45--54,47--52
0--4,0--7,0--19,1--50,1--51,1--54,2--3,2--30,2--48,3--29,3--34,4--23,4--38,5--18,5--26,5--55,6--8,6--12,6--16,7--36,7--38,8--46,8--53,9--14,9--27,9--50,10--26,10--29,10--45,11--14,11--17,11--39,12--21,12--24,13--19,13--29,13--49,14--50,15--33,15--37,15--42,16--33,16--36,17--22,17--32,18--34,18--40,19--47,20--28,20--42,20--51,21--25,21--35,22--43,22--45,23--31,23--43,24--41,24--52,25--44,25--52,26--55,27--31,27--35,28--30,28--33,30--38,31--46,32--44,32--52,34--45,35--41,36--51,37--43,37--49,39--40,39--53,40--47,41--54,42--47,44--48,46--54,48--53,49--55
0--20,0--39,0--51,1--13,1--14,1--33,2--3,2--8,2--32,3--23,3--30,4--23,4--28,4--29,5--46,5--51,5--52,6--9,6--11,6--46,7--19,7--37,7--55,8--11,8--48,9--14,9--30,10--16,10--25,10--41,11--35,12--16,12--33,12--50,13--21,13--45,14--15,15--28,15--42,16--36,17--26,17--30,17--33,18--34,18--49,18--53,19--37,19--50,20--21,20--29,21--49,22--25,22--32,22--51,23--47,24--28,24--38,24--55,25--52,26--34,26--38,27--43,27--48,27--53,29--40,31--42,31--46,31--53,32--39,34--45,35--36,35--38,36--44,37--40,39--47,40--41,41--44,42--47,43--50,43--54,44--54,45--55,48--54,49--52
0--28,0--40,0--48,1--8,1--16,1--35,2--11,2--15,2--49,3--24,3--29,3--43,4--22,4--41,4--47,5--24,5--27,5--37,6--9,6--33,6--54,7--18,7--27,7--32,8--13,8--37,9--10,9--38,10--21,10--45,11--25,11--41,12--20,12--39,12--49,13--32,13--52,14--15,14--49,14--51,15--46,16--20,16--35,17--26,17--40,17--48,18--25,18--53,19--25,19--35,19--47,20--52,21--42,21--43,22--39,22--55,23--30,23--52,23--55,24--48,26--34,26--44,27--45,28--36,28--44,29--41,29--50,30--45,30--53,31--50,31--53,31--54,32--36,33--46,33--54,34--38,34--50,36--47,37--43,38--42,39--46,40--44,42--51,51--55
0--26,0--27,0--51,1--14,1--18,1--47,2--19,2--36,2--46,3--6,3--17,3--49,4--18,4--19,4--37,5--9,5--35,5--43,6--44,6--53,7--8,7--19,7--33,8--21,8--33,9--44,9--54,10--39,10--42,10--48,11--25,11--28,11--34,12--32,12--45,12--50,13--15,13--26,13--40,14--15,14--37,15--46,16--42,16--50,16--52,17--22,17--51,18--40,20--29,20--48,20--54,21--36,21--53,22--24,22--26,23--34,23--43,23--47,24--29,24--36,25--28,25--31,27--34,27--37,28--32,29--35,30--46,30--49,30--52,31--33,31--43,32--50,35--38,38--44,38--55,39--41,39--47,40--48,41--52,41--54,42--45,45--49,51--55,53--55
0--2,0--40,0--45,1--6,1--25,1--46,2--13,2--28,3--11,3--43,3--44,4--10,4--41,4--43,5--12,5--51,5--55,6--9,6--45,7--23,7--29,7--31,8--18,8--20,8--26,9--14,9--35,10--22,10--48,11--28,11--44,12--30,12--46,13--16,13--34,14--37,14--52,15--19,15--23,15--50,16--21,16--55,17--35,17--51,17--54,18--19,18--36,19--55,20--40,20--49,21--43,21--48,22--33,22--48,23--49,24--29,24--32,24--53,25--27,25--36,26--31,26--37,27--37,27--39,28--31,29--50,30--38,30--40,32--42,32--53,33--38,33--42,34--47,34--49,35--54,36--39,38--45,39--41,41--47,42--51,44--47,46--50,52--53,52--54
0--17,0--22,0--36,1--45,1--52,1--55,2--9,2--11,2--39,3--17,3--24,3--26,4--39,4--44,4--53,5--12,5--34,5--43,6--7,6--23,6--41,7--37,7--46,8--33,8--36,8--40,9--15,9--27,10--40,10--42,10--45,11--27,11--43,12--50,12--54,13--19,13--23,13--24,14--26,14--30,14--36,15--16,15--49,16--20,16--24,17--21,18--44,18--45,18--53,19--30,19--47,20--25,20--46,21--32,21--48,22--29,22--48,23--41,25--47,25--49,26--37,27--52,28--38,28--41,28--46,29--43,29--48,30--38,31--35,31--52,31--53,32--44,32--49,33--38,33--55,34--47,34--50,35--51,35--54,37--40,39--50,42--51,42--54,51--55
0--22,0--35,0--48,1--2,1--3,1--7,2--19,2--25,3--42,3--54,4--18,4--27,4--32,5--22,5--32,5--51,6--35,6--39,6--45,7--34,7--37,8--19,8--33,8--39,9--11,9--37,9--50,10--24,10--47,10--54,11--17,11--49,12--31,12--50,12--53,13--27,13--34,13--45,14--23,14--25,14--55,15--17,15--22,15--50,16--27,16--38,16--46,17--23,18--31,18--36,19--26,20--41,20--42,20--45,21--26,21--30,21--41,23--29,24--34,24--51,25--40,26--32,28--40,28--43,28--52,29--39,29--53,30--35,30--47,31--54,33--44,33--49,36--41,36--43,37--55,38--47,38--53,40--44,42--55,43--49,44--51,46--48,46--52,48--52
0--1,0--21,0--50,1--5,1--28,2--23,2--29,2--41,3--9,3--16,3--51,4--15,4--22,4--53,5--8,5--23,6--10,6--15,6--44,7--8,7--50,7--53,8--12,9--31,9--38,10--36,10--45,11--27,11--32,11--40,12--14,12--47,13--17,13--38,13--41,14--32,14--33,15--24,16--21,16--55,17--28,17--44,18--20,18--30,18--40,19--30,19--49,19--52,20--33,20--54,21--35,22--41,22--44,23--25,24--34,24--35,25--27,25--55,26--50,26--53,26--54,27--33,28--47,29--47,29--52,30--43,31--36,31--51,32--51,34--37,34--48,35--42,36--49,37--45,37--48,38--46,39--46,39--52,39--55,40--43,42--45,42--54,43--49,46--48
0--44,0--49,0--55,1--8,1--14,1--21,2--19,2--33,2--52,3--24,3--43,3--46,4--36,4--50,4--51,5--7,5--50,5--55,6--21,6--24,6--47,7--35,7--41,8--11,8--27,9--10,9--29,9--42,10--16,10--46,11--23,11--43,12--26,12--27,12--51,13--17,13--34,13--53,14--32,14--33,15--34,15--47,15--49,16--24,16--31,17--36,17--45,18--22,18--25,18--38,19--22,19--52,20--37,20--39,20--45,21--30,22--48,23--48,23--50,25--28,25--44,26--32,26--51,27--41,28--37,28--53,29--33,29--42,30--36,30--45,31--39,31--40,32--40,34--38,35--47,35--54,37--43,38--53,39--40,41--49,42--48,44--54,46--52,54--55
0--10,0--23,0--45,1--2,1--17,1--24,2--15,2--34,3--6,3--46,3--50,4--6,4--16,4--40,5--14,5--24,5--53,6--47,7--19,7--47,7--54,8--23,8--38,8--53,9--35,9--36,9--51,10--12,10--32,11--15,11--38,11--49,12--42,12--43,13--15,13--24,13--29,14--28,14--48,16--35,16--54,17--26,17--30,18--19,18--32,18--44,19--45,20--39,20--44,20--55,21--36,21--40,21--48,22--31,22--40,22--54,23--25,25--44,25--45,26--34,26--41,27--28,27--30,27--35,28--53,29--43,29--51,30--37,31--43,31--46,32--49,33--46,33--47,33--50,34--39,36--48,37--41,37--49,38--55,39--52,41--42,42--52,50--55,51--52
0--13,0--52,0--53,1--5,1--26,1--42,2--13,2--34,2--44,3--6,3--11,3--16,4--33,4--43,4--46,5--12,5--45,6--27,6--52,7--18,7--22,7--53,8--26,8--32,8--43,9--19,9--24,9--28,10--35,10--52,10--55,11--36,11--49,12--17,12--31,13--19,14--24,14--37,14--38,15--22,15--29,15--41,16--19,16--48,17--39,17--49,18--28,18--38,20--34,20--51,20--55,21--23,21--30,21--47,22--39,23--40,23--50,24--47,25--30,25--46,25--54,26--40,27--40,27--47,28--44,29--35,29--37,30--53,31--36,31--49,32--37,32--39,33--34,33--50,35--41,36--51,38--46,41--42,42--45,43--55,44--54,45--50,48--51,48--54
0--18,0--43,0--50,1--2,1--16,1--51,2--34,2--38,3--8,3--45,3--52,4--8,4--24,4--28,5--29,5--40,5--55,6--14,6--25,6--27,7--15,7--16,7--32,8--51,9--20,9--39,9--53,10--22,10--29,10--41,11--20,11--28,11--38,12--26,12--41,12--42,13--35,13--45,13--55,14--27,14--40,15--17,15--24,16--20,17--34,17--38,18--46,18--51,19--27,19--31,19--34,21--36,21--44,21--54,22--26,22--33,23--37,23--43,23--52,24--33,25--47,25--53,26--48,28--47,29--45,30--35,30--40,30--49,31--33,31--49,32--41,32--47,35--54,36--39,36--49,37--46,37--48,39--52,42--43,42--53,44--50,44--55,46--48,50--54
0--17,0--20,0--49,1--31,1--50,1--55,2--8,2--10,2--23,3--13,3--24,3--33,4--6,4--17,4--50,5--26,5--40,5--47,6--7,6--22,7--31,7--38,8--14,8--50,9--12,9--20,9--48,10--28,10--54,11--18,11--19,11--28,12--29,12--42,13--19,13--54,14--37,14--40,15--21,15--30,15--55,16--21,16--43,16--49,17--32,18--35,18--46,19--44,20--52,21--25,22--36,22--54,23--44,23--45,24--28,24--42,25--29,25--43,26--30,26--34,27--31,27--41,27--43,29--52,30--39,32--36,32--49,33--38,33--48,34--39,34--47,35--40,35--53,36--51,37--41,37--51,38--53,39--45,41--47,42--48,44--46,45--51,46--52,53--55
0--1,0--29,0--44,1--8,1--27,2--13,2--40,2--51,3--8,3--18,3--47,4--10,4--21,4--47,5--22,5--36,5--52,6--24,6--25,6--31,7--14,7--34,7--44,8--14,9--23,9--46,9--48,10--34,10--49,11--40,11--45,11--54,12--40,12--49,12--54,13--23,13--38,14--28,15--19,15--50,15--53,16--33,16--35,16--54,17--26,17--30,17--47,18--20,18--45,19--20,19--25,20--24,21--30,21--41,22--29,22--35,23--30,24--42,25--26,26--52,27--52,27--53,28--32,28--55,29--37,31--33,31--46,32--43,32--48,33--46,34--38,35--38,36--37,36--39,37--50,39--43,39--55,41--45,41--55,42--48,42--53,43--49,44--51,50--51
0--6,0--43,0--47,1--13,1--25,1--51,2--10,2--22,2--26,3--25,3--52,3--54,4--8,4--42,4--55,5--25,5--36,5--52,6--15,6--20,7--9,7--13,7--18,8--35,8--54,9--24,9--36,10--31,10--50,11--29,11--32,11--47,12--21,12--23,12--46,13--39,14--16,14--29,14--42,15--33,15--54,16--19,16--46,17--37,17--39,17--44,18--28,18--51,19--38,19--41,20--24,20--40,21--34,21--50,22--34,22--41,23--44,23--47,24--27,26--38,26--45,27--45,27--55,28--37,28--40,29--50,30--33,30--41,30--55,31--44,31--49,32--43,32--48,33--49,34--45,35--42,35--53,36--52,37--40,38--51,39--46,43--53,48--49,48--53
0--7,0--18,0--32,1--6,1--10,1--28,2--19,2--27,2--30,3--6,3--49,3--55,4--17,4--34,4--40,5--12,5--29,5--31,6--33,7--8,7--44,8--39,8--41,9--14,9--21,9--40,10--11,10--17,11--23,11--30,12--37,12--43,13--17,13--23,13--53,14--47,14--50,15--24,15--36,15--54,16--52,16--54,16--55,18--27,18--47,19--38,19--42,20--46,20--50,20--53,21--36,21--46,22--37,22--38,22--49,23--49,24--33,24--51,25--28,25--29,25--38,26--36,26--42,26--43,27--46,28--29,30--54,31--34,31--41,32--48,32--51,33--48,34--47,35--39,35--45,35--55,37--52,39--51,40--50,41--43,42--45,44--52,44--53,45--48
0--38,0--39,0--45,1--9,1--16,1--44,2--8,2--48,2--50,3--7,3--8,3--23,4--5,4--33,4--36,5--27,5--34,6--32,6--46,6--47,7--19,7--46,8--51,9--24,9--52,10--19,10--45,10--54,11--21,11--30,11--41,12--25,12--32,12--55,13--18,13--23,13--29,14--18,14--37,14--42,15--27,15--30,15--34,16--20,16--36,17--19,17--20,17--43,18--26,20--51,21--28,21--45,22--29,22--36,22--54,23--35,24--29,24--30,25--27,25--42,26--33,26--49,28--44,28--53,31--44,31--48,31--50,32--53,33--40,34--39,35--39,35--54,37--49,37--55,38--50,38--53,40--43,40--48,41--43,41--49,42--47,46--52,47--55,51--52
0--31,0--32,0--44,1--8,1--30,1--37,2--6,2--10,2--39,3--11,3--13,3--18,4--17,4--21,4--35,5--20,5--37,5--46,6--35,6--38,7--24,7--49,7--50,8--14,8--36,9--18,9--33,9--43,10--29,10--51,11--50,11--52,12--14,12--36,12--52,13--16,13--28,14--42,15--47,15--51,15--53,16--26,16--27,17--31,17--40,18--47,19--32,19--35,19--44,20--38,20--45,21--32,21--40,22--46,22--49,22--54,23--30,23--48,23--53,24--34,24--42,25--29,25--41,25--44,26--33,26--37,27--28,27--38,28--43,29--53,30--55,31--51,33--39,34--48,34--54,36--49,39--41,40--52,41--48,42--46,43--55,45--47,45--55,50--54
0--1,0--33,0--42,1--11,1--23,2--22,2--37,2--49,3--7,3--27,3--41,4--20,4--38,4--52,5--7,5--19,5--44,6--18,6--25,6--44,7--8,8--13,8--14,9--30,9--32,9--55,10--39,10--40,10--52,11--14,11--19,12--36,12--40,12--51,13--34,13--48,14--26,15--30,15--40,15--54,16--38,16--46,16--50,17--22,17--24,17--32,18--31,18--33,19--45,20--26,20--35,21--50,21--51,21--52,22--43,23--46,23--48,24--34,24--53,25--37,25--45,26--37,27--28,27--48,28--42,28--49,29--35,29--44,29--55,30--35,31--41,31--45,32--38,33--43,34--50,36--47,36--53,39--42,39--47,41--55,43--54,46--49,47--54,51--53
0--9,0--13,0--55,1--2,1--20,1--55,2--29,2--44,3--18,3--39,3--47,4--10,4--15,4--24,5--14,5--21,5--22,6--27,6--41,6--48,7--33,7--42,7--51,8--26,8--29,8--40,9--15,9--35,10--28,10--54,11--35,11--38,11--40,12--13,12--23,12--43,13--26,14--24,14--27,15--16,16--44,16--48,17--18,17--29,17--51,18--49,19--25,19--30,19--39,20--34,20--42,21--32,21--53,22--40,22--54,23--36,23--45,24--42,25--36,25--48,26--28,27--31,28--50,30--31,30--47,31--43,32--33,32--45,33--41,34--49,34--53,35--50,36--46,37--39,37--50,37--53,38--52,38--54,41--52,43--46,44--49,45--47,46--51,52--55
0--7,0--38,0--55,1--4,1--27,1--34,2--7,2--10,2--34,3--8,3--29,3--38,4--28,4--39,5--9,5--25,5--52,6--17,6--25,6--37,7--40,8--31,8--43,9--24,9--40,10--29,10--47,11--15,11--28,11--34,12--13,12--52,12--54,13--15,13--45,14--27,14--45,14--53,15--54,16--39,16--49,16--50,17--20,17--21,18--30,18--33,18--42,19--36,19--38,19--45,20--35,20--46,21--32,21--46,22--50,22--51,22--55,23--28,23--36,23--46,24--37,24--48,25--26,26--42,26--55,27--39,29--53,30--36,30--48,31--32,31--52,32--44,33--40,33--47,35--51,35--53,37--48,41--43,41--49,41--50,42--47,43--49,44--51,44--54
0--13,0--21,0--32,1--14,1--17,1--45,2--3,2--34,2--40,3--34,3--45,4--9,4--11,4--30,5--6,5--10,5--41,6--35,6--52,7--8,7--28,7--45,8--30,8--49,9--21,9--28,10--12,10--40,11--12,11--50,12--30,13--23,13--42,14--24,14--48,15--26,15--29,15--44,16--25,16--31,16--34,17--18,17--51,18--27,18--46,19--29,19--37,19--40,20--42,20--44,20--53,21--25,22--31,22--32,22--41,23--51,23--55,24--39,24--43,25--27,26--38,26--50,27--52,28--46,29--38,31--52,32--36,33--38,33--53,33--54,35--50,35--55,36--37,36--47,37--47,39--41,39--54,42--43,43--48,44--53,46--55,47--49,48--51,49--54
0--25,0--39,0--49,1--2,1--8,1--41,2--34,2--51,3--36,3--37,3--42,4--10,4--18,4--36,5--26,5--27,5--34,6--20,6--33,6--54,7--9,7--11,7--43,8--17,8--49,9--18,9--22,10--40,10--47,11--22,11--25,12--20,12--44,12--45,13--16,13--22,13--23,14--21,14--28,14--50,15--21,15--40,15--55,16--42,16--53,17--26,17--29,18--30,19--35,19--37,19--50,20--27,21--52,23--46,23--51,24--27,24--40,24--50,25--29,26--45,28--48,28--55,29--42,30--31,30--32,31--39,31--41,32--34,32--36,33--35,33--38,35--51,37--44,38--43,38--46,39--54,41--52,43--45,44--47,46--53,47--53,48--52,48--54,49--55
