0--12,0--17,0--23,0--31,1--6,1--8,1--11,1--34,2--14,2--18,2--32,2--33,3--10,3--19,3--20,3--31,4--19,4--23,4--29,4--34,5--18,5--25,5--26,5--36,6--16,6--22,6--35,7--23,7--26,7--27,7--28,8--14,8--18,8--30,9--15,9--16,9--19,9--25,10--13,10--21,10--37,11--33,11--35,11--36,12--15,12--17,12--20,13--18,13--26,13--37,14--28,14--29,15--30,15--32,16--22,16--34,17--31,17--37,19--36,20--21,20--30,21--32,21--35,22--24,22--34,23--25,24--27,24--32,24--33,25--26,27--29,27--36,28--31,28--35,29--30,33--37
0--5,0--19,0--33,0--37,1--7,1--14,1--20,1--26,2--21,2--24,2--27,2--33,3--4,3--5,3--28,3--36,4--8,4--17,4--31,5--6,5--26,6--13,6--23,6--27,7--15,7--25,7--30,8--13,8--24,8--35,9--11,9--19,9--23,9--34,10--22,10--26,10--28,10--30,11--17,11--34,11--37,12--14,12--22,12--33,12--34,13--30,13--32,14--16,14--35,15--23,15--30,15--36,16--17,16--24,16--32,17--18,18--22,18--26,18--36,19--27,19--37,20--25,20--29,20--32,21--25,21--34,21--35,22--31,23--35,24--28,25--29,27--37,28--36,29--31,29--33,31--32
0--5,0--23,0--24,0--31,1--3,1--27,1--33,1--34,2--5,2--13,2--18,2--32,3--8,3--24,3--25,4--8,4--21,4--29,4--37,5--29,5--35,6--9,6--22,6--23,6--32,7--14,7--18,7--30,7--33,8--19,8--34,9--15,9--16,9--27,10--11,10--14,10--25,10--30,11--12,11--32,11--34,12--21,12--27,12--36,13--27,13--31,13--37,14--25,14--35,15--28,15--30,15--36,16--21,16--26,16--29,17--18,17--21,17--22,17--26,18--26,19--22,19--34,19--35,20--26,20--29,20--31,20--36,22--35,23--30,23--37,24--28,24--31,25--33,28--32,28--36,33--37
0--10,0--24,0--33,0--35,1--3,1--6,1--21,1--26,2--10,2--12,2--17,2--26,3--18,3--32,3--37,4--5,4--13,4--25,4--29,5--12,5--17,5--37,6--9,6--27,6--28,7--11,7--27,7--29,7--35,8--11,8--12,8--24,8--33,9--16,9--19,9--35,10--18,10--37,11--20,11--36,12--22,13--14,13--20,13--31,14--15,14--25,14--34,15--18,15--21,15--24,16--19,16--25,16--32,17--23,17--28,18--30,19--20,19--30,20--23,21--28,21--36,22--29,22--31,22--33,23--32,23--34,24--26,25--36,26--28,27--31,27--35,29--37,30--33,30--36,31--34,32--34
0--16,0--24,0--30,0--37,1--11,1--29,1--30,1--33,2--14,2--23,2--26,2--27,3--16,3--22,3--28,3--32,4--10,4--15,4--20,4--27,5--6,5--12,5--23,5--24,6--11,6--12,6--21,7--11,7--14,7--16,7--37,8--19,8--22,8--30,8--35,9--14,9--17,9--19,9--28,10--13,10--21,10--30,11--29,12--24,12--25,13--17,13--27,13--34,14--33,15--26,15--31,15--32,16--26,17--29,17--37,18--19,18--27,18--35,18--36,19--36,20--28,20--31,20--35,21--24,21--34,22--25,22--35,23--25,23--36,25--32,26--31,28--33,29--31,32--34,33--36,34--37
0--9,0--12,0--19,0--25,1--2,1--18,1--19,1--26,2--13,2--27,2--31,3--7,3--34,3--36,3--37,4--5,4--10,4--12,4--19,5--8,5--20,5--28,6--21,6--26,6--33,6--37,7--16,7--30,7--35,8--28,8--30,8--31,9--11,9--14,9--37,10--14,10--32,10--36,11--18,11--25,11--36,12--20,12--25,13--18,13--26,13--37,14--27,14--33,15--20,15--23,15--29,15--32,16--24,16--29,16--34,17--22,17--23,17--26,17--33,18--35,19--35,20--35,21--22,21--25,21--31,22--23,22--28,23--32,24--29,24--30,24--36,27--28,27--32,29--33,30--34,31--34
0--2,0--11,0--23,0--34,1--6,1--18,1--21,1--35,2--28,2--33,2--36,3--4,3--9,3--10,3--22,4--16,4--17,4--19,5--16,5--27,5--30,5--32,6--24,6--28,6--32,7--8,7--13,7--21,7--30,8--14,8--22,8--26,9--17,9--28,9--33,10--20,10--24,10--37,11--12,11--15,11--18,12--16,12--30,12--36,13--21,13--32,13--37,14--21,14--25,14--27,15--23,15--33,15--34,16--33,17--31,17--35,18--19,18--26,19--20,19--23,20--24,20--31,22--24,22--29,23--36,25--29,25--34,25--37,26--30,26--31,27--29,27--35,28--36,29--35,31--34,32--37
0--5,0--11,0--12,0--22,1--15,1--19,1--26,1--36,2--9,2--18,2--35,2--37,3--14,3--20,3--27,3--33,4--9,4--10,4--22,4--24,5--11,5--16,5--28,6--24,6--30,6--32,6--34,7--13,7--18,7--33,7--35,8--28,8--31,8--32,8--34,9--21,9--30,10--13,10--32,10--34,11--21,11--25,12--14,12--22,12--30,13--15,13--23,14--23,14--25,15--17,15--30,16--33,16--36,16--37,17--23,17--32,17--33,18--26,18--37,19--29,19--31,19--35,20--25,20--26,20--27,21--25,21--36,22--27,23--27,24--31,24--36,26--29,28--29,28--31,29--34,35--37
0--23,0--24,0--28,0--34,1--24,1--30,1--35,1--36,2--13,2--29,2--34,2--37,3--12,3--13,3--31,3--34,4--10,4--32,4--35,4--36,5--6,5--7,5--22,5--30,6--19,6--25,6--31,7--18,7--22,7--28,8--13,8--16,8--28,8--32,9--19,9--30,9--31,9--36,10--11,10--14,10--18,11--21,11--31,11--37,12--17,12--25,12--35,13--14,14--26,14--33,15--17,15--20,15--24,15--25,16--20,16--27,16--33,17--27,17--28,18--23,18--26,19--23,19--26,20--21,20--32,21--23,21--37,22--24,22--33,25--27,26--37,27--29,29--32,29--33,30--36,34--35
0--4,0--17,0--24,0--32,1--9,1--22,1--30,1--36,2--5,2--16,2--19,2--26,3--5,3--8,3--15,3--29,4--10,4--12,4--14,5--16,5--35,6--7,6--8,6--24,6--36,7--9,7--27,7--33,8--20,8--26,9--19,9--33,10--22,10--23,10--31,11--12,11--16,11--25,11--31,12--22,12--28,13--14,13--19,13--30,13--37,14--18,14--25,15--17,15--21,15--29,16--37,17--21,17--35,18--20,18--23,18--34,19--30,20--26,20--33,21--27,21--32,22--33,23--25,23--28,24--27,24--29,25--28,26--36,27--35,28--32,29--31,30--34,31--36,32--37,34--35,34--37
0--8,0--11,0--29,0--33,1--6,1--27,1--36,1--37,2--4,2--8,2--24,2--36,3--12,3--15,3--18,3--26,4--16,4--24,4--26,5--13,5--14,5--23,5--25,6--14,6--21,6--28,7--11,7--18,7--22,7--28,8--9,8--23,9--25,9--27,9--29,10--28,10--30,10--34,10--36,11--12,11--17,12--15,12--19,13--24,13--31,13--34,14--17,14--35,15--18,15--31,16--19,16--34,16--37,17--19,17--32,18--31,19--27,20--23,20--27,20--29,20--34,21--22,21--24,21--26,22--36,22--37,23--35,25--26,25--32,28--29,30--31,30--33,30--35,32--33,32--35,33--37
0--3,0--13,0--21,0--26,1--22,1--25,1--26,1--29,2--7,2--14,2--17,2--33,3--5,3--12,3--34,4--29,4--30,4--33,4--34,5--16,5--22,5--30,6--13,6--15,6--25,6--28,7--10,7--23,7--35,8--20,8--27,8--31,8--34,9--18,9--20,9--24,9--32,10--28,10--30,10--35,11--13,11--20,11--21,11--33,12--14,12--23,12--32,13--19,14--18,14--25,15--18,15--27,15--35,16--24,16--29,16--31,17--19,17--21,17--22,18--29,19--27,19--36,20--37,21--36,22--25,23--34,23--37,24--27,24--28,26--28,26--32,30--37,31--33,31--37,32--36,35--36
0--16,0--19,0--31,0--32,1--11,1--18,1--26,1--29,2--5,2--11,2--17,2--36,3--12,3--17,3--24,3--34,4--10,4--11,4--22,4--30,5--14,5--15,5--17,6--14,6--22,6--27,6--28,7--13,7--20,7--23,7--26,8--20,8--27,8--29,8--35,9--12,9--22,9--23,9--24,10--18,10--26,10--30,11--21,12--15,12--37,13--19,13--33,13--34,14--18,14--19,15--19,15--33,16--18,16--21,16--22,17--36,20--25,20--32,21--32,21--36,23--25,23--33,24--28,24--36,25--33,25--34,26--37,27--28,27--31,28--32,29--31,29--35,30--31,30--37,34--35,35--37
0--13,0--22,0--32,0--35,1--11,1--28,1--34,1--36,2--3,2--5,2--11,2--25,3--10,3--12,3--20,4--7,4--10,4--13,4--23,5--15,5--19,5--30,6--15,6--16,6--23,6--35,7--13,7--21,7--24,8--28,8--29,8--31,8--33,9--14,9--17,9--23,9--33,10--19,10--30,11--12,11--19,12--17,12--31,13--22,14--18,14--24,14--29,15--16,15--31,16--29,16--30,17--35,17--37,18--20,18--27,18--34,19--36,20--21,20--27,21--25,21--32,22--26,22--36,23--32,24--25,24--35,25--26,26--33,26--34,27--28,27--31,28--37,29--30,32--37,33--37,34--36
0--1,0--4,0--20,0--36,1--5,1--13,1--37,2--12,2--16,2--21,2--31,3--9,3--10,3--29,3--37,4--22,4--23,4--24,5--13,5--20,5--26,6--7,6--11,6--17,6--36,7--14,7--24,7--37,8--15,8--20,8--33,8--35,9--21,9--28,9--33,10--25,10--29,10--30,11--21,11--28,11--34,12--22,12--31,12--36,13--25,13--33,14--24,14--27,14--30,15--18,15--19,15--26,16--20,16--29,16--37,17--22,17--27,17--28,18--19,18--25,18--29,19--23,19--35,21--35,22--34,23--32,23--35,24--31,25--34,26--27,26--32,27--34,28--31,30--32,30--36,32--33
0--10,0--11,0--15,0--19,1--4,1--5,1--36,1--37,2--4,2--16,2--22,2--25,3--10,3--13,3--27,3--29,4--16,4--30,5--9,5--25,5--31,6--17,6--19,6--24,6--35,7--23,7--24,7--26,7--32,8--19,8--21,8--29,8--31,9--13,9--14,9--18,10--15,10--33,11--13,11--20,11--21,12--14,12--16,12--23,12--37,13--35,14--17,14--30,15--23,15--28,16--33,17--19,17--20,18--25,18--28,18--36,20--26,20--27,21--27,21--34,22--26,22--29,22--31,23--28,24--27,24--37,25--30,26--32,28--36,29--34,30--31,32--35,32--37,33--34,33--35,34--36
0--7,0--15,0--17,0--20,1--10,1--29,1--33,1--37,2--5,2--13,2--28,2--30,3--9,3--12,3--23,3--31,4--7,4--16,4--26,4--33,5--15,5--30,5--32,6--12,6--17,6--23,6--36,7--21,7--35,8--10,8--16,8--19,8--36,9--21,9--23,9--25,10--27,10--34,11--13,11--24,11--33,11--36,12--25,12--26,13--22,13--32,14--19,14--21,14--22,14--36,15--16,15--34,16--35,17--30,17--37,18--20,18--30,18--35,18--37,19--24,19--31,20--33,20--35,21--34,22--23,22--31,24--25,24--26,25--29,26--28,27--29,27--31,27--32,28--29,28--34,32--37
0--3,0--16,0--17,0--33,1--3,1--8,1--11,1--16,2--10,2--16,2--24,2--33,3--14,3--36,4--8,4--18,4--27,4--37,5--13,5--23,5--33,5--35,6--7,6--24,6--26,6--35,7--24,7--26,7--34,8--22,8--26,9--15,9--19,9--29,9--32,10--15,10--16,10--21,11--18,11--21,11--31,12--30,12--31,12--33,12--35,13--21,13--36,13--37,14--17,14--20,14--28,15--23,15--30,17--19,17--29,18--28,18--31,19--20,19--28,20--27,20--34,21--30,22--27,22--32,22--34,23--31,23--32,24--25,25--30,25--32,25--36,26--28,27--29,29--35,34--37,36--37
0--25,0--26,0--30,0--37,1--13,1--16,1--18,1--29,2--3,2--5,2--17,2--20,3--13,3--14,3--37,4--10,4--26,4--27,4--37,5--12,5--22,5--32,6--19,6--20,6--32,6--35,7--11,7--21,7--28,7--34,8--11,8--14,8--29,8--36,9--16,9--28,9--33,9--35,10--15,10--20,10--26,11--30,11--34,12--15,12--34,12--36,13--23,13--30,14--16,14--27,15--18,15--23,16--35,17--24,17--25,17--37,18--30,18--31,19--22,19--29,19--35,20--28,21--26,21--31,21--36,22--31,22--33,23--25,23--27,24--28,24--33,24--36,25--34,27--32,29--32,31--33
0--15,0--18,0--25,0--37,1--5,1--8,1--21,1--27,2--6,2--11,2--16,2--32,3--9,3--10,3--27,3--31,4--7,4--12,4--16,4--21,5--10,5--22,5--31,6--24,6--25,6--33,7--25,7--34,7--36,8--17,8--18,8--29,9--15,9--32,9--33,10--30,10--32,11--16,11--27,11--30,12--16,12--23,12--37,13--24,13--28,13--30,13--31,14--18,14--21,14--30,14--34,15--32,15--36,17--19,17--21,17--22,18--23,19--20,19--26,19--29,20--26,20--33,20--35,22--23,22--29,23--24,24--36,25--35,26--29,26--34,27--28,28--33,28--37,31--37,34--35,35--36
0--8,0--20,0--22,0--34,1--12,1--18,1--21,1--22,2--3,2--9,2--30,2--31,3--13,3--14,3--18,4--7,4--15,4--26,4--31,5--6,5--11,5--12,5--27,6--16,6--19,6--24,7--28,7--33,7--37,8--21,8--24,8--25,9--11,9--19,9--26,10--22,10--28,10--29,10--35,11--12,11--16,12--32,13--15,13--17,13--25,14--21,14--23,14--25,15--24,15--37,16--23,16--31,17--21,17--30,17--32,18--20,18--30,19--26,19--36,20--29,20--36,22--23,23--33,24--26,25--27,27--32,27--35,28--29,28--36,29--34,30--37,31--34,32--33,33--36,34--35,35--37
0--10,0--14,0--28,0--33,1--8,1--18,1--22,1--36,2--7,2--10,2--17,2--30,3--16,3--26,3--27,3--31,4--9,4--12,4--14,4--25,5--9,5--12,5--18,5--25,6--8,6--23,6--33,6--36,7--18,7--25,7--34,8--22,8--36,9--26,9--29,10--21,10--34,11--24,11--33,11--34,11--35,12--19,12--28,13--16,13--20,13--21,13--34,14--21,14--35,15--25,15--28,15--29,15--32,16--23,16--37,17--20,17--27,17--29,18--19,19--31,19--36,20--24,20--32,21--31,22--23,22--37,23--37,24--28,24--35,26--27,26--33,27--30,29--30,30--32,31--35,32--37
0--1,0--5,0--18,0--21,1--3,1--8,1--28,2--10,2--13,2--15,2--29,3--13,3--24,3--30,4--9,4--12,4--26,4--32,5--9,5--17,5--33,6--17,6--18,6--23,6--29,7--11,7--21,7--23,7--27,8--12,8--33,8--34,9--10,9--19,10--15,10--21,11--15,11--28,11--30,12--22,12--25,13--27,13--32,14--18,14--23,14--30,14--36,15--26,16--19,16--26,16--28,16--31,17--20,17--22,18--37,19--24,19--36,20--25,20--33,20--37,21--31,22--26,22--36,23--30,24--32,24--33,25--28,25--36,27--34,27--35,29--35,29--37,31--34,31--35,32--37,34--35
0--8,0--12,0--25,0--28,1--24,1--26,1--27,1--36,2--11,2--16,2--27,2--33,3--7,3--10,3--21,3--24,4--13,4--14,4--20,4--29,5--13,5--19,5--24,5--34,6--7,6--9,6--16,6--35,7--17,7--22,8--9,8--23,8--31,9--10,9--23,10--15,10--25,11--16,11--17,11--21,12--24,12--30,12--35,13--14,13--19,14--15,14--16,15--28,15--29,17--20,17--25,18--29,18--33,18--34,18--37,19--30,19--31,20--21,20--23,21--27,22--26,22--28,22--30,23--32,25--37,26--31,26--33,27--36,28--36,29--37,30--32,31--32,32--33,34--35,34--37,35--36
0--9,0--14,0--15,0--28,1--9,1--16,1--19,1--31,2--10,2--18,2--22,2--32,3--7,3--13,3--22,3--24,4--13,4--15,4--17,4--28,5--25,5--28,5--31,5--35,6--12,6--18,6--20,6--36,7--8,7--10,7--11,8--21,8--24,8--36,9--11,9--34,10--23,10--37,11--19,11--24,12--16,12--21,12--29,13--27,13--30,14--16,14--20,14--21,15--26,15--34,16--23,17--24,17--33,17--36,18--25,18--31,19--27,19--30,20--22,20--32,21--27,22--33,23--30,23--33,25--35,25--36,26--28,26--29,26--37,27--34,29--34,29--37,30--35,31--37,32--33,32--35
0--13,0--15,0--26,0--37,1--11,1--19,1--24,1--34,2--7,2--15,2--20,2--35,3--14,3--17,3--26,3--28,4--6,4--7,4--21,4--30,5--9,5--24,5--32,5--37,6--13,6--18,6--32,7--16,7--31,8--10,8--11,8--19,8--20,9--15,9--26,9--29,10--12,10--19,10--24,11--16,11--28,12--16,12--20,12--33,13--28,13--31,14--25,14--26,14--27,15--36,16--17,17--22,17--23,18--33,18--35,18--37,19--35,20--25,21--27,21--34,21--37,22--23,22--31,22--34,23--32,23--33,24--29,25--27,25--36,27--30,28--29,29--30,30--31,32--36,33--35,34--36
0--7,0--18,0--22,0--23,1--2,1--6,1--8,1--29,2--10,2--30,2--37,3--13,3--27,3--32,3--36,4--18,4--26,4--34,4--36,5--12,5--16,5--31,5--33,6--9,6--13,6--14,7--11,7--12,7--14,8--9,8--14,8--28,9--13,9--20,10--15,10--18,10--21,11--15,11--22,11--37,12--19,12--30,13--25,14--34,15--25,15--36,16--17,16--31,16--35,17--21,17--33,17--34,18--23,19--32,19--34,19--36,20--25,20--26,20--35,21--23,21--25,22--29,22--31,23--24,24--28,24--29,24--32,26--27,26--33,27--33,27--37,28--30,28--31,29--35,30--37,32--35
0--4,0--10,0--17,0--23,1--3,1--5,1--29,1--37,2--6,2--17,2--18,2--36,3--21,3--34,3--35,4--15,4--16,4--29,5--14,5--19,5--37,6--19,6--21,6--23,7--9,7--14,7--20,7--34,8--11,8--14,8--20,8--31,9--15,9--22,9--26,10--22,10--30,10--33,11--22,11--27,11--33,12--13,12--16,12--23,12--25,13--22,13--28,13--37,14--35,15--19,15--32,16--25,16--27,17--24,17--28,18--20,18--25,18--29,19--26,20--31,21--28,21--31,23--26,24--32,24--33,24--37,25--34,26--35,27--29,27--32,28--30,30--32,30--35,31--36,33--36,34--36
0--11,0--12,0--33,0--37,1--12,1--13,1--17,1--24,2--9,2--10,2--17,2--25,3--25,3--29,3--30,3--34,4--18,4--26,4--34,4--35,5--6,5--9,5--26,5--32,6--15,6--16,6--36,7--9,7--24,7--29,7--31,8--10,8--28,8--35,8--37,9--23,10--11,10--32,11--23,11--30,12--15,12--21,13--19,13--34,13--36,14--23,14--27,14--32,14--35,15--26,15--29,16--22,16--27,16--33,17--23,17--28,18--20,18--31,18--35,19--20,19--26,19--30,20--25,20--28,21--22,21--29,21--30,22--27,22--33,24--33,24--36,25--32,27--31,28--31,34--37,36--37
0--8,0--11,0--27,0--35,1--3,1--9,1--26,1--35,2--7,2--10,2--14,2--25,3--16,3--21,3--29,4--5,4--9,4--12,4--31,5--23,5--26,5--32,6--7,6--20,6--29,6--33,7--11,7--25,8--27,8--32,8--37,9--20,9--33,10--19,10--24,10--36,11--14,11--28,12--15,12--27,12--34,13--24,13--30,13--32,13--37,14--15,14--24,15--17,15--28,16--25,16--29,16--31,17--18,17--21,17--35,18--21,18--29,18--30,19--28,19--30,19--36,20--32,20--34,21--22,22--23,22--27,22--33,23--34,23--37,24--37,25--36,26--28,26--34,30--35,31--33,31--36
0--4,0--21,0--32,0--37,1--11,1--16,1--20,1--23,2--12,2--20,2--21,2--34,3--10,3--27,3--32,3--35,4--13,4--25,4--35,5--12,5--15,5--25,5--32,6--8,6--19,6--22,6--31,7--11,7--23,7--24,7--35,8--19,8--28,8--30,9--15,9--22,9--28,9--33,10--17,10--27,10--28,11--25,11--37,12--16,12--29,13--18,13--21,13--30,14--17,14--21,14--31,14--34,15--17,15--24,16--33,16--36,17--20,18--31,18--34,18--36,19--22,19--36,20--29,22--32,23--27,23--34,24--25,24--26,26--27,26--30,26--33,28--31,29--35,29--37,30--37,33--36
0--6,0--10,0--28,0--33,1--6,1--17,1--19,1--32,2--4,2--8,2--10,2--15,3--12,3--18,3--30,3--31,4--21,4--34,4--37,5--14,5--15,5--20,5--36,6--20,6--32,7--16,7--24,7--30,7--31,8--12,8--16,8--34,9--10,9--19,9--36,9--37,10--31,11--18,11--20,11--33,11--35,12--17,12--19,13--24,13--25,13--30,13--35,14--22,14--24,14--26,15--17,15--23,16--24,16--29,17--30,18--27,18--34,19--25,20--32,21--23,21--25,21--27,22--31,22--33,22--34,23--26,23--36,25--29,26--27,26--28,27--35,28--32,28--37,29--33,29--37,35--36
0--1,0--14,0--27,0--37,1--15,1--22,1--26,2--16,2--18,2--23,2--36,3--5,3--21,3--24,3--34,4--11,4--15,4--19,4--31,5--15,5--16,5--27,6--11,6--13,6--20,6--29,7--19,7--20,7--21,7--22,8--10,8--12,8--26,8--33,9--14,9--19,9--29,9--35,10--13,10--25,10--37,11--17,11--21,12--23,12--25,12--30,13--28,13--32,14--18,14--31,15--24,16--17,16--23,17--18,17--36,18--29,19--25,20--24,20--30,21--22,22--33,23--31,24--30,25--34,26--27,26--28,27--34,28--32,28--35,29--36,30--37,31--36,32--35,32--37,33--34,33--35
0--2,0--7,0--18,0--30,1--11,1--20,1--21,1--28,2--24,2--26,2--30,3--4,3--7,3--8,3--15,4--17,4--25,4--28,5--22,5--23,5--34,5--35,6--12,6--19,6--25,6--27,7--13,7--34,8--11,8--22,8--36,9--12,9--29,9--30,9--31,10--14,10--16,10--20,10--27,11--27,11--32,12--13,12--35,13--21,13--36,14--17,14--32,14--34,15--17,15--25,15--35,16--18,16--23,16--31,17--37,18--33,18--37,19--20,19--25,19--35,20--29,21--23,21--31,22--24,22--29,23--36,24--26,24--27,26--31,26--37,28--33,28--34,29--30,32--33,32--37,33--36
0--2,0--15,0--27,0--35,1--3,1--6,1--9,1--16,2--4,2--12,2--19,3--10,3--16,3--17,4--10,4--14,4--27,5--19,5--20,5--26,5--36,6--8,6--23,6--27,7--11,7--13,7--19,7--28,8--17,8--23,8--25,9--20,9--22,9--36,10--11,10--15,11--24,11--32,12--25,12--29,12--30,13--21,13--28,13--37,14--18,14--22,14--35,15--30,15--36,16--31,16--34,17--32,17--34,18--19,18--26,18--31,20--25,20--35,21--29,21--33,21--35,22--27,22--29,23--29,23--37,24--26,24--32,24--33,25--28,26--37,28--30,30--37,31--32,31--33,33--34,34--36
0--11,0--16,0--27,0--34,1--24,1--29,1--32,1--34,2--9,2--14,2--18,2--26,3--10,3--13,3--35,3--37,4--16,4--17,4--21,4--28,5--12,5--18,5--24,5--29,6--7,6--11,6--26,6--28,7--8,7--23,7--30,8--19,8--20,8--36,9--12,9--30,9--31,10--12,10--18,10--32,11--14,11--15,12--31,13--15,13--28,13--33,14--29,14--30,15--27,15--34,16--19,16--31,17--20,17--21,17--35,18--35,19--24,19--25,20--22,20--32,21--25,21--33,22--25,22--33,22--36,23--26,23--27,23--29,24--32,25--35,26--37,27--37,28--36,30--36,31--37,33--34
