0--20,0--28,0--31,0--32,1--3,1--7,1--8,1--33,2--15,2--22,2--28,2--29,3--8,3--11,3--27,4--26,4--27,4--33,4--35,5--11,5--17,5--23,5--35,6--13,6--18,6--39,6--41,7--8,7--23,7--37,8--26,9--29,9--30,9--39,9--41,10--18,10--25,10--30,10--37,11--25,11--40,12--20,12--21,12--22,12--40,13--22,13--30,13--34,14--16,14--20,14--33,14--36,15--25,15--35,15--39,16--17,16--31,16--36,17--21,17--38,18--21,18--36,19--20,19--31,19--33,19--37,21--22,23--32,23--39,24--28,24--29,24--34,24--38,25--34,26--36,26--38,27--31,27--32,28--41,29--41,30--40,32--35,34--37,38--40
0--4,0--12,0--16,0--24,1--2,1--8,1--31,1--37,2--24,2--26,2--34,3--5,3--18,3--35,3--37,4--11,4--15,4--31,5--24,5--28,5--38,6--18,6--20,6--30,6--32,7--12,7--14,7--27,7--38,8--11,8--36,8--41,9--10,9--21,9--31,9--34,10--23,10--30,10--40,11--22,11--27,12--13,12--25,13--20,13--21,13--38,14--17,14--27,14--33,15--22,15--34,15--41,16--19,16--23,16--26,17--21,17--24,17--28,18--25,18--36,19--26,19--29,19--36,20--22,20--33,21--25,22--35,23--32,23--41,25--39,26--32,27--37,28--39,28--40,29--33,29--37,29--41,30--31,30--33,32--39,34--40,35--39,35--40,36--38
0--8,0--14,0--21,0--34,1--2,1--6,1--7,1--33,2--14,2--33,2--38,3--4,3--8,3--22,3--41,4--25,4--34,4--40,5--18,5--22,5--26,5--32,6--9,6--23,6--35,7--30,7--32,7--39,8--19,8--21,9--18,9--19,9--28,10--12,10--26,10--38,10--39,11--20,11--21,11--35,11--41,12--16,12--30,12--37,13--28,13--31,13--34,13--36,14--19,14--31,15--24,15--25,15--30,15--34,16--25,16--27,16--41,17--22,17--35,17--37,17--38,18--27,18--36,19--39,20--26,20--29,20--40,21--33,22--27,23--24,23--29,23--37,24--31,24--40,25--37,26--30,27--33,28--36,28--38,29--32,29--39,31--32,35--40,36--41
0--2,0--23,0--25,0--28,1--4,1--17,1--22,1--33,2--7,2--18,2--37,3--10,3--14,3--16,3--31,4--22,4--30,4--40,5--6,5--12,5--15,5--32,6--17,6--28,6--31,7--26,7--38,7--39,8--10,8--20,8--29,8--37,9--11,9--12,9--18,9--21,10--20,10--35,11--20,11--28,11--34,12--14,12--17,13--18,13--27,13--36,13--41,14--23,14--37,15--33,15--34,15--39,16--29,16--32,16--38,17--25,18--33,19--21,19--30,19--32,19--41,20--27,21--25,21--32,22--29,22--36,23--24,23--26,24--30,24--37,24--38,25--27,26--27,26--36,28--41,29--40,30--41,31--35,31--40,33--35,34--35,34--36,38--39,39--40
0--2,0--9,0--21,0--31,1--3,1--27,1--33,1--34,2--5,2--15,2--24,3--11,3--20,3--27,4--24,4--28,4--39,4--41,5--9,5--10,5--36,6--8,6--14,6--15,6--35,7--14,7--22,7--25,7--38,8--22,8--29,8--41,9--22,9--39,10--12,10--16,10--26,11--28,11--33,11--35,12--32,12--37,12--40,13--17,13--21,13--27,13--32,14--16,14--30,15--19,15--23,16--21,16--26,17--33,17--36,17--37,18--19,18--20,18--34,18--38,19--30,19--35,20--22,20--25,21--26,23--29,23--37,23--39,24--29,24--38,25--28,25--31,26--39,27--36,28--30,29--41,30--32,31--32,31--36,33--34,34--35,37--40,38--40,40--41
0--5,0--14,0--17,0--18,1--4,1--10,1--27,1--36,2--3,2--19,2--29,2--31,3--21,3--36,3--40,4--14,4--33,4--39,5--13,5--28,5--29,6--22,6--34,6--35,6--37,7--10,7--12,7--15,7--24,8--15,8--25,8--27,8--35,9--16,9--20,9--23,9--34,10--14,10--31,11--14,11--26,11--28,11--31,12--13,12--17,12--22,13--25,13--38,15--33,15--40,16--18,16--30,16--39,17--21,17--29,18--29,18--37,19--28,19--32,19--40,20--26,20--30,20--33,21--23,21--38,22--30,22--37,23--25,23--40,24--26,24--31,24--36,25--28,26--30,27--33,27--41,32--34,32--38,32--41,34--39,35--39,35--41,36--41,37--38
0--4,0--11,0--29,0--34,1--10,1--15,1--27,1--35,2--14,2--31,2--35,2--39,3--14,3--16,3--20,3--35,4--6,4--9,4--41,5--11,5--16,5--23,5--33,6--10,6--11,6--19,7--8,7--13,7--16,7--17,8--23,8--32,8--40,9--13,9--17,9--28,10--22,10--35,11--15,12--22,12--24,12--29,12--37,13--19,13--24,14--21,14--22,15--34,15--37,16--27,17--25,17--38,18--24,18--27,18--34,18--40,19--20,19--30,20--28,20--40,21--32,21--33,21--41,22--36,23--28,23--38,24--39,25--26,25--28,25--38,26--38,26--39,26--41,27--30,29--31,29--40,30--32,30--33,31--36,31--37,32--37,33--39,34--36,36--41
0--2,0--17,0--20,0--31,1--3,1--6,1--7,1--39,2--8,2--13,2--28,3--12,3--15,3--38,4--15,4--26,4--29,4--36,5--19,5--25,5--38,5--39,6--9,6--17,6--37,7--10,7--20,7--27,8--16,8--31,8--34,9--18,9--24,9--37,10--28,10--30,10--36,11--28,11--30,11--35,11--40,12--22,12--28,12--33,13--22,13--24,13--41,14--19,14--22,14--34,14--36,15--16,15--21,16--23,16--26,17--34,17--41,18--21,18--27,18--32,19--35,19--40,20--21,20--26,21--35,22--27,23--32,23--33,23--36,24--32,24--39,25--31,25--32,25--33,26--40,27--34,29--35,29--37,29--41,30--33,30--38,31--37,38--41,39--40
0--1,0--18,0--27,0--28,1--11,1--31,1--34,2--9,2--12,2--14,2--40,3--13,3--19,3--22,3--25,4--7,4--28,4--37,4--39,5--13,5--21,5--30,5--39,6--11,6--29,6--37,6--38,7--17,7--36,7--40,8--9,8--13,8--35,8--36,9--11,9--15,10--13,10--14,10--22,10--23,11--28,12--21,12--25,12--38,14--22,14--32,15--26,15--27,15--40,16--18,16--24,16--26,16--35,17--29,17--31,17--41,18--33,18--39,19--26,19--28,19--36,20--21,20--31,20--32,20--38,21--41,22--35,23--33,23--37,23--40,24--33,24--34,24--41,25--30,25--38,26--27,27--36,29--39,29--41,30--31,30--32,32--34,33--34,35--37
0--11,0--17,0--30,0--34,1--11,1--18,1--34,1--38,2--4,2--15,2--23,2--24,3--12,3--16,3--28,3--32,4--9,4--14,4--23,5--6,5--19,5--25,5--41,6--7,6--19,6--22,7--20,7--21,7--39,8--11,8--13,8--15,8--34,9--27,9--28,9--38,10--17,10--21,10--33,10--36,11--24,12--23,12--26,12--27,13--19,13--25,13--27,14--16,14--18,14--35,15--26,15--41,16--18,16--22,17--36,17--38,18--30,19--35,20--22,20--24,20--36,21--29,21--37,22--29,23--40,24--28,25--29,25--30,26--31,26--35,27--35,28--36,29--33,30--32,31--33,31--39,31--41,32--34,32--39,33--40,37--39,37--40,37--41,38--40
0--2,0--24,0--32,0--39,1--15,1--23,1--36,1--38,2--9,2--32,2--34,3--7,3--26,3--32,3--37,4--5,4--13,4--29,4--38,5--7,5--31,5--33,6--13,6--24,6--26,6--30,7--12,7--33,8--20,8--21,8--37,8--41,9--10,9--20,9--21,10--17,10--28,10--36,11--15,11--19,11--20,11--37,12--17,12--28,12--38,13--17,13--23,14--16,14--25,14--26,14--34,15--35,15--41,16--18,16--21,16--36,17--26,18--28,18--31,18--41,19--21,19--23,19--30,20--27,22--36,22--38,22--39,22--40,23--37,24--25,24--41,25--29,25--40,27--28,27--30,27--31,29--33,29--35,30--40,31--35,32--34,33--40,34--39,35--39
0--5,0--18,0--35,0--39,1--6,1--7,1--25,1--26,2--18,2--23,2--28,2--32,3--9,3--27,3--35,3--37,4--13,4--14,4--19,4--30,5--15,5--18,5--38,6--33,6--37,6--40,7--10,7--28,7--31,8--13,8--14,8--23,8--35,9--25,9--26,9--36,10--30,10--34,10--39,11--15,11--24,11--32,11--41,12--14,12--16,12--22,12--33,13--23,13--25,14--27,15--17,15--33,16--34,16--39,16--41,17--21,17--22,17--36,18--33,19--22,19--25,19--29,20--24,20--30,20--35,20--41,21--26,21--31,21--36,22--37,23--29,24--28,24--29,26--38,27--31,27--34,28--36,29--38,30--31,32--34,32--40,37--39,38--40,40--41
0--9,0--16,0--19,0--21,1--16,1--18,1--25,1--29,2--5,2--32,2--33,2--35,3--7,3--14,3--29,3--36,4--22,4--31,4--34,4--37,5--17,5--32,5--37,6--14,6--28,6--29,6--39,7--18,7--26,7--28,8--13,8--19,8--21,8--41,9--12,9--26,9--30,10--14,10--33,10--39,10--41,11--15,11--30,11--34,11--40,12--18,12--30,12--38,13--14,13--22,13--36,15--20,15--38,15--39,16--20,16--27,17--24,17--33,17--38,18--26,19--21,19--39,20--31,20--32,21--25,22--30,22--40,23--26,23--34,23--36,23--40,24--27,24--31,24--40,25--35,25--37,27--34,27--35,28--29,28--41,31--37,32--36,33--41,35--38
0--3,0--7,0--15,0--34,1--21,1--31,1--35,1--36,2--6,2--34,2--40,2--41,3--4,3--26,3--27,4--8,4--19,4--32,5--13,5--16,5--28,5--39,6--7,6--25,6--34,7--14,7--15,8--9,8--10,8--27,9--12,9--28,9--38,10--20,10--32,10--37,11--17,11--25,11--29,11--31,12--15,12--22,12--27,13--29,13--32,13--35,14--20,14--31,14--40,15--41,16--19,16--23,16--26,17--21,17--29,17--40,18--21,18--33,18--38,18--39,19--25,19--39,20--23,20--24,21--24,22--24,22--32,22--38,23--26,23--37,24--30,25--26,27--28,28--30,29--35,30--34,30--40,31--37,33--36,33--37,33--38,35--41,36--39,36--41
0--10,0--24,0--27,0--33,1--14,1--25,1--31,1--35,2--13,2--14,2--31,2--34,3--8,3--12,3--26,3--29,4--13,4--20,4--27,4--28,5--16,5--23,5--37,5--39,6--11,6--20,6--36,6--40,7--10,7--13,7--14,7--22,8--16,8--17,8--33,9--16,9--24,9--35,9--36,10--28,10--29,11--17,11--21,11--26,12--18,12--23,12--25,13--20,14--32,15--30,15--38,15--39,15--41,16--20,17--18,17--40,18--26,18--35,19--26,19--30,19--31,19--32,21--22,21--30,21--41,22--27,22--29,23--27,23--34,24--32,24--34,25--31,25--36,28--33,28--37,29--41,30--39,32--37,33--38,34--38,35--38,36--39,37--40,40--41
0--12,0--17,0--24,0--31,1--5,1--12,1--21,1--37,2--25,2--28,2--29,2--38,3--15,3--22,3--23,3--41,4--6,4--13,4--18,4--21,5--17,5--25,5--35,6--11,6--16,6--30,7--11,7--13,7--21,7--34,8--14,8--21,8--22,8--41,9--24,9--27,9--32,9--40,10--26,10--31,10--32,10--39,11--30,11--33,12--18,12--39,13--17,13--38,14--17,14--26,14--38,15--20,15--28,15--36,16--19,16--23,16--40,18--33,18--36,19--25,19--32,19--34,20--29,20--35,20--39,22--31,22--34,23--31,23--37,24--29,24--35,25--40,26--28,26--41,27--30,27--36,27--37,28--39,29--32,30--33,33--41,34--40,35--36,37--38
0--11,0--13,0--29,0--32,1--8,1--32,1--35,1--41,2--14,2--23,2--29,2--34,3--4,3--21,3--25,3--36,4--37,4--40,4--41,5--16,5--24,5--25,5--41,6--12,6--19,6--39,6--40,7--12,7--17,7--24,7--32,8--12,8--29,8--33,9--15,9--22,9--27,9--34,10--19,10--20,10--21,10--38,11--13,11--19,11--20,12--39,13--22,13--36,14--15,14--20,14--24,15--22,15--40,16--28,16--35,16--38,17--19,17--28,17--33,18--23,18--31,18--33,18--37,20--34,21--22,21--38,23--31,23--36,24--38,25--30,25--35,26--32,26--33,26--37,26--41,27--28,27--30,27--31,28--34,29--31,30--36,30--37,35--39,39--40
0--12,0--35,0--36,0--38,1--7,1--10,1--11,1--23,2--3,2--4,2--23,2--29,3--18,3--22,3--24,4--21,4--22,4--24,5--7,5--20,5--31,5--40,6--8,6--16,6--37,6--39,7--34,7--40,8--25,8--29,8--39,9--13,9--16,9--21,9--38,10--20,10--25,10--39,11--15,11--24,11--28,12--13,12--19,12--23,13--26,13--33,14--15,14--20,14--28,14--37,15--26,15--27,16--28,16--36,17--18,17--19,17--27,17--35,18--23,18--34,19--21,19--30,20--32,21--33,22--31,22--33,24--41,25--26,25--29,26--35,27--36,27--37,28--38,29--31,30--32,30--34,30--39,31--32,32--41,33--36,34--40,35--38,37--41,40--41
0--12,0--25,0--26,0--33,1--17,1--22,1--23,1--40,2--3,2--20,2--28,2--39,3--8,3--10,3--25,4--9,4--25,4--37,4--38,5--6,5--16,5--18,5--31,6--24,6--26,6--34,7--13,7--33,7--35,7--40,8--18,8--20,8--21,9--12,9--30,9--41,10--11,10--34,10--35,11--26,11--27,11--37,12--15,12--29,13--19,13--24,13--35,14--21,14--22,14--27,14--41,15--29,15--30,15--39,16--17,16--19,16--27,17--32,17--33,18--19,18--22,19--29,20--23,20--28,21--31,21--38,22--28,23--38,23--41,24--29,24--37,25--34,26--32,27--30,28--39,30--33,31--37,31--40,32--34,32--36,35--38,36--39,36--40,36--41
0--1,0--10,0--13,0--21,1--4,1--37,1--40,2--11,2--18,2--22,2--36,3--7,3--8,3--12,3--18,4--11,4--14,4--32,5--8,5--29,5--31,5--33,6--8,6--10,6--28,6--35,7--19,7--27,7--32,8--34,9--30,9--36,9--37,9--39,10--23,10--41,11--14,11--28,12--13,12--17,12--40,13--29,13--40,14--30,14--36,15--16,15--20,15--24,15--35,16--22,16--30,16--32,17--34,17--36,17--39,18--24,18--26,19--23,19--30,19--31,20--23,20--34,20--38,21--23,21--27,21--28,22--24,22--28,24--29,25--26,25--31,25--33,25--38,26--37,26--41,27--34,27--41,29--35,31--32,33--35,33--39,37--40,38--39,38--41
0--11,0--16,0--32,0--35,1--12,1--19,1--34,1--37,2--9,2--20,2--27,2--32,3--15,3--17,3--23,3--33,4--8,4--20,4--31,4--36,5--6,5--22,5--24,5--37,6--12,6--26,6--32,7--8,7--14,7--27,7--28,8--29,8--30,9--16,9--18,9--21,10--14,10--26,10--28,10--39,11--16,11--24,11--40,12--33,12--39,13--15,13--17,13--22,13--30,14--38,14--39,15--25,15--34,16--34,17--22,17--40,18--23,18--31,18--35,19--27,19--39,19--41,20--25,20--40,21--23,21--27,21--36,22--25,23--35,24--31,24--34,25--40,26--31,26--38,28--29,28--33,29--30,29--36,30--35,32--37,33--41,36--41,37--38,38--41
0--6,0--8,0--18,0--22,1--10,1--12,1--27,1--38,2--7,2--15,2--27,2--29,3--10,3--32,3--33,3--34,4--9,4--17,4--20,4--24,5--11,5--14,5--29,5--31,6--30,6--35,6--37,7--10,7--14,7--37,8--20,8--26,8--31,9--26,9--27,9--39,10--21,11--14,11--21,11--40,12--13,12--15,12--23,13--23,13--34,13--37,14--22,15--16,15--19,16--25,16--30,16--40,17--30,17--32,17--41,18--28,18--35,18--39,19--26,19--37,19--41,20--27,20--33,21--34,21--36,22--36,22--39,23--28,23--29,24--25,24--26,24--28,25--31,25--38,28--40,29--40,30--33,31--32,32--35,33--36,34--41,35--36,38--39,38--41
0--3,0--14,0--25,0--31,1--9,1--36,1--37,1--38,2--7,2--12,2--22,2--39,3--9,3--20,3--22,4--21,4--23,4--30,4--37,5--7,5--18,5--19,5--27,6--19,6--23,6--24,6--29,7--8,7--25,8--27,8--29,8--32,9--10,9--41,10--13,10--14,10--41,11--12,11--16,11--17,11--38,12--23,12--26,13--19,13--21,13--31,14--28,14--38,15--21,15--28,15--33,15--34,16--18,16--39,16--40,17--24,17--33,17--37,18--25,18--27,19--24,20--28,20--30,20--41,21--39,22--34,22--36,23--40,24--26,25--28,26--31,26--35,27--35,29--30,29--38,30--35,31--33,32--35,32--40,32--41,33--34,34--36,36--40,37--39
0--10,0--20,0--31,0--38,1--20,1--28,1--32,1--39,2--6,2--12,2--18,2--36,3--11,3--19,3--34,3--35,4--5,4--14,4--25,4--34,5--7,5--37,5--39,6--8,6--10,6--27,7--19,7--22,7--28,8--12,8--24,8--35,9--10,9--22,9--30,9--33,10--30,11--15,11--20,11--32,12--17,12--37,13--16,13--26,13--30,13--36,14--15,14--23,14--37,15--24,15--28,16--30,16--36,16--38,17--21,17--34,17--41,18--29,18--38,18--39,19--21,19--40,20--29,21--25,21--40,22--23,22--35,23--33,23--41,24--26,24--40,25--29,25--31,26--31,26--39,27--28,27--36,27--41,29--41,31--40,32--33,32--34,33--35,37--38
0--5,0--8,0--21,0--29,1--13,1--19,1--20,1--30,2--4,2--28,2--30,2--35,3--7,3--16,3--33,3--38,4--22,4--25,4--28,5--14,5--16,5--18,6--16,6--17,6--24,6--32,7--11,7--23,7--31,8--9,8--26,8--34,9--18,9--23,9--36,10--11,10--23,10--31,10--38,11--40,11--41,12--15,12--20,12--22,12--34,13--21,13--26,13--37,14--15,14--16,14--18,15--32,15--35,17--19,17--30,17--33,18--39,19--28,19--31,20--28,20--34,21--25,21--40,22--25,22--29,23--26,24--36,24--37,24--40,25--30,26--27,27--33,27--37,27--38,29--35,29--36,31--38,32--35,32--41,33--40,34--41,36--39,37--39,39--41
0--13,0--18,0--27,0--30,1--7,1--34,1--37,1--39,2--3,2--8,2--24,2--39,3--9,3--29,3--40,4--17,4--31,4--32,4--41,5--9,5--19,5--23,5--36,6--14,6--26,6--31,6--41,7--11,7--12,7--21,8--12,8--15,8--25,9--22,9--39,10--18,10--22,10--29,10--36,11--26,11--32,11--34,12--22,12--30,13--18,13--38,13--40,14--16,14--24,14--26,15--21,15--28,15--35,16--24,16--28,16--33,17--28,17--31,17--35,18--41,19--22,19--37,19--41,20--25,20--26,20--28,20--33,21--32,21--36,23--27,23--29,23--37,24--37,25--29,25--31,27--36,27--40,30--34,30--38,32--33,33--35,34--39,35--38,38--40
0--6,0--12,0--23,0--28,1--15,1--32,1--37,1--39,2--3,2--14,2--21,2--38,3--11,3--23,3--40,4--5,4--22,4--26,4--30,5--15,5--36,5--37,6--25,6--29,6--31,7--14,7--16,7--21,7--34,8--15,8--26,8--29,8--31,9--19,9--25,9--35,9--41,10--15,10--24,10--28,10--37,11--20,11--23,11--25,12--13,12--16,12--32,13--17,13--27,13--41,14--32,14--40,16--18,16--29,17--33,17--34,17--41,18--27,18--39,18--40,19--31,19--33,19--34,20--30,20--33,20--36,21--22,21--23,22--38,22--41,24--27,24--28,24--29,25--26,26--32,27--36,28--40,30--35,30--39,31--34,33--38,35--37,35--39,36--38
0--7,0--10,0--13,0--19,1--14,1--16,1--20,1--28,2--22,2--34,2--38,2--40,3--32,3--33,3--35,3--39,4--19,4--23,4--29,4--40,5--22,5--31,5--32,5--36,6--13,6--27,6--31,6--41,7--24,7--27,7--29,8--20,8--26,8--31,8--37,9--25,9--26,9--34,9--35,10--23,10--34,10--38,11--17,11--30,11--32,11--33,12--16,12--28,12--30,12--31,13--18,13--29,14--17,14--19,14--35,15--20,15--23,15--25,15--39,16--22,16--36,17--21,17--39,18--20,18--28,18--38,19--23,21--35,21--37,21--39,22--24,24--27,24--37,25--30,25--40,26--27,26--38,28--30,29--41,32--34,33--36,33--41,36--41,37--40
0--15,0--30,0--36,0--40,1--21,1--27,1--30,1--41,2--6,2--27,2--32,2--38,3--20,3--24,3--34,3--35,4--23,4--26,4--29,4--32,5--7,5--13,5--23,5--39,6--12,6--20,6--22,7--8,7--9,7--22,8--11,8--35,8--39,9--11,9--33,9--40,10--11,10--21,10--34,10--39,11--24,12--14,12--18,12--33,13--27,13--38,13--40,14--31,14--33,14--36,15--19,15--20,15--27,16--24,16--26,16--28,16--36,17--20,17--28,17--29,17--38,18--25,18--39,18--41,19--33,19--37,19--40,21--37,21--41,22--25,22--28,23--31,23--35,24--30,25--29,25--38,26--32,26--36,28--34,29--32,30--31,31--41,34--37,35--37
0--5,0--30,0--32,0--34,1--12,1--23,1--24,1--41,2--8,2--17,2--25,2--26,3--6,3--10,3--12,3--22,4--24,4--35,4--36,4--38,5--10,5--13,5--41,6--7,6--13,6--38,7--20,7--39,7--41,8--22,8--26,8--39,9--15,9--19,9--31,9--40,10--23,10--40,11--15,11--34,11--40,11--41,12--13,12--15,13--35,14--19,14--26,14--31,14--37,15--27,16--17,16--20,16--23,16--39,17--21,17--36,18--22,18--23,18--31,18--32,19--22,19--29,20--33,20--37,21--25,21--27,21--30,24--28,24--33,25--27,25--39,26--34,27--35,28--30,28--34,28--38,29--30,29--32,29--40,31--33,32--35,33--36,36--37,37--38
0--28,0--29,0--39,0--40,1--3,1--4,1--33,1--35,2--6,2--10,2--26,2--41,3--18,3--24,3--40,4--12,4--14,4--22,5--9,5--18,5--20,5--24,6--16,6--20,6--37,7--13,7--21,7--33,7--36,8--9,8--14,8--29,8--39,9--12,9--32,10--17,10--24,10--36,11--15,11--23,11--31,11--41,12--15,12--31,13--17,13--27,13--31,14--15,14--26,15--34,16--17,16--21,16--37,17--38,18--25,18--39,19--22,19--25,19--36,19--38,20--33,20--38,21--28,21--32,22--29,22--37,23--35,23--36,23--41,24--35,25--27,25--30,26--34,26--35,27--31,27--37,28--32,28--38,29--30,30--39,30--40,32--34,33--34,40--41
