0--23,0--38,0--39,0--52,1--9,1--21,1--26,1--44,2--11,2--30,2--32,2--42,3--29,3--37,3--45,3--56,4--12,4--13,4--24,4--25,5--18,5--27,5--42,5--53,6--33,6--40,6--44,6--57,7--9,7--10,7--46,7--51,8--19,8--31,8--51,8--52,9--33,9--39,10--36,10--44,10--47,11--17,11--45,11--54,12--15,12--22,12--26,13--14,13--40,13--47,14--23,14--35,14--49,15--43,15--51,15--59,16--21,16--27,16--34,16--36,17--25,17--28,17--48,18--22,18--41,18--47,19--32,19--43,19--48,20--24,20--32,20--33,20--49,21--37,21--53,22--48,22--56,23--30,23--49,24--30,24--53,25--36,25--59,26--35,26--56,27--31,27--36,28--37,28--58,28--59,29--35,29--41,29--49,30--31,31--33,32--39,34--47,34--50,34--58,35--50,37--53,38--42,38--43,38--57,39--50,40--52,40--55,41--48,41--54,42--58,43--46,44--46,45--50,45--55,46--58,51--54,52--59,54--55,55--57,56--57
0--8,0--14,0--38,0--52,1--18,1--22,1--39,1--58,2--12,2--18,2--44,2--55,3--14,3--29,3--54,3--59,4--5,4--6,4--8,4--12,5--26,5--31,5--40,6--46,6--49,6--55,7--8,7--13,7--15,7--21,8--41,9--13,9--25,9--44,9--49,10--18,10--20,10--28,10--33,11--31,11--35,11--43,11--51,12--27,12--30,13--38,13--42,14--37,14--50,15--47,15--53,15--58,16--17,16--42,16--50,16--59,17--35,17--49,17--59,18--27,19--20,19--32,19--47,19--57,20--32,20--45,21--28,21--42,21--56,22--37,22--41,22--52,23--29,23--35,23--53,23--58,24--36,24--41,24--48,24--58,25--27,25--29,25--32,26--30,26--48,26--55,27--56,28--40,28--54,29--50,30--34,30--56,31--36,31--48,32--33,33--47,33--52,34--38,34--44,34--46,35--57,36--48,36--50,37--43,37--47,38--54,39--43,39--44,39--57,40--46,40--53,41--45,42--59,43--57,45--49,45--51,46--55,51--52,51--53,54--56
0--12,0--21,0--31,0--51,1--22,1--25,1--30,1--40,2--5,2--42,2--54,2--59,3--9,3--21,3--37,3--46,4--19,4--20,4--26,4--49,5--19,5--31,5--51,6--28,6--44,6--52,6--53,7--13,7--29,7--39,7--52,8--13,8--17,8--19,8--49,9--24,9--41,9--44,10--11,10--20,10--32,10--36,11--16,11--34,11--57,12--14,12--35,12--49,13--33,13--55,14--27,14--29,14--44,15--20,15--31,15--51,15--56,16--33,16--41,16--50,17--37,17--44,17--56,18--20,18--30,18--36,18--37,19--57,21--43,21--48,22--26,22--33,22--59,23--25,23--41,23--49,23--55,24--29,24--50,24--58,25--47,25--52,26--42,26--45,27--30,27--53,27--57,28--34,28--50,28--58,29--43,30--47,31--35,32--33,32--54,32--57,34--37,34--47,35--47,35--53,36--42,36--45,38--40,38--43,38--45,38--46,39--42,39--48,39--58,40--48,40--52,41--50,43--59,45--54,46--55,46--58,48--56,51--56,53--59,54--55
0--4,0--36,0--42,0--58,1--14,1--19,1--24,1--50,2--3,2--34,2--37,2--44,3--15,3--37,3--53,4--9,4--34,4--55,5--26,5--40,5--41,5--53,6--9,6--31,6--47,6--54,7--14,7--22,7--27,7--46,8--10,8--25,8--35,8--54,9--22,9--26,10--24,10--33,10--44,11--19,11--27,11--31,11--55,12--15,12--23,12--40,12--49,13--14,13--18,13--28,13--45,14--53,15--40,15--46,16--18,16--50,16--56,16--59,17--24,17--28,17--52,17--58,18--30,18--34,19--20,19--51,20--22,20--36,20--45,21--32,21--42,21--47,21--59,22--38,23--30,23--39,23--51,24--37,25--41,25--43,25--49,26--29,26--49,27--29,27--56,28--33,28--54,29--38,29--44,30--34,30--59,31--41,31--46,32--49,32--50,32--52,33--41,33--58,35--47,35--56,35--57,36--44,36--56,37--52,38--48,38--50,39--46,39--52,39--59,40--51,42--43,42--48,43--45,43--55,45--57,47--57,48--51,48--55,53--58,54--57
0--15,0--20,0--36,0--37,1--10,1--16,1--28,1--52,2--7,2--23,2--31,2--42,3--15,3--34,3--57,3--59,4--7,4--18,4--36,4--49,5--17,5--25,5--46,5--51,6--43,6--48,6--56,6--57,7--9,7--49,8--16,8--39,8--44,8--51,9--18,9--26,9--35,10--16,10--22,10--45,11--14,11--19,11--30,11--52,12--17,12--23,12--31,12--53,13--15,13--22,13--53,13--57,14--20,14--21,14--32,15--50,16--34,17--24,17--41,18--29,18--54,19--33,19--34,19--50,20--21,20--54,21--24,21--39,22--28,22--47,23--30,23--31,24--29,24--32,25--33,25--56,25--58,26--38,26--46,26--57,27--36,27--40,27--42,27--46,28--45,28--58,29--35,29--47,30--44,30--55,31--33,32--44,32--58,33--43,34--41,35--38,35--55,36--49,37--43,37--50,37--59,38--42,38--45,39--46,39--55,40--44,40--52,40--53,41--43,41--48,42--55,45--53,47--48,47--59,48--56,49--54,50--58,51--54,51--56,52--59
0--1,0--5,0--9,0--10,1--18,1--23,1--52,2--22,2--53,2--54,2--57,3--19,3--39,3--51,3--59,4--18,4--19,4--53,4--55,5--24,5--40,5--50,6--7,6--24,6--28,6--39,7--25,7--30,7--48,8--12,8--13,8--45,8--56,9--21,9--31,9--44,10--30,10--36,10--43,11--17,11--21,11--40,11--52,12--23,12--39,12--48,13--20,13--46,13--48,14--42,14--49,14--56,14--57,15--25,15--34,15--41,15--51,16--36,16--40,16--43,16--48,17--32,17--37,17--54,18--36,18--49,19--29,19--36,20--33,20--34,20--47,21--25,21--29,22--28,22--29,22--44,23--28,23--43,24--37,24--38,25--44,26--32,26--33,26--42,26--43,27--35,27--41,27--46,27--53,28--58,29--47,30--41,30--56,31--32,31--51,31--58,32--45,33--38,33--57,34--42,34--52,35--44,35--47,35--59,37--46,37--51,38--39,38--54,40--47,41--54,42--46,45--49,45--56,49--58,50--53,50--57,50--59,52--55,55--58,55--59
0--42,0--54,0--57,0--59,1--10,1--41,1--42,1--53,2--20,2--52,2--55,2--56,3--24,3--33,3--36,3--58,4--23,4--25,4--32,4--38,5--11,5--15,5--26,5--59,6--10,6--49,6--54,6--58,7--28,7--31,7--45,7--55,8--36,8--44,8--53,8--57,9--28,9--39,9--40,9--55,10--21,10--43,11--29,11--46,11--49,12--16,12--34,12--37,12--56,13--18,13--26,13--31,13--52,14--38,14--44,14--45,14--46,15--29,15--42,15--50,16--23,16--41,16--51,17--20,17--45,17--52,17--59,18--27,18--30,18--48,19--23,19--45,19--54,19--56,20--31,20--48,21--35,21--39,21--46,22--24,22--25,22--41,22--51,23--51,24--33,24--50,25--30,25--33,26--29,26--46,27--28,27--47,27--49,28--42,29--50,30--38,30--59,31--56,32--37,32--44,32--51,33--39,34--48,34--50,34--52,35--44,35--47,35--48,36--41,36--53,37--47,37--49,38--55,39--40,40--43,40--57,43--47,43--54,53--58,57--58
0--3,0--23,0--37,0--42,1--25,1--29,1--36,1--57,2--4,2--30,2--39,2--55,3--26,3--27,3--56,4--10,4--26,4--48,5--10,5--19,5--51,5--53,6--14,6--15,6--32,6--49,7--14,7--18,7--19,7--35,8--14,8--27,8--33,8--46,9--12,9--14,9--54,9--58,10--44,10--45,11--12,11--24,11--43,11--50,12--20,12--37,13--29,13--37,13--40,13--41,15--21,15--33,15--56,16--30,16--31,16--41,16--42,17--21,17--31,17--44,17--50,18--24,18--38,18--47,19--27,19--59,20--32,20--47,20--52,21--54,21--56,22--30,22--42,22--43,22--50,23--26,23--32,23--34,24--34,24--40,25--31,25--33,25--51,26--53,27--49,28--33,28--39,28--44,28--47,29--48,29--58,30--49,31--50,32--35,34--38,34--52,35--37,35--49,36--46,36--58,36--59,38--54,38--55,39--41,39--48,40--51,40--59,41--56,42--59,43--45,43--46,44--47,45--48,45--57,46--53,51--58,52--55,52--57,53--57,54--55
0--13,0--18,0--33,0--51,1--12,1--16,1--18,1--38,2--36,2--40,2--44,2--52,3--27,3--34,3--42,3--51,4--12,4--25,4--32,4--59,5--27,5--38,5--43,5--52,6--45,6--49,6--57,6--59,7--8,7--21,7--42,7--48,8--24,8--34,8--50,9--28,9--30,9--47,9--56,10--17,10--21,10--27,10--52,11--41,11--47,11--49,11--57,12--26,12--45,13--18,13--37,13--46,14--19,14--22,14--30,14--53,15--19,15--38,15--43,15--53,16--45,16--56,16--57,17--37,17--47,17--50,18--42,19--29,19--45,20--30,20--40,20--55,20--58,21--42,21--56,22--26,22--43,22--55,23--34,23--54,23--55,23--58,24--31,24--32,24--35,25--36,25--48,25--53,26--35,26--51,27--41,28--31,28--55,28--58,29--41,29--48,29--54,30--32,31--40,31--44,32--36,33--35,33--49,33--53,34--51,35--46,36--43,37--39,37--59,38--59,39--47,39--50,39--52,40--50,41--44,44--57,46--49,46--56,48--54,54--58
0--13,0--18,0--21,0--27,1--4,1--9,1--13,1--40,2--14,2--23,2--33,2--48,3--13,3--20,3--50,3--58,4--18,4--23,4--32,5--12,5--36,5--50,5--58,6--13,6--22,6--38,6--59,7--14,7--15,7--39,7--45,8--10,8--12,8--47,8--51,9--10,9--21,9--38,10--15,10--33,11--40,11--41,11--57,11--58,12--29,12--34,14--27,14--53,15--22,15--54,16--37,16--43,16--45,16--59,17--21,17--26,17--39,17--54,18--31,18--54,19--24,19--25,19--46,19--52,20--36,20--44,20--49,21--37,22--30,22--49,23--32,23--42,24--32,24--38,24--55,25--27,25--42,25--57,26--43,26--46,26--49,27--52,28--31,28--35,28--44,28--50,29--35,29--55,29--56,30--46,30--48,30--57,31--41,31--59,32--50,33--51,33--56,34--51,34--52,34--55,35--40,35--48,36--42,36--43,37--39,37--48,38--47,39--44,40--41,41--46,42--47,43--45,44--55,45--59,47--53,49--52,51--56,53--56,53--57,54--58
0--5,0--15,0--17,0--54,1--2,1--29,1--34,1--55,2--18,2--24,2--50,3--24,3--35,3--36,3--53,4--5,4--18,4--40,4--41,5--14,5--17,6--11,6--23,6--27,6--49,7--20,7--30,7--36,7--38,8--12,8--28,8--45,8--47,9--42,9--47,9--48,9--57,10--27,10--34,10--56,10--59,11--30,11--33,11--36,12--32,12--36,12--58,13--14,13--32,13--54,13--55,14--20,14--26,15--21,15--28,15--50,16--18,16--29,16--44,16--46,17--20,17--54,18--37,19--20,19--31,19--43,19--56,21--33,21--44,21--45,22--26,22--41,22--43,22--51,23--24,23--39,23--46,24--50,25--41,25--43,25--45,25--47,26--29,26--40,27--47,27--51,28--30,28--52,29--48,30--39,31--32,31--37,31--48,32--58,33--44,33--55,34--46,34--55,35--37,35--44,35--53,37--59,38--40,38--49,38--50,39--42,39--45,40--49,41--53,42--52,42--59,43--54,46--57,48--53,49--59,51--56,51--57,52--57,52--58,56--58
0--10,0--25,0--34,0--35,1--15,1--18,1--41,1--57,2--38,2--50,2--51,2--53,3--8,3--23,3--42,3--54,4--14,4--31,4--50,4--56,5--9,5--19,5--23,5--28,6--28,6--32,6--58,6--59,7--29,7--39,7--41,7--47,8--11,8--18,8--46,9--20,9--34,9--36,10--21,10--27,10--44,11--12,11--29,11--55,12--16,12--20,12--26,13--36,13--43,13--48,13--59,14--17,14--24,14--38,15--33,15--48,15--59,16--19,16--33,16--42,17--34,17--40,17--48,18--44,18--58,19--21,19--40,20--23,20--36,21--24,21--53,22--37,22--45,22--51,22--59,23--43,24--26,24--32,25--26,25--33,25--45,26--45,27--42,27--51,27--55,28--35,28--49,29--39,29--42,30--48,30--52,30--56,30--57,31--54,31--57,31--58,32--36,32--40,33--56,34--44,35--39,35--53,37--45,37--47,37--52,38--40,38--50,39--52,41--46,41--47,43--54,43--56,44--50,46--51,46--54,47--55,49--52,49--53,49--57,55--58
0--1,0--7,0--19,0--20,1--18,1--34,1--40,2--3,2--12,2--32,2--56,3--25,3--30,3--52,4--6,4--25,4--33,4--42,5--11,5--15,5--30,5--59,6--9,6--26,6--33,7--18,7--39,7--45,8--26,8--38,8--42,8--54,9--16,9--41,9--56,10--27,10--30,10--34,10--36,11--37,11--50,11--55,12--21,12--41,12--46,13--17,13--33,13--51,13--55,14--20,14--29,14--50,14--53,15--17,15--21,15--44,16--27,16--39,16--40,17--42,17--56,18--39,18--54,19--46,19--48,19--49,20--27,20--29,21--39,21--58,22--43,22--47,22--51,22--52,23--40,23--45,23--46,23--57,24--34,24--47,24--52,24--58,25--26,25--48,26--38,27--49,28--42,28--43,28--50,28--53,29--32,29--57,30--35,31--37,31--44,31--49,31--56,32--44,32--46,33--34,35--41,35--55,35--58,36--37,36--43,36--54,37--53,38--47,38--58,40--51,41--45,43--57,44--53,45--55,47--59,48--50,48--59,49--59,51--52,54--57
0--19,0--24,0--37,0--57,1--6,1--7,1--27,1--47,2--22,2--29,2--35,2--50,3--15,3--23,3--40,3--50,4--13,4--14,4--22,4--41,5--16,5--30,5--49,5--54,6--13,6--20,6--32,7--17,7--22,7--24,8--14,8--21,8--44,8--51,9--13,9--15,9--25,9--32,10--12,10--26,10--27,10--30,11--16,11--20,11--31,11--49,12--16,12--17,12--53,13--51,14--23,14--45,15--34,15--42,16--35,17--53,17--58,18--20,18--35,18--49,18--58,19--32,19--46,19--57,20--50,21--23,21--28,21--59,22--25,23--30,24--39,24--56,25--36,25--56,26--38,26--42,26--47,27--39,27--52,28--38,28--43,28--53,29--36,29--37,29--48,30--33,31--33,31--34,31--50,32--56,33--37,33--41,34--36,34--45,35--53,36--45,37--46,38--43,38--48,39--43,39--44,40--46,40--48,40--54,41--46,41--54,42--55,42--57,43--59,44--54,44--58,45--52,47--55,47--57,48--58,49--55,51--52,51--59,52--55,56--59
0--5,0--9,0--38,0--51,1--10,1--28,1--44,1--56,2--18,2--19,2--25,2--39,3--26,3--42,3--45,3--48,4--8,4--31,4--36,4--59,5--22,5--26,5--35,6--13,6--20,6--21,6--47,7--11,7--54,7--56,7--57,8--24,8--40,8--52,9--22,9--51,9--52,10--43,10--48,10--49,11--30,11--47,11--49,12--20,12--27,12--54,12--56,13--41,13--45,13--46,14--15,14--18,14--38,14--59,15--19,15--27,15--45,16--34,16--39,16--46,16--58,17--38,17--42,17--51,17--52,18--29,18--52,19--23,19--28,20--51,20--53,21--33,21--50,21--53,22--24,22--59,23--34,23--43,23--55,24--27,24--48,25--29,25--31,25--37,26--28,26--41,27--30,28--57,29--31,29--37,30--46,30--54,31--50,32--35,32--36,32--39,32--49,33--37,33--42,33--44,34--36,34--50,35--50,35--55,36--39,37--48,38--55,40--44,40--45,40--54,41--43,41--47,42--43,44--53,46--57,47--58,49--57,53--58,55--58,56--59
0--21,0--29,0--34,0--51,1--15,1--28,1--32,1--50,2--10,2--17,2--39,2--45,3--23,3--29,3--50,3--52,4--19,4--30,4--37,4--48,5--27,5--32,5--33,5--39,6--41,6--47,6--54,6--55,7--13,7--16,7--27,7--48,8--12,8--18,8--20,8--24,9--11,9--31,9--33,9--40,10--32,10--43,10--58,11--22,11--44,11--49,12--35,12--42,12--56,13--28,13--41,13--59,14--31,14--33,14--36,14--50,15--44,15--48,15--53,16--30,16--36,16--53,17--35,17--52,17--59,18--30,18--45,18--56,19--26,19--41,19--51,20--34,20--54,20--57,21--44,21--46,21--47,22--26,22--39,22--57,23--45,23--46,23--53,24--30,24--55,24--56,25--35,25--51,25--54,25--56,26--27,26--38,27--34,28--40,28--55,29--33,29--47,31--37,31--57,32--49,34--58,35--49,36--46,36--47,37--38,37--58,38--42,38--45,39--41,40--46,40--55,42--52,42--58,43--44,43--48,43--50,49--57,51--52,53--59,54--59
0--31,0--36,0--39,0--45,1--8,1--37,1--38,1--45,2--14,2--25,2--55,2--56,3--10,3--15,3--22,3--42,4--5,4--9,4--12,4--41,5--11,5--43,5--59,6--7,6--13,6--28,6--54,7--10,7--13,7--37,8--16,8--27,8--35,9--33,9--44,9--52,10--19,10--49,11--21,11--48,11--53,12--24,12--35,12--49,13--43,13--46,14--33,14--50,14--51,15--21,15--32,15--55,16--17,16--20,16--58,17--25,17--48,17--56,18--19,18--35,18--50,18--56,19--29,19--53,20--22,20--23,20--46,21--32,21--45,22--39,22--42,23--24,23--54,23--57,24--48,24--57,25--30,25--38,26--28,26--41,26--54,26--56,27--33,27--45,27--47,28--51,28--59,29--36,29--41,29--44,30--38,30--55,30--57,31--32,31--40,31--42,32--58,33--43,34--35,34--36,34--40,34--57,36--47,37--40,37--58,38--59,39--44,39--50,40--44,41--49,42--47,43--52,46--54,46--59,47--53,48--52,49--58,50--52,51--53,51--55
0--16,0--21,0--22,0--28,1--7,1--11,1--26,1--59,2--17,2--25,2--50,2--53,3--5,3--31,3--43,3--54,4--7,4--24,4--55,4--58,5--39,5--52,5--57,6--9,6--26,6--53,6--58,7--23,7--26,8--10,8--38,8--42,8--44,9--27,9--38,9--47,10--42,10--45,10--48,11--20,11--25,11--46,12--26,12--41,12--56,12--57,13--15,13--25,13--34,13--40,14--21,14--40,14--52,14--55,15--32,15--38,15--51,16--35,16--46,16--50,17--22,17--39,17--44,18--29,18--36,18--47,18--55,19--34,19--36,19--45,19--59,20--21,20--37,20--44,21--54,22--39,22--48,23--30,23--31,23--41,24--29,24--35,24--37,25--55,27--31,27--36,27--54,28--49,28--56,28--59,29--41,29--57,30--46,30--48,30--52,31--43,32--43,32--48,32--49,33--40,33--42,33--45,33--51,34--35,34--49,35--47,36--43,37--47,37--56,38--58,39--54,40--52,41--57,42--53,44--51,45--46,49--58,50--51,50--59,53--56
0--30,0--36,0--37,0--50,1--18,1--25,1--33,1--52,2--13,2--14,2--28,2--47,3--6,3--14,3--17,3--37,4--10,4--33,4--41,4--50,5--19,5--20,5--24,5--25,6--9,6--15,6--48,7--15,7--30,7--44,7--59,8--13,8--18,8--36,8--37,9--11,9--38,9--43,10--23,10--40,10--48,11--35,11--38,11--46,12--21,12--31,12--36,12--46,13--41,13--47,14--18,14--53,15--32,15--52,16--21,16--24,16--56,16--57,17--22,17--23,17--47,18--55,19--35,19--44,19--52,20--33,20--41,20--59,21--29,21--34,22--30,22--42,22--51,23--26,23--32,24--31,24--54,25--43,25--51,26--28,26--35,26--55,27--35,27--38,27--48,27--53,28--29,28--34,29--51,29--53,30--37,31--34,31--39,32--55,32--59,33--49,34--46,36--58,38--45,39--40,39--42,39--46,40--42,40--52,41--58,42--50,43--44,43--58,44--57,45--49,45--53,45--58,47--54,48--56,49--54,49--56,50--51,54--57,55--56,57--59
