0--4,0--10,0--13,0--16,1--6,1--21,1--23,1--47,2--20,2--32,2--34,2--40,3--12,3--17,3--23,3--43,4--15,4--30,4--49,5--13,5--19,5--41,5--44,6--14,6--26,6--36,7--10,7--35,7--38,7--40,8--9,8--27,8--34,8--46,9--19,9--39,9--44,10--14,10--22,11--22,11--26,11--31,11--39,12--18,12--41,12--44,13--26,13--28,14--19,14--29,15--30,15--32,15--33,16--20,16--21,16--28,17--42,17--45,17--46,18--43,18--44,18--47,19--49,20--21,20--37,21--24,22--27,22--46,23--45,23--47,24--36,24--46,24--49,25--32,25--37,25--39,25--48,26--32,27--30,27--38,28--35,28--42,29--36,29--38,29--42,30--40,31--34,31--41,31--48,33--41,33--45,33--47,34--48,35--42,35--43,36--37,37--39,38--49,40--45,43--48
0--5,0--6,0--27,0--33,1--9,1--22,1--35,1--47,2--20,2--37,2--39,2--49,3--28,3--29,3--30,3--35,4--14,4--23,4--28,4--48,5--13,5--21,5--25,6--15,6--27,6--44,7--8,7--33,7--39,7--45,8--12,8--16,8--18,9--16,9--42,9--44,10--21,10--22,10--27,10--40,11--23,11--31,11--37,11--49,12--15,12--16,12--17,13--14,13--25,13--47,14--48,14--49,15--19,15--38,16--29,17--30,17--34,17--43,18--24,18--34,18--46,19--26,19--30,19--49,20--31,20--46,20--48,21--42,21--44,22--32,22--46,23--38,23--47,24--33,24--39,24--42,25--26,25--36,26--43,26--46,27--37,28--30,28--40,29--38,29--43,31--45,31--48,32--41,32--43,32--44,33--41,34--38,34--39,35--36,35--45,36--40,36--45,37--40,41--42,41--47
0--2,0--4,0--29,0--46,1--6,1--20,1--24,1--34,2--12,2--29,2--32,3--19,3--37,3--38,3--42,4--19,4--32,4--46,5--7,5--21,5--26,5--32,6--13,6--26,6--48,7--22,7--41,7--42,8--9,8--23,8--27,8--40,9--11,9--17,9--23,10--13,10--33,10--41,10--45,11--13,11--34,11--47,12--22,12--39,12--48,13--37,14--25,14--35,14--36,14--39,15--16,15--21,15--23,15--31,16--42,16--45,16--49,17--28,17--43,17--46,18--25,18--30,18--47,18--49,19--41,19--43,20--28,20--39,20--43,21--33,21--40,22--28,22--37,23--45,24--25,24--31,24--34,25--38,26--28,26--33,27--40,27--44,27--47,29--38,29--48,30--31,30--35,30--36,31--33,32--35,34--45,35--44,36--44,36--46,37--48,38--49,39--40,41--43,42--44,47--49
0--8,0--34,0--45,0--48,1--2,1--7,1--11,1--12,2--10,2--16,2--41,3--38,3--39,3--44,3--45,4--11,4--12,4--31,4--45,5--8,5--17,5--24,5--36,6--9,6--19,6--24,6--37,7--21,7--24,7--35,8--12,8--30,9--23,9--42,9--49,10--27,10--37,10--39,11--14,11--20,12--16,13--14,13--23,13--25,13--33,14--38,14--47,15--18,15--20,15--30,15--48,16--28,16--43,17--27,17--33,17--49,18--41,18--43,18--48,19--21,19--32,19--46,20--31,20--40,21--22,21--30,22--40,22--45,22--47,23--44,23--46,24--26,25--27,25--32,25--34,26--28,26--33,26--40,27--35,28--32,28--46,29--32,29--37,29--41,29--47,30--42,31--34,31--48,33--49,34--38,35--44,35--49,36--39,36--44,36--46,37--43,38--39,40--42,41--42,43--47
0--2,0--26,0--38,0--49,1--22,1--29,1--35,1--47,2--9,2--42,2--46,3--4,3--23,3--34,3--40,4--12,4--24,4--34,5--11,5--25,5--36,5--41,6--18,6--19,6--24,6--42,7--20,7--23,7--28,7--32,8--9,8--11,8--28,8--48,9--30,9--37,10--11,10--15,10--16,10--41,11--48,12--17,12--27,12--38,13--22,13--26,13--39,13--48,14--27,14--29,14--33,14--45,15--33,15--39,15--44,16--21,16--39,16--46,17--30,17--43,17--48,18--28,18--46,18--47,19--28,19--34,19--40,20--35,20--44,20--45,21--24,21--30,21--31,22--43,22--49,23--29,23--32,24--38,25--26,25--42,25--45,26--34,27--29,27--31,30--40,31--39,31--49,32--33,32--37,33--43,35--45,35--47,36--37,36--43,36--47,37--41,38--44,40--46,41--42,44--49
0--10,0--36,0--37,0--45,1--5,1--38,1--40,1--49,2--3,2--22,2--27,2--30,3--19,3--29,3--36,4--12,4--14,4--45,4--46,5--21,5--23,5--47,6--7,6--23,6--45,6--46,7--11,7--24,7--38,8--15,8--20,8--22,8--37,9--19,9--31,9--43,9--44,10--21,10--33,10--37,11--12,11--18,11--41,12--13,12--27,13--16,13--32,13--42,14--18,14--42,14--47,15--19,15--26,15--40,16--17,16--33,16--47,17--33,17--34,17--38,18--27,18--28,19--25,20--28,20--29,20--31,21--23,21--35,22--30,22--42,23--25,24--37,24--44,24--48,25--34,25--39,26--28,26--43,26--44,27--34,28--32,29--41,29--46,30--35,30--39,31--32,31--45,32--33,34--48,35--39,35--47,36--38,36--48,39--40,40--49,41--43,41--46,42--43,44--49,48--49
0--9,0--20,0--22,0--28,1--8,1--18,1--24,1--32,2--5,2--36,2--37,2--41,3--9,3--14,3--43,3--46,4--14,4--33,4--37,4--46,5--6,5--21,5--30,6--8,6--38,6--48,7--10,7--27,7--29,7--49,8--21,8--31,9--26,9--49,10--11,10--19,10--48,11--17,11--31,11--33,12--18,12--34,12--36,12--41,13--25,13--29,13--38,13--49,14--17,14--49,15--18,15--22,15--42,15--45,16--17,16--19,16--23,16--47,17--26,18--46,19--20,19--37,20--27,20--37,21--39,21--44,22--39,22--40,23--34,23--45,23--46,24--35,24--39,24--41,25--44,25--47,25--48,26--29,26--42,27--31,27--36,28--30,28--40,28--43,29--35,30--40,30--45,31--38,32--40,32--42,32--47,33--34,33--38,34--43,35--47,35--48,36--39,41--44,42--43,44--45
0--13,0--26,0--35,0--43,1--8,1--20,1--23,1--27,2--10,2--22,2--29,2--49,3--17,3--18,3--33,3--41,4--5,4--15,4--29,4--34,5--16,5--37,5--44,6--11,6--14,6--37,6--40,7--12,7--21,7--36,7--49,8--11,8--27,8--46,9--24,9--28,9--32,9--43,10--13,10--17,10--29,11--19,11--22,12--23,12--33,12--39,13--17,13--30,14--19,14--25,14--46,15--24,15--35,15--42,16--20,16--28,16--37,17--19,18--25,18--37,18--44,19--39,20--31,20--45,21--28,21--35,21--46,22--30,22--36,23--45,23--49,24--29,24--33,25--40,25--42,26--34,26--41,26--47,27--35,27--47,28--38,30--32,30--38,31--32,31--38,31--42,32--48,33--45,34--40,34--48,36--42,36--44,38--40,39--45,39--47,41--44,41--48,43--46,43--47,48--49
0--4,0--5,0--13,0--31,1--12,1--19,1--22,1--44,2--7,2--18,2--27,2--34,3--9,3--17,3--25,3--29,4--11,4--40,4--46,5--26,5--28,5--34,6--24,6--29,6--38,6--48,7--14,7--17,7--21,8--20,8--33,8--34,8--35,9--16,9--18,9--29,10--33,10--36,10--42,10--43,11--16,11--33,11--49,12--22,12--37,12--44,13--19,13--28,13--35,14--30,14--40,14--41,15--25,15--27,15--32,15--43,16--30,16--48,17--31,17--34,18--30,18--43,19--41,19--45,20--24,20--26,20--39,21--30,21--42,21--49,22--28,22--39,23--26,23--36,23--46,23--48,24--29,24--35,25--26,25--37,27--38,27--41,28--44,31--39,31--42,32--44,32--47,32--49,33--36,35--46,36--49,37--43,37--45,38--46,38--47,39--45,40--42,40--47,41--45,47--48
0--1,0--34,0--37,0--41,1--18,1--25,1--27,2--13,2--17,2--19,2--32,3--4,3--26,3--27,3--44,4--5,4--43,4--47,5--16,5--31,5--33,6--28,6--33,6--35,6--36,7--11,7--12,7--18,7--38,8--9,8--40,8--42,8--49,9--16,9--22,9--32,10--22,10--26,10--34,10--41,11--17,11--29,11--42,12--18,12--27,12--48,13--19,13--37,13--49,14--15,14--31,14--33,14--34,15--23,15--38,15--44,16--24,16--25,17--35,17--38,18--20,19--24,19--31,20--26,20--40,20--49,21--23,21--30,21--32,21--45,22--24,22--43,23--25,23--36,24--36,25--34,26--29,27--45,28--29,28--45,28--47,29--46,30--35,30--41,30--43,31--47,32--49,33--42,35--46,36--44,37--41,37--48,38--40,39--40,39--43,39--47,39--48,42--48,44--46,45--46
0--9,0--15,0--26,0--41,1--6,1--9,1--15,1--25,2--16,2--21,2--24,2--25,3--8,3--28,3--35,3--43,4--24,4--32,4--34,4--45,5--39,5--41,5--43,5--47,6--29,6--35,6--44,7--10,7--16,7--20,7--46,8--19,8--23,8--27,9--12,9--37,10--22,10--34,10--42,11--22,11--23,11--31,11--40,12--36,12--38,12--39,13--16,13--17,13--20,13--47,14--15,14--32,14--40,14--41,15--17,16--30,17--31,17--46,18--26,18--29,18--42,18--49,19--38,19--40,19--44,20--37,20--48,21--23,21--28,21--49,22--30,22--32,23--35,24--44,24--45,25--38,25--44,26--34,26--39,27--28,27--39,27--48,28--47,29--37,29--45,30--33,30--49,31--38,31--40,32--36,33--37,33--46,33--49,34--36,35--42,36--43,41--48,42--47,43--46,45--48
0--5,0--19,0--23,0--30,1--2,1--20,1--23,1--49,2--14,2--37,2--40,3--8,3--15,3--38,3--41,4--7,4--34,4--42,4--48,5--10,5--41,5--43,6--17,6--22,6--32,6--33,7--33,7--39,7--47,8--18,8--29,8--48,9--10,9--13,9--31,9--46,10--24,10--26,11--31,11--32,11--36,11--45,12--16,12--17,12--37,12--38,13--21,13--35,13--40,14--19,14--34,14--38,15--20,15--21,15--47,16--18,16--30,16--41,17--20,17--27,18--26,18--46,19--25,19--27,20--25,21--35,21--46,22--23,22--37,22--49,23--32,24--28,24--40,24--41,25--39,25--40,26--30,26--42,27--36,27--39,28--33,28--35,28--47,29--31,29--45,29--47,30--44,31--44,32--36,33--39,34--36,34--42,35--44,37--43,38--49,42--45,43--46,43--49,44--48,45--48
0--17,0--23,0--25,0--28,1--5,1--7,1--29,1--41,2--14,2--17,2--18,2--33,3--12,3--23,3--25,3--26,4--9,4--11,4--33,4--34,5--13,5--32,5--43,6--22,6--28,6--33,6--43,7--42,7--47,7--48,8--36,8--38,8--44,8--46,9--15,9--34,9--37,10--28,10--29,10--31,10--40,11--16,11--18,11--20,12--15,12--27,12--30,13--24,13--42,13--45,14--21,14--24,14--40,15--35,15--39,16--19,16--30,16--31,17--37,17--44,18--44,18--46,19--41,19--47,19--49,20--21,20--22,20--25,21--27,21--32,22--28,22--38,23--35,23--47,24--39,24--45,25--30,26--31,26--35,26--48,27--40,27--49,29--39,29--47,30--34,31--36,32--37,32--48,33--45,34--44,35--41,36--37,36--38,38--45,39--41,40--46,42--43,42--48,43--49,46--49
0--16,0--18,0--28,0--47,1--9,1--31,1--37,1--43,2--14,2--20,2--21,2--41,3--14,3--17,3--23,3--36,4--12,4--33,4--41,4--47,5--8,5--22,5--24,5--37,6--15,6--26,6--46,6--47,7--11,7--25,7--30,7--42,8--24,8--45,8--48,9--12,9--28,9--36,10--13,10--29,10--35,10--48,11--18,11--20,11--40,12--25,12--41,13--16,13--33,13--42,14--16,14--27,15--30,15--48,15--49,16--42,17--23,17--38,17--49,18--25,18--44,19--20,19--25,19--31,19--46,20--48,21--39,21--43,21--45,22--26,22--34,22--35,23--31,23--38,24--29,24--41,26--34,26--45,27--31,27--34,27--40,28--33,28--45,29--38,29--43,30--32,30--34,32--36,32--38,32--40,33--39,35--39,35--49,36--39,37--42,37--44,40--43,44--46,44--47,46--49
0--25,0--27,0--46,0--48,1--3,1--8,1--40,1--41,2--6,2--10,2--30,2--36,3--4,3--16,3--45,4--24,4--26,4--29,5--17,5--35,5--37,5--39,6--10,6--12,6--28,7--15,7--25,7--30,7--39,8--23,8--28,8--32,9--20,9--33,9--37,9--39,10--25,10--42,11--17,11--18,11--19,11--38,12--21,12--30,12--47,13--15,13--23,13--29,13--33,14--26,14--33,14--37,14--43,15--20,15--47,16--18,16--20,16--38,17--31,17--48,18--23,18--44,19--24,19--35,19--38,20--38,21--36,21--39,21--44,22--27,22--30,22--31,22--41,23--35,24--27,24--28,25--47,26--34,26--36,27--46,28--37,29--41,29--49,31--45,31--47,32--43,32--44,32--46,33--36,34--40,34--42,34--49,35--48,40--44,40--45,41--43,42--48,42--49,43--49,45--46
0--3,0--7,0--44,0--48,1--9,1--23,1--41,1--48,2--14,2--26,2--27,2--38,3--4,3--8,3--33,4--11,4--12,4--36,5--36,5--42,5--46,5--47,6--9,6--15,6--31,6--49,7--11,7--26,7--32,8--14,8--28,8--49,9--14,9--21,10--22,10--30,10--45,10--47,11--20,11--22,12--15,12--25,12--43,13--17,13--18,13--23,13--37,14--38,15--20,15--44,16--28,16--32,16--36,16--45,17--27,17--42,17--44,18--20,18--41,18--45,19--29,19--35,19--44,19--48,20--21,21--35,21--43,22--25,22--42,23--33,23--34,24--30,24--36,24--37,24--43,25--29,25--37,26--40,26--48,27--35,27--40,28--32,28--34,29--43,29--49,30--31,30--39,31--40,31--47,32--40,33--46,33--47,34--46,34--49,35--41,37--38,38--45,39--41,39--42,39--46
0--2,0--4,0--10,0--39,1--31,1--39,1--42,1--45,2--13,2--40,2--46,3--16,3--22,3--43,3--49,4--7,4--30,4--32,5--8,5--20,5--47,5--49,6--12,6--28,6--39,6--49,7--25,7--41,7--45,8--14,8--18,8--23,9--12,9--23,9--35,9--43,10--11,10--29,10--38,11--17,11--19,11--38,12--18,12--48,13--26,13--32,13--38,14--16,14--21,14--24,15--24,15--30,15--44,15--46,16--23,16--30,17--21,17--37,17--44,18--27,18--37,19--21,19--29,19--33,20--44,20--47,20--48,21--39,22--25,22--34,22--35,23--44,24--29,24--37,25--33,25--36,26--27,26--45,26--49,27--30,27--31,28--40,28--45,28--48,29--41,31--32,31--48,32--34,33--38,33--47,34--35,34--46,35--46,36--40,36--42,36--43,37--41,40--47,41--42,42--43
0--23,0--24,0--29,0--39,1--31,1--33,1--39,1--41,2--10,2--14,2--38,2--40,3--16,3--34,3--43,3--49,4--15,4--21,4--29,4--48,5--6,5--23,5--41,5--45,6--13,6--20,6--47,7--9,7--32,7--41,7--48,8--10,8--17,8--19,8--46,9--16,9--29,9--40,10--24,10--26,11--28,11--29,11--39,11--44,12--14,12--20,12--32,12--38,13--34,13--36,13--37,14--40,14--49,15--17,15--31,15--49,16--36,16--46,17--28,17--46,18--30,18--31,18--42,18--47,19--30,19--37,19--44,20--26,20--34,21--22,21--25,21--28,22--27,22--38,22--44,23--25,23--26,24--43,24--49,25--41,25--48,26--35,27--28,27--31,27--40,30--32,30--39,32--36,33--35,33--38,33--48,34--47,35--37,35--45,36--46,37--42,42--44,42--45,43--45,43--47
0--1,0--7,0--16,0--38,1--11,1--13,1--21,2--10,2--14,2--21,2--37,3--12,3--38,3--42,3--48,4--7,4--23,4--30,4--45,5--14,5--16,5--19,5--28,6--25,6--36,6--40,6--47,7--8,7--41,8--11,8--22,8--42,9--14,9--30,9--36,9--48,10--25,10--33,10--48,11--41,11--43,12--16,12--20,12--49,13--28,13--41,13--43,14--29,15--22,15--46,15--47,15--49,16--38,17--30,17--31,17--43,17--46,18--21,18--27,18--44,18--46,19--26,19--45,19--49,20--25,20--27,20--29,21--47,22--37,22--44,23--29,23--35,23--42,24--31,24--34,24--37,24--45,25--34,26--27,26--39,26--40,27--39,28--33,28--42,29--46,30--49,31--34,31--36,32--33,32--34,32--35,32--36,33--37,35--39,35--48,38--44,39--41,40--45,40--47,43--44
0--1,0--24,0--27,0--47,1--10,1--13,1--48,2--29,2--36,2--46,2--47,3--16,3--17,3--31,3--41,4--6,4--19,4--38,4--47,5--13,5--33,5--38,5--40,6--8,6--13,6--40,7--22,7--31,7--44,7--46,8--22,8--36,8--42,9--11,9--28,9--37,9--38,10--14,10--17,10--42,11--20,11--23,11--37,12--14,12--17,12--30,12--45,13--45,14--27,14--46,15--26,15--32,15--34,15--48,16--24,16--34,16--40,17--21,18--20,18--25,18--29,18--30,19--30,19--40,19--44,20--22,20--42,21--23,21--26,21--39,22--41,23--38,23--42,24--31,24--35,25--31,25--43,25--49,26--30,26--35,27--37,27--44,28--33,28--43,28--49,29--32,29--41,32--34,32--48,33--34,33--44,35--39,35--45,36--37,36--49,39--43,39--46,41--47,43--45,48--49
0--6,0--11,0--15,0--16,1--2,1--13,1--15,1--29,2--13,2--42,2--49,3--7,3--36,3--41,3--46,4--18,4--29,4--38,4--41,5--15,5--17,5--31,5--35,6--17,6--28,6--31,7--27,7--35,7--36,8--26,8--43,8--45,8--48,9--13,9--14,9--41,9--42,10--12,10--14,10--40,10--44,11--19,11--20,11--24,12--16,12--22,12--48,13--17,14--46,14--47,15--32,16--30,16--32,17--18,18--24,18--39,19--29,19--40,19--46,20--27,20--33,20--34,21--23,21--29,21--41,21--46,22--37,22--40,22--47,23--24,23--26,23--33,24--35,25--31,25--32,25--37,25--39,26--44,26--45,27--30,27--49,28--37,28--38,28--44,30--34,30--39,31--42,32--45,33--34,33--36,34--37,35--38,36--43,38--48,39--42,40--47,43--47,43--49,44--49,45--48
0--10,0--12,0--23,0--37,1--6,1--25,1--48,1--49,2--3,2--31,2--33,2--39,3--12,3--30,3--38,4--16,4--26,4--43,4--49,5--7,5--10,5--27,5--34,6--15,6--21,6--39,7--15,7--19,7--45,8--11,8--43,8--44,8--46,9--10,9--16,9--24,9--38,10--28,11--22,11--28,11--46,12--18,12--39,13--17,13--26,13--36,13--45,14--16,14--18,14--20,14--21,15--28,15--33,16--33,17--22,17--32,17--44,18--37,18--48,19--25,19--31,19--47,20--25,20--27,20--32,21--43,21--49,22--42,22--46,23--27,23--40,23--47,24--35,24--39,24--43,25--36,26--40,26--44,27--30,28--40,29--34,29--35,29--41,29--45,30--33,30--47,31--41,31--48,32--35,32--45,34--38,34--41,35--41,36--37,36--47,37--38,40--46,42--44,42--48,42--49
0--14,0--17,0--28,0--36,1--8,1--17,1--24,1--43,2--7,2--10,2--18,2--44,3--10,3--24,3--37,3--47,4--13,4--15,4--18,4--26,5--20,5--21,5--37,5--44,6--16,6--26,6--30,6--32,7--11,7--38,7--46,8--12,8--25,8--49,9--11,9--20,9--40,9--42,10--18,10--43,11--30,11--31,12--19,12--37,12--45,13--21,13--35,13--43,14--22,14--33,14--34,15--25,15--34,15--38,16--24,16--28,16--48,17--20,17--42,18--28,19--20,19--32,19--35,21--38,21--41,22--23,22--27,22--36,23--26,23--33,23--40,24--49,25--36,25--41,26--48,27--34,27--37,27--45,28--44,29--38,29--39,29--41,29--43,30--35,30--47,31--39,31--44,31--49,32--39,32--47,33--35,33--49,34--46,36--46,39--45,40--42,40--48,41--46,42--45,47--48
0--1,0--5,0--37,0--39,1--6,1--38,1--43,2--6,2--7,2--19,2--39,3--8,3--41,3--47,3--49,4--11,4--12,4--22,4--41,5--29,5--30,5--32,6--31,6--32,7--9,7--40,7--45,8--13,8--22,8--44,9--34,9--36,9--49,10--21,10--32,10--34,10--35,11--35,11--42,11--44,12--20,12--43,12--46,13--21,13--28,13--45,14--23,14--32,14--36,14--48,15--16,15--19,15--25,15--40,16--20,16--21,16--33,17--27,17--30,17--33,17--42,18--33,18--37,18--40,18--43,19--38,19--46,20--29,20--44,21--48,22--25,22--44,23--24,23--29,23--34,24--27,24--31,24--37,25--30,25--46,26--35,26--36,26--43,26--49,27--29,27--38,28--38,28--45,28--49,30--35,31--37,31--39,33--42,34--45,36--41,39--47,40--47,41--47,42--48,46--48
0--7,0--11,0--37,0--44,1--14,1--28,1--29,1--32,2--34,2--37,2--44,2--49,3--10,3--25,3--27,3--47,4--15,4--32,4--45,4--47,5--10,5--14,5--16,5--30,6--10,6--12,6--40,6--48,7--15,7--23,7--31,8--21,8--28,8--42,8--47,9--22,9--39,9--43,9--49,10--33,11--19,11--34,11--40,12--25,12--34,12--49,13--14,13--22,13--23,13--46,14--39,15--23,15--44,16--17,16--18,16--31,17--26,17--28,17--35,18--27,18--31,18--45,19--24,19--29,19--36,20--31,20--35,20--41,20--45,21--38,21--46,21--48,22--36,22--37,23--47,24--26,24--30,24--41,25--26,25--43,26--36,27--29,27--48,28--46,29--35,30--38,30--40,32--35,32--42,33--38,33--42,33--48,34--40,36--41,37--38,39--46,39--49,41--42,43--44,43--45
