0--1,0--28,0--32,1--13,1--23,2--11,2--18,2--21,3--18,3--22,3--31,4--18,4--22,4--25,5--10,5--14,5--20,6--16,6--29,6--30,7--20,7--21,7--24,8--19,8--27,8--29,9--11,9--15,9--32,10--13,10--30,11--23,12--13,12--23,12--29,14--25,14--31,15--17,15--31,16--17,16--20,17--33,19--25,19--33,21--26,22--26,24--27,24--33,26--28,27--28,30--32
0--12,0--15,0--22,1--8,1--18,1--31,2--8,2--10,2--32,3--8,3--15,3--27,4--7,4--15,4--30,5--13,5--18,5--29,6--19,6--23,6--26,7--23,7--29,9--20,9--22,9--28,10--11,10--33,11--19,11--21,12--17,12--23,13--26,13--31,14--16,14--26,14--28,16--24,16--30,17--25,17--32,18--25,19--25,20--24,20--27,21--22,21--28,24--31,27--33,29--32,30--33
0--11,0--19,0--25,1--3,1--15,1--31,2--9,2--18,2--25,3--12,3--26,4--17,4--26,4--29,5--19,5--22,5--32,6--13,6--23,6--24,7--10,7--14,7--23,8--9,8--21,8--30,9--28,10--24,10--32,11--13,11--31,12--14,12--24,13--33,14--27,15--22,15--23,16--18,16--25,16--28,17--21,17--30,18--28,19--27,20--27,20--32,20--33,21--31,22--29,26--30,29--33
0--11,0--26,0--28,1--2,1--14,1--29,2--19,2--33,3--16,3--17,3--29,4--6,4--16,4--22,5--6,5--27,5--32,6--27,7--17,7--18,7--29,8--12,8--21,8--24,9--10,9--18,9--30,10--17,10--25,11--22,11--23,12--32,12--33,13--14,13--15,13--24,14--15,15--25,16--20,18--30,19--23,19--26,20--21,20--33,21--25,22--31,23--28,24--28,26--31,27--30,31--32
0--2,0--9,0--20,1--17,1--20,1--28,2--10,2--12,3--25,3--30,3--33,4--9,4--12,4--13,5--7,5--10,5--21,6--8,6--13,6--16,7--18,7--22,8--25,8--27,9--24,10--31,11--12,11--14,11--28,13--29,14--15,14--29,15--17,15--29,16--22,16--30,17--24,18--21,18--32,19--23,19--26,19--32,20--33,21--30,22--26,23--26,23--31,24--28,25--27,27--33,31--32
0--7,0--19,0--21,1--2,1--5,1--12,2--20,2--21,3--19,3--23,3--26,4--5,4--16,4--21,5--14,6--23,6--32,6--33,7--12,7--28,8--9,8--18,8--24,9--29,9--33,10--18,10--26,10--30,11--17,11--22,11--30,12--14,13--15,13--17,13--25,14--26,15--20,15--31,16--28,16--32,17--31,18--27,19--29,20--29,22--24,22--33,23--25,24--32,25--27,27--28,30--31
0--7,0--16,0--19,1--18,1--25,1--32,2--10,2--19,2--29,3--10,3--23,3--30,4--9,4--11,4--18,5--10,5--21,5--27,6--12,6--15,6--26,7--13,7--14,8--13,8--14,8--17,9--19,9--22,11--27,11--33,12--13,12--28,14--21,15--26,15--27,16--30,16--32,17--26,17--31,18--22,20--22,20--24,20--31,21--24,23--24,23--28,25--29,25--33,28--29,30--33,31--32
0--7,0--18,0--29,1--3,1--14,1--32,2--6,2--26,2--29,3--17,3--33,4--12,4--14,4--26,5--9,5--18,5--23,6--8,6--33,7--25,7--31,8--19,8--25,9--16,9--28,10--12,10--15,10--18,11--27,11--29,11--31,12--27,13--15,13--16,13--24,14--21,15--28,16--25,17--20,17--31,19--24,19--30,20--26,20--32,21--23,21--27,22--23,22--24,22--33,28--30,30--32
0--1,0--4,0--19,1--7,1--9,2--5,2--31,2--32,3--11,3--13,3--14,4--23,4--29,5--14,5--31,6--21,6--24,6--27,7--25,7--30,8--18,8--26,8--33,9--20,9--23,10--13,10--20,10--26,11--19,11--25,12--22,12--28,12--30,13--19,14--21,15--16,15--25,15--28,16--28,16--32,17--29,17--30,17--31,18--29,18--33,20--24,21--24,22--23,22--32,26--27,27--33
0--8,0--19,0--30,1--15,1--22,1--24,2--12,2--27,2--31,3--5,3--18,3--25,4--9,4--11,4--23,5--25,5--30,6--13,6--14,6--29,7--15,7--21,7--32,8--13,8--24,9--20,9--28,10--13,10--16,10--19,11--12,11--18,12--33,14--24,14--26,15--28,16--19,16--27,17--29,17--30,17--33,18--31,20--21,20--26,21--22,22--26,23--25,23--29,27--32,28--32,31--33
0--9,0--12,0--24,1--2,1--7,1--13,2--3,2--23,3--14,3--17,4--21,4--28,4--29,5--6,5--17,5--33,6--11,6--26,7--8,7--18,8--16,8--20,9--12,9--18,10--20,10--22,10--32,11--25,11--29,12--33,13--21,13--29,14--19,14--25,15--16,15--27,15--32,16--31,17--19,18--21,19--30,20--30,22--27,22--31,23--24,23--28,24--27,25--26,26--33,28--31,30--32
0--9,0--16,0--25,1--4,1--27,1--30,2--15,2--17,2--18,3--10,3--14,3--28,4--24,4--33,5--6,5--15,5--19,6--22,6--28,7--8,7--29,7--30,8--16,8--21,9--19,9--20,10--21,10--33,11--20,11--24,11--25,12--26,12--28,12--29,13--20,13--25,13--26,14--21,14--29,15--18,16--23,17--23,17--26,18--23,19--31,22--31,22--33,24--27,27--32,30--32,31--32
0--1,0--16,0--23,1--29,1--33,2--21,2--23,2--32,3--4,3--7,3--28,4--13,4--17,5--20,5--22,5--25,6--24,6--26,6--29,7--10,7--22,8--12,8--24,8--26,9--11,9--22,9--30,10--18,10--33,11--18,11--32,12--17,12--27,13--28,13--30,14--15,14--19,14--25,15--18,15--19,16--23,16--31,17--27,19--26,20--21,20--32,21--30,24--25,27--31,28--31,29--33
0--12,0--28,0--32,1--2,1--21,1--29,2--22,2--23,3--19,3--24,3--26,4--20,4--26,4--33,5--12,5--25,5--33,6--8,6--23,6--28,7--14,7--28,7--31,8--10,8--16,9--10,9--16,9--18,10--13,11--12,11--27,11--33,13--15,13--27,14--17,14--25,15--16,15--29,17--25,17--26,18--19,18--30,19--29,20--21,20--30,21--23,22--27,22--30,24--31,24--32,31--32
0--9,0--12,0--30,1--23,1--24,1--31,2--3,2--6,2--17,3--10,3--30,4--19,4--27,4--29,5--14,5--16,5--17,6--9,6--33,7--9,7--23,7--32,8--18,8--29,8--31,10--15,10--33,11--20,11--24,11--28,12--23,12--31,13--16,13--19,13--25,14--15,14--25,15--20,16--22,17--20,18--22,18--26,19--28,21--26,21--32,21--33,22--30,24--28,25--27,26--27,29--32
0--5,0--19,0--27,1--12,1--20,1--26,2--17,2--23,2--32,3--10,3--17,3--29,4--24,4--29,4--30,5--11,5--20,6--9,6--17,6--33,7--15,7--23,7--24,8--18,8--22,8--24,9--26,9--33,10--21,10--26,11--19,11--23,12--14,12--32,13--27,13--30,13--31,14--18,14--33,15--18,15--28,16--25,16--29,16--31,19--20,21--22,21--30,22--32,25--27,25--28,28--31
0--4,0--31,0--32,1--11,1--22,1--24,2--14,2--17,2--28,3--7,3--25,3--29,4--15,4--21,5--7,5--8,5--9,6--24,6--27,6--30,7--33,8--19,8--28,9--13,9--32,10--20,10--21,10--29,11--20,11--22,12--15,12--23,12--26,13--17,13--33,14--18,14--30,15--24,16--18,16--19,16--31,17--33,18--31,19--26,20--27,21--32,22--23,23--29,25--26,25--27,28--30
0--2,0--17,0--23,1--13,1--26,1--32,2--19,2--29,3--10,3--21,3--30,4--6,4--20,4--28,5--10,5--14,5--18,6--11,6--17,7--8,7--12,7--27,8--23,8--28,9--11,9--15,9--16,10--21,11--19,12--20,12--24,13--16,13--27,14--15,14--22,15--22,16--27,17--28,18--20,18--31,19--25,21--22,23--29,24--25,24--31,25--33,26--30,26--33,29--33,30--32,31--32
0--3,0--15,0--26,1--5,1--26,1--28,2--4,2--10,2--12,3--23,3--24,4--8,4--17,5--18,5--22,6--11,6--24,6--33,7--8,7--16,7--33,8--18,9--13,9--14,9--16,10--20,10--31,11--20,11--30,12--21,12--32,13--14,13--19,14--26,15--17,15--31,16--30,17--28,18--27,19--21,19--27,20--25,21--33,22--30,22--31,23--25,23--32,24--29,25--32,27--29,28--29
0--5,0--21,0--31,1--11,1--25,1--29,2--3,2--13,2--30,3--13,3--19,4--16,4--27,4--30,5--9,5--17,6--15,6--16,6--33,7--17,7--22,7--24,8--9,8--14,8--25,9--23,10--18,10--26,10--33,11--28,11--29,12--19,12--22,12--27,13--31,14--25,14--33,15--20,15--21,16--24,17--28,18--22,18--28,19--31,20--29,20--32,21--23,23--27,24--26,26--32,30--32
0--14,0--28,0--29,1--7,1--13,1--32,2--14,2--17,2--33,3--4,3--20,3--28,4--16,4--33,5--8,5--11,5--32,6--9,6--19,6--30,7--18,7--32,8--22,8--25,9--28,9--30,10--21,10--22,10--23,11--13,11--15,12--13,12--26,12--31,14--19,15--21,15--26,16--20,16--27,17--24,17--29,18--20,18--22,19--24,21--27,23--26,23--27,24--31,25--31,25--33,29--30
0--7,0--8,0--20,1--12,1--13,1--30,2--10,2--15,2--32,3--8,3--23,3--28,4--10,4--17,4--25,5--9,5--25,5--29,6--17,6--24,6--26,7--19,7--29,8--21,9--11,9--14,10--30,11--29,11--32,12--15,12--26,13--14,13--16,14--22,15--19,16--25,16--28,17--26,18--22,18--31,18--33,19--33,20--22,20--30,21--24,21--31,23--27,23--32,24--27,27--28,31--33
0--3,0--10,0--19,1--6,1--18,1--33,2--16,2--20,2--33,3--4,3--25,4--8,4--26,5--9,5--29,5--31,6--9,6--22,7--22,7--25,7--30,8--11,8--21,9--16,10--17,10--24,11--23,11--32,12--19,12--26,12--29,13--15,13--17,13--25,14--24,14--26,14--28,15--28,15--30,16--23,17--32,18--23,18--32,19--29,20--21,20--24,21--33,22--31,27--28,27--30,27--31
0--4,0--24,0--26,1--11,1--21,1--22,2--5,2--12,2--19,3--15,3--26,3--33,4--9,4--21,5--11,5--32,6--20,6--25,6--28,7--13,7--14,7--31,8--10,8--14,8--23,9--12,9--14,10--19,10--27,11--16,12--29,13--22,13--32,15--17,15--33,16--24,16--31,17--19,17--22,18--20,18--27,18--30,20--26,21--33,23--25,23--28,24--32,25--29,27--29,28--30,30--31
0--13,0--27,0--31,1--5,1--10,1--20,2--3,2--28,2--32,3--15,3--26,4--9,4--12,4--27,5--18,5--24,6--10,6--11,6--20,7--8,7--13,7--28,8--21,8--33,9--16,9--27,10--12,11--12,11--19,13--16,14--17,14--20,14--22,15--22,15--29,16--33,17--18,17--29,18--25,19--31,19--32,21--25,21--30,22--33,23--29,23--30,23--32,24--25,24--31,26--28,26--30
0--14,0--27,0--33,1--5,1--16,1--32,2--3,2--11,2--25,3--7,3--27,4--18,4--24,4--30,5--8,5--25,6--8,6--14,6--19,7--13,7--24,8--21,9--12,9--18,9--25,10--18,10--20,10--22,11--16,11--31,12--28,12--31,13--15,13--27,14--33,15--28,15--31,16--17,17--20,17--21,19--22,19--29,20--23,21--26,22--29,23--28,23--30,24--32,26--30,26--32,29--33
0--8,0--20,0--27,1--9,1--12,1--16,2--17,2--23,2--26,3--20,3--23,3--28,4--11,4--25,4--29,5--21,5--24,5--32,6--7,6--8,6--26,7--22,7--25,8--28,9--10,9--19,10--14,10--27,11--19,11--20,12--15,12--31,13--18,13--29,13--30,14--15,14--21,15--31,16--23,16--33,17--19,17--26,18--22,18--33,21--31,22--24,24--32,25--28,27--32,29--30,30--33
0--5,0--19,0--21,1--13,1--15,1--27,2--8,2--10,2--18,3--9,3--13,3--20,4--9,4--10,4--32,5--11,5--25,6--12,6--16,6--26,7--8,7--21,7--29,8--32,9--28,10--16,11--15,11--23,12--14,12--33,13--14,14--26,15--31,16--33,17--18,17--22,17--33,18--28,19--24,19--31,20--24,20--25,21--30,22--23,22--24,23--30,25--29,26--27,27--28,29--30,31--32
0--2,0--15,0--24,1--6,1--18,1--27,2--21,2--26,3--6,3--32,3--33,4--5,4--18,4--33,5--13,5--17,6--10,7--8,7--16,7--25,8--11,8--28,9--12,9--14,9--27,10--11,10--12,11--22,12--27,13--19,13--28,14--19,14--21,15--26,15--29,16--19,16--20,17--20,17--29,18--23,20--28,21--30,22--23,22--33,23--26,24--25,24--30,25--31,29--32,30--31,31--32
0--18,0--19,0--20,1--12,1--17,1--30,2--18,2--28,2--32,3--4,3--7,3--13,4--21,4--22,5--11,5--22,5--27,6--8,6--17,6--19,7--11,7--16,8--26,8--31,9--11,9--22,9--29,10--12,10--21,10--31,12--16,13--20,13--25,14--18,14--24,14--29,15--17,15--27,15--33,16--25,19--29,20--24,21--25,23--24,23--28,23--32,26--27,26--30,28--33,30--31,32--33
0--5,0--11,0--24,1--3,1--23,1--29,2--18,2--19,2--28,3--18,3--33,4--20,4--21,4--23,5--12,5--30,6--13,6--31,6--32,7--26,7--28,7--29,8--9,8--16,8--20,9--12,9--13,10--15,10--25,10--27,11--14,11--24,12--21,13--26,14--31,14--33,15--17,15--32,16--22,16--26,17--20,17--25,18--30,19--21,19--33,22--29,22--31,23--25,24--30,27--28,27--32
0--5,0--14,0--19,1--10,1--16,1--23,2--12,2--18,2--28,3--8,3--20,3--27,4--6,4--10,4--13,5--11,5--27,6--23,6--25,7--9,7--26,7--32,8--12,8--18,9--26,9--33,10--15,11--30,11--31,12--29,13--17,13--25,14--22,14--23,15--18,15--24,16--17,16--33,17--29,19--24,19--31,20--30,20--31,21--22,21--27,21--33,22--32,24--29,25--28,26--28,30--32
0--8,0--12,0--32,1--7,1--23,1--30,2--18,2--22,2--31,3--10,3--12,3--17,4--5,4--24,4--30,5--18,5--27,6--11,6--16,6--20,7--15,7--21,8--13,8--28,9--21,9--22,9--31,10--15,10--24,11--14,11--28,12--29,13--25,13--28,14--20,14--27,15--29,16--21,16--31,17--20,17--26,18--29,19--23,19--27,19--33,22--32,23--25,24--26,25--32,26--33,30--33
0--4,0--15,0--31,1--10,1--22,1--27,2--11,2--13,2--32,3--16,3--26,3--32,4--13,4--32,5--19,5--20,5--28,6--21,6--30,6--33,7--10,7--11,7--24,8--15,8--18,8--23,9--11,9--14,9--33,10--31,12--21,12--26,12--31,13--21,14--17,14--23,15--20,16--18,16--30,17--25,17--26,18--24,19--27,19--28,20--29,22--29,22--30,23--25,24--25,27--29,28--33
0--12,0--21,0--25,1--8,1--14,1--28,2--13,2--23,2--24,3--6,3--20,3--25,4--12,4--21,4--31,5--12,5--15,5--33,6--7,6--9,7--9,7--10,8--17,8--20,9--33,10--19,10--22,11--15,11--16,11--29,13--23,13--25,14--22,14--28,15--31,16--26,16--27,17--20,17--32,18--24,18--27,18--30,19--32,19--33,21--28,22--29,23--24,26--27,26--30,29--31,30--32
0--13,0--15,0--19,1--8,1--13,1--18,2--5,2--17,2--24,3--16,3--17,3--32,4--13,4--27,4--31,5--19,5--26,6--10,6--11,6--16,7--9,7--19,7--25,8--24,8--32,9--14,9--24,10--12,10--20,11--21,11--33,12--30,12--31,14--17,14--21,15--28,15--29,16--20,18--22,18--28,20--28,21--25,22--29,22--31,23--27,23--30,23--33,25--26,26--29,27--33,30--32
0--4,0--6,0--19,1--9,1--14,1--27,2--5,2--17,2--23,3--11,3--14,3--18,4--13,4--17,5--22,5--32,6--19,6--29,7--13,7--23,7--28,8--14,8--20,8--30,9--10,9--25,10--21,10--26,11--18,11--29,12--13,12--22,12--33,15--27,15--28,15--30,16--20,16--31,16--32,17--26,18--33,19--32,20--28,21--23,21--29,22--25,24--25,24--26,24--33,27--31,30--31
0--11,0--18,0--23,1--4,1--25,1--31,2--7,2--22,2--29,3--7,3--20,3--25,4--8,4--18,5--10,5--19,5--30,6--15,6--27,6--31,7--24,8--23,8--28,9--14,9--17,9--19,10--17,10--21,11--26,11--27,12--16,12--24,12--32,13--14,13--28,13--32,14--33,15--26,15--28,16--19,16--22,17--22,18--29,20--21,20--30,21--29,23--33,24--31,25--32,26--30,27--33
0--6,0--8,0--27,1--22,1--25,1--26,2--9,2--13,2--14,3--11,3--20,3--26,4--15,4--24,4--28,5--9,5--15,5--26,6--23,6--33,7--18,7--27,7--33,8--19,8--20,9--10,10--16,10--24,11--16,11--29,12--19,12--31,12--33,13--18,13--21,14--23,14--32,15--23,16--27,17--22,17--28,17--30,18--24,19--32,20--29,21--29,21--30,22--25,25--30,28--31,31--32
0--10,0--17,0--21,1--20,1--21,1--32,2--16,2--26,2--27,3--19,3--23,3--29,4--8,4--12,4--14,5--26,5--28,5--30,6--21,6--23,6--33,7--25,7--28,7--33,8--20,8--23,9--11,9--19,9--20,10--11,10--16,11--31,12--13,12--32,13--18,13--25,14--29,14--31,15--26,15--28,15--29,16--30,17--18,17--22,18--24,19--25,22--31,22--32,24--27,24--30,27--33
0--7,0--18,0--24,1--6,1--20,1--24,2--5,2--23,2--31,3--10,3--22,3--23,4--11,4--18,4--25,5--29,5--31,6--12,6--13,7--21,7--33,8--20,8--27,8--31,9--16,9--17,9--28,10--23,10--30,11--14,11--22,12--26,12--32,13--16,13--17,14--19,14--30,15--17,15--18,15--19,16--22,19--32,20--27,21--26,21--29,24--33,25--27,25--28,26--28,29--30,32--33
0--2,0--9,0--12,1--11,1--13,1--31,2--5,2--10,3--8,3--14,3--26,4--11,4--15,4--16,5--13,5--25,6--15,6--18,6--19,7--8,7--25,7--31,8--27,9--14,9--21,10--16,10--23,11--13,12--21,12--32,14--33,15--19,16--30,17--20,17--24,17--26,18--24,18--29,19--27,20--28,20--30,21--31,22--23,22--24,22--29,23--30,25--33,26--28,27--32,28--32,29--33
0--21,0--24,0--27,1--10,1--30,1--31,2--21,2--25,2--26,3--7,3--26,3--27,4--8,4--28,4--29,5--12,5--13,5--17,6--14,6--16,6--22,7--8,7--20,8--29,9--16,9--28,9--32,10--14,10--15,11--19,11--29,11--32,12--20,12--30,13--19,13--24,14--25,15--23,15--32,16--19,17--27,17--33,18--20,18--21,18--30,22--23,22--31,23--33,24--25,26--31,28--33
0--10,0--11,0--19,1--16,1--26,1--30,2--15,2--24,2--28,3--8,3--30,3--32,4--23,4--27,4--31,5--24,5--30,5--32,6--12,6--24,6--33,7--21,7--22,7--25,8--11,8--14,9--13,9--27,9--29,10--28,10--32,11--17,12--26,12--29,13--22,13--33,14--19,14--33,15--25,15--28,16--18,16--23,17--20,17--23,18--20,18--27,19--26,20--21,21--29,22--31,25--31
0--8,0--16,0--28,1--16,1--20,1--31,2--26,2--30,2--32,3--8,3--15,3--32,4--14,4--20,4--25,5--21,5--24,5--29,6--14,6--17,6--26,7--18,7--22,7--33,8--27,9--11,9--22,9--33,10--17,10--25,10--27,11--18,11--23,12--18,12--24,12--31,13--21,13--23,13--31,14--19,15--19,15--25,16--20,17--26,19--23,21--33,22--28,24--28,27--30,29--30,29--32
0--11,0--20,0--33,1--6,1--25,1--27,2--17,2--29,2--32,3--9,3--18,3--27,4--10,4--24,4--29,5--15,5--22,5--26,6--17,6--31,7--10,7--13,7--32,8--17,8--23,8--27,9--11,9--12,10--25,11--23,12--19,12--26,13--18,13--19,14--15,14--20,14--29,15--24,16--28,16--32,16--33,18--28,19--31,20--30,21--22,21--25,21--28,22--24,23--31,26--30,30--33
0--16,0--19,0--26,1--2,1--6,1--8,2--13,2--24,3--7,3--20,3--27,4--8,4--14,4--17,5--11,5--16,5--20,6--29,6--30,7--12,7--25,8--15,9--15,9--30,9--33,10--11,10--12,10--18,11--28,12--31,13--18,13--22,14--15,14--32,16--22,17--27,17--28,18--25,19--20,19--27,21--25,21--28,21--29,22--33,23--24,23--26,23--30,24--32,26--31,29--31,32--33
0--1,0--17,0--18,1--23,1--32,2--7,2--16,2--24,3--7,3--13,3--31,4--5,4--8,4--29,5--18,5--30,6--8,6--32,6--33,7--14,8--17,9--22,9--23,9--33,10--18,10--21,10--27,11--25,11--26,11--30,12--16,12--22,12--24,13--19,13--29,14--20,14--31,15--28,15--30,15--31,16--27,17--32,19--21,19--22,20--24,20--26,21--25,23--29,25--28,26--33,27--28
0--4,0--24,0--25,1--3,1--13,1--22,2--5,2--22,2--33,3--8,3--17,4--17,4--31,5--9,5--27,6--8,6--29,6--32,7--18,7--19,7--27,8--23,9--10,9--14,10--16,10--18,11--14,11--24,11--31,12--13,12--20,12--26,13--33,14--32,15--18,15--23,15--31,16--25,16--28,17--20,19--27,19--30,20--28,21--22,21--28,21--29,23--32,24--26,25--26,29--30,30--33
0--4,0--13,0--29,1--3,1--22,1--26,2--3,2--23,2--25,3--7,4--8,4--33,5--6,5--11,5--20,6--15,6--30,7--13,7--19,8--29,8--31,9--10,9--14,9--18,10--13,10--17,11--30,11--32,12--17,12--26,12--32,14--24,14--26,15--22,15--27,16--18,16--24,16--28,17--31,18--23,19--21,19--28,20--24,20--27,21--22,21--32,23--31,25--29,25--33,27--30,28--33
0--13,0--14,0--28,1--6,1--29,1--31,2--18,2--23,2--25,3--5,3--22,3--28,4--17,4--30,4--32,5--20,5--22,6--12,6--19,7--15,7--23,7--24,8--19,8--23,8--27,9--15,9--16,9--19,10--12,10--24,10--25,11--15,11--24,11--26,12--16,13--20,13--25,14--26,14--30,16--17,17--22,18--21,18--30,20--31,21--27,21--32,26--31,27--29,28--33,29--33,32--33
0--21,0--22,0--29,1--17,1--19,1--24,2--8,2--10,2--28,3--13,3--18,3--32,4--11,4--14,4--22,5--17,5--23,5--28,6--10,6--20,6--30,7--25,7--29,7--33,8--17,8--26,9--13,9--20,9--30,10--12,11--24,11--26,12--14,12--16,13--25,14--32,15--22,15--31,15--33,16--31,16--32,18--20,18--24,19--31,19--33,21--27,21--28,23--27,23--29,25--26,27--30
0--9,0--17,0--20,1--2,1--17,1--19,2--4,2--33,3--29,3--30,3--31,4--6,4--11,5--10,5--21,5--28,6--8,6--12,7--14,7--16,7--26,8--22,8--24,9--19,9--26,10--14,10--26,11--30,11--32,12--24,12--33,13--20,13--30,13--31,14--21,15--18,15--27,15--32,16--17,16--27,18--20,18--23,19--29,21--25,22--28,22--31,23--28,23--32,24--25,25--29,27--33
0--8,0--24,0--28,1--23,1--27,1--32,2--4,2--14,2--20,3--9,3--25,3--32,4--19,4--29,5--12,5--13,5--24,6--7,6--10,6--26,7--11,7--18,8--17,8--29,9--24,9--33,10--15,10--30,11--21,11--31,12--26,12--31,13--28,13--33,14--21,14--23,15--21,15--25,16--18,16--20,16--30,17--25,17--27,18--22,19--20,19--22,22--27,23--32,26--31,28--29,30--33
0--23,0--30,0--33,1--21,1--28,1--32,2--20,2--29,2--30,3--8,3--9,3--10,4--17,4--24,4--31,5--9,5--17,5--32,6--8,6--11,6--16,7--13,7--24,7--26,8--26,9--15,10--23,10--33,11--12,11--15,12--27,12--31,13--16,13--19,14--19,14--22,14--25,15--20,16--21,17--27,18--22,18--31,18--32,19--33,20--28,21--23,22--29,24--30,25--27,25--29,26--28
0--5,0--6,0--11,1--9,1--26,1--32,2--10,2--16,2--27,3--15,3--21,3--25,4--17,4--29,4--31,5--6,5--12,6--17,7--19,7--28,7--32,8--18,8--23,8--24,9--19,9--33,10--22,10--33,11--15,11--18,12--14,12--28,13--21,13--24,13--29,14--22,14--26,15--16,16--17,18--25,19--29,20--27,20--30,20--32,21--31,22--23,23--26,24--30,25--27,28--33,30--31
