0--9,0--26,0--31,1--7,1--12,1--37,2--16,2--22,2--29,3--12,3--19,3--26,4--20,4--24,4--37,5--10,5--27,5--29,6--9,6--24,6--28,7--32,7--34,8--9,8--11,8--21,10--12,10--34,11--26,11--33,13--15,13--22,13--36,14--15,14--22,14--25,15--18,16--17,16--21,17--18,17--29,18--23,19--30,19--31,20--28,20--35,21--25,23--24,23--30,25--35,27--30,27--33,28--36,31--35,32--33,32--34,36--37
0--17,0--29,0--33,1--2,1--8,1--11,2--19,2--21,3--25,3--26,3--28,4--10,4--18,4--30,5--19,5--30,5--31,6--12,6--24,6--35,7--14,7--18,7--25,8--17,8--23,9--16,9--22,9--24,10--24,10--37,11--16,11--37,12--13,12--29,13--16,13--32,14--27,14--32,15--21,15--23,15--28,17--31,18--28,19--36,20--29,20--33,20--37,21--22,22--36,23--30,25--27,26--33,26--35,27--34,31--32,34--35,34--36
0--14,0--28,0--32,1--2,1--9,1--13,2--26,2--32,3--10,3--16,3--35,4--6,4--20,4--23,5--10,5--13,5--14,6--9,6--16,7--17,7--19,7--28,8--18,8--24,8--37,9--27,10--34,11--13,11--15,11--30,12--28,12--29,12--36,14--18,15--17,15--35,16--20,17--18,19--33,19--36,20--30,21--29,21--34,21--37,22--23,22--26,22--32,23--25,24--25,24--26,25--31,27--29,27--33,30--37,31--34,31--35,33--36
0--10,0--27,0--34,1--6,1--28,1--32,2--8,2--14,2--33,3--9,3--13,3--35,4--13,4--31,4--36,5--12,5--16,5--35,6--9,6--24,7--27,7--28,7--29,8--10,8--21,9--37,10--19,11--18,11--25,11--31,12--22,12--26,13--29,14--18,14--27,15--19,15--28,15--33,16--17,16--20,17--24,17--36,18--30,19--23,20--25,20--31,21--22,21--26,22--32,23--26,23--32,24--34,25--30,29--30,33--37,34--35,36--37
0--9,0--13,0--33,1--11,1--23,1--37,2--3,2--8,2--9,3--4,3--30,4--26,4--28,5--11,5--12,5--31,6--10,6--16,6--23,7--11,7--17,7--21,8--15,8--26,9--13,10--15,10--19,12--13,12--22,14--27,14--36,14--37,15--24,16--18,16--25,17--18,17--36,18--20,19--22,19--35,20--34,20--35,21--24,21--32,22--25,23--26,24--32,25--34,27--29,27--36,28--30,28--32,29--34,29--35,30--33,31--33,31--37
0--24,0--25,0--32,1--3,1--29,1--37,2--9,2--28,2--30,3--13,3--34,4--23,4--31,4--32,5--9,5--22,5--35,6--7,6--18,6--20,7--26,7--34,8--15,8--20,8--23,9--35,10--13,10--15,10--29,11--18,11--19,11--28,12--29,12--33,12--36,13--22,14--15,14--21,14--35,16--20,16--21,16--32,17--21,17--30,17--37,18--27,19--26,19--36,22--33,23--33,24--28,24--31,25--27,25--30,26--34,27--36,31--37
0--1,0--7,0--36,1--11,1--27,2--23,2--24,2--36,3--12,3--15,3--25,4--5,4--26,4--30,5--18,5--32,6--15,6--17,6--18,7--21,7--22,8--9,8--12,8--14,9--29,9--33,10--20,10--23,10--28,11--28,11--33,12--21,13--16,13--22,13--30,14--32,14--37,15--34,16--25,16--35,17--20,17--26,18--24,19--23,19--29,19--31,20--30,21--35,22--24,25--29,26--35,27--32,27--36,28--31,31--34,33--37,34--37
0--8,0--32,0--33,1--7,1--10,1--22,2--14,2--21,2--22,3--7,3--12,3--33,4--6,4--23,4--34,5--10,5--27,5--35,6--23,6--35,7--24,8--17,8--35,9--10,9--23,9--24,11--14,11--15,11--19,12--16,12--34,13--25,13--31,13--34,14--37,15--32,15--37,16--26,16--30,17--29,17--36,18--25,18--29,18--33,19--20,19--30,20--25,20--36,21--30,21--31,22--26,24--28,26--31,27--28,27--32,28--37,29--36
0--2,0--25,0--28,1--12,1--20,1--36,2--27,2--30,3--10,3--21,3--29,4--13,4--31,4--33,5--6,5--15,5--17,6--24,6--32,7--16,7--22,7--30,8--9,8--16,8--35,9--13,9--33,10--11,10--26,11--17,11--27,12--26,12--37,13--23,14--17,14--18,14--32,15--25,15--28,16--36,18--20,18--35,19--24,19--28,19--33,20--36,21--25,21--34,22--24,22--29,23--26,23--31,27--31,29--37,30--32,34--35,34--37
0--1,0--22,0--26,1--16,1--30,2--9,2--17,2--28,3--5,3--26,3--30,4--13,4--31,4--37,5--7,5--14,6--8,6--11,6--31,7--15,7--20,8--24,8--27,9--11,9--34,10--25,10--27,10--34,11--23,12--19,12--23,12--29,13--21,13--27,14--19,14--30,15--16,15--37,16--20,17--19,17--36,18--24,18--29,18--33,20--26,21--25,21--32,22--33,22--35,23--36,24--28,25--34,28--35,29--32,31--33,32--35,36--37
0--6,0--22,0--28,1--17,1--21,1--25,2--9,2--15,2--34,3--12,3--29,3--32,4--6,4--7,4--21,5--10,5--25,5--26,6--29,7--18,7--20,8--17,8--19,8--33,9--16,9--17,10--23,10--30,11--20,11--27,11--32,12--31,12--37,13--15,13--23,13--30,14--31,14--35,14--37,15--18,16--22,16--29,18--35,19--34,19--36,20--27,21--30,22--23,24--26,24--36,24--37,25--33,26--36,27--34,28--33,28--35,31--32
0--10,0--32,0--35,1--4,1--19,1--23,2--6,2--15,2--21,3--5,3--32,3--34,4--5,4--32,5--30,6--14,6--37,7--9,7--33,7--37,8--13,8--17,8--33,9--19,9--24,10--19,10--20,11--13,11--26,11--34,12--14,12--23,12--29,13--22,14--31,15--22,15--25,16--21,16--29,16--36,17--18,17--35,18--21,18--27,20--26,20--29,22--25,23--28,24--31,24--34,25--36,26--27,27--30,28--30,28--37,31--36,33--35
0--3,0--18,0--23,1--9,1--18,1--35,2--26,2--28,2--29,3--11,3--19,4--7,4--8,4--25,5--6,5--11,5--35,6--21,6--37,7--24,7--31,8--17,8--23,9--10,9--27,10--16,10--18,11--28,12--13,12--21,12--25,13--19,13--32,14--29,14--33,14--37,15--30,15--31,15--32,16--23,16--29,17--22,17--36,19--20,20--26,20--33,21--22,22--24,24--27,25--34,26--30,27--31,28--35,30--32,33--36,34--36,34--37
0--2,0--7,0--17,1--7,1--19,1--37,2--20,2--31,3--8,3--10,3--26,4--12,4--25,4--32,5--9,5--25,5--35,6--19,6--22,6--23,7--36,8--20,8--22,9--21,9--30,10--16,10--32,11--15,11--18,11--24,12--29,12--33,13--31,13--33,13--37,14--15,14--34,14--37,15--30,16--18,16--19,17--28,17--31,18--28,20--30,21--27,21--35,22--36,23--26,23--27,24--32,24--34,25--34,26--27,28--36,29--33,29--35
0--7,0--21,0--28,1--14,1--15,1--20,2--7,2--12,2--13,3--4,3--11,3--23,4--16,4--27,5--29,5--30,5--31,6--10,6--19,6--24,7--21,8--26,8--29,8--36,9--20,9--26,9--30,10--18,10--37,11--12,11--17,12--19,13--17,13--35,14--24,14--30,15--16,15--35,16--29,17--31,18--22,18--34,19--25,20--25,21--34,22--28,22--37,23--24,23--36,25--34,26--36,27--28,27--32,31--32,32--33,33--35,33--37
0--3,0--22,0--30,1--5,1--29,1--33,2--8,2--17,2--26,3--19,3--33,4--5,4--25,4--32,5--28,6--11,6--19,6--30,7--18,7--26,7--31,8--13,8--23,9--16,9--18,9--37,10--20,10--24,10--35,11--15,11--24,12--14,12--23,12--36,13--16,13--32,14--18,14--34,15--20,15--34,16--27,17--23,17--26,19--30,20--24,21--31,21--35,21--37,22--25,22--33,25--27,27--29,28--29,28--37,31--32,34--36,35--36
0--1,0--5,0--32,1--12,1--25,2--20,2--33,2--36,3--21,3--32,3--34,4--15,4--23,4--25,5--14,5--35,6--7,6--8,6--11,7--10,7--29,8--19,8--20,9--33,9--35,9--37,10--13,10--18,11--26,11--31,12--32,12--36,13--20,13--27,14--17,14--23,15--26,15--30,16--18,16--28,16--34,17--21,17--31,18--24,19--34,19--37,21--35,22--24,22--28,22--37,23--25,24--36,26--27,27--28,29--30,29--33,30--31
0--7,0--19,0--34,1--27,1--29,1--30,2--7,2--14,2--21,3--9,3--19,3--29,4--24,4--26,4--31,5--20,5--26,5--36,6--8,6--11,6--16,7--26,8--14,8--35,9--11,9--17,10--14,10--28,10--31,11--22,12--17,12--25,12--37,13--24,13--30,13--33,15--16,15--22,15--29,16--20,17--32,18--23,18--25,18--35,19--23,20--36,21--23,21--28,22--35,24--31,25--33,27--28,27--32,30--37,32--33,34--36,34--37
0--12,0--17,0--20,1--7,1--11,1--21,2--16,2--17,2--29,3--5,3--14,3--23,4--5,4--8,4--9,5--36,6--13,6--35,6--36,7--12,7--22,8--17,8--30,9--23,9--31,10--21,10--28,10--37,11--13,11--33,12--22,13--20,14--24,14--27,15--24,15--28,15--33,16--19,16--32,18--19,18--21,18--26,19--31,20--27,22--37,23--35,24--34,25--31,25--33,25--36,26--29,26--34,27--34,28--30,29--37,30--32,32--35
0--3,0--6,0--30,1--5,1--6,1--20,2--28,2--31,2--33,3--10,3--30,4--8,4--21,4--33,5--7,5--21,6--20,7--12,7--17,8--33,8--35,9--12,9--18,9--26,10--11,10--17,11--18,11--36,12--16,13--19,13--31,13--36,14--24,14--25,14--30,15--27,15--32,15--34,16--22,16--34,17--34,18--23,19--20,19--29,21--24,22--26,22--32,23--29,23--37,24--35,25--36,25--37,26--27,27--35,28--31,28--37,29--32
0--8,0--25,0--29,1--7,1--28,1--32,2--13,2--16,2--20,3--9,3--21,3--27,4--7,4--19,4--26,5--18,5--22,5--32,6--22,6--33,6--36,7--28,8--21,8--26,9--31,9--37,10--26,10--30,10--37,11--17,11--35,11--37,12--22,12--32,12--34,13--14,13--24,14--15,14--28,15--17,15--18,16--30,16--36,17--27,18--31,19--34,19--35,20--23,20--33,21--24,23--25,23--35,24--29,25--30,27--31,29--33,34--36
0--8,0--15,0--28,1--4,1--27,1--32,2--13,2--27,2--30,3--13,3--25,3--26,4--20,4--22,5--17,5--18,5--33,6--19,6--23,6--29,7--9,7--12,7--34,8--11,8--26,9--13,9--15,10--16,10--28,10--31,11--31,11--32,12--14,12--28,14--35,14--37,15--23,16--20,16--37,17--20,17--33,18--29,18--37,19--30,19--35,21--24,21--27,21--33,22--24,22--36,23--25,24--31,25--26,29--34,30--36,32--34,35--36
0--5,0--10,0--19,1--21,1--25,1--30,2--3,2--11,2--26,3--7,3--36,4--7,4--12,4--19,5--10,5--20,6--16,6--23,6--25,7--9,8--13,8--17,8--24,9--18,9--20,10--30,11--27,11--32,12--28,12--31,13--20,13--26,14--23,14--33,14--35,15--17,15--21,15--26,16--27,16--29,17--19,18--30,18--37,21--28,22--33,22--34,22--36,23--29,24--31,24--37,25--31,27--29,28--35,32--33,32--35,34--36,34--37
0--3,0--18,0--27,1--15,1--16,1--20,2--11,2--12,2--30,3--19,3--25,4--15,4--28,4--34,5--6,5--13,5--33,6--32,6--34,7--14,7--17,7--35,8--28,8--32,8--37,9--12,9--23,9--36,10--19,10--21,10--29,11--22,11--26,12--32,13--21,13--30,14--27,14--33,15--24,16--18,16--26,17--22,17--27,18--24,19--22,20--35,20--37,21--25,23--25,23--31,24--29,26--28,29--31,30--34,31--36,33--36,35--37
0--6,0--14,0--15,1--8,1--12,1--31,2--12,2--18,2--19,3--16,3--19,3--24,4--11,4--27,4--35,5--25,5--30,5--33,6--30,6--35,7--23,7--31,7--32,8--9,8--10,9--13,9--36,10--31,10--37,11--19,11--22,12--25,13--23,13--32,14--16,14--22,15--20,15--35,16--22,17--21,17--28,17--37,18--26,18--28,20--21,20--27,21--36,23--28,24--29,24--34,25--30,26--34,26--37,27--33,29--33,29--34,32--36
0--4,0--13,0--26,1--6,1--8,1--11,2--20,2--22,2--37,3--5,3--13,3--17,4--9,4--12,5--15,5--21,6--16,6--29,7--26,7--30,7--33,8--19,8--33,9--21,9--22,10--12,10--29,10--36,11--15,11--28,12--18,13--23,14--24,14--32,14--33,15--27,16--24,16--30,17--28,17--31,18--23,18--35,19--28,19--32,20--24,20--25,21--25,22--37,23--37,25--34,26--34,27--29,27--35,30--34,31--35,31--36,32--36
0--6,0--12,0--21,1--7,1--13,1--32,2--18,2--22,2--27,3--11,3--27,3--36,4--16,4--29,4--35,5--20,5--23,5--29,6--35,6--36,7--8,7--11,8--30,8--37,9--20,9--21,9--34,10--11,10--12,10--34,12--28,13--14,13--32,14--18,14--33,15--19,15--26,15--31,16--25,16--37,17--25,17--29,17--31,18--30,19--28,19--30,20--22,21--28,22--24,23--24,23--37,24--32,25--26,26--35,27--36,31--33,33--34
0--26,0--32,0--36,1--4,1--8,1--26,2--26,2--27,2--32,3--9,3--10,3--12,4--27,4--30,5--14,5--18,5--22,6--13,6--15,6--19,7--16,7--20,7--34,8--16,8--24,9--13,9--34,10--17,10--22,11--18,11--21,11--35,12--22,12--29,13--23,14--17,14--25,15--29,15--34,16--28,17--21,18--37,19--31,19--36,20--25,20--37,21--36,23--28,23--33,24--27,24--31,25--37,28--35,29--33,30--31,30--33,32--35
0--8,0--27,0--36,1--7,1--8,1--11,2--4,2--8,2--10,3--9,3--14,3--32,4--5,4--31,5--9,5--23,6--10,6--13,6--34,7--15,7--24,9--30,10--19,11--24,11--34,12--17,12--21,12--25,13--14,13--34,14--15,15--19,16--23,16--26,16--31,17--18,17--36,18--31,18--35,19--29,20--26,20--28,20--32,21--32,21--37,22--27,22--35,22--36,23--27,24--33,25--28,25--35,26--28,29--30,29--33,30--37,33--37
0--9,0--28,0--36,1--13,1--18,1--26,2--24,2--33,2--37,3--7,3--23,3--25,4--8,4--30,4--34,5--6,5--30,5--34,6--8,6--10,7--9,7--32,8--17,9--17,10--12,10--31,11--18,11--28,11--29,12--14,12--20,13--25,13--35,14--15,14--31,15--19,15--20,16--27,16--36,16--37,17--24,18--28,19--27,19--33,20--23,21--22,21--31,21--33,22--26,22--29,23--35,24--36,25--32,26--35,27--29,30--34,32--37
0--11,0--16,0--36,1--12,1--27,1--34,2--23,2--30,2--37,3--9,3--18,3--34,4--8,4--21,4--29,5--8,5--18,5--19,6--14,6--19,6--21,7--15,7--22,7--27,8--13,9--10,9--27,10--22,10--25,11--17,11--35,12--26,12--37,13--14,13--35,14--16,15--30,15--34,16--28,17--24,17--33,18--31,19--36,20--24,20--25,20--36,21--31,22--35,23--28,23--32,24--32,25--28,26--30,26--37,29--32,29--33,31--33
0--2,0--17,0--33,1--5,1--33,1--34,2--8,2--14,3--13,3--14,3--28,4--12,4--20,4--27,5--12,5--33,6--19,6--26,6--30,7--21,7--29,7--34,8--20,8--37,9--10,9--21,9--22,10--16,10--25,11--14,11--15,11--37,12--13,13--30,15--19,15--28,16--24,16--34,17--19,17--23,18--27,18--30,18--31,20--27,21--24,22--26,22--29,23--32,23--35,24--32,25--28,25--35,26--36,29--36,31--35,31--36,32--37
0--4,0--14,0--31,1--16,1--18,1--35,2--14,2--22,2--34,3--13,3--17,3--30,4--17,4--37,5--26,5--31,5--35,6--9,6--21,6--30,7--8,7--19,7--27,8--28,8--29,9--15,9--18,10--11,10--20,10--33,11--17,11--27,12--15,12--25,12--33,13--34,13--37,14--27,15--24,16--19,16--21,18--29,19--34,20--22,20--30,21--32,22--23,23--26,23--36,24--28,24--36,25--35,25--36,26--32,28--29,31--33,32--37
0--1,0--18,0--34,1--17,1--35,2--18,2--25,2--35,3--8,3--16,3--32,4--15,4--23,4--28,5--20,5--24,5--28,6--9,6--33,6--37,7--10,7--16,7--30,8--14,8--21,9--12,9--23,10--29,10--32,11--12,11--35,11--37,12--34,13--22,13--24,13--36,14--15,14--33,15--33,16--26,17--18,17--27,19--21,19--22,19--28,20--27,20--30,21--31,22--29,23--27,24--34,25--31,25--32,26--30,26--36,29--36,31--37
0--9,0--29,0--32,1--20,1--24,1--34,2--4,2--19,2--21,3--13,3--18,3--22,4--12,4--31,5--18,5--27,5--37,6--9,6--11,6--35,7--23,7--24,7--31,8--15,8--16,8--26,9--14,10--23,10--26,10--35,11--13,11--17,12--21,12--33,13--27,14--16,14--31,15--18,15--21,16--24,17--22,17--33,19--28,19--37,20--25,20--28,22--34,23--29,25--26,25--32,27--36,28--30,29--32,30--33,30--34,35--36,36--37
0--9,0--13,0--23,1--6,1--8,1--24,2--4,2--12,2--29,3--14,3--23,3--30,4--21,4--22,5--12,5--17,5--31,6--34,6--36,7--19,7--28,7--29,8--32,8--36,9--11,9--31,10--16,10--17,10--37,11--15,11--37,12--30,13--27,13--35,14--16,14--20,15--24,15--35,16--17,18--22,18--25,18--28,19--26,19--37,20--27,20--29,21--24,21--32,22--33,23--26,25--26,25--33,27--31,28--35,30--32,33--34,34--36
0--10,0--17,0--31,1--6,1--19,1--33,2--25,2--27,2--31,3--13,3--23,3--32,4--14,4--16,4--34,5--15,5--27,5--32,6--26,6--32,7--10,7--35,7--36,8--10,8--25,8--37,9--21,9--30,9--33,11--16,11--24,11--29,12--14,12--17,12--27,13--30,13--35,14--19,15--19,15--22,16--28,17--20,18--20,18--21,18--36,20--29,21--23,22--29,22--34,23--37,24--31,24--36,25--30,26--28,26--35,28--37,33--34
0--8,0--10,0--35,1--3,1--6,1--18,2--17,2--19,2--27,3--15,3--23,4--9,4--14,4--23,5--7,5--9,5--25,6--7,6--19,7--26,8--22,8--26,9--36,10--15,10--16,11--12,11--27,11--34,12--32,12--37,13--21,13--27,13--31,14--21,14--34,15--18,16--24,16--29,17--35,17--36,18--33,19--20,20--28,20--30,21--36,22--24,22--26,23--28,24--32,25--28,25--32,29--31,29--35,30--31,30--33,33--37,34--37
0--2,0--29,0--32,1--3,1--20,1--27,2--19,2--35,3--10,3--22,4--11,4--17,4--37,5--13,5--21,5--27,6--11,6--14,6--26,7--9,7--26,7--36,8--22,8--23,8--33,9--15,9--31,10--19,10--30,11--36,12--17,12--18,12--35,13--15,13--25,14--21,14--32,15--27,16--23,16--33,16--37,17--22,18--31,18--34,19--20,20--29,21--28,23--24,24--28,24--34,25--29,25--35,26--33,28--36,30--32,30--34,31--37
0--18,0--19,0--25,1--11,1--13,1--36,2--3,2--13,2--16,3--12,3--32,4--8,4--23,4--25,5--24,5--30,5--34,6--26,6--33,6--35,7--8,7--17,7--27,8--28,9--10,9--25,9--35,10--20,10--37,11--20,11--37,12--26,12--27,13--31,14--24,14--27,14--30,15--18,15--26,15--30,16--28,16--36,17--31,17--32,18--19,19--29,20--33,21--22,21--28,21--29,22--36,22--37,23--33,23--35,24--29,31--34,32--34
0--25,0--29,0--32,1--7,1--12,1--21,2--5,2--15,2--17,3--14,3--28,3--30,4--16,4--21,4--37,5--23,5--24,6--22,6--31,6--35,7--20,7--35,8--21,8--25,8--33,9--11,9--28,9--29,10--17,10--18,10--30,11--20,11--29,12--19,12--31,13--14,13--23,13--33,14--37,15--18,15--20,16--22,16--27,17--27,18--26,19--24,19--36,22--34,23--28,24--26,25--37,26--35,27--31,30--33,32--34,32--36,34--36
0--5,0--20,0--33,1--13,1--31,1--33,2--19,2--25,2--37,3--9,3--13,3--26,4--10,4--19,4--30,5--19,5--37,6--10,6--24,6--30,7--16,7--31,7--34,8--21,8--28,8--34,9--17,9--29,10--16,11--12,11--18,11--21,12--20,12--28,13--15,14--17,14--18,14--31,15--22,15--36,16--30,17--21,18--26,20--24,22--27,22--28,23--32,23--33,23--34,24--35,25--29,25--32,26--29,27--32,27--35,35--36,36--37
0--14,0--23,0--24,1--23,1--24,1--25,2--3,2--24,2--26,3--7,3--16,4--9,4--19,4--36,5--6,5--29,5--34,6--10,6--12,7--12,7--37,8--14,8--17,8--36,9--16,9--21,10--22,10--32,11--20,11--25,11--35,12--22,13--15,13--27,13--32,14--28,15--17,15--35,16--21,17--20,18--19,18--31,18--33,19--27,20--31,21--27,22--37,23--30,25--31,26--28,26--34,28--34,29--30,29--32,30--36,33--35,33--37
0--18,0--21,0--25,1--24,1--30,1--36,2--23,2--26,2--37,3--6,3--17,3--24,4--9,4--11,4--22,5--27,5--34,5--35,6--15,6--19,7--10,7--19,7--29,8--14,8--32,8--33,9--18,9--19,10--12,10--36,11--15,11--36,12--26,12--31,13--15,13--20,13--34,14--30,14--35,16--20,16--25,16--37,17--22,17--35,18--32,20--31,21--28,21--33,22--32,23--24,23--31,25--30,26--27,27--29,28--33,28--34,29--37
0--2,0--19,0--31,1--8,1--27,1--34,2--29,2--36,3--10,3--19,3--28,4--12,4--30,4--37,5--24,5--26,5--37,6--13,6--17,6--20,7--14,7--18,7--28,8--22,8--28,9--18,9--23,9--31,10--17,10--27,11--21,11--26,11--33,12--23,12--30,13--25,13--29,14--23,14--35,15--24,15--33,15--36,16--22,16--25,16--30,17--35,18--37,19--36,20--21,20--27,21--22,24--32,25--32,26--35,29--34,31--32,33--34
