0--4,0--14,0--22,0--29,1--5,1--6,1--8,1--18,2--10,2--12,2--19,2--29,3--10,3--15,3--16,3--35,4--6,4--7,4--12,5--9,5--21,5--30,6--24,6--27,7--12,7--16,7--34,8--13,8--17,8--32,9--15,9--18,9--34,10--11,10--23,11--14,11--32,11--34,12--30,13--15,13--20,13--25,14--21,14--27,15--16,16--26,17--25,17--28,17--35,18--20,18--31,19--20,19--26,19--32,20--24,21--22,21--27,22--23,22--32,23--28,23--33,24--25,24--34,25--28,26--30,26--31,27--35,28--33,29--33,29--35,30--31,31--33
0--7,0--13,0--22,0--34,1--22,1--27,1--28,1--31,2--11,2--15,2--27,2--34,3--5,3--6,3--17,3--25,4--15,4--18,4--21,4--23,5--6,5--13,5--29,6--12,6--20,7--9,7--25,7--32,8--9,8--16,8--31,8--33,9--30,9--35,10--15,10--17,10--19,10--25,11--12,11--20,11--35,12--26,12--34,13--18,13--27,14--16,14--18,14--28,14--34,15--35,16--26,16--30,17--22,17--26,18--24,19--20,19--24,19--27,20--23,21--29,21--32,21--33,22--29,23--24,23--30,24--26,25--32,28--30,28--33,29--31,31--35,32--33
0--15,0--24,0--25,0--31,1--2,1--14,1--15,1--24,2--5,2--12,2--14,3--7,3--11,3--18,3--29,4--5,4--6,4--10,4--25,5--9,5--11,6--14,6--31,6--32,7--17,7--23,7--28,8--12,8--20,8--21,8--35,9--17,9--22,9--32,10--19,10--26,10--32,11--13,11--21,12--21,12--31,13--22,13--30,13--33,14--26,15--19,15--24,16--19,16--20,16--25,16--27,17--29,17--30,18--26,18--29,18--34,19--29,20--27,20--28,21--35,22--34,22--35,23--32,23--33,23--34,24--28,25--33,26--28,27--30,27--35,30--33,31--34
0--8,0--12,0--19,0--22,1--14,1--23,1--30,1--31,2--19,2--22,2--32,2--34,3--8,3--12,3--24,3--32,4--5,4--18,4--33,4--34,5--6,5--7,5--12,6--7,6--9,6--21,7--20,7--35,8--19,8--32,9--10,9--13,9--27,10--21,10--24,10--30,11--26,11--28,11--29,11--33,12--33,13--15,13--23,13--26,14--27,14--29,14--34,15--26,15--28,15--31,16--17,16--19,16--20,16--31,17--25,17--27,17--29,18--20,18--23,18--35,20--35,21--28,21--31,22--32,22--34,23--25,24--28,24--30,25--27,25--29,26--35,30--33
0--19,0--25,0--26,0--33,1--2,1--13,1--18,1--20,2--6,2--16,2--27,3--17,3--27,3--28,3--29,4--10,4--24,4--29,4--34,5--12,5--25,5--28,5--31,6--20,6--24,6--26,7--8,7--11,7--14,7--21,8--16,8--22,8--34,9--12,9--18,9--31,9--33,10--22,10--24,10--34,11--19,11--20,11--30,12--17,12--18,13--15,13--23,13--34,14--16,14--21,14--28,15--19,15--29,15--32,16--22,17--30,17--31,18--30,19--27,20--23,21--25,21--27,22--24,23--29,23--32,25--35,26--32,26--35,28--33,30--32,31--35,33--35
0--13,0--24,0--25,0--35,1--5,1--10,1--22,1--28,2--16,2--19,2--27,2--30,3--6,3--14,3--17,3--26,4--8,4--10,4--25,4--34,5--11,5--23,5--24,6--7,6--8,6--15,7--15,7--16,7--20,8--20,8--30,9--21,9--23,9--26,9--28,10--13,10--21,11--21,11--22,11--29,12--13,12--16,12--17,12--27,13--26,14--23,14--28,14--35,15--16,15--29,17--18,17--33,18--24,18--25,18--32,19--25,19--29,19--33,20--22,20--26,21--33,22--32,23--31,24--31,27--28,27--35,29--32,30--32,30--34,31--33,31--34,34--35
0--5,0--6,0--18,0--33,1--10,1--26,1--29,1--34,2--13,2--25,2--30,2--34,3--6,3--10,3--19,3--24,4--15,4--16,4--22,4--35,5--9,5--16,5--23,6--25,6--28,7--11,7--17,7--18,7--21,8--9,8--15,8--19,8--28,9--17,9--26,10--28,10--33,11--19,11--20,11--25,12--15,12--22,12--25,12--29,13--20,13--24,13--30,14--16,14--23,14--30,14--34,15--23,16--21,17--18,17--20,18--26,19--23,20--27,21--32,21--35,22--31,22--32,24--31,24--32,26--32,27--28,27--31,27--33,29--31,29--35,30--33,34--35
0--9,0--11,0--14,0--15,1--5,1--10,1--17,1--26,2--19,2--21,2--25,2--30,3--15,3--17,3--23,3--26,4--12,4--26,4--30,4--33,5--21,5--24,5--33,6--9,6--14,6--22,6--27,7--8,7--20,7--25,7--27,8--9,8--11,8--31,9--16,10--25,10--29,10--30,11--20,11--24,12--18,12--32,12--35,13--17,13--23,13--31,13--35,14--15,14--22,15--16,16--21,16--29,17--23,18--20,18--33,18--34,19--28,19--29,19--33,20--34,21--23,22--27,22--32,24--26,24--30,25--27,28--31,28--34,28--35,29--32,31--34,32--35
0--17,0--27,0--32,0--35,1--17,1--22,1--23,1--31,2--5,2--8,2--26,2--30,3--4,3--13,3--14,3--35,4--7,4--11,4--28,5--10,5--13,5--24,6--11,6--12,6--28,6--31,7--17,7--29,7--33,8--18,8--20,8--33,9--19,9--22,9--25,9--28,10--14,10--25,10--31,11--27,11--35,12--20,12--29,12--34,13--33,13--34,14--18,14--28,15--20,15--22,15--27,15--32,16--19,16--23,16--29,16--32,17--27,18--23,18--29,19--21,19--30,20--21,21--30,21--31,22--34,23--26,24--25,24--32,24--33,25--35,26--30,26--34
0--15,0--26,0--28,0--29,1--6,1--17,1--27,1--29,2--3,2--8,2--20,2--30,3--7,3--25,3--27,4--13,4--23,4--26,4--32,5--6,5--14,5--21,5--33,6--8,6--10,7--11,7--16,7--26,8--25,8--31,9--18,9--22,9--31,9--32,10--18,10--24,10--30,11--20,11--23,11--34,12--21,12--27,12--29,12--35,13--23,13--25,13--32,14--19,14--29,14--35,15--23,15--24,15--35,16--17,16--21,16--33,17--22,17--28,18--30,18--33,19--25,19--28,19--34,20--32,20--34,21--33,22--27,22--31,24--31,24--34,26--30,28--35
0--8,0--11,0--34,0--35,1--9,1--11,1--12,1--31,2--6,2--16,2--22,2--28,3--15,3--22,3--23,3--32,4--12,4--20,4--30,4--33,5--9,5--10,5--33,5--34,6--7,6--16,6--17,7--12,7--16,7--24,8--13,8--21,8--32,9--19,9--21,10--23,10--26,10--30,11--17,11--20,12--31,13--15,13--17,13--28,14--24,14--30,14--32,14--35,15--23,15--24,16--33,17--30,18--21,18--26,18--28,18--34,19--25,19--29,19--33,20--27,20--32,21--23,22--29,22--35,24--27,25--28,25--29,25--35,26--27,26--34,27--31,29--31
0--8,0--16,0--21,0--23,1--6,1--12,1--16,1--22,2--17,2--20,2--28,2--35,3--6,3--16,3--18,3--21,4--10,4--13,4--31,4--35,5--12,5--14,5--27,5--32,6--19,6--26,7--12,7--13,7--15,7--27,8--9,8--29,8--33,9--18,9--24,9--27,10--19,10--20,10--30,11--13,11--21,11--24,11--25,12--26,13--30,14--17,14--23,14--34,15--16,15--28,15--34,17--19,17--22,18--29,18--34,19--29,20--31,20--32,21--26,22--25,22--31,23--25,23--33,24--25,24--32,26--33,27--28,28--35,29--35,30--33,30--34,31--32
0--4,0--19,0--27,0--30,1--22,1--23,1--31,1--32,2--7,2--24,2--29,2--33,3--5,3--8,3--20,3--27,4--11,4--26,4--30,5--9,5--14,5--34,6--13,6--25,6--34,6--35,7--21,7--24,7--32,8--9,8--19,8--35,9--14,9--31,10--16,10--23,10--28,10--34,11--19,11--23,11--32,12--20,12--21,12--27,12--30,13--18,13--26,13--31,14--22,14--29,15--17,15--26,15--28,15--29,16--17,16--25,16--33,17--22,17--26,18--20,18--23,18--24,19--29,20--28,21--22,21--25,24--34,25--33,27--28,30--32,31--35,33--35
0--3,0--15,0--28,0--32,1--9,1--10,1--20,1--30,2--5,2--20,2--28,2--35,3--16,3--23,3--33,4--11,4--20,4--22,4--27,5--18,5--25,5--31,6--10,6--11,6--28,6--29,7--12,7--15,7--17,7--19,8--14,8--19,8--25,8--26,9--11,9--15,9--31,10--21,10--26,11--21,12--14,12--21,12--22,13--23,13--24,13--27,13--29,14--23,14--28,15--24,16--27,16--30,16--33,17--20,17--32,17--34,18--19,18--22,18--27,19--21,22--29,23--30,24--25,24--35,25--30,26--33,26--34,29--35,31--32,31--33,32--34,34--35
0--14,0--16,0--18,0--23,1--17,1--22,1--23,1--30,2--4,2--19,2--21,2--28,3--11,3--20,3--25,3--29,4--10,4--20,4--35,5--6,5--8,5--21,5--26,6--9,6--24,6--26,7--9,7--27,7--28,7--30,8--11,8--25,8--31,9--13,9--34,10--13,10--19,10--29,11--14,11--16,12--13,12--21,12--27,12--28,13--31,14--15,14--29,15--18,15--24,15--30,16--32,16--35,17--23,17--27,17--32,18--24,18--32,19--25,19--32,20--24,20--33,21--26,22--31,22--33,22--35,23--34,25--27,26--29,28--35,30--33,31--34,33--34
0--2,0--15,0--17,0--25,1--2,1--6,1--13,1--14,2--8,2--15,3--15,3--29,3--32,3--33,4--19,4--20,4--23,4--28,5--10,5--11,5--16,5--21,6--16,6--18,6--31,7--21,7--26,7--29,7--30,8--12,8--23,8--32,9--24,9--25,9--28,9--33,10--12,10--18,10--31,11--13,11--24,11--30,12--26,12--34,13--25,13--33,14--17,14--34,14--35,15--27,16--26,16--27,17--30,17--32,18--20,18--33,19--22,19--27,19--35,20--22,20--34,21--24,21--30,22--23,22--24,23--28,25--35,26--28,27--32,29--31,29--34,31--35
0--1,0--3,0--8,0--26,1--13,1--28,1--31,2--7,2--18,2--22,2--30,3--20,3--23,3--34,4--6,4--12,4--23,4--34,5--9,5--11,5--16,5--23,6--10,6--27,6--30,7--11,7--12,7--18,8--19,8--29,8--35,9--19,9--22,9--26,10--19,10--22,10--25,11--16,11--35,12--17,12--31,13--20,13--24,13--32,14--16,14--20,14--29,14--34,15--16,15--24,15--27,15--28,17--25,17--28,17--31,18--24,18--32,19--32,20--22,21--27,21--29,21--30,21--33,23--27,24--25,25--33,26--28,26--35,29--33,30--35,31--34,32--33
0--5,0--12,0--25,0--34,1--9,1--25,1--26,1--27,2--7,2--11,2--15,2--30,3--14,3--16,3--23,3--27,4--5,4--17,4--27,4--29,5--13,5--26,6--13,6--14,6--24,6--32,7--15,7--19,7--22,8--22,8--24,8--29,8--31,9--10,9--20,9--31,10--20,10--25,10--35,11--12,11--21,11--23,12--14,12--35,13--14,13--28,15--17,15--24,16--20,16--21,16--28,17--19,17--30,18--19,18--21,18--33,18--35,19--25,20--22,21--31,22--35,23--32,23--33,24--33,26--29,26--30,27--29,28--32,28--34,30--31,32--34,33--34
0--4,0--19,0--30,0--33,1--5,1--8,1--22,1--35,2--7,2--10,2--14,2--16,3--12,3--16,3--17,3--21,4--9,4--18,4--20,5--17,5--25,5--27,6--23,6--27,6--29,6--32,7--25,7--26,7--28,8--13,8--26,8--33,9--14,9--26,9--34,10--21,10--28,10--35,11--17,11--18,11--24,11--30,12--15,12--19,12--31,13--23,13--34,13--35,14--19,14--30,15--16,15--25,15--35,16--31,17--32,18--21,18--31,19--33,20--22,20--26,20--29,21--23,22--24,22--34,23--29,24--31,24--32,25--33,27--28,27--30,28--34,29--32
0--1,0--11,0--15,0--23,1--22,1--23,1--24,2--4,2--5,2--30,2--31,3--10,3--12,3--22,3--26,4--9,4--19,4--28,5--16,5--18,5--33,6--16,6--27,6--29,6--35,7--9,7--26,7--27,7--29,8--10,8--12,8--28,8--29,9--17,9--19,10--12,10--30,11--16,11--21,11--35,12--19,13--18,13--25,13--30,13--32,14--18,14--22,14--31,14--33,15--19,15--20,15--21,16--27,17--26,17--31,17--33,18--34,20--23,20--24,20--29,21--27,21--28,22--31,23--32,24--30,24--35,25--26,25--28,25--32,32--34,33--34,34--35
0--1,0--13,0--17,0--26,1--9,1--21,1--23,2--18,2--24,2--30,2--34,3--20,3--25,3--29,3--33,4--5,4--6,4--19,4--35,5--9,5--12,5--24,6--18,6--31,6--35,7--10,7--15,7--25,7--27,8--16,8--19,8--25,8--34,9--13,9--30,10--17,10--22,10--27,11--26,11--28,11--29,11--31,12--14,12--18,12--20,13--14,13--22,14--19,14--35,15--20,15--26,15--34,16--23,16--27,16--28,17--32,17--33,18--24,19--35,20--24,21--22,21--26,21--32,22--23,23--33,25--29,27--32,28--31,28--34,29--33,30--31,30--32
0--11,0--15,0--19,0--29,1--10,1--13,1--25,1--32,2--15,2--21,2--26,2--32,3--5,3--18,3--21,3--28,4--7,4--9,4--20,4--24,5--6,5--11,5--23,6--12,6--21,6--30,7--17,7--22,7--24,8--9,8--16,8--18,8--19,9--12,9--26,10--16,10--22,10--25,11--22,11--26,12--17,12--35,13--17,13--18,13--35,14--28,14--30,14--31,14--32,15--29,15--34,16--27,16--33,17--23,18--31,19--30,19--33,20--26,20--27,20--31,21--31,22--34,23--25,23--27,24--25,24--29,27--34,28--33,28--35,29--35,30--32,33--34
0--9,0--12,0--18,0--31,1--11,1--21,1--29,1--34,2--19,2--24,2--26,2--34,3--7,3--8,3--26,3--32,4--10,4--27,4--32,4--35,5--13,5--22,5--23,5--33,6--8,6--11,6--28,6--31,7--29,7--32,7--35,8--16,8--30,9--14,9--23,9--29,10--15,10--16,10--25,11--13,11--22,12--20,12--23,12--34,13--19,13--35,14--15,14--27,14--31,15--29,15--32,16--17,16--24,17--18,17--20,17--33,18--21,18--27,19--25,19--33,20--27,20--28,21--25,21--30,22--24,22--25,23--24,26--30,26--31,28--30,28--34,33--35
0--3,0--17,0--20,0--22,1--2,1--7,1--10,1--34,2--14,2--32,2--35,3--15,3--24,3--33,4--14,4--15,4--26,4--35,5--18,5--22,5--27,5--35,6--8,6--13,6--17,6--34,7--16,7--31,7--34,8--27,8--30,8--32,9--20,9--23,9--30,9--32,10--11,10--21,10--35,11--19,11--24,11--26,12--15,12--19,12--23,12--31,13--25,13--26,13--34,14--22,14--24,15--29,16--17,16--19,16--21,17--27,18--21,18--25,18--33,19--23,20--23,20--33,21--28,22--29,24--31,25--28,25--29,26--31,27--28,28--30,29--30,32--33
0--7,0--19,0--24,0--35,1--2,1--29,1--31,1--34,2--15,2--17,2--18,3--15,3--23,3--28,3--29,4--12,4--13,4--14,4--30,5--12,5--17,5--20,5--29,6--8,6--23,6--24,6--25,7--11,7--21,7--27,8--10,8--19,8--33,9--11,9--13,9--25,9--27,10--23,10--31,10--32,11--20,11--24,12--23,12--32,13--16,13--22,14--17,14--28,14--31,15--30,15--32,16--19,16--21,16--35,17--34,18--20,18--22,18--33,19--25,20--29,21--26,21--33,22--34,22--35,24--28,25--26,26--27,26--34,27--32,28--31,30--33,30--35
0--5,0--12,0--13,0--23,1--5,1--16,1--26,1--31,2--6,2--23,2--25,2--32,3--17,3--24,3--29,3--31,4--25,4--26,4--30,4--32,5--12,5--29,6--7,6--30,6--32,7--27,7--30,7--34,8--13,8--19,8--31,8--33,9--14,9--16,9--28,9--30,10--22,10--25,10--28,10--35,11--13,11--15,11--19,11--28,12--29,12--34,13--24,14--15,14--20,14--33,15--21,15--31,16--17,16--21,17--21,17--24,18--23,18--27,18--28,18--33,19--23,19--34,20--22,20--25,20--26,21--22,22--26,24--27,27--35,29--33,32--35,34--35
0--6,0--19,0--21,0--28,1--23,1--25,1--30,1--34,2--9,2--10,2--19,2--34,3--6,3--10,3--15,3--30,4--8,4--32,4--34,4--35,5--10,5--17,5--28,5--31,6--11,6--18,7--14,7--23,7--26,7--33,8--16,8--25,8--27,9--18,9--32,9--33,10--29,11--13,11--15,11--27,12--14,12--16,12--24,12--29,13--17,13--22,13--24,14--21,14--23,15--20,15--31,16--30,16--32,17--31,17--35,18--25,18--35,19--27,19--34,20--22,20--26,20--31,21--24,21--26,22--28,22--35,23--33,24--25,26--28,27--33,29--30,29--32
0--5,0--8,0--10,0--11,1--4,1--6,1--29,1--35,2--12,2--19,2--30,2--34,3--22,3--26,3--29,3--31,4--17,4--29,4--32,5--18,5--25,5--35,6--15,6--28,6--34,7--16,7--21,7--33,7--35,8--16,8--23,8--32,9--18,9--20,9--26,9--27,10--11,10--25,10--30,11--23,11--28,12--13,12--15,12--19,13--25,13--30,13--35,14--16,14--22,14--24,14--26,15--17,15--28,16--24,17--27,17--31,18--20,18--29,19--20,19--25,20--30,21--23,21--27,21--32,22--27,22--33,23--33,24--26,24--28,31--33,31--34,32--34
0--5,0--9,0--26,0--28,1--4,1--5,1--30,1--31,2--10,2--19,2--25,2--29,3--15,3--16,3--27,3--32,4--11,4--12,4--16,5--26,5--28,6--18,6--20,6--21,6--34,7--8,7--9,7--22,7--30,8--10,8--34,8--35,9--11,9--14,10--22,10--27,11--13,11--35,12--25,12--28,12--31,13--19,13--23,13--34,14--19,14--24,14--33,15--21,15--30,15--33,16--18,16--24,17--27,17--32,17--34,17--35,18--24,18--32,19--25,20--21,20--22,20--35,21--22,23--25,23--29,23--31,24--26,26--31,27--33,28--29,29--30,32--33
0--5,0--9,0--20,0--27,1--7,1--10,1--15,1--19,2--12,2--14,2--19,2--29,3--12,3--15,3--25,3--31,4--6,4--14,4--19,4--24,5--20,5--28,5--35,6--16,6--18,6--33,7--16,7--21,7--33,8--13,8--16,8--22,8--31,9--14,9--23,9--27,10--13,10--28,10--33,11--23,11--24,11--30,11--32,12--32,12--34,13--17,13--21,14--27,15--34,15--35,16--22,17--23,17--24,17--26,18--24,18--31,18--35,19--20,20--30,21--29,21--34,22--25,22--26,23--29,25--28,25--32,26--33,26--34,27--29,28--30,30--32,31--35
0--4,0--6,0--28,0--31,1--12,1--16,1--22,1--34,2--4,2--6,2--23,2--27,3--8,3--9,3--18,3--31,4--7,4--20,5--11,5--28,5--29,5--30,6--10,6--12,7--18,7--26,7--35,8--10,8--17,8--19,9--21,9--25,9--30,10--29,10--32,11--13,11--27,11--34,12--13,12--15,13--31,13--33,14--15,14--21,14--25,14--29,15--20,15--30,16--27,16--29,16--31,17--18,17--23,17--26,18--24,19--22,19--28,19--35,20--24,20--32,21--22,21--35,22--24,23--28,23--32,24--33,25--26,25--32,26--35,27--33,30--34,33--34
0--9,0--17,0--18,0--29,1--13,1--19,1--27,1--28,2--12,2--16,2--24,2--35,3--6,3--13,3--14,3--32,4--6,4--15,4--32,4--33,5--15,5--27,5--30,5--35,6--15,6--23,7--22,7--26,7--33,7--35,8--10,8--15,8--24,8--28,9--18,9--20,9--33,10--17,10--25,10--31,11--14,11--16,11--19,11--34,12--18,12--29,12--35,13--19,13--31,14--22,14--26,16--30,16--31,17--27,17--32,18--23,19--34,20--21,20--25,20--28,21--22,21--29,21--30,22--23,23--29,24--28,24--31,25--30,25--32,26--33,26--34,27--34
0--20,0--28,0--30,0--35,1--7,1--16,1--23,1--26,2--9,2--10,2--17,2--32,3--10,3--20,3--21,3--27,4--11,4--18,4--19,4--23,5--14,5--21,5--22,5--34,6--15,6--24,6--30,6--33,7--14,7--27,7--28,8--15,8--17,8--19,8--25,9--20,9--23,9--35,10--13,10--15,11--17,11--22,11--29,12--20,12--26,12--29,12--32,13--16,13--26,13--34,14--25,14--26,15--33,16--24,16--27,17--33,18--19,18--31,18--32,19--27,21--22,21--30,22--25,23--28,24--30,24--35,25--34,28--29,29--31,31--33,31--34,32--35
0--10,0--16,0--25,0--28,1--3,1--20,1--23,1--31,2--6,2--20,2--33,2--35,3--5,3--22,3--29,4--12,4--13,4--21,4--33,5--8,5--9,5--14,6--17,6--19,6--29,7--15,7--28,7--31,7--34,8--18,8--32,8--35,9--11,9--18,9--29,10--16,10--17,10--34,11--20,11--21,11--29,12--20,12--21,12--27,13--16,13--19,13--24,14--24,14--27,14--35,15--25,15--26,15--30,16--28,17--22,17--31,18--32,18--33,19--23,19--26,21--27,22--23,22--30,23--34,24--28,24--32,25--30,25--33,26--31,26--34,27--32,30--35
0--6,0--10,0--24,0--33,1--3,1--15,1--28,1--29,2--18,2--26,2--29,2--30,3--12,3--23,3--25,4--9,4--16,4--20,4--33,5--10,5--11,5--29,5--32,6--25,6--28,6--33,7--8,7--14,7--16,7--34,8--9,8--19,8--24,9--12,9--14,10--23,10--31,11--18,11--31,11--35,12--30,12--32,13--17,13--21,13--34,13--35,14--26,14--32,15--19,15--24,15--30,16--30,16--33,17--18,17--20,17--31,18--35,19--23,19--28,20--24,20--27,21--26,21--27,21--32,22--27,22--28,22--34,22--35,23--25,25--27,26--34,29--31
0--11,0--15,0--26,0--29,1--21,1--27,1--29,1--32,2--5,2--9,2--19,2--29,3--6,3--20,3--21,3--26,4--6,4--12,4--17,4--22,5--13,5--23,5--35,6--8,6--21,7--9,7--18,7--23,7--31,8--25,8--27,8--31,9--25,9--28,10--16,10--17,10--22,10--34,11--14,11--16,11--33,12--14,12--30,12--32,13--15,13--16,13--27,14--16,14--28,15--19,15--26,17--25,17--32,18--24,18--28,18--34,19--31,19--33,20--22,20--25,20--28,21--34,22--24,23--30,23--31,24--33,24--35,26--30,27--29,30--35,32--35,33--34
0--3,0--11,0--24,0--33,1--6,1--23,1--29,1--35,2--10,2--31,2--33,2--35,3--4,3--5,3--6,4--14,4--17,4--34,5--22,5--27,5--30,6--9,6--22,7--12,7--16,7--26,7--29,8--9,8--11,8--13,8--21,9--29,9--32,10--17,10--27,10--31,11--17,11--25,12--15,12--18,12--31,13--19,13--20,13--22,14--25,14--26,14--32,15--20,15--24,15--27,16--20,16--28,16--29,17--33,18--21,18--32,18--34,19--28,19--34,19--35,20--22,21--30,21--35,23--24,23--27,23--30,24--28,25--26,25--30,26--31,28--33,32--34
0--3,0--5,0--15,0--29,1--8,1--16,1--22,1--26,2--6,2--12,2--19,2--21,3--5,3--24,3--32,4--9,4--21,4--27,4--35,5--7,5--31,6--20,6--32,6--34,7--18,7--20,7--23,8--12,8--16,8--25,9--21,9--24,9--30,10--11,10--21,10--26,10--34,11--12,11--20,11--22,12--35,13--16,13--17,13--23,13--32,14--22,14--26,14--29,14--31,15--28,15--31,15--34,16--30,17--18,17--25,17--31,18--22,18--25,19--27,19--29,19--30,20--25,23--27,23--28,24--33,24--34,26--35,27--30,28--29,28--33,32--33,33--35
