0--3,0--33,0--46,1--15,1--20,1--30,2--8,2--27,2--41,3--22,3--23,4--10,4--22,4--34,5--16,5--21,5--42,6--15,6--16,6--47,7--11,7--12,7--39,8--24,8--41,9--21,9--44,9--45,10--18,10--31,11--15,11--32,12--23,12--41,13--27,13--30,13--39,14--27,14--30,14--47,16--42,17--28,17--35,17--38,18--32,18--36,19--20,19--24,19--25,20--33,21--28,22--25,23--26,24--38,25--26,26--47,28--45,29--31,29--33,29--39,31--46,32--43,34--36,34--43,35--36,35--43,37--38,37--40,37--42,40--44,40--46,44--45
0--13,0--33,0--43,1--31,1--38,1--45,2--5,2--15,2--32,3--11,3--20,3--30,4--14,4--19,4--22,5--25,5--33,6--7,6--26,6--39,7--8,7--45,8--22,8--47,9--13,9--18,9--28,10--14,10--27,10--37,11--15,11--21,12--17,12--24,12--46,13--32,14--22,15--33,16--32,16--34,16--40,17--23,17--29,18--29,18--35,19--38,19--41,20--37,20--39,21--23,21--40,23--27,24--34,24--35,25--35,25--43,26--30,26--43,27--42,28--36,28--46,29--31,30--40,31--44,34--41,36--41,36--42,37--44,38--39,42--47,44--46,45--47
0--15,0--22,0--40,1--6,1--15,1--19,2--5,2--15,2--38,3--26,3--35,3--36,4--5,4--11,4--18,5--12,6--34,6--35,7--37,7--39,7--44,8--33,8--36,8--43,9--24,9--32,9--38,10--14,10--31,10--41,11--17,11--28,12--21,12--36,13--24,13--35,13--39,14--30,14--40,16--43,16--44,16--46,17--21,17--34,18--20,18--28,19--25,19--31,20--39,20--47,21--28,22--29,22--40,23--30,23--41,23--47,24--32,25--32,25--34,26--43,26--46,27--29,27--42,27--46,29--41,30--47,31--44,33--37,33--42,37--45,38--45,42--45
0--10,0--15,0--34,1--4,1--23,1--41,2--13,2--16,2--18,3--4,3--6,3--47,4--19,5--23,5--26,5--37,6--27,6--38,7--30,7--31,7--35,8--14,8--17,8--34,9--20,9--28,9--40,10--39,10--42,11--16,11--41,11--42,12--32,12--33,12--43,13--22,13--27,14--17,14--35,15--22,15--45,16--40,17--41,18--20,18--30,19--20,19--36,21--23,21--39,21--44,22--47,24--26,24--29,24--43,25--34,25--36,25--37,26--27,28--31,28--46,29--36,29--37,30--46,31--47,32--39,32--45,33--42,33--44,35--38,38--44,40--43,45--46
0--6,0--20,0--21,1--32,1--39,1--44,2--8,2--26,2--43,3--34,3--45,3--46,4--9,4--17,4--28,5--10,5--36,5--37,6--9,6--22,7--33,7--37,7--42,8--25,8--28,9--14,10--16,10--29,11--12,11--34,11--43,12--26,12--38,13--20,13--21,13--41,14--32,14--47,15--26,15--36,15--43,16--25,16--38,17--33,17--47,18--21,18--24,18--42,19--27,19--38,19--47,20--30,22--23,22--40,23--32,23--45,24--30,24--46,25--35,27--39,27--42,28--30,29--31,29--46,31--39,31--40,33--36,34--40,35--41,35--44,37--41,44--45
0--25,0--42,0--43,1--4,1--18,1--36,2--6,2--12,2--36,3--5,3--26,3--47,4--18,4--20,5--16,5--30,6--21,6--35,7--27,7--28,7--42,8--10,8--31,8--32,9--22,9--32,9--41,10--14,10--39,11--24,11--34,11--41,12--19,12--40,13--16,13--21,13--44,14--26,14--36,15--29,15--35,15--45,16--40,17--18,17--29,17--39,19--31,19--39,20--41,20--43,21--47,22--28,22--31,23--33,23--34,23--45,24--40,24--46,25--37,25--42,26--28,27--35,27--44,29--46,30--32,30--47,33--38,33--46,34--44,37--38,37--45,38--43
0--16,0--19,0--36,1--12,1--35,1--47,2--8,2--30,2--39,3--5,3--12,3--42,4--12,4--23,4--24,5--8,5--17,6--20,6--27,6--36,7--10,7--33,7--36,8--43,9--28,9--37,9--42,10--21,10--30,11--28,11--38,11--42,13--18,13--22,13--23,14--18,14--34,14--39,15--16,15--29,15--31,16--40,17--43,17--45,18--25,19--27,19--44,20--32,20--40,21--25,21--44,22--41,22--46,23--24,24--26,25--29,26--31,26--46,27--33,28--44,29--31,30--37,32--34,32--45,33--39,34--41,35--38,35--46,37--45,38--41,40--47,43--47
0--4,0--31,0--35,1--19,1--37,1--45,2--5,2--20,2--23,3--8,3--25,3--32,4--11,4--34,5--15,5--46,6--15,6--41,6--42,7--34,7--43,7--45,8--13,8--46,9--17,9--43,9--44,10--11,10--30,10--46,11--12,12--18,12--26,13--16,13--33,14--21,14--35,14--41,15--40,16--21,16--29,17--24,17--27,18--30,18--40,19--38,19--39,20--22,20--29,21--23,22--25,22--45,23--47,24--29,24--30,25--34,26--31,26--38,27--31,27--44,28--32,28--33,28--41,32--47,33--39,35--36,36--37,36--40,37--42,38--47,39--43,42--44
0--5,0--10,0--28,1--11,1--31,1--44,2--3,2--5,2--7,3--17,3--32,4--13,4--27,4--34,5--26,6--13,6--16,6--43,7--35,7--41,8--14,8--37,8--42,9--19,9--26,9--27,10--20,10--27,11--16,11--22,12--19,12--40,12--41,13--29,14--32,14--40,15--23,15--36,15--47,16--25,17--19,17--29,18--28,18--31,18--45,20--38,20--43,21--24,21--25,21--45,22--40,22--47,23--33,23--39,24--30,24--42,25--33,26--44,28--38,29--39,30--35,30--45,31--36,32--43,33--35,34--37,34--46,36--46,37--42,38--44,39--46,41--47
0--4,0--10,0--38,1--31,1--40,1--42,2--18,2--31,2--45,3--16,3--34,3--36,4--5,4--24,5--7,5--24,6--7,6--10,6--14,7--9,8--19,8--28,8--41,9--12,9--14,10--27,11--32,11--35,11--46,12--21,12--39,13--15,13--34,13--47,14--36,15--37,15--46,16--33,16--45,17--30,17--31,17--42,18--26,18--43,19--33,19--35,20--33,20--42,20--44,21--30,21--36,22--26,22--40,22--44,23--26,23--39,23--46,24--28,25--37,25--41,25--47,27--29,27--47,28--38,29--30,29--43,32--37,32--38,34--45,35--44,39--40,41--43
0--1,0--20,0--34,1--8,1--26,2--5,2--14,2--27,3--24,3--25,3--46,4--6,4--22,4--25,5--25,5--44,6--30,6--31,7--16,7--35,7--36,8--17,8--43,9--10,9--35,9--45,10--40,10--44,11--16,11--28,11--34,12--20,12--21,12--39,13--15,13--24,13--39,14--23,14--41,15--32,15--36,16--45,17--33,17--46,18--23,18--31,18--38,19--22,19--30,19--44,20--29,21--32,21--39,22--47,23--28,24--40,26--35,26--43,27--37,27--41,28--30,29--41,29--47,31--47,32--42,33--34,33--37,36--43,37--46,38--40,38--42,42--45
0--6,0--8,0--36,1--15,1--32,1--41,2--23,2--25,2--45,3--11,3--12,3--26,4--11,4--25,4--29,5--10,5--22,5--40,6--22,6--46,7--9,7--42,7--44,8--10,8--11,9--30,9--40,10--37,12--29,12--35,13--27,13--34,13--39,14--21,14--31,14--39,15--29,15--36,16--25,16--30,16--41,17--32,17--34,17--38,18--26,18--27,18--28,19--23,19--35,19--38,20--23,20--33,20--37,21--31,21--44,22--24,24--32,24--35,26--28,27--46,28--39,30--43,31--33,33--38,34--46,36--47,37--47,40--43,41--45,42--44,42--47,43--45
0--5,0--33,0--42,1--6,1--36,1--43,2--13,2--20,2--34,3--25,3--26,3--32,4--32,4--41,4--45,5--34,5--41,6--11,6--22,7--16,7--17,7--29,8--40,8--44,8--46,9--14,9--15,9--26,10--18,10--22,10--37,11--26,11--45,12--19,12--31,12--38,13--43,13--46,14--38,14--47,15--44,15--47,16--24,16--28,17--27,17--28,18--33,18--43,19--20,19--42,20--21,21--25,21--35,22--31,23--28,23--37,23--41,24--44,24--47,25--30,27--34,27--42,29--31,29--39,30--36,30--46,32--45,33--40,35--36,35--37,38--39,39--40
0--8,0--24,0--25,1--12,1--13,1--16,2--12,2--34,2--46,3--16,3--19,3--39,4--10,4--20,4--23,5--17,5--22,5--33,6--13,6--43,6--45,7--29,7--42,7--46,8--11,8--46,9--23,9--41,9--47,10--23,10--28,11--26,11--31,12--18,13--24,14--19,14--38,14--42,15--27,15--29,15--35,16--21,17--26,17--39,18--32,18--41,19--40,20--28,20--37,21--27,21--47,22--30,22--35,24--47,25--38,25--41,26--27,28--33,29--32,30--36,30--43,31--36,31--44,32--34,33--36,34--40,35--44,37--43,37--45,38--39,40--45,42--44
0--18,0--35,0--42,1--6,1--33,1--40,2--3,2--43,2--47,3--24,3--38,4--11,4--13,4--35,5--10,5--30,5--32,6--30,6--47,7--11,7--22,7--42,8--17,8--41,8--46,9--16,9--27,9--46,10--12,10--39,11--26,12--23,12--29,13--26,13--34,14--32,14--39,14--44,15--16,15--31,15--34,16--32,17--19,17--36,18--40,18--42,19--21,19--47,20--28,20--30,20--41,21--28,21--39,22--25,22--44,23--29,23--37,24--37,24--40,25--38,25--46,26--31,27--33,27--36,28--34,29--43,31--35,33--38,36--45,37--43,41--45,44--45
0--8,0--11,0--34,1--17,1--21,1--30,2--22,2--38,2--44,3--15,3--41,3--43,4--5,4--39,4--47,5--30,5--44,6--12,6--39,6--42,7--9,7--44,7--47,8--18,8--26,9--14,9--40,10--13,10--25,10--28,11--35,11--46,12--23,12--26,13--29,13--31,14--33,14--45,15--22,15--33,16--37,16--40,16--41,17--24,17--43,18--25,18--27,19--23,19--32,19--36,20--28,20--37,20--43,21--25,21--38,22--37,23--29,24--36,24--38,26--34,27--30,27--46,28--47,29--35,31--39,31--42,32--34,32--46,33--42,35--45,36--40,41--45
0--1,0--16,0--26,1--27,1--42,2--17,2--21,2--44,3--5,3--28,3--45,4--12,4--38,4--40,5--13,5--31,6--20,6--22,6--46,7--10,7--36,7--42,8--16,8--22,8--32,9--39,9--40,9--41,10--27,10--36,11--15,11--17,11--46,12--30,12--31,13--20,13--37,14--25,14--34,14--35,15--34,15--41,16--23,17--43,18--21,18--34,18--45,19--29,19--37,19--39,20--38,21--22,23--24,23--28,24--29,24--33,25--35,25--42,26--28,26--43,27--45,29--35,30--38,30--44,31--47,32--37,32--40,33--46,33--47,36--43,39--41,44--47
0--1,0--14,0--31,1--2,1--44,2--35,2--36,3--14,3--34,3--40,4--8,4--10,4--39,5--29,5--40,5--43,6--28,6--38,6--40,7--15,7--21,7--25,8--11,8--17,9--16,9--41,9--44,10--41,10--45,11--34,11--42,12--16,12--20,12--24,13--25,13--26,13--39,14--30,15--37,15--45,16--35,17--19,17--31,18--26,18--27,18--43,19--21,19--33,20--36,20--38,21--25,22--29,22--45,22--47,23--26,23--30,23--35,24--28,24--41,27--32,27--42,28--46,29--37,30--44,31--36,32--34,32--39,33--42,33--47,37--46,38--47,43--46
0--20,0--31,0--41,1--12,1--26,1--37,2--5,2--26,2--33,3--5,3--12,3--20,4--14,4--24,4--36,5--38,6--11,6--24,6--31,7--19,7--21,7--39,8--11,8--41,8--43,9--13,9--25,9--35,10--11,10--27,10--44,12--18,13--45,13--47,14--19,14--38,15--42,15--43,15--46,16--28,16--32,16--40,17--22,17--23,17--33,18--23,18--31,19--44,20--34,21--41,21--45,22--28,22--30,23--29,24--27,25--43,25--46,26--39,27--34,28--40,29--37,29--42,30--34,30--35,32--37,32--44,33--36,35--45,36--47,38--42,39--47,40--46
0--23,0--30,0--31,1--3,1--14,1--17,2--5,2--15,2--18,3--27,3--36,4--20,4--38,4--39,5--24,5--37,6--15,6--40,6--46,7--11,7--21,7--46,8--21,8--25,8--29,9--26,9--34,9--45,10--13,10--32,10--40,11--20,11--33,12--18,12--20,12--31,13--28,13--35,14--43,14--44,15--46,16--34,16--45,16--47,17--28,17--30,18--39,19--21,19--22,19--44,22--39,22--40,23--41,23--47,24--35,24--36,25--26,25--29,26--36,27--28,27--37,29--33,30--42,31--32,32--45,33--34,35--38,37--41,38--43,41--42,42--43,44--47
0--9,0--19,0--47,1--12,1--44,1--47,2--3,2--27,2--46,3--12,3--17,4--11,4--18,4--40,5--10,5--38,5--45,6--18,6--29,6--32,7--18,7--34,7--45,8--14,8--16,8--24,9--38,9--44,10--28,10--34,11--14,11--15,12--30,13--20,13--22,13--26,14--20,15--28,15--40,16--24,16--39,17--27,17--43,19--32,19--46,20--24,21--23,21--38,21--42,22--30,22--46,23--25,23--47,25--33,25--37,26--36,26--43,27--41,28--45,29--35,29--36,30--40,31--35,31--37,31--41,32--41,33--37,33--39,34--44,35--43,36--42,39--42
0--11,0--17,0--29,1--13,1--15,1--21,2--26,2--35,2--36,3--20,3--34,3--46,4--28,4--43,4--45,5--7,5--31,5--45,6--25,6--30,6--34,7--22,7--36,8--37,8--38,8--42,9--19,9--23,9--27,10--23,10--39,10--45,11--18,11--27,12--24,12--30,12--42,13--17,13--19,14--15,14--25,14--35,15--33,16--21,16--38,16--46,17--39,18--30,18--32,19--40,20--39,20--47,21--43,22--37,22--41,23--33,24--28,24--38,25--41,26--32,26--44,27--40,28--42,29--31,29--37,31--33,32--40,34--43,35--44,36--47,41--44,46--47
0--4,0--20,0--45,1--12,1--23,1--44,2--8,2--32,2--38,3--10,3--11,3--17,4--27,4--46,5--36,5--37,5--44,6--9,6--33,6--36,7--18,7--25,7--41,8--12,8--25,9--32,9--38,10--22,10--30,11--28,11--40,12--15,13--18,13--20,13--43,14--16,14--34,14--38,15--31,15--41,16--35,16--39,17--30,17--36,18--33,19--26,19--32,19--42,20--46,21--22,21--34,21--42,22--29,23--26,23--30,24--29,24--35,24--42,25--47,26--37,27--28,27--35,28--44,29--37,31--43,31--45,33--47,34--45,39--40,39--46,40--43,41--47
0--5,0--20,0--32,1--13,1--21,1--40,2--7,2--10,2--46,3--20,3--22,3--45,4--5,4--33,4--34,5--12,6--16,6--35,6--38,7--38,7--45,8--17,8--29,8--38,9--14,9--25,9--33,10--34,10--47,11--13,11--19,11--46,12--19,12--36,13--22,14--27,14--42,15--17,15--26,15--30,16--26,16--45,17--26,18--36,18--43,18--44,19--47,20--23,21--42,21--43,22--41,23--25,23--41,24--29,24--39,24--43,25--28,27--37,27--46,28--39,28--40,29--31,30--31,30--32,31--35,32--36,33--35,34--47,37--41,37--42,39--44,40--44
0--11,0--25,0--32,1--13,1--20,1--26,2--5,2--20,2--47,3--22,3--36,3--46,4--11,4--22,4--35,5--14,5--37,6--25,6--27,6--33,7--8,7--16,7--31,8--29,8--38,9--26,9--39,9--42,10--12,10--16,10--24,11--12,12--24,13--32,13--33,14--21,14--23,15--30,15--34,15--38,16--37,17--31,17--42,17--43,18--19,18--23,18--33,19--36,19--44,20--34,21--42,21--46,22--43,23--32,24--28,25--46,26--30,27--28,27--44,28--29,29--41,30--47,31--45,34--39,35--38,35--47,36--40,37--40,39--40,41--44,41--45,43--45
0--31,0--34,0--44,1--6,1--18,1--22,2--17,2--22,2--34,3--24,3--39,3--47,4--15,4--25,4--43,5--10,5--27,5--46,6--11,6--24,7--29,7--33,7--34,8--32,8--35,8--46,9--17,9--38,9--47,10--18,10--37,11--20,11--36,12--13,12--37,12--41,13--27,13--33,14--19,14--22,14--40,15--27,15--40,16--19,16--23,16--45,17--40,18--28,19--47,20--23,20--43,21--29,21--30,21--46,23--25,24--43,25--26,26--36,26--39,28--32,28--42,29--38,30--41,30--45,31--33,31--35,32--35,36--44,37--44,38--42,39--45,41--42
0--9,0--12,0--27,1--5,1--22,1--31,2--10,2--22,2--37,3--28,3--32,3--40,4--11,4--28,4--40,5--11,5--21,6--11,6--20,6--34,7--16,7--25,7--41,8--10,8--33,8--35,9--36,9--45,10--33,12--13,12--24,13--38,13--44,14--17,14--37,14--39,15--20,15--34,15--42,16--32,16--41,17--28,17--38,18--22,18--36,18--37,19--21,19--23,19--43,20--47,21--34,23--30,23--40,24--26,24--30,25--27,25--35,26--42,26--44,27--47,29--39,29--43,29--46,30--46,31--38,31--45,32--36,33--45,35--43,39--42,41--46,44--47
0--14,0--22,0--34,1--7,1--29,1--35,2--30,2--37,2--44,3--7,3--11,3--33,4--8,4--12,4--17,5--19,5--32,5--34,6--28,6--31,6--36,7--46,8--9,8--18,9--23,9--33,10--18,10--39,10--41,11--17,11--27,12--16,12--45,13--15,13--21,13--30,14--21,14--42,15--20,15--39,16--17,16--37,18--40,19--24,19--26,20--27,20--38,21--22,22--46,23--25,23--44,24--34,24--39,25--32,25--41,26--29,26--45,27--35,28--38,28--40,29--45,30--47,31--36,31--40,32--44,33--42,35--43,36--43,37--46,38--47,41--43,42--47
0--11,0--15,0--26,1--6,1--25,1--36,2--29,2--44,2--46,3--18,3--23,3--39,4--7,4--14,4--16,5--13,5--22,5--39,6--36,6--47,7--10,7--30,8--12,8--43,8--45,9--14,9--40,9--46,10--26,10--40,11--33,11--34,12--20,12--26,13--24,13--31,14--22,15--17,15--18,16--28,16--31,17--31,17--40,18--32,19--20,19--37,19--39,20--22,21--29,21--41,21--45,23--25,23--27,24--28,24--35,25--45,27--37,27--42,28--43,29--42,30--33,30--34,32--33,32--42,34--38,35--41,35--47,36--44,37--46,38--41,38--44,43--47
0--6,0--29,0--34,1--18,1--19,1--28,2--12,2--27,2--38,3--20,3--42,3--44,4--9,4--18,4--33,5--6,5--13,5--47,6--26,7--29,7--35,7--37,8--18,8--21,8--22,9--17,9--43,10--25,10--36,10--46,11--25,11--45,11--46,12--15,12--37,13--25,13--45,14--26,14--38,14--44,15--21,15--32,16--19,16--23,16--24,17--29,17--47,19--34,20--30,20--31,21--24,22--31,22--44,23--30,23--36,24--26,27--31,27--40,28--35,28--36,30--46,32--37,32--40,33--39,33--40,34--41,35--45,38--39,39--47,41--42,41--43,42--43
0--17,0--18,0--20,1--5,1--19,1--46,2--6,2--18,2--39,3--4,3--22,3--37,4--7,4--27,5--34,5--43,6--10,6--45,7--14,7--26,8--15,8--28,8--42,9--28,9--36,9--46,10--44,10--47,11--15,11--27,11--47,12--20,12--39,12--43,13--25,13--33,13--36,14--17,14--38,15--17,16--29,16--31,16--41,18--29,19--21,19--23,20--39,21--37,21--41,22--24,22--46,23--26,23--41,24--26,24--33,25--27,25--35,28--32,29--37,30--31,30--35,30--38,31--44,32--33,32--34,34--45,35--40,36--43,38--40,40--42,42--44,45--47
0--23,0--31,0--45,1--4,1--12,1--19,2--15,2--24,2--37,3--8,3--13,3--32,4--6,4--30,5--7,5--17,5--39,6--9,6--46,7--10,7--38,8--22,8--34,9--26,9--32,10--34,10--40,11--14,11--27,11--33,12--24,12--41,13--35,13--46,14--25,14--39,15--22,15--25,16--28,16--38,16--44,17--29,17--37,18--33,18--41,18--47,19--30,19--47,20--23,20--28,20--35,21--39,21--42,21--43,22--42,23--32,24--40,25--33,26--27,26--46,27--45,28--36,29--40,29--42,30--47,31--34,31--44,35--36,36--43,37--45,38--43,41--44
0--11,0--21,0--37,1--10,1--15,1--17,2--7,2--10,2--40,3--18,3--26,3--36,4--28,4--31,4--47,5--21,5--22,5--42,6--23,6--41,6--46,7--30,7--38,8--15,8--24,8--45,9--19,9--31,9--33,10--15,11--27,11--34,12--33,12--36,12--37,13--18,13--39,13--44,14--20,14--34,14--44,16--25,16--26,16--43,17--33,17--45,18--31,19--23,19--34,20--26,20--47,21--47,22--24,22--40,23--36,24--30,25--27,25--38,27--32,28--29,28--35,29--35,29--39,30--42,32--35,32--39,37--41,38--44,40--46,41--45,42--43,43--46
0--7,0--12,0--30,1--5,1--9,1--24,2--15,2--31,2--41,3--9,3--16,3--17,4--6,4--15,4--25,5--13,5--47,6--31,6--40,7--28,7--44,8--13,8--22,8--26,9--19,10--23,10--46,10--47,11--16,11--17,11--34,12--43,12--44,13--32,14--22,14--28,14--33,15--34,16--29,17--20,18--35,18--39,18--41,19--37,19--45,20--23,20--37,21--29,21--33,21--35,22--27,23--33,24--29,24--36,25--31,25--43,26--27,26--42,27--41,28--35,30--39,30--46,32--39,32--42,34--42,36--38,36--43,37--47,38--40,38--45,40--44,45--46
0--4,0--11,0--16,1--12,1--44,1--45,2--4,2--19,2--47,3--11,3--23,3--43,4--30,5--9,5--17,5--38,6--14,6--29,6--46,7--29,7--32,7--41,8--15,8--16,8--21,9--13,9--16,10--19,10--25,10--39,11--23,12--18,12--37,13--24,13--28,14--21,14--26,15--20,15--31,17--32,17--42,18--20,18--34,19--27,20--22,21--22,22--45,23--37,24--33,24--36,25--34,25--44,26--27,26--47,27--31,28--40,28--44,29--33,30--35,30--46,31--41,32--40,33--36,34--39,35--39,35--47,36--40,37--45,38--42,38--43,41--42,43--46
0--5,0--27,0--28,1--3,1--4,1--42,2--11,2--33,2--36,3--36,3--41,4--5,4--37,5--38,6--11,6--18,6--34,7--16,7--24,7--42,8--31,8--35,8--36,9--39,9--43,9--47,10--22,10--40,10--42,11--33,12--34,12--35,12--45,13--17,13--31,13--43,14--15,14--25,14--38,15--18,15--32,16--21,16--29,17--27,17--30,18--23,19--23,19--43,19--46,20--21,20--30,20--31,21--22,22--37,23--27,24--28,24--32,25--39,25--44,26--29,26--40,26--44,28--44,29--33,30--32,34--47,35--40,37--45,38--41,39--41,45--46,46--47
0--13,0--16,0--45,1--9,1--14,1--39,2--6,2--40,2--41,3--21,3--35,3--44,4--17,4--22,4--43,5--16,5--32,5--37,6--24,6--42,7--31,7--33,7--38,8--28,8--35,8--46,9--29,9--31,10--28,10--29,10--38,11--15,11--18,11--33,12--20,12--23,12--47,13--26,13--34,14--19,14--39,15--30,15--35,16--24,17--20,17--21,18--27,18--28,19--25,19--42,20--21,22--23,22--26,23--47,24--26,25--27,25--33,27--30,29--43,30--34,31--47,32--36,32--46,34--36,36--41,37--40,37--43,38--44,39--42,40--46,41--45,44--45
0--4,0--19,0--24,1--3,1--33,1--38,2--10,2--30,2--43,3--14,3--27,4--20,4--38,5--16,5--20,5--21,6--8,6--28,6--31,7--26,7--36,7--40,8--43,8--46,9--15,9--18,9--46,10--29,10--45,11--26,11--28,11--41,12--30,12--36,12--47,13--15,13--21,13--33,14--34,14--42,15--25,16--19,16--28,17--22,17--32,17--39,18--23,18--37,19--24,20--46,21--44,22--31,22--35,23--27,23--36,24--39,25--27,25--40,26--37,29--38,29--41,30--39,31--34,32--35,32--47,33--43,34--37,35--44,40--41,42--44,42--45,45--47
