0--3,0--25,0--29,0--31,1--9,1--16,1--32,1--36,2--13,2--17,2--18,2--30,3--19,3--40,3--43,4--10,4--21,4--27,4--31,5--7,5--18,5--20,5--38,6--18,6--19,6--25,6--39,7--27,7--28,7--42,8--12,8--20,8--40,8--41,9--12,9--13,9--31,10--23,10--25,10--34,11--21,11--23,11--25,11--35,12--14,12--41,13--19,13--33,14--34,14--36,14--43,15--24,15--32,15--39,15--42,16--30,16--38,16--43,17--21,17--24,17--37,18--35,19--30,20--26,20--36,21--22,22--24,22--26,22--39,23--41,23--42,24--30,26--34,26--38,27--28,27--42,28--37,28--40,29--32,29--38,29--39,31--36,32--33,33--35,33--40,34--43,35--37,37--41
0--15,0--22,0--29,0--35,1--14,1--34,1--37,1--41,2--3,2--14,2--17,2--26,3--9,3--11,3--25,4--13,4--22,4--29,4--41,5--7,5--11,5--27,5--31,6--18,6--31,6--34,6--38,7--16,7--18,7--32,8--10,8--31,8--42,8--43,9--19,9--23,9--40,10--13,10--26,10--30,11--16,11--27,12--18,12--21,12--37,12--38,13--28,13--38,14--15,14--43,15--39,15--42,16--17,16--18,17--20,17--36,19--21,19--25,19--37,20--24,20--38,20--41,21--36,21--39,22--32,22--40,23--24,23--30,23--36,24--32,24--39,25--36,25--40,26--27,26--42,27--29,28--29,28--33,28--41,30--35,30--43,31--35,32--43,33--34,33--35,33--37,34--40,39--42
0--7,0--22,0--29,0--33,1--7,1--12,1--31,1--43,2--8,2--27,2--41,2--43,3--8,3--26,3--34,3--41,4--10,4--18,4--36,4--42,5--10,5--17,5--28,5--38,6--23,6--25,6--36,6--42,7--12,7--25,8--24,8--26,9--10,9--13,9--27,9--39,10--31,11--16,11--21,11--26,11--33,12--21,12--41,13--22,13--31,13--39,14--20,14--31,14--32,14--40,15--21,15--27,15--29,15--32,16--35,16--36,16--40,17--18,17--22,17--35,18--22,18--23,19--20,19--21,19--34,19--37,20--38,20--40,23--30,23--42,24--28,24--30,24--37,25--30,25--35,26--39,27--37,28--38,28--40,29--36,29--38,30--37,32--33,32--39,33--41,34--42,34--43,35--43
0--8,0--10,0--35,0--40,1--4,1--16,1--31,1--42,2--6,2--30,2--31,2--43,3--8,3--12,3--29,3--43,4--27,4--34,4--38,5--7,5--24,5--26,5--28,6--9,6--15,6--39,7--8,7--14,7--15,8--17,9--13,9--30,9--39,10--14,10--23,10--30,11--16,11--22,11--23,11--32,12--16,12--32,12--37,13--23,13--27,13--34,14--15,14--43,15--18,16--21,17--19,17--28,17--35,18--31,18--36,18--41,19--20,19--29,19--33,20--28,20--34,20--40,21--36,21--42,21--43,22--25,22--35,22--36,23--32,24--30,24--37,24--42,25--31,25--32,25--38,26--33,26--38,26--41,27--35,27--40,28--34,29--41,29--42,33--36,33--38,37--39,37--40,39--41
0--4,0--7,0--13,0--14,1--11,1--13,1--15,1--30,2--20,2--33,2--34,2--36,3--10,3--12,3--18,3--22,4--7,4--26,4--33,5--12,5--19,5--37,5--42,6--15,6--28,6--35,6--38,7--10,7--32,8--9,8--22,8--24,8--28,9--14,9--18,9--41,10--19,10--22,11--23,11--27,11--28,12--16,12--20,13--16,13--32,14--21,14--41,15--18,15--23,16--22,16--30,17--20,17--31,17--36,17--42,18--21,19--23,19--25,20--34,21--29,21--33,23--33,24--25,24--37,24--38,25--28,25--29,26--27,26--29,26--31,27--37,27--40,29--32,30--37,30--43,31--35,31--39,32--41,34--41,34--43,35--38,35--40,36--39,36--40,38--42,39--40,39--43,42--43
0--3,0--9,0--27,0--32,1--15,1--30,1--31,1--34,2--9,2--10,2--12,2--25,3--4,3--13,3--21,4--18,4--23,4--38,5--19,5--21,5--23,5--29,6--17,6--27,6--32,6--36,7--24,7--26,7--37,7--42,8--12,8--35,8--36,8--42,9--19,9--36,10--18,10--22,10--38,11--18,11--27,11--29,11--31,12--20,12--36,13--19,13--23,13--34,14--16,14--25,14--32,14--41,15--21,15--40,15--43,16--29,16--38,16--42,17--23,17--25,17--41,18--20,19--31,20--24,20--37,21--39,22--35,22--37,22--42,24--26,24--38,25--41,26--30,26--35,27--34,28--29,28--33,28--41,28--43,30--33,30--40,31--39,32--40,33--35,33--37,34--43,39--40,39--43
0--6,0--11,0--16,0--29,1--15,1--17,1--20,1--32,2--10,2--23,2--24,2--25,3--16,3--20,3--24,3--33,4--5,4--36,4--37,4--39,5--27,5--35,5--41,6--33,6--34,6--38,7--15,7--24,7--30,7--43,8--15,8--18,8--21,8--22,9--12,9--13,9--27,9--40,10--16,10--22,10--24,11--22,11--37,11--42,12--14,12--40,12--41,13--31,13--32,13--34,14--17,14--19,14--37,15--42,16--42,17--30,17--35,18--25,18--29,18--33,19--21,19--26,19--32,20--23,20--28,21--35,21--40,22--26,23--28,23--39,25--28,25--40,26--36,26--38,27--37,27--41,28--38,29--31,29--32,30--39,30--41,31--35,31--43,33--38,34--36,34--43,36--43,39--42
0--7,0--10,0--23,0--29,1--5,1--8,1--13,1--30,2--30,2--32,2--41,2--42,3--10,3--25,3--29,3--39,4--8,4--9,4--23,4--40,5--7,5--13,5--19,6--12,6--26,6--36,6--38,7--9,7--34,8--17,8--22,9--28,9--34,10--17,10--26,11--22,11--33,11--37,11--43,12--25,12--31,12--37,13--18,13--25,14--24,14--25,14--31,14--39,15--20,15--21,15--32,15--38,16--26,16--29,16--37,16--39,17--31,17--41,18--22,18--34,18--40,19--23,19--24,19--41,20--26,20--35,20--42,21--27,21--32,21--35,22--34,23--27,24--28,24--40,27--30,27--42,28--33,28--42,29--36,30--36,31--43,32--35,33--36,33--38,35--39,37--41,38--43,40--43
0--17,0--23,0--24,0--39,1--3,1--8,1--20,1--29,2--13,2--14,2--20,2--28,3--23,3--40,3--41,4--5,4--10,4--27,4--34,5--7,5--28,5--31,6--15,6--17,6--18,6--29,7--14,7--28,7--43,8--24,8--29,8--40,9--13,9--21,9--31,9--34,10--20,10--22,10--33,11--16,11--33,11--37,11--43,12--14,12--16,12--41,12--43,13--32,13--35,14--34,15--20,15--27,15--39,16--19,16--21,17--21,17--32,18--22,18--25,18--30,19--25,19--28,19--35,21--37,22--25,22--42,23--24,23--26,24--38,25--38,26--39,26--40,26--43,27--30,27--41,29--40,30--31,30--36,31--33,32--38,32--41,33--34,35--36,35--42,36--37,36--39,37--42,38--42
0--2,0--14,0--15,0--30,1--14,1--25,1--37,1--43,2--11,2--21,2--32,3--5,3--13,3--22,3--31,4--26,4--27,4--34,4--36,5--8,5--12,5--22,6--8,6--16,6--33,6--34,7--12,7--29,7--31,7--32,8--14,8--26,9--25,9--26,9--37,9--39,10--18,10--25,10--35,10--40,11--19,11--20,11--28,12--13,12--38,13--27,13--28,14--23,15--17,15--29,15--30,16--22,16--28,16--42,17--35,17--40,17--43,18--19,18--21,18--23,19--21,19--41,20--21,20--38,20--42,22--24,23--24,23--40,24--40,24--41,25--31,26--33,27--32,27--39,28--42,29--33,29--39,30--35,30--37,31--33,32--34,34--35,36--38,36--41,36--43,37--42,38--41,39--43
0--11,0--15,0--22,0--40,1--6,1--10,1--33,1--34,2--4,2--9,2--19,2--29,3--7,3--16,3--24,3--29,4--20,4--30,4--42,5--15,5--27,5--28,5--31,6--7,6--19,6--22,7--8,7--42,8--15,8--22,8--43,9--13,9--18,9--35,10--12,10--21,10--34,11--20,11--28,11--38,12--17,12--19,12--21,13--17,13--24,13--35,14--27,14--30,14--36,14--37,15--31,16--26,16--29,16--30,17--20,17--43,18--26,18--28,18--39,19--32,20--41,21--23,21--24,22--32,23--25,23--27,23--38,24--31,25--28,25--29,25--41,26--33,26--36,27--39,30--31,32--38,32--40,33--37,33--39,34--37,34--41,35--38,35--43,36--39,36--40,37--40,41--42,42--43
0--2,0--7,0--16,0--23,1--21,1--23,1--34,1--43,2--8,2--27,2--28,3--10,3--25,3--26,3--41,4--9,4--10,4--12,4--34,5--6,5--13,5--17,5--41,6--11,6--14,6--22,7--25,7--28,7--30,8--18,8--24,8--32,9--30,9--33,9--36,10--22,10--31,11--16,11--26,11--39,12--19,12--26,12--27,13--24,13--31,13--33,14--19,14--30,14--35,15--29,15--32,15--36,15--40,16--20,16--40,17--33,17--34,17--38,18--19,18--32,18--40,19--39,20--23,20--31,20--43,21--25,21--29,21--43,22--27,22--43,23--36,24--37,24--42,25--37,26--27,28--29,28--34,29--38,30--40,31--42,32--37,33--41,35--39,35--41,35--42,36--37,38--39,38--42
0--8,0--17,0--25,0--33,1--18,1--31,1--37,1--40,2--6,2--29,2--31,2--37,3--5,3--24,3--26,3--39,4--13,4--16,4--34,4--36,5--23,5--27,5--42,6--7,6--21,6--32,7--10,7--14,7--38,8--12,8--25,8--28,9--11,9--19,9--27,9--30,10--23,10--30,10--33,11--15,11--24,11--35,12--32,12--33,12--41,13--24,13--30,13--42,14--15,14--22,14--43,15--27,15--35,16--28,16--29,16--31,17--20,17--24,17--42,18--20,18--30,18--39,19--36,19--41,19--43,20--21,20--40,21--37,21--38,22--25,22--26,22--41,23--38,23--40,25--31,26--29,26--38,27--34,28--39,28--43,29--36,32--36,32--42,33--35,34--37,34--41,35--40,39--43
0--2,0--3,0--4,0--20,1--2,1--9,1--12,1--14,2--8,2--12,3--4,3--13,3--29,4--11,4--36,5--17,5--20,5--25,5--39,6--12,6--17,6--19,6--20,7--27,7--31,7--32,7--35,8--10,8--30,8--32,9--19,9--37,9--40,10--23,10--25,10--30,11--13,11--22,11--39,12--19,13--23,13--24,14--22,14--30,14--32,15--21,15--29,15--31,15--34,16--24,16--27,16--28,16--38,17--21,17--35,18--33,18--36,18--42,18--43,19--25,20--31,21--41,21--42,22--27,22--28,23--28,23--37,24--29,24--40,25--32,26--33,26--34,26--40,26--41,27--37,28--43,29--43,30--34,31--39,33--36,33--43,34--41,35--36,35--42,37--38,38--40,38--42,39--41
0--16,0--18,0--24,0--36,1--3,1--7,1--20,1--26,2--23,2--30,2--39,2--43,3--6,3--8,3--14,4--17,4--21,4--22,4--34,5--9,5--15,5--21,5--38,6--8,6--23,6--30,7--8,7--11,7--35,8--25,9--14,9--30,9--41,10--22,10--25,10--35,10--38,11--37,11--40,11--41,12--26,12--28,12--32,12--40,13--19,13--35,13--37,13--41,14--17,14--25,15--16,15--17,15--24,16--31,16--42,17--29,18--28,18--31,18--42,19--25,19--28,19--34,20--33,20--39,20--42,21--39,21--40,22--27,22--29,23--29,23--32,24--30,24--39,26--32,26--36,27--33,27--36,27--38,28--33,29--43,31--34,31--38,32--41,33--42,34--43,35--40,36--37,37--43
0--17,0--24,0--25,0--28,1--6,1--13,1--26,1--31,2--3,2--5,2--24,2--32,3--20,3--28,3--41,4--12,4--27,4--32,4--39,5--15,5--18,5--34,6--32,6--33,6--39,7--8,7--9,7--23,7--29,8--18,8--20,8--33,9--22,9--28,9--29,10--16,10--23,10--37,10--43,11--25,11--35,11--37,11--40,12--23,12--27,12--36,13--30,13--31,13--41,14--15,14--24,14--26,14--42,15--24,15--25,16--34,16--37,16--38,17--22,17--28,17--41,18--30,18--31,19--29,19--36,19--37,19--43,20--35,20--43,21--22,21--26,21--33,21--41,22--40,23--29,25--43,26--42,27--36,27--38,30--33,30--40,31--38,32--35,34--36,34--39,35--42,38--42,39--40
0--12,0--22,0--32,0--43,1--4,1--12,1--23,1--32,2--12,2--14,2--37,2--39,3--17,3--25,3--33,3--35,4--13,4--15,4--17,5--12,5--24,5--30,5--39,6--8,6--9,6--21,6--34,7--11,7--14,7--33,7--34,8--18,8--22,8--36,9--37,9--39,9--41,10--11,10--17,10--31,10--43,11--22,11--36,13--16,13--23,13--24,14--28,14--33,15--21,15--31,15--42,16--27,16--28,16--38,17--29,18--21,18--32,18--41,19--28,19--31,19--38,19--40,20--21,20--29,20--41,20--43,22--35,23--27,23--41,24--30,24--42,25--26,25--27,25--33,26--29,26--30,26--36,27--39,28--38,29--32,30--42,31--40,34--38,34--43,35--37,35--40,36--40,37--42
0--2,0--8,0--19,0--24,1--8,1--9,1--11,1--23,2--3,2--32,2--36,3--9,3--29,3--38,4--17,4--24,4--32,4--39,5--16,5--20,5--25,5--28,6--18,6--26,6--29,6--40,7--10,7--12,7--27,7--39,8--19,8--30,9--16,9--38,10--15,10--29,10--33,11--15,11--16,11--33,12--17,12--21,12--24,13--14,13--35,13--39,13--43,14--22,14--40,14--41,15--17,15--22,16--42,17--28,18--21,18--36,18--40,19--21,19--25,20--28,20--32,20--42,21--31,22--26,22--32,23--29,23--34,23--42,24--41,25--31,25--35,26--27,26--37,27--40,27--43,28--33,30--34,30--35,30--36,31--37,31--41,33--42,34--37,34--39,35--43,36--38,37--38,41--43
0--6,0--13,0--17,0--28,1--27,1--32,1--34,1--43,2--5,2--15,2--35,2--40,3--12,3--21,3--25,3--37,4--9,4--15,4--36,4--39,5--17,5--27,5--40,6--8,6--10,6--37,7--9,7--25,7--36,7--41,8--14,8--18,8--19,9--18,9--24,10--12,10--19,10--32,11--20,11--23,11--24,11--38,12--26,12--28,13--14,13--21,13--29,14--33,14--38,15--33,15--34,16--27,16--31,16--41,16--43,17--30,17--40,18--29,18--41,19--20,19--30,20--24,20--25,21--26,21--42,22--23,22--28,22--31,22--35,23--31,23--35,24--39,25--37,26--28,26--41,27--29,29--34,30--36,30--37,31--32,32--42,33--39,33--40,34--38,35--42,36--43,38--39,42--43
0--4,0--16,0--32,0--43,1--14,1--26,1--33,1--37,2--12,2--20,2--25,2--31,3--5,3--22,3--25,3--38,4--11,4--36,4--39,5--21,5--33,5--42,6--7,6--15,6--19,6--29,7--17,7--21,7--36,8--12,8--13,8--20,8--40,9--11,9--23,9--24,9--41,10--14,10--16,10--18,10--20,11--24,11--31,12--17,12--34,13--24,13--28,13--38,14--30,14--36,15--27,15--34,15--43,16--35,16--40,17--35,17--42,18--24,18--28,18--39,19--27,19--34,19--43,20--23,21--27,21--42,22--35,22--39,22--42,23--28,23--29,25--26,25--33,26--30,26--39,27--37,28--31,29--38,29--41,30--32,30--35,31--43,32--37,32--41,33--38,34--36,37--40,40--41
0--5,0--7,0--18,0--24,1--14,1--15,1--21,1--32,2--9,2--12,2--16,2--20,3--4,3--13,3--20,3--34,4--25,4--30,4--41,5--20,5--22,5--31,6--9,6--17,6--21,6--36,7--22,7--37,7--39,8--12,8--22,8--29,8--37,9--18,9--40,10--27,10--30,10--32,10--35,11--17,11--21,11--29,11--43,12--31,12--35,13--26,13--30,13--37,14--28,14--33,14--35,15--26,15--27,15--28,16--18,16--33,16--41,17--34,17--41,18--28,19--22,19--25,19--32,19--43,20--38,21--36,23--27,23--38,23--40,23--42,24--28,24--33,24--34,25--31,25--42,26--29,26--36,27--30,29--34,31--39,32--37,33--39,35--42,36--43,38--40,38--42,39--41,40--43
0--11,0--19,0--26,0--43,1--10,1--15,1--17,1--40,2--5,2--6,2--36,2--40,3--6,3--12,3--20,3--22,4--9,4--11,4--27,4--43,5--7,5--18,5--32,6--12,6--21,7--14,7--30,7--34,8--21,8--23,8--24,8--35,9--22,9--26,9--30,10--21,10--22,10--28,11--31,11--36,12--34,12--39,13--18,13--28,13--32,13--39,14--17,14--34,14--37,15--20,15--29,15--41,16--20,16--33,16--39,16--42,17--18,17--29,18--38,19--31,19--35,19--42,20--36,21--30,22--24,23--25,23--26,23--37,24--36,24--40,25--35,25--37,25--38,26--37,27--31,27--32,27--41,28--30,28--33,29--41,29--42,31--32,33--35,33--42,34--38,38--43,39--41,40--43
0--11,0--23,0--25,0--33,1--10,1--16,1--21,1--24,2--12,2--31,2--40,2--42,3--5,3--16,3--36,3--43,4--37,4--38,4--41,4--42,5--15,5--18,5--36,6--10,6--18,6--40,6--41,7--26,7--29,7--39,7--41,8--20,8--23,8--29,8--32,9--11,9--25,9--35,9--38,10--30,10--31,11--21,11--32,12--20,12--35,12--37,13--19,13--27,13--29,13--33,14--17,14--20,14--22,14--24,15--27,15--31,15--33,16--24,16--43,17--19,17--28,17--39,18--21,18--24,19--29,19--40,20--34,21--27,22--28,22--39,22--42,23--26,23--41,25--26,25--31,26--34,27--35,28--30,28--33,30--37,30--43,32--40,32--42,34--38,34--43,35--38,36--37,36--39
0--4,0--6,0--10,0--12,1--2,1--17,1--23,1--36,2--4,2--37,2--41,3--9,3--10,3--37,3--42,4--5,4--35,5--14,5--19,5--37,6--20,6--32,6--43,7--18,7--19,7--23,7--33,8--10,8--16,8--26,8--42,9--24,9--35,9--41,10--29,11--14,11--15,11--28,11--34,12--29,12--35,12--36,13--24,13--30,13--33,13--38,14--24,14--43,15--20,15--28,15--41,16--17,16--34,16--38,17--28,17--33,18--22,18--32,18--39,19--27,19--40,20--34,20--38,21--27,21--36,21--37,21--40,22--25,22--26,22--39,23--24,23--38,25--31,25--32,25--40,26--31,26--39,27--33,27--35,28--31,29--41,29--43,30--31,30--32,30--42,34--39,36--40,42--43
0--12,0--13,0--17,0--24,1--27,1--29,1--33,1--38,2--3,2--15,2--26,2--28,3--8,3--32,3--40,4--18,4--21,4--41,4--43,5--19,5--25,5--26,5--37,6--9,6--13,6--28,6--41,7--10,7--22,7--24,7--39,8--25,8--29,8--30,9--26,9--30,9--33,10--34,10--35,10--42,11--25,11--31,11--33,11--40,12--21,12--33,12--34,13--19,13--23,14--17,14--18,14--32,14--41,15--16,15--32,15--37,16--17,16--25,16--29,17--36,18--27,18--42,19--22,19--27,20--22,20--35,20--38,20--39,21--31,21--37,22--43,23--31,23--36,23--40,24--29,24--41,26--27,28--35,28--38,30--32,30--34,31--43,34--35,36--37,36--38,39--40,39--42,42--43
0--10,0--16,0--18,0--32,1--9,1--17,1--20,1--31,2--4,2--30,2--31,2--34,3--12,3--15,3--38,3--39,4--6,4--11,4--26,5--28,5--30,5--38,5--43,6--8,6--37,6--42,7--11,7--32,7--33,7--34,8--10,8--35,8--42,9--21,9--26,9--43,10--14,10--34,11--21,11--31,12--29,12--32,12--35,13--24,13--29,13--33,13--36,14--18,14--22,14--23,15--19,15--23,15--24,16--31,16--38,16--40,17--27,17--28,17--33,18--25,18--41,19--24,19--26,19--39,20--26,20--27,20--40,21--33,21--39,22--28,22--37,22--38,23--27,23--36,24--35,25--37,25--40,25--41,27--39,28--40,29--32,29--34,30--36,30--41,35--41,36--43,37--42,42--43
0--14,0--17,0--19,0--33,1--7,1--8,1--24,1--42,2--3,2--5,2--19,2--23,3--17,3--18,3--30,4--5,4--7,4--8,4--16,5--26,5--37,6--12,6--30,6--35,6--43,7--22,7--32,8--13,8--27,9--18,9--21,9--36,9--38,10--21,10--26,10--29,10--36,11--21,11--27,11--29,11--33,12--34,12--38,12--42,13--15,13--16,13--38,14--22,14--32,14--35,15--20,15--28,15--37,16--35,16--42,17--31,17--41,18--29,18--41,19--38,19--41,20--24,20--31,20--43,21--34,22--25,22--39,23--25,23--26,23--28,24--31,24--33,25--28,25--30,26--43,27--33,27--40,28--37,29--40,30--35,31--36,32--34,32--41,34--39,36--40,37--39,39--40,42--43
0--15,0--20,0--35,0--40,1--13,1--34,1--38,1--43,2--13,2--15,2--19,2--41,3--4,3--26,3--29,3--32,4--9,4--10,4--39,5--6,5--14,5--30,5--31,6--17,6--27,6--42,7--11,7--16,7--31,7--40,8--25,8--40,8--41,8--43,9--22,9--27,9--43,10--16,10--21,10--38,11--18,11--25,11--28,12--14,12--18,12--22,12--25,13--17,13--21,14--39,14--42,15--19,15--26,16--24,16--26,17--29,17--35,18--30,18--37,19--29,19--33,20--33,20--36,20--37,21--22,21--36,22--39,23--24,23--26,23--34,23--38,24--28,24--37,25--30,27--28,27--38,28--41,29--30,31--32,31--33,32--36,32--41,33--34,34--37,35--39,35--42,36--42,40--43
0--4,0--19,0--21,0--28,1--5,1--7,1--21,1--37,2--8,2--11,2--12,2--27,3--20,3--22,3--35,3--43,4--16,4--18,4--36,5--10,5--17,5--40,6--7,6--19,6--27,6--39,7--15,7--41,8--12,8--17,8--26,9--25,9--30,9--31,9--42,10--26,10--30,10--41,11--33,11--37,11--43,12--31,12--43,13--21,13--26,13--33,13--38,14--22,14--29,14--31,14--36,15--31,15--38,15--39,16--27,16--36,16--40,17--29,17--34,18--21,18--25,18--29,19--24,19--35,20--29,20--34,20--41,22--28,22--38,23--24,23--25,23--34,23--35,24--32,24--33,25--32,26--37,27--40,28--30,28--35,30--39,32--39,32--42,33--38,34--37,36--43,40--42,41--42
