0--1,0--10,0--36,0--39,1--5,1--27,1--40,2--4,2--28,2--34,2--42,3--5,3--11,3--26,3--27,4--7,4--12,4--36,5--23,5--30,6--14,6--18,6--30,6--37,7--26,7--28,7--40,8--23,8--32,8--34,8--40,9--36,9--37,9--43,9--44,10--21,10--27,10--29,11--16,11--19,11--43,12--16,12--23,12--41,13--26,13--30,13--32,13--45,14--17,14--28,14--32,15--19,15--24,15--33,15--35,16--21,16--24,17--22,17--28,17--38,18--25,18--33,18--39,19--33,19--45,20--31,20--37,20--40,20--44,21--31,21--45,22--26,22--34,22--43,23--32,24--39,24--42,25--29,25--33,25--36,27--39,29--31,29--35,30--37,31--35,34--42,35--41,38--41,38--43,38--44,41--45,42--44
0--6,0--8,0--11,0--45,1--4,1--10,1--20,1--27,2--8,2--10,2--33,2--35,3--12,3--19,3--26,3--32,4--20,4--25,4--34,5--14,5--28,5--32,5--36,6--26,6--40,6--45,7--21,7--34,7--37,7--39,8--15,8--22,9--18,9--20,9--25,9--42,10--39,10--40,11--20,11--21,11--23,12--17,12--41,12--43,13--22,13--29,13--40,13--44,14--36,14--39,14--41,15--16,15--28,15--30,16--19,16--23,16--44,17--37,17--40,17--41,18--24,18--26,18--30,19--31,19--38,21--28,21--42,22--31,22--44,23--24,23--35,24--29,24--41,25--29,25--30,26--33,27--33,27--39,27--45,28--36,29--32,30--38,31--33,31--43,32--34,34--42,35--42,35--43,36--44,37--38,37--45,38--43
0--2,0--4,0--22,0--32,1--7,1--12,1--14,1--33,2--5,2--18,2--20,3--9,3--29,3--41,3--45,4--23,4--37,4--42,5--14,5--15,5--27,6--8,6--13,6--26,6--27,7--32,7--37,7--45,8--22,8--24,8--30,9--14,9--22,9--34,10--11,10--12,10--23,10--40,11--33,11--38,11--39,12--23,12--39,13--28,13--29,13--34,14--19,15--16,15--18,15--24,16--18,16--40,16--43,17--30,17--37,17--39,17--43,18--24,19--21,19--26,19--32,20--30,20--35,20--41,21--30,21--41,21--45,22--38,23--36,24--39,25--31,25--40,25--41,25--42,26--31,26--35,27--28,27--38,28--29,28--44,29--44,31--36,31--43,32--34,33--36,33--45,34--42,35--37,35--44,36--40,38--43,42--44
0--1,0--22,0--32,0--36,1--20,1--28,1--36,2--19,2--35,2--36,2--38,3--5,3--14,3--15,3--25,4--20,4--29,4--31,4--39,5--8,5--33,5--38,6--8,6--19,6--34,6--35,7--11,7--14,7--16,7--37,8--30,8--43,9--10,9--26,9--29,9--43,10--14,10--23,10--39,11--27,11--31,11--41,12--23,12--25,12--28,12--35,13--15,13--22,13--25,13--26,14--44,15--18,15--43,16--24,16--37,16--44,17--23,17--29,17--42,17--45,18--30,18--32,18--39,19--31,19--42,20--32,20--40,21--28,21--37,21--40,21--41,22--34,22--40,23--45,24--32,24--33,24--34,25--30,26--27,26--38,27--31,27--33,28--34,29--33,30--44,35--43,36--41,37--45,38--41,39--40,42--44,42--45
0--9,0--19,0--20,0--37,1--7,1--27,1--30,1--34,2--4,2--14,2--16,2--24,3--12,3--29,3--32,3--37,4--22,4--29,4--31,5--19,5--33,5--35,5--39,6--7,6--17,6--33,6--44,7--21,7--39,8--9,8--26,8--35,8--38,9--30,9--34,10--16,10--18,10--23,10--43,11--12,11--22,11--26,11--41,12--28,12--41,13--27,13--29,13--40,13--44,14--17,14--32,14--44,15--19,15--22,15--33,15--40,16--23,16--36,17--38,17--41,18--20,18--37,18--45,19--31,20--26,20--28,21--24,21--25,21--31,22--40,23--25,23--30,24--34,24--42,25--36,25--44,26--35,27--36,27--45,28--35,28--39,29--41,30--45,31--32,32--42,33--42,34--45,36--42,37--43,38--39,38--43,40--43
0--4,0--8,0--17,0--35,1--17,1--23,1--26,1--31,2--17,2--21,2--32,2--33,3--14,3--20,3--24,3--37,4--12,4--44,4--45,5--10,5--35,5--42,5--44,6--16,6--21,6--24,6--41,7--20,7--29,7--31,7--35,8--28,8--35,8--40,9--11,9--14,9--22,9--26,10--24,10--36,10--39,11--12,11--18,11--31,12--33,12--42,13--19,13--27,13--38,13--42,14--23,14--39,15--22,15--26,15--31,15--43,16--30,16--32,16--37,17--18,18--23,18--26,19--21,19--30,19--34,20--30,20--33,21--39,22--32,22--39,23--43,24--40,25--28,25--40,25--41,25--45,27--32,27--34,27--37,28--30,28--37,29--36,29--38,29--43,33--38,34--40,34--44,36--41,36--42,38--44,41--45,43--45
0--1,0--25,0--28,0--39,1--4,1--14,1--20,2--8,2--22,2--26,2--45,3--17,3--31,3--41,3--45,4--16,4--17,4--24,5--9,5--21,5--30,5--32,6--9,6--34,6--36,6--39,7--11,7--17,7--31,7--40,8--31,8--35,8--36,9--18,9--39,10--23,10--26,10--29,10--40,11--21,11--24,11--28,12--14,12--27,12--34,12--35,13--20,13--29,13--33,13--44,14--22,14--30,15--23,15--25,15--40,15--41,16--27,16--36,16--43,17--37,18--21,18--33,18--44,19--26,19--28,19--34,19--40,20--25,20--41,21--38,22--35,22--42,23--33,23--38,24--31,24--42,25--32,26--32,27--29,27--41,28--36,29--43,30--42,30--43,32--45,33--42,34--35,37--39,37--44,37--45,38--43,38--44
0--3,0--8,0--16,0--43,1--4,1--9,1--30,1--33,2--23,2--28,2--38,2--43,3--5,3--7,3--15,4--8,4--20,4--37,5--35,5--41,5--42,6--24,6--25,6--34,6--44,7--13,7--15,7--39,8--12,8--32,9--28,9--36,9--42,10--11,10--36,10--40,10--41,11--23,11--26,11--38,12--20,12--37,12--39,13--15,13--17,13--25,14--17,14--22,14--29,14--34,15--32,16--20,16--31,16--38,17--24,17--44,18--23,18--39,18--40,18--42,19--25,19--32,19--34,19--41,20--39,21--27,21--33,21--40,21--44,22--31,22--33,22--37,23--36,24--34,24--45,25--43,26--27,26--32,26--35,27--41,27--44,28--29,28--45,29--30,29--40,30--36,30--37,31--35,31--43,33--45,35--38,42--45
0--9,0--24,0--34,0--45,1--18,1--29,1--44,1--45,2--15,2--19,2--37,2--41,3--6,3--16,3--28,3--43,4--12,4--17,4--23,4--36,5--17,5--21,5--25,5--43,6--29,6--37,6--41,7--22,7--26,7--33,7--34,8--16,8--21,8--36,8--38,9--22,9--32,9--41,10--15,10--20,10--29,10--30,11--17,11--21,11--30,11--40,12--18,12--19,12--27,13--15,13--20,13--22,13--24,14--18,14--36,14--38,14--39,15--42,16--34,16--42,17--20,18--31,19--38,19--39,20--36,21--27,22--23,23--35,23--38,24--25,24--35,25--26,25--44,26--31,26--35,27--30,27--32,28--39,28--40,28--44,29--37,30--41,31--37,31--43,32--35,32--40,33--34,33--39,33--43,40--45,42--44,42--45
0--20,0--34,0--39,0--44,1--2,1--16,1--25,1--42,2--6,2--13,2--14,3--10,3--12,3--33,3--40,4--23,4--35,4--36,4--37,5--7,5--17,5--26,5--40,6--24,6--26,6--34,7--25,7--26,7--39,8--9,8--18,8--21,8--30,9--30,9--38,9--43,10--18,10--39,10--43,11--28,11--29,11--36,11--45,12--17,12--28,12--44,13--16,13--29,13--30,14--21,14--42,14--44,15--16,15--24,15--31,15--45,16--42,17--40,17--45,18--21,18--23,19--36,19--38,19--41,19--42,20--22,20--24,20--27,21--35,22--28,22--33,22--38,23--27,23--31,24--35,25--31,25--37,26--33,27--28,27--32,29--32,29--35,30--34,31--41,32--34,32--41,33--40,36--44,37--38,37--45,39--43,41--43
0--5,0--7,0--9,0--34,1--2,1--3,1--23,1--41,2--12,2--18,2--30,3--20,3--35,3--44,4--11,4--41,4--42,4--44,5--15,5--23,5--31,6--26,6--37,6--39,6--44,7--21,7--27,7--45,8--12,8--19,8--25,8--28,9--16,9--35,9--45,10--11,10--17,10--31,10--38,11--19,11--40,12--21,12--34,13--19,13--29,13--31,13--38,14--17,14--26,14--32,14--34,15--25,15--37,15--43,16--32,16--33,16--43,17--22,17--35,18--28,18--33,18--41,19--45,20--26,20--29,20--32,21--36,21--43,22--24,22--28,22--45,23--30,23--33,24--31,24--38,24--40,25--32,25--40,26--42,27--28,27--39,27--42,29--33,29--37,30--36,30--40,34--35,36--38,36--43,37--39,39--44,41--42
0--1,0--18,0--30,0--43,1--6,1--32,1--35,2--15,2--36,2--39,2--42,3--14,3--28,3--33,3--43,4--19,4--23,4--33,4--36,5--10,5--12,5--16,5--22,6--9,6--10,6--26,7--25,7--32,7--34,7--41,8--12,8--19,8--42,8--45,9--19,9--30,9--36,10--12,10--29,11--22,11--30,11--39,11--41,12--39,13--26,13--36,13--38,13--44,14--17,14--42,14--45,15--21,15--27,15--41,16--31,16--35,16--44,17--27,17--40,17--44,18--23,18--39,18--40,19--43,20--22,20--26,20--28,20--38,21--25,21--29,21--44,22--38,23--32,23--35,24--27,24--32,24--34,24--41,25--31,25--42,26--40,27--33,28--34,28--38,29--33,29--37,30--43,31--34,31--45,35--37,37--40,37--45
0--6,0--12,0--23,0--30,1--3,1--20,1--21,1--28,2--9,2--26,2--27,2--37,3--14,3--17,3--32,4--5,4--7,4--17,4--21,5--14,5--16,5--24,6--9,6--15,6--26,7--18,7--40,7--44,8--25,8--37,8--38,8--40,9--19,9--25,10--23,10--26,10--31,10--36,11--12,11--28,11--34,11--43,12--19,12--43,13--15,13--16,13--19,13--33,14--29,14--39,15--23,15--36,16--41,16--44,17--32,17--35,18--29,18--33,18--36,19--41,20--22,20--43,20--45,21--28,21--35,22--33,22--37,22--42,23--44,24--25,24--32,24--45,25--34,26--42,27--29,27--39,27--44,28--30,29--31,30--34,30--42,31--32,31--39,33--38,34--45,35--38,35--41,36--39,37--43,38--41,40--42,40--45
0--2,0--15,0--36,0--40,1--13,1--14,1--28,1--44,2--6,2--25,2--32,3--16,3--20,3--24,3--34,4--23,4--24,4--37,4--43,5--9,5--28,5--38,5--44,6--31,6--40,6--42,7--11,7--12,7--22,7--39,8--9,8--10,8--35,8--39,9--21,9--27,10--12,10--19,10--28,11--19,11--22,11--43,12--15,12--20,13--22,13--24,13--34,14--26,14--36,14--43,15--17,15--25,16--30,16--31,16--37,17--26,17--31,17--33,18--21,18--27,18--41,18--42,19--39,19--45,20--35,20--38,21--36,21--43,22--35,23--25,23--30,23--37,24--26,25--45,26--41,27--29,27--34,28--44,29--41,29--42,29--44,30--40,30--45,31--34,32--33,32--38,32--45,33--38,33--41,35--37,36--39,40--42
0--18,0--28,0--37,0--40,1--17,1--28,1--42,1--44,2--12,2--20,2--21,2--27,3--7,3--14,3--19,3--32,4--18,4--22,4--31,4--34,5--6,5--8,5--33,5--36,6--14,6--26,6--27,7--13,7--15,7--21,8--9,8--12,8--37,9--20,9--31,9--45,10--19,10--29,10--35,10--41,11--20,11--21,11--24,11--36,12--26,12--45,13--19,13--38,13--42,14--30,14--32,15--17,15--30,15--42,16--21,16--22,16--23,16--25,17--22,17--35,18--37,18--38,19--40,20--44,22--24,23--27,23--32,23--35,24--39,24--45,25--29,25--31,25--38,26--27,26--34,28--31,28--44,29--32,29--35,30--39,30--43,33--34,33--39,33--41,34--40,36--43,36--45,37--43,38--42,39--41,40--44,41--43
0--2,0--3,0--19,0--31,1--11,1--19,1--24,1--26,2--18,2--22,2--43,3--7,3--13,3--31,4--11,4--14,4--22,4--30,5--10,5--13,5--14,5--17,6--9,6--16,6--34,6--42,7--15,7--25,7--45,8--15,8--31,8--39,8--44,9--30,9--35,9--42,10--23,10--28,10--44,11--20,11--23,12--29,12--33,12--41,12--43,13--21,13--27,14--17,14--24,15--24,15--27,16--20,16--38,16--42,17--32,17--38,18--27,18--36,18--39,19--22,19--33,20--25,20--32,21--26,21--28,21--29,22--45,23--39,23--44,24--32,25--27,25--38,26--28,26--40,28--41,29--32,29--43,30--34,30--41,31--42,33--40,33--45,34--37,34--44,35--36,35--37,35--40,36--37,36--45,37--43,38--39,40--41
0--9,0--23,0--36,0--38,1--6,1--8,1--19,1--37,2--14,2--21,2--33,2--44,3--18,3--30,3--41,3--43,4--20,4--34,4--38,4--45,5--25,5--30,5--31,5--41,6--11,6--20,6--40,7--8,7--13,7--38,7--42,8--10,8--24,9--20,9--25,9--31,10--16,10--17,10--32,11--17,11--27,11--29,12--18,12--39,12--40,12--44,13--18,13--21,13--35,14--16,14--22,14--23,15--25,15--27,15--34,15--43,16--29,16--30,17--37,17--42,18--35,19--28,19--33,19--39,20--34,21--23,21--45,22--25,22--27,22--36,23--28,24--40,24--42,24--44,26--34,26--35,26--37,26--44,27--42,28--35,28--43,29--38,29--41,30--39,31--32,31--45,32--36,32--41,33--37,33--43,36--39,40--45
0--7,0--19,0--25,0--39,1--7,1--18,1--23,1--33,2--4,2--16,2--20,2--34,3--16,3--18,3--30,3--40,4--9,4--26,4--29,5--12,5--15,5--22,5--42,6--22,6--31,6--35,6--42,7--37,7--41,8--10,8--11,8--13,8--32,9--11,9--28,9--29,10--13,10--31,10--37,11--20,11--26,12--30,12--36,12--45,13--15,13--44,14--21,14--34,14--38,14--43,15--22,15--39,16--32,16--35,17--26,17--28,17--38,17--39,18--31,18--35,19--21,19--32,19--33,20--23,20--30,21--34,21--41,22--24,23--30,23--38,24--42,24--43,24--44,25--28,25--32,25--40,26--39,27--28,27--29,27--40,27--44,29--45,31--41,33--36,33--45,34--45,35--42,36--38,36--41,37--40,37--43,43--44
0--15,0--29,0--37,0--45,1--7,1--10,1--18,1--35,2--12,2--16,2--24,2--44,3--5,3--16,3--34,3--45,4--8,4--25,4--26,4--45,5--20,5--21,5--44,6--14,6--29,6--30,6--41,7--35,7--36,7--45,8--26,8--31,8--39,9--25,9--36,9--37,9--43,10--17,10--29,10--35,11--16,11--21,11--27,11--43,12--14,12--31,12--41,13--27,13--31,13--38,13--43,14--32,14--40,15--23,15--34,15--41,16--23,17--18,17--36,17--42,18--33,18--39,19--30,19--33,19--37,19--38,20--34,20--39,20--42,21--22,21--33,22--41,22--42,22--44,23--33,23--40,24--25,24--30,24--37,25--32,26--30,26--40,27--32,27--40,28--36,28--38,28--39,28--43,29--32,31--38,34--35,42--44
0--2,0--16,0--29,0--44,1--5,1--9,1--16,1--21,2--20,2--28,2--34,3--11,3--17,3--24,3--27,4--8,4--9,4--33,4--36,5--10,5--13,5--18,6--15,6--31,6--38,6--44,7--12,7--36,7--42,7--43,8--30,8--33,8--36,9--11,9--17,10--22,10--31,10--44,11--13,11--29,12--15,12--16,12--25,13--14,13--30,14--22,14--29,14--45,15--42,15--43,16--41,17--20,17--28,18--25,18--26,18--39,19--22,19--29,19--38,19--41,20--28,20--41,21--25,21--37,21--43,22--39,23--27,23--35,23--37,23--39,24--34,24--38,24--45,25--26,26--28,26--42,27--35,27--44,30--32,30--41,31--38,31--45,32--34,32--37,32--40,33--34,33--43,35--40,35--45,36--40,37--39,40--42
0--5,0--21,0--25,0--32,1--26,1--32,1--39,1--45,2--4,2--14,2--26,2--31,3--16,3--35,3--37,3--40,4--6,4--22,4--27,5--15,5--27,5--31,6--7,6--9,6--40,7--10,7--14,7--30,8--21,8--29,8--36,8--44,9--17,9--18,9--25,10--12,10--13,10--22,11--15,11--30,11--33,11--41,12--19,12--26,12--45,13--34,13--40,13--44,14--23,14--45,15--20,15--28,16--19,16--27,16--37,17--18,17--33,17--34,18--41,18--42,19--24,19--38,20--25,20--34,20--44,21--35,21--36,22--26,22--32,23--29,23--34,23--44,24--32,24--36,24--39,25--37,27--31,28--30,28--31,28--40,29--30,29--38,33--41,33--42,35--41,35--43,36--43,37--42,38--43,38--45,39--42,39--43
0--20,0--36,0--38,0--42,1--21,1--23,1--26,1--41,2--10,2--19,2--23,2--28,3--10,3--24,3--37,3--40,4--11,4--13,4--22,4--27,5--8,5--13,5--16,5--35,6--29,6--30,6--38,6--42,7--15,7--17,7--21,7--33,8--12,8--25,8--26,9--14,9--16,9--17,9--30,10--11,10--40,11--26,11--45,12--14,12--33,12--36,13--25,13--27,14--23,14--44,15--27,15--39,15--40,16--29,16--35,17--22,17--45,18--20,18--34,18--44,18--45,19--21,19--25,19--44,20--28,20--36,21--32,22--32,22--36,23--41,24--34,24--39,24--41,25--28,26--37,27--31,28--30,29--39,29--42,30--44,31--33,31--34,31--38,32--41,32--42,33--37,34--35,35--43,37--38,39--43,40--43,43--45
0--21,0--25,0--39,0--40,1--9,1--11,1--34,1--41,2--15,2--17,2--30,2--45,3--4,3--6,3--17,3--30,4--5,4--17,4--36,5--8,5--21,5--31,6--9,6--23,6--36,7--16,7--19,7--29,7--37,8--18,8--22,8--38,9--11,9--22,10--11,10--12,10--25,10--40,11--20,12--13,12--15,12--41,13--33,13--37,13--39,14--20,14--23,14--32,14--34,15--24,15--43,16--32,16--36,16--41,17--42,18--26,18--40,18--42,19--27,19--31,19--45,20--27,20--28,21--27,21--33,22--23,22--38,23--28,24--30,24--33,24--38,25--41,25--44,26--29,26--44,26--45,27--28,28--36,29--35,29--39,30--34,31--35,31--40,32--34,32--43,33--45,35--38,35--44,37--39,37--42,42--43,43--44
0--3,0--16,0--23,0--24,1--6,1--11,1--42,1--43,2--27,2--30,2--40,2--42,3--11,3--13,3--29,4--9,4--27,4--31,4--38,5--6,5--8,5--15,5--38,6--9,6--13,7--16,7--17,7--19,7--28,8--12,8--23,8--26,9--33,9--43,10--20,10--30,10--36,10--37,11--21,11--36,12--20,12--25,12--28,13--14,13--27,14--25,14--32,14--41,15--28,15--32,15--39,16--22,16--41,17--21,17--27,17--29,18--26,18--35,18--40,18--45,19--38,19--39,19--44,20--23,20--34,21--32,21--45,22--25,22--36,22--41,23--37,24--29,24--42,24--45,25--34,26--38,26--39,28--35,29--37,30--35,30--44,31--34,31--43,31--44,32--42,33--40,33--43,33--44,34--40,35--36,37--39,41--45
0--16,0--17,0--37,0--42,1--17,1--32,1--35,1--41,2--10,2--39,2--40,2--41,3--19,3--28,3--29,3--41,4--6,4--27,4--31,4--44,5--19,5--21,5--22,5--38,6--10,6--11,6--20,7--14,7--18,7--40,7--43,8--22,8--30,8--36,8--44,9--15,9--25,9--42,9--45,10--35,10--37,11--24,11--27,11--40,12--13,12--14,12--26,12--38,13--30,13--32,13--35,14--28,14--31,15--16,15--42,15--43,16--23,16--31,17--23,17--30,18--25,18--38,18--44,19--36,19--45,20--22,20--38,20--41,21--25,21--27,21--34,22--28,23--26,23--31,24--26,24--33,24--43,25--32,26--45,27--39,28--39,29--32,29--36,29--37,30--37,33--39,33--40,33--42,34--35,34--44,34--45,36--43
