0--38,0--46,0--47,1--12,1--24,1--26,2--5,2--29,2--52,3--25,3--28,3--32,4--7,4--16,4--56,5--45,5--53,6--7,6--25,6--33,7--11,8--29,8--35,8--54,9--16,9--31,9--57,10--17,10--46,10--48,11--19,11--44,12--15,12--45,13--19,13--47,13--50,14--21,14--24,14--53,15--27,15--51,16--40,17--35,17--41,18--30,18--38,18--54,19--32,20--31,20--45,20--50,21--23,21--32,22--28,22--30,22--37,23--36,23--50,24--56,25--39,26--27,26--28,27--57,29--34,30--49,31--49,33--34,33--35,34--39,36--42,36--55,37--39,37--41,38--47,40--42,40--53,41--52,42--54,43--44,43--48,43--51,44--57,46--48,49--52,51--55,55--56
0--14,0--23,0--31,1--36,1--43,1--54,2--20,2--39,2--41,3--6,3--10,3--48,4--24,4--38,4--57,5--12,5--34,5--40,6--27,6--37,7--13,7--25,7--31,8--27,8--42,8--47,9--29,9--34,9--35,10--37,10--45,11--27,11--41,11--56,12--16,12--23,13--14,13--46,14--46,15--32,15--44,15--45,16--42,16--53,17--38,17--49,17--50,18--24,18--53,18--56,19--47,19--51,19--55,20--30,20--36,21--35,21--40,21--57,22--26,22--38,22--51,23--55,24--50,25--42,25--52,26--36,26--39,28--32,28--52,28--57,29--43,29--54,30--33,30--43,31--39,32--50,33--49,33--53,34--44,35--47,37--45,40--48,41--49,44--48,46--51,52--54,55--56
0--4,0--32,0--50,1--4,1--32,1--52,2--15,2--24,2--55,3--37,3--40,3--50,4--56,5--12,5--18,5--47,6--10,6--28,6--36,7--23,7--39,7--43,8--13,8--29,8--37,9--17,9--33,9--49,10--26,10--45,11--16,11--25,11--41,12--35,12--46,13--27,13--38,14--30,14--44,14--54,15--25,15--50,16--41,16--51,17--33,17--56,18--43,18--53,19--27,19--30,19--44,20--25,20--40,20--49,21--31,21--36,21--52,22--36,22--43,22--54,23--51,23--57,24--48,24--51,26--30,26--32,27--39,28--31,28--44,29--46,29--53,31--35,33--38,34--49,34--56,34--57,35--39,37--46,38--48,40--42,41--55,42--45,42--55,45--47,47--54,48--57,52--53
0--30,0--38,0--47,1--25,1--36,1--43,2--15,2--17,2--40,3--19,3--49,3--54,4--7,4--45,4--47,5--31,5--38,5--46,6--7,6--22,6--37,7--9,8--13,8--24,8--54,9--36,9--50,10--15,10--20,10--54,11--33,11--41,11--52,12--14,12--39,12--50,13--49,13--56,14--26,14--41,15--26,16--42,16--53,16--55,17--34,17--53,18--21,18--40,18--45,19--35,19--56,20--27,20--50,21--33,21--39,22--34,22--46,23--37,23--40,23--44,24--37,24--49,25--33,25--42,26--53,27--31,27--51,28--44,28--52,28--57,29--34,29--39,29--42,30--48,30--55,31--35,32--43,32--52,32--57,35--45,36--41,38--46,43--48,44--51,47--57,48--56,51--55
0--1,0--25,0--37,1--9,1--56,2--29,2--38,2--44,3--31,3--44,3--51,4--8,4--34,4--48,5--24,5--33,5--57,6--12,6--17,6--50,7--9,7--13,7--21,8--26,8--39,9--39,10--19,10--42,10--52,11--25,11--51,11--53,12--22,12--23,13--17,13--57,14--22,14--30,14--32,15--20,15--29,15--41,16--20,16--28,16--38,17--47,18--23,18--51,18--54,19--32,19--48,20--33,21--28,21--36,22--37,23--41,24--35,24--40,25--28,26--55,26--56,27--35,27--45,27--46,29--57,30--33,30--36,31--46,31--55,32--42,34--43,34--50,35--49,36--45,37--53,38--44,39--56,40--45,40--55,41--47,42--52,43--49,43--54,46--50,47--53,48--52,49--54
0--30,0--51,0--54,1--22,1--24,1--34,2--7,2--22,2--30,3--24,3--46,3--49,4--37,4--48,4--54,5--26,5--34,5--36,6--27,6--50,6--56,7--14,7--37,8--28,8--38,8--41,9--28,9--45,9--50,10--16,10--21,10--47,11--29,11--47,11--52,12--23,12--39,12--44,13--15,13--19,13--31,14--15,14--35,15--18,16--23,16--30,17--40,17--51,17--55,18--26,18--39,19--44,19--47,20--29,20--42,20--50,21--24,21--48,22--41,23--57,25--35,25--54,25--57,26--53,27--28,27--41,29--52,31--36,31--46,32--35,32--37,32--39,33--34,33--46,33--53,36--40,38--42,38--51,40--45,42--52,43--48,43--53,43--56,44--57,45--49,49--55,55--56
0--17,0--21,0--48,1--6,1--17,1--30,2--29,2--32,2--38,3--15,3--49,3--53,4--6,4--20,4--40,5--14,5--34,5--43,6--24,7--13,7--19,7--26,8--9,8--39,8--55,9--27,9--36,10--28,10--35,10--55,11--42,11--44,11--45,12--13,12--14,12--27,13--50,14--41,15--24,15--29,16--21,16--31,16--47,17--33,18--23,18--25,18--42,19--54,19--56,20--26,20--38,21--25,22--23,22--36,22--37,23--49,24--35,25--47,26--56,27--54,28--51,28--57,29--51,30--39,30--54,31--37,31--40,32--33,32--34,33--49,34--44,35--53,36--51,37--48,38--40,39--55,41--52,41--53,42--50,43--45,43--52,44--48,45--56,46--50,46--52,46--57,47--57
0--22,0--46,0--48,1--4,1--17,1--39,2--26,2--35,2--43,3--23,3--45,3--55,4--30,4--52,5--51,5--56,5--57,6--29,6--38,6--51,7--26,7--31,7--54,8--14,8--16,8--35,9--16,9--20,9--44,10--21,10--26,10--47,11--13,11--15,11--25,12--14,12--38,12--52,13--42,13--57,14--34,15--41,15--54,16--53,17--40,17--46,18--25,18--36,18--55,19--22,19--24,19--54,20--33,20--34,21--30,21--35,22--49,23--28,23--45,24--44,24--45,25--29,27--29,27--41,27--51,28--37,28--50,30--53,31--40,31--48,32--37,32--43,32--46,33--36,33--49,34--38,36--39,37--41,39--49,40--57,42--43,42--47,44--53,47--50,48--50,52--56,55--56
0--6,0--20,0--32,1--8,1--36,1--49,2--22,2--40,2--47,3--4,3--16,3--25,4--14,4--29,5--22,5--40,5--50,6--24,6--36,7--20,7--26,7--54,8--21,8--41,9--45,9--51,9--57,10--33,10--47,10--52,11--35,11--46,11--48,12--18,12--21,12--30,13--29,13--43,13--47,14--33,14--46,15--31,15--34,15--39,16--17,16--50,17--18,17--23,18--54,19--28,19--35,19--41,20--49,21--37,22--32,23--27,23--39,24--27,24--33,25--51,25--56,26--53,26--56,27--49,28--43,28--55,29--30,30--38,31--35,31--43,32--44,34--36,34--55,37--44,37--45,38--39,38--57,40--50,41--48,42--46,42--53,42--57,44--54,45--52,48--55,51--56,52--53
0--39,0--45,0--53,1--24,1--33,1--43,2--6,2--13,2--34,3--5,3--18,3--30,4--12,4--48,4--54,5--31,5--50,6--42,6--43,7--37,7--50,7--55,8--19,8--48,8--56,9--25,9--37,9--39,10--24,10--44,10--48,11--21,11--22,11--36,12--26,12--57,13--32,13--46,14--28,14--34,14--35,15--17,15--18,15--49,16--24,16--41,16--52,17--27,17--47,18--38,19--27,19--42,20--30,20--40,20--51,21--23,21--28,22--45,22--52,23--29,23--34,25--50,25--57,26--38,26--56,27--40,28--39,29--35,29--44,30--46,31--35,31--37,32--33,32--41,33--42,36--46,36--54,38--47,40--45,41--49,43--51,44--53,47--55,49--56,51--53,52--57,54--55
0--3,0--29,0--51,1--21,1--27,1--55,2--5,2--6,2--52,3--8,3--56,4--12,4--19,4--22,5--45,5--52,6--22,6--33,7--26,7--36,7--46,8--11,8--32,9--18,9--19,9--47,10--32,10--49,10--53,11--14,11--54,12--31,12--34,13--23,13--43,13--48,14--30,14--35,15--31,15--39,15--41,16--17,16--46,16--55,17--20,17--21,18--20,18--48,19--36,20--49,21--42,22--36,23--32,23--38,24--30,24--43,24--45,25--39,25--40,25--41,26--33,26--37,27--47,27--54,28--29,28--34,28--49,29--53,30--57,31--48,33--50,34--42,35--37,35--56,37--57,38--51,38--55,39--47,40--50,40--56,41--50,42--44,43--54,44--45,44--51,46--52,53--57
0--15,0--22,0--41,1--28,1--33,1--36,2--49,2--51,2--54,3--8,3--42,3--53,4--9,4--35,4--51,5--9,5--14,5--29,6--10,6--12,6--36,7--30,7--40,7--43,8--18,8--41,9--32,10--37,10--50,11--19,11--32,11--56,12--17,12--28,13--27,13--44,13--53,14--52,14--55,15--19,15--45,16--18,16--26,16--34,17--54,17--55,18--22,19--47,20--42,20--48,20--56,21--38,21--44,21--49,22--37,23--25,23--39,23--54,24--33,24--36,24--38,25--35,25--37,26--31,26--39,27--53,27--57,28--34,29--49,29--57,30--50,30--51,31--39,31--40,32--34,33--46,35--57,38--45,40--42,41--48,43--46,43--55,44--52,45--47,46--56,47--50,48--52
0--6,0--9,0--13,1--2,1--15,1--41,2--23,2--37,3--14,3--16,3--43,4--6,4--32,4--53,5--10,5--34,5--38,6--17,7--19,7--28,7--54,8--31,8--34,8--56,9--16,9--42,10--33,10--45,11--30,11--40,11--44,12--30,12--40,12--44,13--29,13--51,14--21,14--22,15--17,15--21,16--34,17--41,18--37,18--39,18--48,19--22,19--33,20--22,20--39,20--57,21--41,23--26,23--45,24--27,24--35,24--53,25--31,25--48,25--57,26--35,26--55,27--29,27--40,28--32,28--47,29--50,30--43,31--46,32--52,33--46,35--44,36--47,36--48,36--56,37--57,38--46,38--49,39--43,42--49,42--52,45--54,47--56,49--51,50--51,50--55,52--54,53--55
0--10,0--11,0--55,1--6,1--29,1--53,2--3,2--19,2--39,3--12,3--30,4--19,4--25,4--29,5--13,5--20,5--51,6--26,6--33,7--29,7--31,7--57,8--18,8--42,8--43,9--24,9--28,9--31,10--40,10--46,11--54,11--56,12--21,12--51,13--21,13--55,14--17,14--21,14--40,15--20,15--26,15--33,16--32,16--46,16--56,17--36,17--48,18--36,18--45,19--32,20--53,22--23,22--27,22--40,23--50,23--52,24--38,24--41,25--30,25--37,26--34,27--41,27--48,28--35,28--55,30--47,31--50,32--57,33--49,34--41,34--42,35--42,35--43,36--52,37--44,37--54,38--43,38--53,39--45,39--52,44--50,44--56,45--47,46--49,47--51,48--57,49--54
0--1,0--18,0--49,1--12,1--38,2--7,2--54,2--57,3--29,3--32,3--33,4--13,4--24,4--50,5--42,5--46,5--47,6--25,6--43,6--49,7--20,7--34,8--9,8--10,8--28,9--41,9--54,10--30,10--55,11--27,11--38,11--57,12--37,12--51,13--22,13--55,14--24,14--28,14--49,15--27,15--40,15--56,16--35,16--36,16--47,17--29,17--39,17--46,18--26,18--50,19--37,19--40,19--56,20--21,20--25,21--43,21--53,22--24,22--27,23--28,23--30,23--39,25--34,26--54,26--57,29--35,30--48,31--35,31--51,31--52,32--44,32--53,33--36,33--43,34--37,36--39,38--41,40--41,42--45,42--50,44--51,44--56,45--48,45--53,46--47,48--52,52--55
0--9,0--20,0--32,1--23,1--34,1--48,2--37,2--43,2--53,3--4,3--52,3--54,4--49,4--54,5--17,5--27,5--33,6--22,6--50,6--53,7--38,7--46,7--56,8--11,8--40,8--52,9--21,9--36,10--23,10--34,10--38,11--42,11--47,12--14,12--15,12--29,13--14,13--27,13--51,14--26,15--20,15--30,16--21,16--24,16--28,17--39,17--47,18--23,18--33,18--41,19--37,19--41,19--47,20--22,21--30,22--26,24--30,24--49,25--31,25--39,25--50,26--37,27--45,28--36,28--56,29--34,29--51,31--36,31--40,32--46,32--56,33--44,35--38,35--42,35--57,39--48,40--51,41--48,42--44,43--54,43--55,44--52,45--46,45--57,49--55,50--55,53--57
0--21,0--38,0--39,1--17,1--25,1--47,2--3,2--10,2--15,3--21,3--52,4--30,4--40,4--42,5--19,5--30,5--31,6--9,6--38,6--46,7--42,7--45,7--48,8--15,8--22,8--36,9--48,9--53,10--19,10--52,11--26,11--34,11--49,12--27,12--45,12--53,13--35,13--44,13--54,14--23,14--42,14--57,15--18,16--19,16--25,16--39,17--44,17--49,18--28,18--41,20--33,20--56,20--57,21--51,22--34,22--47,23--30,23--32,24--26,24--43,24--46,25--54,26--51,27--31,27--57,28--29,28--41,29--35,29--39,31--37,32--33,32--35,33--48,34--51,36--38,36--56,37--52,37--54,40--46,40--47,41--43,43--50,44--55,45--55,49--50,50--56,53--55
0--30,0--35,0--38,1--28,1--30,1--40,2--3,2--50,2--51,3--10,3--43,4--19,4--22,4--39,5--41,5--44,5--46,6--10,6--17,6--31,7--9,7--15,7--40,8--18,8--33,8--52,9--35,9--56,10--16,11--39,11--41,11--55,12--13,12--45,12--53,13--50,13--57,14--36,14--41,14--48,15--19,15--33,16--23,16--34,17--19,17--32,18--33,18--43,20--28,20--35,20--47,21--22,21--36,21--45,22--24,23--26,23--37,24--39,24--49,25--48,25--53,25--54,26--56,26--57,27--49,27--50,27--52,28--34,29--32,29--42,29--53,30--45,31--40,31--48,32--55,34--56,36--46,37--47,37--52,38--46,38--47,42--44,42--51,43--51,44--55,49--54,54--57
0--1,0--42,0--47,1--12,1--44,2--17,2--28,2--36,3--24,3--25,3--42,4--30,4--33,4--54,5--12,5--43,5--57,6--17,6--19,6--44,7--21,7--29,7--51,8--31,8--32,8--34,9--22,9--36,9--48,10--29,10--40,10--46,11--17,11--42,11--49,12--45,13--31,13--39,13--46,14--18,14--23,14--38,15--26,15--48,15--55,16--33,16--34,16--52,18--39,18--48,19--43,19--52,20--26,20--38,20--53,21--23,21--37,22--41,22--55,23--37,24--27,24--44,25--35,25--46,26--54,27--50,27--53,28--29,28--43,30--31,30--51,32--45,32--56,33--37,34--36,35--40,35--45,38--41,39--57,40--49,41--54,47--55,47--56,49--50,50--53,51--52,56--57
0--6,0--42,0--52,1--6,1--24,1--45,2--22,2--30,2--31,3--13,3--18,3--54,4--12,4--29,4--48,5--28,5--31,5--51,6--21,7--19,7--28,7--38,8--20,8--44,8--57,9--20,9--26,9--40,10--34,10--39,10--43,11--18,11--25,11--46,12--15,12--34,13--23,13--37,14--21,14--43,14--54,15--26,15--32,16--30,16--36,16--47,17--38,17--49,17--56,18--36,19--41,19--50,20--26,21--35,22--25,22--28,23--44,23--53,24--49,24--55,25--56,27--35,27--52,27--53,29--32,29--47,30--37,31--33,32--34,33--39,33--46,35--39,36--41,37--42,38--51,40--45,40--46,41--49,42--47,43--48,44--56,45--57,48--52,50--51,50--55,53--57,54--55
0--1,0--30,0--37,1--32,1--47,2--14,2--31,2--35,3--7,3--41,3--43,4--12,4--19,4--55,5--7,5--9,5--57,6--13,6--37,6--39,7--14,8--26,8--36,8--44,9--24,9--27,10--16,10--20,10--44,11--18,11--30,11--32,12--22,12--51,13--18,13--52,14--56,15--20,15--21,15--38,16--45,16--51,17--39,17--53,17--55,18--30,19--29,19--50,20--27,21--22,21--47,22--49,23--33,23--40,23--54,24--39,24--46,25--36,25--50,25--52,26--29,26--42,27--36,28--34,28--38,28--42,29--32,31--44,31--48,33--40,33--48,34--35,34--57,35--54,37--49,38--54,40--45,41--50,41--53,42--56,43--51,43--56,45--55,46--47,46--52,48--53,49--57
0--26,0--45,0--50,1--8,1--16,1--52,2--18,2--37,2--44,3--4,3--34,3--57,4--7,4--16,5--7,5--15,5--34,6--22,6--33,6--53,7--38,8--10,8--21,9--46,9--49,9--54,10--16,10--17,11--23,11--34,11--43,12--17,12--43,12--55,13--28,13--35,13--51,14--23,14--36,14--51,15--27,15--28,17--22,18--48,18--56,19--36,19--40,19--53,20--31,20--49,20--57,21--39,21--42,22--54,23--27,24--39,24--40,24--41,25--35,25--42,25--56,26--35,26--38,27--36,28--50,29--43,29--48,29--50,30--31,30--37,30--39,31--40,32--44,32--48,32--52,33--49,33--55,37--51,38--56,41--45,41--47,42--52,44--46,45--47,46--54,47--55,53--57
0--14,0--19,0--37,1--11,1--50,1--55,2--20,2--46,2--49,3--9,3--21,3--50,4--6,4--14,4--54,5--7,5--10,5--43,6--25,6--32,7--10,7--17,8--39,8--42,8--47,9--22,9--30,10--42,11--30,11--52,12--16,12--33,12--49,13--18,13--29,13--38,14--35,15--26,15--47,15--56,16--21,16--38,17--26,17--44,18--31,18--36,19--25,19--48,20--38,20--56,21--48,22--31,22--35,23--30,23--33,23--45,24--39,24--41,24--55,25--27,26--41,27--28,27--45,28--37,28--44,29--34,29--52,31--43,32--40,32--51,33--40,34--53,34--54,35--37,36--40,36--46,39--49,41--52,42--43,44--57,45--48,46--51,47--56,50--51,53--55,53--57,54--57
0--32,0--44,0--57,1--29,1--41,1--56,2--5,2--33,2--39,3--38,3--50,3--56,4--6,4--16,4--51,5--33,5--51,6--26,6--27,7--9,7--42,7--52,8--17,8--31,8--45,9--36,9--47,10--11,10--34,10--42,11--27,11--31,12--25,12--45,12--48,13--24,13--38,13--46,14--20,14--23,14--42,15--21,15--32,15--54,16--31,16--48,17--28,17--35,18--35,18--43,18--50,19--24,19--47,19--53,20--28,20--37,21--22,21--30,22--33,22--49,23--41,23--48,24--47,25--39,25--45,26--46,26--57,27--57,28--30,29--36,29--40,30--55,32--36,34--43,34--50,35--40,37--49,37--54,38--53,39--54,40--55,41--51,43--52,44--49,44--55,46--52,53--56
0--13,0--16,0--42,1--45,1--47,1--49,2--5,2--17,2--34,3--4,3--51,3--53,4--27,4--30,5--11,5--43,6--37,6--44,6--56,7--14,7--38,7--56,8--11,8--18,8--51,9--33,9--35,9--44,10--16,10--32,10--41,11--46,12--21,12--25,12--57,13--40,13--45,14--43,14--52,15--20,15--27,15--46,16--23,17--23,17--26,18--32,18--48,19--42,19--47,19--53,20--31,20--52,21--29,21--57,22--23,22--41,22--48,24--32,24--33,24--35,25--36,25--52,26--41,26--55,27--39,28--30,28--49,28--57,29--31,29--38,30--43,31--54,33--35,34--38,34--39,36--37,36--42,37--48,39--56,40--44,40--49,45--55,46--51,47--50,50--53,50--54,54--55
0--15,0--22,0--51,1--6,1--33,1--38,2--31,2--37,2--50,3--5,3--19,3--30,4--10,4--34,4--57,5--17,5--47,6--18,6--27,7--20,7--33,7--35,8--25,8--31,8--52,9--15,9--41,9--56,10--47,10--55,11--19,11--23,11--41,12--17,12--43,12--56,13--39,13--45,13--51,14--15,14--23,14--50,16--20,16--25,16--57,17--47,18--27,18--33,19--56,20--46,21--45,21--48,21--49,22--31,22--53,23--42,24--28,24--30,24--53,25--48,26--38,26--40,26--52,27--35,28--36,28--43,29--30,29--36,29--40,32--40,32--42,32--55,34--36,34--52,35--39,37--44,37--46,38--44,39--45,41--51,42--50,43--49,44--54,46--55,48--54,49--54,53--57
0--13,0--36,0--40,1--15,1--29,1--35,2--24,2--26,2--35,3--42,3--52,3--54,4--6,4--23,4--41,5--13,5--42,5--53,6--32,6--37,7--17,7--22,7--32,8--26,8--42,8--52,9--40,9--44,9--50,10--15,10--24,10--46,11--23,11--27,11--41,12--32,12--53,12--57,13--43,14--16,14--17,14--51,15--29,16--35,16--41,17--23,18--22,18--37,18--44,19--21,19--50,19--51,20--38,20--45,20--47,21--28,21--30,22--27,24--47,25--26,25--43,25--55,27--53,28--33,28--39,29--30,30--38,31--33,31--36,31--48,33--43,34--54,34--56,34--57,36--49,37--56,38--39,39--50,40--45,44--56,45--48,46--49,46--55,47--49,48--52,51--55,54--57
0--17,0--18,0--45,1--5,1--39,1--57,2--10,2--15,2--47,3--14,3--33,3--42,4--44,4--45,4--48,5--7,5--42,6--36,6--41,6--54,7--31,7--52,8--21,8--28,8--50,9--19,9--34,9--53,10--25,10--51,11--16,11--22,11--27,12--14,12--34,12--53,13--15,13--25,13--35,14--21,15--38,16--30,16--57,17--40,17--44,18--20,18--22,19--36,19--42,20--37,20--43,21--26,22--56,23--32,23--35,23--40,24--25,24--38,24--50,26--33,26--49,27--37,27--48,28--29,28--30,29--46,29--55,30--49,31--48,31--55,32--36,32--45,33--37,34--49,35--46,38--53,39--41,39--54,40--47,41--52,43--44,43--56,46--47,50--54,51--56,51--57,52--55
0--38,0--39,0--53,1--36,1--46,1--52,2--35,2--36,2--56,3--19,3--23,3--44,4--32,4--40,4--47,5--13,5--37,5--39,6--9,6--44,6--48,7--28,7--47,7--55,8--14,8--25,8--35,9--23,9--43,10--13,10--24,10--33,11--16,11--45,11--53,12--18,12--26,12--36,13--37,14--20,14--46,15--24,15--25,15--48,16--29,16--31,17--34,17--37,17--57,18--23,18--56,19--39,19--45,20--30,20--40,21--22,21--30,21--35,22--46,22--55,24--50,25--27,26--41,26--54,27--51,27--53,28--32,28--43,29--41,29--42,30--31,31--47,32--49,33--52,33--57,34--49,34--54,38--49,38--54,40--51,41--57,42--44,42--56,43--50,45--50,48--55,51--52
0--3,0--11,0--45,1--14,1--39,1--49,2--26,2--32,2--43,3--5,3--23,4--9,4--15,4--32,5--16,5--50,6--8,6--29,6--36,7--26,7--37,7--38,8--18,8--27,9--27,9--40,10--24,10--27,10--36,11--28,11--34,12--28,12--41,12--44,13--25,13--44,13--54,14--46,14--53,15--36,15--45,16--22,16--33,17--24,17--32,17--37,18--42,18--51,19--25,19--29,19--39,20--38,20--43,20--51,21--55,21--56,21--57,22--31,22--47,23--42,23--48,24--41,25--30,26--44,28--55,29--30,30--48,31--53,31--57,33--47,33--51,34--42,34--54,35--37,35--46,35--52,38--49,39--43,40--45,40--46,41--50,47--49,48--50,52--55,52--56,53--54,56--57
