0--9,0--24,0--25,0--43,1--16,1--19,1--22,1--34,2--18,2--23,2--33,2--43,3--32,3--39,3--47,3--48,4--13,4--30,4--33,4--45,5--6,5--29,5--37,5--48,6--24,6--33,6--41,7--15,7--18,7--31,7--45,8--19,8--23,8--38,8--43,9--26,9--27,9--35,10--16,10--20,10--24,10--35,11--14,11--26,11--34,11--36,12--15,12--28,12--36,12--37,13--32,13--40,13--47,14--25,14--37,14--46,15--21,15--34,16--47,16--50,17--22,17--27,17--31,17--35,18--22,18--29,19--20,19--30,20--24,20--28,21--41,21--44,21--50,22--26,23--37,23--51,25--45,25--47,26--48,27--44,27--49,28--39,28--43,29--41,29--46,30--39,30--42,31--33,31--36,32--42,32--51,34--36,35--39,38--40,38--42,38--46,40--45,40--51,41--49,42--46,44--49,44--50,48--49,50--51
0--3,0--17,0--28,0--48,1--38,1--39,1--46,1--49,2--6,2--19,2--22,2--25,3--41,3--42,3--43,4--14,4--23,4--30,4--50,5--8,5--21,5--34,5--50,6--8,6--15,6--31,7--20,7--36,7--37,7--45,8--42,8--44,9--22,9--25,9--38,9--42,10--22,10--25,10--32,10--46,11--19,11--29,11--35,11--36,12--30,12--32,12--36,12--44,13--20,13--35,13--37,13--47,14--27,14--30,14--33,15--24,15--33,15--45,16--20,16--23,16--28,16--39,17--20,17--41,17--49,18--29,18--36,18--43,18--48,19--22,19--37,21--31,21--38,21--42,23--26,23--51,24--38,24--43,24--49,25--27,26--29,26--34,26--51,27--34,27--35,28--32,28--51,29--49,30--44,31--45,31--46,32--33,33--35,34--51,37--44,39--41,39--48,40--41,40--43,40--47,40--50,45--47,46--47,48--50
0--4,0--10,0--36,0--37,1--23,1--24,1--25,1--43,2--7,2--13,2--20,2--43,3--15,3--38,3--44,3--47,4--12,4--24,4--31,5--21,5--22,5--32,5--42,6--12,6--15,6--31,6--39,7--13,7--33,7--47,8--14,8--23,8--27,8--48,9--13,9--26,9--30,9--40,10--19,10--40,10--51,11--15,11--17,11--36,11--49,12--20,12--43,13--14,14--31,14--45,15--48,16--22,16--28,16--39,16--47,17--28,17--35,17--46,18--20,18--38,18--46,18--50,19--31,19--32,19--37,20--36,21--41,21--49,21--51,22--30,22--40,23--27,23--29,24--42,24--45,25--29,25--32,25--49,26--32,26--41,26--43,27--40,27--44,28--29,28--48,29--30,30--44,33--38,33--41,33--46,34--35,34--37,34--44,34--51,35--45,35--46,36--51,37--42,38--50,39--45,39--49,41--48,42--50,47--50
0--13,0--20,0--29,0--30,1--2,1--3,1--21,1--50,2--30,2--32,2--39,3--14,3--20,3--29,4--15,4--17,4--24,4--42,5--33,5--34,5--47,5--48,6--20,6--35,6--37,6--40,7--16,7--17,7--27,7--51,8--9,8--12,8--25,8--40,9--35,9--44,9--48,10--18,10--39,10--41,10--48,11--27,11--28,11--32,11--34,12--13,12--33,12--37,13--23,13--30,14--15,14--43,14--45,15--23,15--40,16--21,16--32,16--42,17--28,17--34,18--23,18--33,18--43,19--26,19--30,19--31,19--42,20--47,21--41,21--44,22--24,22--25,22--38,22--51,23--43,24--32,24--38,25--38,25--46,26--29,26--34,26--35,27--35,27--41,28--49,28--51,29--36,31--43,31--44,31--45,33--48,36--39,36--41,36--51,37--47,37--50,38--40,39--49,42--46,44--46,45--46,45--50,47--49,49--50
0--11,0--25,0--35,0--43,1--19,1--21,1--32,1--33,2--4,2--23,2--24,2--46,3--7,3--15,3--17,3--39,4--10,4--24,4--29,5--23,5--40,5--46,5--50,6--14,6--22,6--30,6--38,7--9,7--19,7--28,8--26,8--27,8--28,8--48,9--12,9--37,9--44,10--14,10--34,10--43,11--16,11--25,11--44,12--26,12--29,12--42,13--33,13--39,13--43,13--49,14--18,14--36,15--31,15--40,15--50,16--31,16--32,16--49,17--42,17--47,17--51,18--20,18--49,18--51,19--30,19--47,20--32,20--46,20--48,21--27,21--37,21--50,22--32,22--39,22--47,23--45,23--51,24--27,24--42,25--34,25--46,26--31,26--34,27--41,28--29,28--44,29--48,30--35,30--37,31--38,33--41,33--44,34--35,35--41,36--38,36--47,36--50,37--43,38--45,39--40,40--48,41--45,42--49,45--51
0--9,0--12,0--42,0--48,1--16,1--20,1--30,1--46,2--5,2--24,2--28,2--36,3--29,3--31,3--42,3--43,4--5,4--28,4--31,4--45,5--25,5--50,6--17,6--21,6--23,6--39,7--10,7--15,7--42,7--50,8--32,8--38,8--39,8--47,9--11,9--22,9--41,10--29,10--33,10--36,11--24,11--38,11--49,12--16,12--32,12--47,13--27,13--33,13--34,13--36,14--23,14--30,14--34,14--46,15--35,15--44,15--45,16--22,16--46,17--26,17--37,17--43,18--28,18--29,18--32,18--51,19--26,19--35,19--42,19--51,20--25,20--26,20--39,21--27,21--37,21--44,22--23,22--32,23--43,24--40,24--41,25--27,25--29,26--44,27--49,28--46,30--48,30--50,31--37,31--38,33--37,33--40,34--41,34--49,35--39,35--45,36--40,38--50,40--43,41--47,44--45,47--51,48--49,48--51
0--15,0--23,0--34,0--39,1--3,1--21,1--44,1--47,2--9,2--14,2--27,2--37,3--4,3--38,3--49,4--14,4--35,4--41,5--10,5--13,5--36,5--50,6--36,6--41,6--43,6--46,7--18,7--20,7--31,7--48,8--11,8--35,8--40,8--45,9--24,9--39,9--51,10--12,10--30,10--43,11--15,11--17,11--22,12--20,12--21,12--46,13--44,13--50,13--51,14--26,14--42,15--23,15--26,16--23,16--28,16--29,16--49,17--37,17--45,17--47,18--33,18--42,18--50,19--24,19--25,19--33,19--39,20--28,20--44,21--41,21--50,22--29,22--41,22--47,23--51,24--32,24--40,25--30,25--34,25--46,26--37,26--43,27--31,27--32,27--37,28--45,28--48,29--45,29--48,30--43,30--47,31--32,31--46,32--42,33--38,33--51,34--44,34--48,35--36,35--49,36--38,38--42,39--40,40--49
0--6,0--10,0--18,0--48,1--4,1--10,1--45,1--49,2--6,2--25,2--31,2--39,3--7,3--17,3--22,3--25,4--15,4--35,4--40,5--23,5--30,5--34,5--35,6--9,6--11,7--8,7--32,7--47,8--29,8--32,8--37,9--30,9--36,9--51,10--26,10--36,11--16,11--40,11--42,12--23,12--24,12--45,12--49,13--23,13--37,13--39,13--48,14--20,14--43,14--45,14--50,15--18,15--26,15--38,16--20,16--22,16--27,17--28,17--33,17--46,18--27,18--41,19--24,19--34,19--35,19--50,20--25,20--37,21--31,21--39,21--44,21--47,22--36,22--44,23--41,24--38,24--48,25--44,26--31,26--33,27--29,27--32,28--35,28--46,28--50,29--43,29--48,30--34,30--39,31--41,32--45,33--42,33--46,34--43,36--38,37--42,38--51,40--41,40--51,42--49,43--47,44--47,46--51,49--50
0--11,0--39,0--44,0--48,1--3,1--12,1--22,1--30,2--4,2--8,2--28,2--31,3--26,3--42,3--51,4--14,4--27,4--47,5--24,5--27,5--41,5--43,6--10,6--11,6--27,6--42,7--22,7--29,7--36,7--39,8--9,8--26,8--29,9--15,9--16,9--43,10--13,10--35,10--38,11--14,11--39,12--30,12--45,12--46,13--34,13--44,13--48,14--36,14--49,15--17,15--33,15--48,16--21,16--44,16--47,17--20,17--40,17--42,18--19,18--34,18--45,18--50,19--25,19--35,19--40,20--37,20--40,20--45,21--30,21--33,21--36,22--28,22--46,23--38,23--41,23--45,23--51,24--44,24--46,24--49,25--27,25--38,25--42,26--29,26--49,28--32,28--51,29--43,30--50,31--33,31--37,31--41,32--37,32--38,32--41,33--48,34--35,34--37,35--50,36--47,39--47,40--51,43--49,46--50
0--13,0--14,0--25,0--42,1--18,1--23,1--25,1--51,2--15,2--34,2--40,2--43,3--28,3--33,3--39,3--49,4--18,4--22,4--23,4--30,5--8,5--26,5--33,5--44,6--12,6--16,6--35,6--41,7--12,7--17,7--37,7--50,8--20,8--31,8--41,9--16,9--19,9--25,9--42,10--14,10--15,10--27,10--50,11--24,11--39,11--40,11--45,12--35,12--48,13--18,13--26,13--32,14--44,14--50,15--46,15--47,16--37,16--46,17--21,17--24,17--34,18--41,19--22,19--43,19--48,20--29,20--37,20--47,21--32,21--47,21--51,22--30,22--42,23--40,23--49,24--28,24--41,25--27,26--34,26--45,27--46,27--49,28--36,28--38,29--32,29--38,29--43,30--31,30--49,31--39,31--45,32--39,33--46,33--48,34--38,35--43,35--48,36--37,36--38,36--51,40--42,44--45,44--51,47--50
0--13,0--17,0--28,0--44,1--2,1--11,1--15,1--36,2--10,2--20,2--25,3--7,3--21,3--41,3--46,4--8,4--35,4--42,4--43,5--15,5--36,5--37,5--39,6--23,6--27,6--34,6--35,7--28,7--38,7--43,8--10,8--15,8--17,9--16,9--21,9--32,9--49,10--26,10--42,11--20,11--45,11--47,12--25,12--32,12--37,12--40,13--31,13--47,13--48,14--26,14--35,14--38,14--47,15--30,16--27,16--45,16--47,17--19,17--38,18--29,18--33,18--39,18--44,19--34,19--37,19--45,20--42,20--49,21--22,21--44,22--30,22--32,22--33,23--29,23--40,23--48,24--25,24--27,24--41,24--49,25--38,26--41,26--48,27--49,28--33,28--46,29--36,29--51,30--31,30--51,31--35,31--39,32--48,33--44,34--42,34--46,36--50,37--40,39--46,40--41,43--50,43--51,45--50,50--51
0--2,0--17,0--30,0--44,1--9,1--36,1--46,1--49,2--17,2--34,2--40,3--4,3--27,3--42,3--51,4--24,4--29,4--30,5--16,5--18,5--19,5--38,6--13,6--29,6--37,6--42,7--9,7--12,7--18,7--47,8--20,8--25,8--33,8--45,9--28,9--46,10--11,10--16,10--19,10--48,11--14,11--20,11--23,12--23,12--39,12--43,13--14,13--32,13--36,14--30,14--32,15--20,15--21,15--22,15--35,16--33,16--38,17--34,17--38,18--24,18--29,19--36,19--43,20--33,21--35,21--47,21--48,22--47,22--49,22--51,23--32,23--50,24--26,24--36,25--28,25--44,25--46,26--31,26--43,26--50,27--37,27--38,27--51,28--41,28--48,29--45,30--41,31--34,31--37,31--44,32--50,33--45,34--44,35--39,35--41,37--43,39--42,39--46,40--45,40--49,40--51,41--50,42--48,47--49
0--5,0--13,0--40,0--45,1--18,1--19,1--42,1--50,2--12,2--30,2--38,2--49,3--5,3--10,3--13,3--40,4--33,4--43,4--44,4--49,5--18,5--30,6--14,6--20,6--50,6--51,7--22,7--25,7--29,7--33,8--9,8--13,8--17,8--50,9--36,9--37,9--45,10--23,10--24,10--42,11--12,11--28,11--48,11--51,12--16,12--48,13--46,14--16,14--26,14--44,15--27,15--28,15--32,15--51,16--45,16--47,17--19,17--27,17--41,18--20,18--45,19--42,19--48,20--23,20--32,21--24,21--29,21--32,21--36,22--25,22--31,22--38,23--41,23--51,24--46,24--47,25--34,25--41,26--37,26--39,26--44,27--35,27--49,28--39,28--47,29--31,29--36,30--32,30--47,31--33,31--43,33--38,34--35,34--37,34--46,35--41,35--42,36--37,38--43,39--40,39--46,40--43,44--48,49--50
0--4,0--18,0--36,0--42,1--8,1--15,1--33,1--38,2--7,2--15,2--35,2--44,3--4,3--20,3--31,3--51,4--34,4--37,5--15,5--28,5--30,5--39,6--11,6--21,6--38,6--40,7--16,7--30,7--39,8--33,8--41,8--44,9--29,9--32,9--40,9--50,10--14,10--30,10--40,10--46,11--13,11--32,11--34,12--14,12--26,12--29,12--43,13--31,13--37,13--45,14--20,14--46,15--25,16--18,16--49,16--50,17--31,17--35,17--42,17--47,18--28,18--33,19--27,19--36,19--46,19--47,20--22,20--47,21--25,21--27,21--46,22--27,22--38,22--48,23--28,23--29,23--45,23--48,24--26,24--34,24--37,24--42,25--35,25--43,26--48,26--49,27--35,28--50,29--45,30--34,31--39,32--44,32--49,33--41,36--41,36--51,37--48,38--51,39--43,40--43,41--49,42--50,44--47,45--51
0--20,0--21,0--40,0--50,1--27,1--33,1--34,1--35,2--4,2--14,2--17,2--48,3--24,3--34,3--46,3--51,4--18,4--19,4--24,5--12,5--26,5--49,5--51,6--34,6--36,6--43,6--49,7--22,7--23,7--27,7--45,8--12,8--23,8--28,8--41,9--12,9--17,9--29,9--48,10--21,10--32,10--37,10--50,11--15,11--17,11--23,11--45,12--38,13--35,13--38,13--45,13--51,14--24,14--26,14--48,15--16,15--17,15--51,16--29,16--39,16--43,18--20,18--25,18--34,19--39,19--40,19--44,20--25,20--36,21--22,21--31,22--25,22--42,23--47,24--40,25--38,26--33,26--43,27--33,27--36,28--36,28--45,28--49,29--30,29--46,30--33,30--37,30--39,31--41,31--42,31--50,32--39,32--41,32--42,35--41,35--46,37--40,37--47,38--47,42--44,43--46,44--47,44--48,49--50
0--11,0--33,0--41,0--43,1--22,1--23,1--35,1--49,2--30,2--31,2--33,2--38,3--5,3--6,3--16,3--42,4--15,4--24,4--35,4--38,5--11,5--32,5--40,6--15,6--45,6--47,7--10,7--24,7--27,7--40,8--13,8--23,8--35,8--45,9--15,9--33,9--43,9--46,10--40,10--45,10--48,11--14,11--25,12--13,12--28,12--46,12--49,13--15,13--30,14--27,14--36,14--51,16--19,16--22,16--50,17--34,17--36,17--44,17--46,18--45,18--47,18--50,18--51,19--24,19--29,19--42,20--29,20--41,20--44,20--48,21--22,21--24,21--26,21--39,22--49,23--27,23--28,25--28,25--33,25--39,26--29,26--36,26--50,27--37,28--46,29--41,30--34,30--50,31--39,31--42,31--48,32--34,32--37,32--38,34--42,35--37,36--38,37--43,39--51,40--44,41--48,43--51,44--47,47--49
0--10,0--18,0--38,0--49,1--16,1--25,1--30,1--36,2--15,2--25,2--35,2--50,3--6,3--27,3--31,3--43,4--24,4--26,4--29,4--49,5--41,5--43,5--47,5--50,6--8,6--33,6--51,7--8,7--30,7--41,7--42,8--37,8--39,9--14,9--16,9--25,9--36,10--18,10--34,10--51,11--12,11--26,11--39,11--50,12--15,12--17,12--30,13--14,13--22,13--46,13--48,14--28,14--33,15--27,15--44,16--17,16--31,17--19,17--23,18--40,18--42,19--24,19--45,19--46,20--35,20--38,20--46,20--47,21--31,21--33,21--40,21--46,22--28,22--35,22--45,23--35,23--39,23--42,24--43,24--45,25--29,26--34,26--38,27--36,27--42,28--41,28--48,29--37,29--44,30--51,31--41,32--34,32--36,32--38,32--44,33--50,34--49,37--39,37--48,40--44,40--51,43--47,45--48,47--49
0--22,0--28,0--40,0--45,1--20,1--21,1--32,1--36,2--10,2--11,2--30,2--32,3--19,3--31,3--40,3--43,4--12,4--34,4--41,4--48,5--6,5--26,5--36,5--38,6--13,6--17,6--25,7--19,7--20,7--34,7--49,8--10,8--20,8--34,8--48,9--25,9--29,9--30,9--51,10--11,10--29,11--29,11--41,12--18,12--31,12--51,13--42,13--46,13--50,14--30,14--33,14--42,14--45,15--22,15--27,15--33,15--42,16--34,16--38,16--44,16--49,17--25,17--30,17--40,18--36,18--43,18--46,19--20,19--28,21--26,21--40,21--47,22--23,22--26,23--27,23--41,23--44,24--25,24--39,24--41,24--46,26--27,27--31,28--35,28--37,29--49,31--35,32--38,32--46,33--43,33--45,35--39,35--47,36--37,37--43,37--50,38--49,39--48,39--50,42--51,44--47,44--50,45--51,47--48
0--29,0--42,0--45,0--47,1--30,1--31,1--37,1--49,2--3,2--14,2--38,2--47,3--11,3--19,3--38,4--6,4--16,4--19,4--23,5--16,5--20,5--41,5--44,6--22,6--39,6--46,7--29,7--35,7--42,7--47,8--17,8--25,8--33,8--34,9--26,9--32,9--34,9--40,10--27,10--31,10--48,10--51,11--20,11--25,11--46,12--13,12--18,12--24,12--28,13--14,13--48,13--49,14--21,14--22,15--26,15--29,15--33,15--35,16--27,16--46,17--18,17--21,17--50,18--28,18--37,19--40,19--51,20--32,20--37,21--24,21--29,22--27,22--44,23--28,23--30,23--45,24--39,24--44,25--42,25--49,26--38,26--40,27--43,28--50,30--41,30--46,31--34,31--43,32--36,32--51,33--34,33--47,35--37,35--39,36--38,36--39,36--51,40--45,41--43,41--49,42--48,43--50,44--45,48--50
0--8,0--26,0--32,0--45,1--14,1--17,1--23,1--34,2--3,2--17,2--24,2--37,3--6,3--16,3--42,4--11,4--31,4--37,4--39,5--29,5--39,5--46,5--48,6--18,6--39,6--49,7--19,7--20,7--30,7--42,8--19,8--47,8--50,9--32,9--41,9--43,9--45,10--12,10--29,10--40,10--48,11--16,11--18,11--30,12--13,12--23,12--43,13--28,13--37,13--43,14--21,14--36,14--47,15--27,15--28,15--31,15--41,16--43,16--44,17--28,17--51,18--26,18--38,19--25,19--37,20--31,20--35,20--46,21--23,21--32,21--47,22--26,22--38,22--48,22--50,23--49,24--29,24--40,24--48,25--33,25--36,25--38,26--40,27--41,27--45,27--47,28--36,29--44,30--44,30--45,31--41,32--49,33--39,33--42,33--50,34--35,34--46,34--49,35--36,35--51,38--40,42--51,44--51,46--50
0--10,0--33,0--38,0--48,1--10,1--15,1--32,1--41,2--3,2--19,2--26,2--28,3--15,3--39,3--46,4--11,4--13,4--35,4--43,5--29,5--36,5--47,5--51,6--7,6--23,6--24,6--26,7--20,7--21,7--40,8--27,8--38,8--40,8--41,9--16,9--24,9--36,9--43,10--11,10--18,11--35,11--38,12--31,12--35,12--37,12--45,13--17,13--32,13--44,14--19,14--43,14--50,14--51,15--16,15--37,16--42,16--43,17--25,17--45,17--48,18--29,18--30,18--39,19--27,19--28,20--34,20--37,20--49,21--23,21--27,21--33,22--42,22--44,22--45,22--50,23--29,23--40,24--44,24--46,25--34,25--48,25--49,26--33,26--42,27--41,28--45,28--46,29--32,30--35,30--36,30--50,31--34,31--48,31--51,32--39,33--46,34--42,36--37,38--49,39--47,40--49,41--44,47--50,47--51
0--7,0--26,0--28,0--34,1--9,1--17,1--34,1--48,2--4,2--7,2--39,2--43,3--6,3--18,3--33,3--49,4--18,4--32,4--35,5--30,5--32,5--38,5--42,6--29,6--39,6--48,7--19,7--46,8--10,8--15,8--48,8--51,9--16,9--35,9--49,10--19,10--31,10--37,11--12,11--28,11--37,11--51,12--22,12--23,12--46,13--27,13--36,13--40,13--49,14--24,14--25,14--38,14--50,15--19,15--32,15--41,16--20,16--24,16--45,17--30,17--31,17--47,18--23,18--47,19--44,20--25,20--43,20--51,21--27,21--34,21--42,21--45,22--29,22--31,22--43,23--26,23--36,24--35,24--37,25--34,25--36,26--31,26--45,27--37,27--40,28--33,28--41,29--45,29--46,30--38,30--51,32--40,33--40,33--44,35--36,38--50,39--42,39--48,41--47,41--50,42--44,43--49,44--50,46--47
0--13,0--19,0--37,0--40,1--8,1--10,1--44,1--51,2--17,2--25,2--36,2--51,3--23,3--31,3--32,3--35,4--14,4--24,4--27,4--42,5--16,5--19,5--25,5--42,6--18,6--19,6--28,6--45,7--10,7--13,7--20,7--43,8--16,8--34,8--51,9--14,9--23,9--38,9--43,10--11,10--30,11--21,11--47,11--50,12--15,12--29,12--35,12--40,13--21,13--45,14--26,14--48,15--22,15--40,15--44,16--27,16--29,17--20,17--39,17--46,18--21,18--30,18--40,19--26,20--32,20--50,21--38,22--26,22--29,22--50,23--41,23--48,24--34,24--46,24--47,25--31,25--32,26--38,27--31,27--36,28--41,28--42,28--47,29--49,30--34,30--38,31--33,32--44,33--37,33--39,33--48,34--43,35--39,35--49,36--49,36--51,37--43,37--46,39--48,41--45,41--47,42--44,45--49,46--50
