0--15,0--28,0--40,1--8,1--15,1--25,2--12,2--23,2--34,3--11,3--20,3--39,4--5,4--40,4--41,5--14,5--43,6--26,6--29,6--41,7--27,7--33,7--35,8--18,8--27,9--28,9--36,9--44,10--27,10--44,10--46,11--16,11--32,12--46,12--49,13--26,13--39,13--48,14--25,14--45,15--37,16--24,16--42,17--18,17--31,17--42,18--34,19--28,19--41,19--49,20--22,20--36,21--23,21--35,21--38,22--38,22--47,23--48,24--37,24--45,25--45,26--40,29--31,29--39,30--38,30--46,30--49,31--34,32--35,32--48,33--36,33--43,37--47,42--44,43--47
0--10,0--16,0--35,1--26,1--27,1--49,2--14,2--30,2--33,3--13,3--29,3--31,4--12,4--20,4--26,5--34,5--39,5--48,6--10,6--28,6--29,7--25,7--42,7--46,8--19,8--27,8--33,9--15,9--32,9--44,10--35,11--27,11--45,11--49,12--34,12--42,13--16,13--24,14--38,14--44,15--25,15--47,16--24,17--21,17--23,17--41,18--19,18--37,18--44,19--25,20--29,20--30,21--22,21--23,22--36,22--46,23--28,24--32,26--31,28--40,30--43,31--46,32--35,33--37,34--38,36--40,36--41,37--39,38--45,39--43,40--47,41--48,42--45,43--49,47--48
0--3,0--11,0--21,1--16,1--27,1--39,2--30,2--33,2--44,3--25,3--46,4--7,4--14,4--29,5--10,5--43,5--49,6--12,6--24,6--31,7--8,7--46,8--28,8--42,9--29,9--37,9--49,10--35,10--36,11--18,11--36,12--13,12--42,13--29,13--31,14--24,14--25,15--17,15--30,15--33,16--30,16--41,17--22,17--43,18--40,18--41,19--22,19--23,19--24,20--25,20--38,20--47,21--34,21--42,22--40,23--39,23--41,26--38,26--39,26--45,27--32,27--43,28--34,28--35,31--46,32--33,32--34,35--38,36--48,37--45,37--47,40--49,44--47,44--48,45--48
0--12,0--39,0--40,1--30,1--33,1--46,2--16,2--28,2--38,3--12,3--24,3--29,4--31,4--36,4--37,5--11,5--13,5--34,6--31,6--36,6--40,7--10,7--20,7--35,8--19,8--21,8--25,9--34,9--43,9--45,10--20,10--27,11--22,11--44,12--23,13--28,13--30,14--22,14--35,14--40,15--38,15--46,15--47,16--20,16--44,17--41,17--42,17--43,18--22,18--33,18--39,19--24,19--37,21--32,21--48,23--32,23--41,24--48,25--27,25--31,26--27,26--33,26--34,28--44,29--48,29--49,30--45,32--47,35--49,36--42,37--41,38--49,39--46,42--47,43--45
0--6,0--16,0--17,1--22,1--32,1--47,2--21,2--33,2--45,3--23,3--24,3--44,4--5,4--24,4--34,5--14,5--29,6--14,6--25,7--28,7--41,7--42,8--31,8--33,8--41,9--33,9--38,9--47,10--12,10--45,10--49,11--16,11--35,11--39,12--15,12--23,13--32,13--41,13--46,14--40,15--20,15--31,16--48,17--34,17--38,18--21,18--37,18--43,19--24,19--26,19--43,20--28,20--44,21--35,22--25,22--48,23--30,25--45,26--36,26--43,27--29,27--39,27--40,28--39,29--40,30--34,30--48,31--36,32--37,35--37,36--42,38--46,42--49,44--46,47--49
0--8,0--14,0--16,1--14,1--28,1--29,2--15,2--30,2--45,3--25,3--38,3--47,4--11,4--13,4--26,5--13,5--17,5--32,6--20,6--28,6--37,7--23,7--37,7--44,8--16,8--46,9--22,9--29,9--46,10--23,10--30,10--42,11--26,11--36,12--15,12--38,12--42,13--48,14--17,15--34,16--30,17--34,18--33,18--36,18--40,19--21,19--27,19--45,20--44,20--48,21--27,21--49,22--34,22--42,23--25,24--31,24--40,24--48,25--39,26--47,27--47,28--31,29--43,31--45,32--41,32--44,33--39,33--43,35--36,35--37,35--41,38--39,40--43,41--49,46--49
0--14,0--20,0--28,1--14,1--21,1--22,2--9,2--36,2--39,3--24,3--26,3--35,4--12,4--23,4--45,5--19,5--24,5--46,6--8,6--20,6--44,7--27,7--30,7--42,8--46,8--49,9--10,9--31,10--22,10--38,11--28,11--31,11--43,12--35,12--48,13--16,13--23,13--38,14--37,15--30,15--40,15--44,16--20,16--37,17--32,17--45,17--49,18--28,18--32,18--33,19--42,19--45,21--39,21--48,22--42,23--31,24--47,25--33,25--37,25--41,26--30,26--32,27--29,27--43,29--34,29--38,33--47,34--35,34--49,36--41,36--43,39--40,40--46,41--47,44--48
0--21,0--34,0--48,1--27,1--30,1--35,2--4,2--18,2--49,3--24,3--26,3--39,4--9,4--20,5--18,5--29,5--42,6--20,6--23,6--43,7--21,7--31,7--44,8--19,8--41,8--43,9--34,9--36,10--28,10--38,10--48,11--29,11--35,11--39,12--16,12--29,12--32,13--25,13--40,13--45,14--16,14--24,14--30,15--23,15--28,15--47,16--47,17--19,17--20,17--22,18--47,19--22,21--33,22--24,23--45,25--37,25--40,26--32,26--33,27--40,27--44,28--41,30--46,31--38,31--49,32--36,33--35,34--44,36--42,37--38,37--43,39--46,41--48,42--46,45--49
0--26,0--30,0--38,1--11,1--19,1--34,2--12,2--41,2--43,3--10,3--19,3--36,4--14,4--18,4--19,5--13,5--22,5--49,6--25,6--34,6--36,7--18,7--28,7--38,8--24,8--39,8--44,9--14,9--22,9--26,10--41,10--46,11--27,11--42,12--35,12--48,13--33,13--49,14--21,15--21,15--37,15--39,16--30,16--45,16--49,17--30,17--40,17--42,18--41,20--31,20--32,20--46,21--33,22--40,23--32,23--44,23--48,24--26,24--36,25--35,25--37,27--29,27--34,28--32,28--40,29--31,29--38,31--47,33--47,35--43,37--42,39--45,43--47,44--45,46--48
0--1,0--6,0--36,1--2,1--19,2--8,2--14,3--11,3--30,3--35,4--6,4--19,4--44,5--17,5--43,5--45,6--46,7--22,7--39,7--41,8--40,8--47,9--39,9--40,9--47,10--17,10--24,10--46,11--33,11--35,12--36,12--43,12--49,13--25,13--37,13--44,14--18,14--41,15--19,15--25,15--40,16--24,16--30,16--33,17--41,18--28,18--39,20--26,20--28,20--45,21--29,21--31,21--37,22--34,22--38,23--31,23--42,23--48,24--44,25--38,26--32,26--45,27--30,27--34,27--42,28--47,29--35,29--42,31--49,32--33,32--34,36--48,37--43,38--49,46--48
0--7,0--29,0--48,1--20,1--27,1--42,2--29,2--38,2--44,3--14,3--39,3--46,4--22,4--37,4--42,5--12,5--13,5--30,6--15,6--19,6--41,7--8,7--31,8--10,8--36,9--13,9--34,9--40,10--16,10--35,11--18,11--21,11--43,12--27,12--33,13--32,14--30,14--39,15--45,15--47,16--28,16--29,17--30,17--31,17--38,18--20,18--28,19--32,19--48,20--25,21--24,21--34,22--26,22--33,23--28,23--32,23--49,24--37,24--45,25--36,25--40,26--44,26--49,27--39,31--44,33--46,34--41,35--36,35--47,37--40,38--42,41--48,43--46,43--47,45--49
0--19,0--21,0--46,1--22,1--23,1--33,2--21,2--32,2--42,3--9,3--15,3--26,4--5,4--28,4--41,5--12,5--48,6--18,6--37,6--47,7--30,7--33,7--41,8--31,8--36,8--44,9--14,9--43,10--20,10--24,10--35,11--16,11--34,11--39,12--17,12--24,13--28,13--31,13--40,14--24,14--48,15--40,15--45,16--18,16--35,17--20,17--44,18--44,19--38,19--46,20--27,21--36,22--29,22--40,23--25,23--35,25--27,25--41,26--32,26--42,27--47,28--37,29--31,29--39,30--34,30--47,32--36,33--42,34--38,37--48,38--43,39--49,43--49,45--46,45--49
0--1,0--41,0--43,1--13,1--36,2--11,2--14,2--43,3--12,3--16,3--33,4--20,4--44,4--46,5--23,5--33,5--45,6--19,6--25,6--31,7--22,7--30,7--36,8--17,8--24,8--38,9--14,9--15,9--19,10--22,10--30,10--37,11--21,11--49,12--24,12--49,13--23,13--39,14--31,15--17,15--34,16--27,16--37,17--25,18--21,18--26,18--32,19--41,20--29,20--46,21--40,22--34,23--42,24--48,25--35,26--40,26--45,27--40,27--41,28--29,28--35,28--36,29--35,30--42,31--48,32--33,32--43,34--38,37--49,38--44,39--44,39--47,42--48,45--47,46--47
0--22,0--26,0--45,1--22,1--30,1--46,2--14,2--19,2--27,3--13,3--24,3--39,4--8,4--20,4--34,5--27,5--40,5--42,6--15,6--30,6--34,7--25,7--33,7--43,8--11,8--49,9--35,9--37,9--45,10--38,10--39,10--48,11--26,11--47,12--13,12--17,12--24,13--29,14--17,14--49,15--39,15--43,16--22,16--23,16--48,17--46,18--19,18--26,18--32,19--41,20--21,20--31,21--32,21--35,23--34,23--44,24--42,25--43,25--48,27--38,28--29,28--36,28--41,29--33,30--47,31--32,31--33,35--42,36--38,36--44,37--40,37--44,40--45,41--46,47--49
0--19,0--25,0--27,1--25,1--37,1--42,2--20,2--33,2--37,3--20,3--31,3--35,4--32,4--35,4--36,5--14,5--46,5--47,6--10,6--30,6--38,7--18,7--28,7--39,8--15,8--21,8--34,9--23,9--25,9--29,10--17,10--21,11--29,11--36,11--48,12--40,12--43,12--46,13--24,13--33,13--41,14--19,14--27,15--45,15--47,16--17,16--24,16--47,17--49,18--28,18--44,19--32,20--32,21--39,22--23,22--28,22--34,23--43,24--30,26--41,26--45,26--49,27--44,29--46,30--38,31--39,31--48,33--36,34--48,35--49,37--41,38--45,40--42,40--44,42--43
0--21,0--24,0--37,1--29,1--36,1--48,2--30,2--46,2--47,3--25,3--33,3--45,4--9,4--23,4--42,5--11,5--18,5--40,6--18,6--46,6--49,7--19,7--22,7--37,8--10,8--35,8--49,9--28,9--42,10--16,10--26,11--16,11--26,12--17,12--27,12--36,13--20,13--34,13--45,14--20,14--23,14--38,15--23,15--27,15--47,16--20,17--31,17--46,18--19,19--35,21--27,21--39,22--32,22--41,24--28,24--48,25--40,25--43,26--41,28--30,29--34,29--38,30--43,31--33,31--43,32--37,32--41,33--34,35--44,36--45,38--47,39--44,39--48,40--44,42--49
0--13,0--15,0--42,1--9,1--16,1--39,2--5,2--29,2--37,3--8,3--26,3--44,4--21,4--37,4--43,5--14,5--28,6--12,6--20,6--40,7--17,7--22,7--49,8--46,8--47,9--24,9--46,10--15,10--29,10--44,11--20,11--31,11--47,12--31,12--48,13--30,13--36,14--30,14--41,15--38,16--27,16--33,17--28,17--32,18--20,18--23,18--24,19--23,19--40,19--42,21--25,21--34,22--27,22--32,23--39,24--41,25--26,25--34,26--28,27--32,29--48,30--31,33--45,33--46,34--38,35--40,35--42,35--45,36--37,36--43,38--49,39--49,41--43,44--48,45--47
0--9,0--15,0--36,1--8,1--22,1--25,2--3,2--14,2--44,3--21,3--40,4--19,4--41,4--48,5--18,5--32,5--41,6--21,6--30,6--39,7--12,7--36,7--38,8--9,8--27,9--12,10--19,10--27,10--28,11--29,11--39,11--49,12--26,13--20,13--31,13--32,14--31,14--32,15--17,15--23,16--35,16--36,16--43,17--45,17--47,18--20,18--23,19--26,20--39,21--43,22--34,22--41,23--37,24--28,24--29,24--47,25--34,25--35,26--48,27--40,28--49,29--37,30--42,30--46,31--45,33--38,33--42,33--44,34--42,35--46,37--49,38--40,43--47,44--48,45--46
0--19,0--38,0--43,1--18,1--28,1--48,2--9,2--29,2--34,3--8,3--10,3--11,4--5,4--22,4--27,5--17,5--33,6--13,6--26,6--30,7--24,7--32,7--39,8--48,8--49,9--20,9--32,10--23,10--38,11--28,11--46,12--20,12--29,12--37,13--18,13--28,14--20,14--35,14--37,15--16,15--44,15--49,16--21,16--35,17--27,17--48,18--46,19--27,19--34,21--29,21--37,22--35,22--40,23--34,23--46,24--26,24--40,25--42,25--45,25--47,26--30,30--47,31--32,31--39,31--45,33--40,33--44,36--41,36--42,36--44,38--47,39--42,41--43,41--45,43--49
0--25,0--33,0--36,1--29,1--31,1--37,2--3,2--24,2--47,3--4,3--41,4--38,4--42,5--25,5--36,5--48,6--15,6--37,6--41,7--38,7--47,7--49,8--22,8--33,8--49,9--26,9--39,9--48,10--19,10--45,10--46,11--18,11--20,11--21,12--27,12--32,12--47,13--17,13--23,13--35,14--27,14--31,14--44,15--19,15--22,16--41,16--43,16--49,17--19,17--34,18--30,18--42,20--30,20--48,21--33,21--42,22--26,23--32,23--45,24--30,24--40,25--34,26--40,27--43,28--29,28--34,28--35,29--32,31--37,35--46,36--44,38--43,39--44,39--46,40--45
0--7,0--12,0--38,1--14,1--18,1--34,2--4,2--11,2--35,3--13,3--19,3--20,4--14,4--44,5--18,5--42,5--49,6--21,6--30,6--47,7--12,7--31,8--14,8--15,8--31,9--26,9--28,9--29,10--12,10--16,10--31,11--45,11--47,13--18,13--45,15--17,15--25,16--19,16--26,17--23,17--24,19--25,20--24,20--27,21--25,21--42,22--32,22--34,22--37,23--38,23--49,24--27,26--44,27--33,28--35,28--43,29--36,29--40,30--32,30--39,32--41,33--37,33--45,34--38,35--40,36--44,36--46,37--49,39--41,39--48,40--47,41--48,42--43,43--46,46--48
0--5,0--11,0--45,1--8,1--12,1--33,2--14,2--20,2--46,3--17,3--48,3--49,4--12,4--16,4--42,5--18,5--43,6--10,6--30,6--33,7--22,7--44,7--47,8--30,8--42,9--19,9--24,9--35,10--29,10--46,11--22,11--25,12--45,13--26,13--38,13--49,14--28,14--43,15--27,15--32,15--49,16--33,16--36,17--28,17--42,18--21,18--34,19--41,19--44,20--34,20--47,21--24,21--31,22--31,23--24,23--38,23--47,25--36,25--43,26--29,26--31,27--29,27--37,28--40,30--46,32--44,32--45,34--37,35--39,35--41,36--38,37--48,39--40,39--41,40--48
0--2,0--10,0--33,1--8,1--37,1--40,2--14,2--29,3--27,3--41,3--47,4--25,4--28,4--40,5--12,5--24,5--49,6--30,6--44,6--45,7--25,7--26,7--39,8--16,8--30,9--10,9--32,9--38,10--19,11--22,11--40,11--45,12--13,12--18,13--29,13--33,14--20,14--44,15--22,15--27,15--49,16--34,16--46,17--29,17--42,17--47,18--23,18--48,19--24,19--25,20--36,20--46,21--32,21--42,21--44,22--34,23--32,23--35,24--47,26--28,26--31,27--30,28--45,31--36,31--38,33--46,34--48,35--38,35--39,36--43,37--41,37--43,39--43,41--48,42--49
0--1,0--19,0--29,1--32,1--49,2--17,2--38,2--41,3--5,3--23,3--24,4--25,4--29,4--32,5--20,5--38,6--23,6--28,6--44,7--9,7--43,7--49,8--13,8--39,8--43,9--22,9--23,10--11,10--14,10--15,11--20,11--46,12--35,12--36,12--48,13--18,13--47,14--21,14--33,15--19,15--27,16--35,16--40,16--42,17--26,17--44,18--29,18--34,19--39,20--47,21--36,21--47,22--38,22--45,24--26,24--44,25--36,25--46,26--37,27--41,27--48,28--31,28--48,30--31,30--34,30--45,31--41,32--37,33--40,33--49,34--45,35--46,37--42,39--43,40--42
0--7,0--8,0--25,1--4,1--19,1--44,2--9,2--12,2--34,3--4,3--18,3--21,4--26,5--10,5--27,5--41,6--11,6--15,6--20,7--18,7--46,8--48,8--49,9--31,9--45,10--16,10--34,11--12,11--24,12--19,13--25,13--41,13--47,14--26,14--37,14--38,15--30,15--36,16--24,16--28,17--20,17--35,17--47,18--48,19--38,20--21,21--29,22--26,22--27,22--44,23--31,23--34,23--45,24--30,25--33,27--44,28--37,28--45,29--35,29--36,30--39,31--43,32--40,32--42,32--46,33--36,33--39,35--47,37--39,38--42,40--43,40--49,41--49,42--46,43--48
0--8,0--18,0--47,1--10,1--16,1--22,2--20,2--24,2--49,3--6,3--18,3--19,4--9,4--25,4--28,5--27,5--39,5--42,6--36,6--37,7--15,7--17,7--34,8--29,8--45,9--18,9--22,10--13,10--33,11--12,11--26,11--49,12--13,12--40,13--43,14--23,14--31,14--40,15--19,15--46,16--35,16--43,17--35,17--48,19--47,20--29,20--31,21--43,21--46,21--49,22--30,23--24,23--42,24--34,25--33,25--47,26--37,26--41,27--36,27--40,28--32,28--42,29--48,30--32,30--48,31--37,32--44,33--34,35--36,38--39,38--44,38--46,39--41,41--45,44--45
0--33,0--35,0--46,1--11,1--17,1--33,2--8,2--17,2--28,3--4,3--29,3--30,4--7,4--26,5--14,5--21,5--47,6--8,6--24,6--32,7--40,7--46,8--32,9--13,9--17,9--26,10--11,10--14,10--46,11--12,12--39,12--42,13--16,13--37,14--23,15--29,15--36,15--37,16--24,16--35,18--20,18--26,18--27,19--33,19--43,19--48,20--21,20--41,21--35,22--30,22--31,22--41,23--27,23--45,24--48,25--31,25--40,25--49,27--47,28--39,28--47,29--44,30--43,31--32,34--36,34--38,34--45,36--45,37--49,38--40,38--43,39--44,41--42,42--48,44--49
0--5,0--23,0--31,1--15,1--17,1--45,2--16,2--39,2--49,3--28,3--42,3--43,4--21,4--38,4--44,5--27,5--40,6--32,6--40,6--45,7--14,7--27,7--37,8--26,8--42,8--47,9--16,9--24,9--46,10--13,10--30,10--43,11--17,11--40,11--48,12--21,12--36,12--48,13--15,13--21,14--15,14--37,16--22,17--26,18--19,18--39,18--49,19--38,19--42,20--29,20--36,20--41,22--27,22--43,23--24,23--46,24--25,25--28,25--38,26--47,28--33,29--31,29--49,30--33,30--36,31--45,32--35,32--46,33--34,34--37,34--48,35--41,35--44,39--44,41--47
0--9,0--40,0--49,1--8,1--20,1--38,2--3,2--7,2--12,3--8,3--44,4--15,4--34,4--42,5--19,5--33,5--41,6--22,6--26,6--28,7--20,7--24,8--9,9--30,10--17,10--36,10--45,11--14,11--15,11--18,12--32,12--33,13--27,13--32,13--47,14--26,14--44,15--31,16--30,16--34,16--49,17--37,17--46,18--27,18--41,19--33,19--47,20--49,21--37,21--40,21--44,22--39,22--47,23--31,23--35,23--45,24--35,24--46,25--36,25--39,25--48,26--45,27--34,28--40,28--46,29--38,29--41,29--42,30--48,31--42,32--43,35--38,36--43,37--48,39--43
0--13,0--16,0--37,1--23,1--27,1--39,2--14,2--19,2--48,3--5,3--7,3--32,4--40,4--43,4--47,5--11,5--14,6--12,6--31,6--41,7--13,7--36,8--9,8--31,8--36,9--26,9--47,10--19,10--24,10--27,11--22,11--45,12--21,12--29,13--38,14--42,15--25,15--26,15--46,16--30,16--31,17--40,17--43,17--46,18--22,18--28,18--29,19--21,20--35,20--38,20--45,21--30,22--38,23--26,23--28,24--42,24--44,25--34,25--49,27--32,28--44,29--36,30--37,32--46,33--42,33--45,33--47,34--35,34--49,35--49,37--40,39--41,39--48,41--44,43--48
0--8,0--15,0--32,1--2,1--18,1--23,2--30,2--43,3--22,3--24,3--42,4--16,4--23,4--48,5--37,5--45,5--47,6--10,6--26,6--32,7--13,7--15,7--46,8--26,8--41,9--12,9--36,9--38,10--44,10--46,11--19,11--21,11--26,12--13,12--14,13--34,14--33,14--42,15--39,16--21,16--40,17--18,17--41,17--44,18--22,19--27,19--47,20--27,20--40,20--45,21--35,22--49,23--30,24--31,24--39,25--28,25--30,25--44,27--29,28--29,28--48,29--43,31--35,31--39,32--42,33--38,33--49,34--45,34--49,35--37,36--47,36--48,37--43,38--46,40--41
0--9,0--28,0--48,1--16,1--20,1--44,2--7,2--18,2--31,3--6,3--19,3--46,4--7,4--25,4--37,5--14,5--34,5--39,6--20,6--33,7--8,8--39,8--43,9--21,9--27,10--22,10--36,10--45,11--19,11--45,11--46,12--17,12--24,12--28,13--15,13--21,13--31,14--28,14--48,15--37,15--44,16--34,16--38,17--26,17--45,18--30,18--46,19--27,20--21,22--23,22--47,23--29,23--31,24--29,24--35,25--29,25--41,26--42,26--49,27--38,30--33,30--35,32--39,32--40,32--42,33--36,34--42,35--43,36--49,37--47,38--43,40--41,40--49,41--44,47--48
0--9,0--21,0--36,1--28,1--39,1--49,2--6,2--8,2--48,3--27,3--38,3--40,4--12,4--23,4--46,5--10,5--22,5--49,6--14,6--16,7--28,7--47,7--48,8--13,8--45,9--22,9--27,10--31,10--42,11--23,11--26,11--34,12--37,12--48,13--25,13--39,14--33,14--39,15--29,15--30,15--33,16--19,16--30,17--27,17--32,17--41,18--25,18--26,18--36,19--29,19--35,20--36,20--43,20--46,21--23,21--46,22--34,24--31,24--32,24--38,25--44,26--35,28--38,29--40,30--45,31--42,32--37,33--42,34--49,35--37,40--41,41--43,43--47,44--45,44--47
0--14,0--39,0--48,1--2,1--19,1--45,2--30,2--49,3--7,3--35,3--42,4--20,4--21,4--44,5--32,5--39,5--43,6--17,6--30,6--42,7--16,7--41,8--17,8--20,8--40,9--29,9--33,9--49,10--23,10--31,10--47,11--15,11--36,11--38,12--15,12--23,12--39,13--21,13--22,13--41,14--24,14--26,15--28,16--34,16--40,17--37,18--24,18--26,18--38,19--22,19--36,20--31,21--25,22--45,23--37,24--37,25--30,25--46,26--28,27--32,27--46,27--49,28--41,29--45,29--47,31--35,32--43,33--34,33--38,34--48,35--36,40--44,42--43,44--47,46--48
0--7,0--26,0--45,1--17,1--18,1--38,2--5,2--28,2--31,3--18,3--20,3--46,4--11,4--17,4--40,5--8,5--44,6--8,6--39,6--49,7--33,7--35,8--16,9--20,9--22,9--27,10--21,10--43,10--44,11--12,11--38,12--33,12--47,13--23,13--26,13--30,14--35,14--36,14--37,15--16,15--37,15--46,16--46,17--49,18--39,19--31,19--35,19--36,20--28,21--23,21--34,22--42,22--47,23--36,24--25,24--33,24--42,25--27,25--37,26--27,28--39,29--43,29--44,29--49,30--34,30--41,31--48,32--34,32--45,32--47,38--48,40--42,40--43,41--45,41--48
0--19,0--33,0--48,1--18,1--21,1--29,2--35,2--38,2--42,3--30,3--32,3--47,4--7,4--31,4--42,5--15,5--33,5--35,6--11,6--28,6--45,7--9,7--14,8--14,8--20,8--41,9--34,9--40,10--29,10--31,10--43,11--25,11--31,12--28,12--34,12--36,13--21,13--39,13--46,14--42,15--16,15--35,16--36,16--40,17--29,17--43,17--49,18--26,18--40,19--22,19--37,20--47,20--49,21--22,22--37,23--25,23--41,23--46,24--38,24--41,24--49,25--44,26--45,26--46,27--39,27--43,27--48,28--33,30--32,30--44,32--34,36--37,38--47,39--45,44--48
