0--17,0--28,0--33,1--25,1--31,1--37,2--15,2--47,2--49,3--24,3--29,3--33,4--5,4--36,4--39,5--20,5--33,6--20,6--24,6--29,7--32,7--42,7--47,8--12,8--22,8--39,9--13,9--18,9--39,10--29,10--36,10--42,11--30,11--37,11--44,12--46,12--50,13--14,13--48,14--40,14--41,15--27,15--49,16--25,16--34,16--37,17--27,17--41,18--21,18--40,19--26,19--35,19--51,20--38,21--26,21--36,22--23,22--44,23--41,23--48,24--45,25--42,26--46,27--43,28--30,28--35,30--32,31--32,31--38,34--35,34--46,38--51,40--50,43--45,43--50,44--51,45--47,48--49
0--1,0--30,0--45,1--5,1--13,2--8,2--32,2--42,3--27,3--34,3--50,4--5,4--19,4--40,5--17,6--10,6--29,6--47,7--18,7--43,7--51,8--37,8--47,9--10,9--11,9--27,10--21,11--18,11--29,12--14,12--15,12--26,13--16,13--47,14--26,14--31,15--16,15--44,16--46,17--42,17--44,18--40,19--22,19--42,20--21,20--25,20--35,21--41,22--24,22--34,23--30,23--33,23--50,24--39,24--41,25--26,25--30,27--48,28--37,28--39,28--51,29--44,31--39,31--45,32--38,32--46,33--35,33--49,34--38,35--50,36--38,36--48,36--51,37--49,40--46,41--43,43--49,45--48
0--28,0--45,0--50,1--9,1--18,1--39,2--6,2--21,2--38,3--5,3--39,3--41,4--13,4--19,4--43,5--24,5--25,6--11,6--22,7--19,7--24,7--39,8--27,8--40,8--49,9--21,9--37,10--28,10--42,10--43,11--27,11--40,12--17,12--18,12--29,13--32,13--48,14--16,14--23,14--41,15--25,15--37,15--50,16--24,16--35,17--34,17--35,18--19,20--23,20--26,20--37,21--48,22--34,22--51,23--25,26--33,26--51,27--49,28--44,29--36,29--46,30--38,30--43,30--48,31--32,31--38,31--51,32--45,33--36,33--47,34--42,35--49,36--47,40--42,41--46,44--46,44--50,45--47
0--24,0--44,0--49,1--8,1--22,1--48,2--6,2--28,2--47,3--15,3--24,3--27,4--20,4--22,4--49,5--8,5--44,5--50,6--23,6--47,7--15,7--17,7--33,8--12,9--13,9--29,9--36,10--33,10--38,10--47,11--21,11--29,11--51,12--31,12--46,13--37,13--41,14--23,14--31,14--38,15--40,16--21,16--32,16--42,17--36,17--45,18--34,18--42,18--46,19--29,19--50,19--51,20--25,20--49,21--41,22--46,23--31,24--37,25--32,25--48,26--28,26--36,26--43,27--35,27--41,28--35,30--33,30--42,30--48,32--35,34--44,34--45,37--39,38--43,39--40,39--45,40--43,50--51
0--2,0--14,0--24,1--23,1--25,1--42,2--12,2--39,3--19,3--46,3--51,4--5,4--25,4--29,5--16,5--48,6--8,6--21,6--35,7--9,7--28,7--44,8--15,8--46,9--40,9--46,10--15,10--24,10--51,11--13,11--34,11--50,12--17,12--28,13--33,13--44,14--39,14--42,15--40,16--36,16--45,17--29,17--30,18--24,18--36,18--38,19--43,19--51,20--26,20--30,20--38,21--32,21--41,22--31,22--34,22--35,23--39,23--49,25--42,26--27,26--45,27--29,27--41,28--40,30--37,31--35,31--45,32--33,32--50,33--47,34--44,36--48,37--47,37--49,38--43,41--43,47--50,48--49
0--2,0--9,0--33,1--7,1--18,1--46,2--28,2--32,3--27,3--45,3--49,4--9,4--22,4--25,5--13,5--39,5--48,6--35,6--36,6--38,7--8,7--45,8--32,8--36,9--31,10--15,10--21,10--34,11--14,11--26,11--36,12--20,12--41,12--43,13--16,13--17,14--20,14--28,15--44,15--46,16--35,16--40,17--19,17--31,18--24,18--29,19--25,19--44,20--51,21--26,21--50,22--30,22--37,23--32,23--35,23--40,24--30,24--42,25--47,26--51,27--37,27--48,28--40,29--34,29--41,30--45,31--47,33--43,33--50,34--49,37--41,38--43,38--51,39--47,39--48,42--49,42--50,44--46
0--15,0--38,0--39,1--26,1--29,1--35,2--15,2--36,2--37,3--4,3--20,3--26,4--38,4--51,5--10,5--27,5--50,6--19,6--30,6--35,7--11,7--16,7--19,8--13,8--23,8--30,9--18,9--27,9--34,10--25,10--47,11--12,11--16,12--20,12--31,13--18,13--37,14--28,14--44,14--49,15--33,16--40,17--24,17--32,17--39,18--30,19--20,21--23,21--44,21--48,22--35,22--39,22--45,23--43,24--36,24--41,25--46,25--48,26--47,27--51,28--41,28--42,29--32,29--43,31--38,31--43,32--50,33--44,33--49,34--42,34--47,36--46,37--40,40--41,42--49,45--46,45--51,48--50
0--37,0--42,0--46,1--15,1--29,1--43,2--6,2--27,2--36,3--7,3--34,3--48,4--14,4--23,4--43,5--21,5--22,5--36,6--40,6--45,7--25,7--34,8--13,8--14,8--44,9--17,9--38,9--40,10--12,10--28,10--33,11--16,11--18,11--24,12--38,12--49,13--16,13--37,14--19,15--20,15--39,16--37,17--27,17--32,18--42,18--46,19--40,19--49,20--30,20--38,21--24,21--33,22--24,22--45,23--35,23--47,25--26,25--46,26--31,26--44,27--28,28--49,29--35,29--41,30--34,30--51,31--32,31--41,32--42,33--50,35--48,36--43,39--48,39--51,41--47,44--50,45--47,50--51
0--4,0--10,0--14,1--30,1--36,1--40,2--20,2--24,2--44,3--17,3--49,3--51,4--23,4--37,5--18,5--48,5--51,6--28,6--34,6--36,7--24,7--38,7--44,8--20,8--26,8--38,9--30,9--31,9--34,10--16,10--40,11--23,11--26,11--50,12--19,12--34,12--41,13--19,13--41,13--46,14--42,14--47,15--21,15--27,15--32,16--42,16--46,17--32,17--43,18--48,18--51,19--21,20--25,21--22,22--23,22--45,24--43,25--37,25--45,26--33,27--31,27--38,28--47,28--50,29--44,29--47,29--49,30--39,31--35,32--40,33--37,33--50,35--39,35--41,36--49,39--48,42--43,45--46
0--17,0--30,0--38,1--5,1--22,1--43,2--12,2--35,2--47,3--13,3--21,3--24,4--10,4--34,4--35,5--15,5--33,6--36,6--40,6--49,7--19,7--30,7--46,8--23,8--43,8--49,9--37,9--50,9--51,10--32,10--34,11--12,11--17,11--32,12--39,13--31,13--47,14--29,14--30,14--41,15--25,15--40,16--28,16--45,16--46,17--45,18--21,18--24,18--45,19--42,19--46,20--27,20--39,20--42,21--26,22--44,22--48,23--28,23--36,24--37,25--34,25--36,26--42,26--47,27--28,27--29,29--38,31--32,31--50,33--35,33--49,37--44,38--50,39--51,40--43,41--44,41--48,48--51
0--5,0--17,0--27,1--17,1--32,1--42,2--9,2--20,2--43,3--8,3--21,3--49,4--15,4--25,4--28,5--36,5--46,6--31,6--44,6--49,7--18,7--38,7--50,8--14,8--47,9--22,9--23,10--13,10--43,10--48,11--13,11--22,11--35,12--16,12--18,12--46,13--30,14--33,14--39,15--35,15--42,16--19,16--48,17--27,18--47,19--37,19--51,20--31,20--37,21--31,21--34,22--23,23--30,24--39,24--44,24--45,25--32,25--40,26--28,26--40,26--49,27--51,28--48,29--33,29--37,29--41,30--38,32--41,33--36,34--50,34--51,35--45,36--41,38--45,39--42,40--46,43--44,47--50
0--3,0--20,0--40,1--24,1--32,1--50,2--9,2--30,2--34,3--17,3--49,4--15,4--25,4--33,5--31,5--41,5--43,6--12,6--26,6--50,7--17,7--27,7--47,8--26,8--42,8--43,9--21,9--45,10--22,10--30,10--38,11--31,11--38,11--40,12--18,12--33,13--16,13--37,13--46,14--23,14--24,14--33,15--38,15--44,16--22,16--28,17--29,18--46,18--48,19--20,19--21,19--35,20--40,21--39,22--41,23--35,23--44,24--42,25--37,25--47,26--29,27--36,27--51,28--37,28--49,29--41,30--51,31--48,32--46,32--51,34--49,34--50,35--39,36--44,36--45,39--45,42--48,43--47
0--17,0--28,0--36,1--27,1--43,1--48,2--41,2--44,2--50,3--10,3--17,3--29,4--19,4--42,4--49,5--9,5--27,5--29,6--8,6--43,6--51,7--18,7--37,7--46,8--9,8--27,9--24,10--13,10--16,11--31,11--41,11--46,12--25,12--26,12--33,13--15,13--39,14--16,14--28,14--40,15--35,15--42,16--29,17--21,18--21,18--30,19--24,19--26,20--33,20--40,20--47,21--44,22--32,22--35,22--39,23--24,23--28,23--30,25--34,25--51,26--31,30--51,31--40,32--34,32--38,33--48,34--46,35--48,36--41,36--50,37--38,37--45,38--47,39--47,42--45,43--49,44--50,45--49
0--41,0--44,0--50,1--11,1--20,1--35,2--27,2--36,2--38,3--8,3--16,3--19,4--12,4--37,4--43,5--18,5--25,5--42,6--26,6--30,6--47,7--24,7--26,7--49,8--22,8--32,9--25,9--29,9--30,10--27,10--29,10--40,11--35,11--48,12--17,12--40,13--23,13--25,13--47,14--28,14--45,14--51,15--32,15--35,15--43,16--21,16--51,17--33,17--50,18--39,18--46,19--20,19--39,20--37,21--24,21--43,22--31,22--49,23--47,23--48,24--46,26--42,27--49,28--34,28--46,29--45,30--51,31--38,31--45,32--42,33--41,33--44,34--41,34--44,36--37,36--38,39--50,40--48
0--1,0--18,0--35,1--16,1--49,2--5,2--9,2--21,3--8,3--19,3--39,4--12,4--24,4--29,5--23,5--37,6--14,6--31,6--51,7--12,7--15,7--34,8--27,8--39,9--13,9--48,10--26,10--29,10--30,11--29,11--33,11--39,12--45,13--43,13--48,14--33,14--47,15--21,15--22,16--23,16--25,17--32,17--34,17--40,18--25,18--42,19--36,19--47,20--30,20--34,20--51,21--44,22--24,22--36,23--46,24--49,25--40,26--37,26--50,27--35,27--38,28--30,28--42,28--43,31--36,31--43,32--41,32--48,33--41,35--50,37--51,38--45,38--46,40--50,41--42,44--45,44--47,46--49
0--11,0--47,0--49,1--7,1--8,1--13,2--29,2--30,2--41,3--20,3--27,3--33,4--13,4--15,4--28,5--16,5--20,5--43,6--7,6--27,6--41,7--27,8--42,8--47,9--21,9--23,9--30,10--21,10--25,10--31,11--12,11--34,12--29,12--38,13--36,14--19,14--29,14--46,15--40,15--44,16--33,16--36,17--40,17--45,17--50,18--19,18--22,18--40,19--28,20--23,21--35,22--37,22--51,23--42,24--48,24--50,24--51,25--28,25--46,26--38,26--39,26--48,30--31,31--35,32--45,32--46,32--48,33--39,34--36,34--37,35--42,37--43,38--49,39--44,41--43,44--45,47--50,49--51
0--7,0--19,0--40,1--28,1--39,1--50,2--6,2--36,2--47,3--7,3--26,3--47,4--29,4--39,4--45,5--23,5--34,5--35,6--9,6--44,7--51,8--32,8--37,8--49,9--11,9--38,10--21,10--24,10--39,11--14,11--17,12--35,12--38,12--51,13--27,13--36,13--44,14--18,14--43,15--34,15--43,15--50,16--27,16--33,16--40,17--18,17--49,18--19,19--45,20--25,20--29,20--41,21--33,21--48,22--25,22--32,22--42,23--26,23--30,24--43,24--46,25--50,26--41,27--37,28--30,28--48,29--34,30--47,31--35,31--36,31--46,32--44,33--37,38--41,40--45,42--49,42--51,46--48
0--38,0--46,0--49,1--23,1--26,1--43,2--4,2--29,2--36,3--18,3--24,3--35,4--23,4--27,5--8,5--9,5--17,6--13,6--25,6--37,7--24,7--34,7--50,8--19,8--31,9--29,9--45,10--12,10--14,10--44,11--16,11--44,11--51,12--43,12--49,13--17,13--47,14--30,14--50,15--29,15--42,15--48,16--25,16--32,17--28,18--20,18--37,19--39,19--40,20--32,20--43,21--31,21--39,21--48,22--36,22--41,22--51,23--39,24--32,25--47,26--28,26--51,27--33,27--42,28--37,30--40,30--50,31--45,33--42,33--45,34--35,34--36,35--46,38--47,38--48,40--44,41--46,41--49
0--3,0--9,0--22,1--20,1--31,1--32,2--5,2--35,2--37,3--8,3--23,4--8,4--13,4--26,5--12,5--39,6--39,6--44,6--45,7--29,7--30,7--42,8--9,9--10,10--24,10--36,11--17,11--18,11--19,12--30,12--45,13--22,13--28,14--35,14--48,14--49,15--21,15--43,15--47,16--33,16--40,16--51,17--31,17--50,18--30,18--34,19--22,19--36,20--21,20--38,21--49,23--25,23--41,24--32,24--50,25--43,25--46,26--33,26--37,27--36,27--47,27--50,28--35,28--44,29--44,29--49,31--43,32--41,33--48,34--41,34--42,37--51,38--45,38--47,39--40,40--46,42--46,48--51
0--6,0--35,0--44,1--9,1--10,1--51,2--5,2--8,2--50,3--12,3--37,3--43,4--23,4--28,4--47,5--15,5--35,6--27,6--32,7--11,7--43,7--48,8--17,8--35,9--42,9--51,10--15,10--16,11--24,11--28,12--16,12--30,13--21,13--46,13--47,14--19,14--28,14--31,15--42,16--25,17--31,17--51,18--22,18--36,18--38,19--39,19--50,20--23,20--24,20--33,21--39,21--40,22--26,22--37,23--40,24--44,25--29,25--49,26--30,26--32,27--41,27--47,29--38,29--45,30--33,31--36,32--46,33--37,34--41,34--45,34--50,36--48,38--48,39--43,40--41,42--49,44--45,46--49
0--13,0--29,0--34,1--31,1--38,1--40,2--20,2--23,2--44,3--19,3--22,3--48,4--8,4--12,4--18,5--11,5--13,5--35,6--7,6--43,6--50,7--10,7--43,8--9,8--44,9--16,9--49,10--26,10--43,11--18,11--42,12--27,12--50,13--27,14--30,14--34,14--47,15--32,15--44,15--46,16--32,16--47,17--29,17--36,17--50,18--51,19--31,19--46,20--30,20--41,21--24,21--28,21--33,22--26,22--37,23--27,23--48,24--46,24--49,25--26,25--29,25--45,28--47,28--48,30--37,31--41,32--39,33--35,33--40,34--36,35--45,36--49,37--39,38--40,38--51,39--51,41--42,42--45
0--19,0--23,0--26,1--23,1--41,1--46,2--7,2--15,2--21,3--22,3--42,3--48,4--38,4--40,4--42,5--13,5--28,5--35,6--12,6--30,6--31,7--16,7--27,8--10,8--13,8--39,9--17,9--20,9--36,10--14,10--41,11--28,11--31,11--36,12--16,12--49,13--49,14--16,14--28,15--22,15--24,17--30,17--45,18--32,18--40,18--50,19--49,19--51,20--24,20--45,21--23,21--36,22--25,24--39,25--33,25--47,26--29,26--37,27--43,27--46,29--40,29--50,30--35,31--39,32--33,32--43,33--51,34--35,34--38,34--42,37--47,37--48,38--47,41--50,43--51,44--45,44--46,44--48
0--3,0--11,0--12,1--43,1--45,1--50,2--9,2--19,2--30,3--31,3--44,4--25,4--29,4--46,5--24,5--44,5--46,6--18,6--33,6--43,7--19,7--28,7--29,8--16,8--36,8--49,9--17,9--33,10--13,10--16,10--22,11--13,11--14,12--41,12--49,13--26,14--15,14--41,15--20,15--30,16--30,17--26,17--37,18--28,18--40,19--39,20--42,20--51,21--33,21--39,21--48,22--27,22--35,23--35,23--47,23--50,24--31,24--47,25--27,25--51,26--45,27--43,28--42,29--42,31--38,32--34,32--37,32--44,34--36,34--47,35--48,36--46,37--51,38--45,38--50,39--49,40--41,40--48
0--9,0--40,0--45,1--14,1--26,1--36,2--20,2--39,2--44,3--35,3--42,3--51,4--13,4--43,4--47,5--17,5--32,5--38,6--11,6--31,6--34,7--8,7--9,7--21,8--19,8--50,9--48,10--18,10--26,10--29,11--30,11--37,12--29,12--31,12--51,13--15,13--33,14--19,14--23,15--33,15--41,16--25,16--26,16--37,17--34,17--42,18--29,18--45,19--34,20--22,20--23,21--28,21--30,22--32,22--35,23--46,24--31,24--40,24--47,25--43,25--50,27--30,27--38,27--46,28--45,28--49,32--41,33--47,35--48,36--41,36--42,37--50,38--44,39--40,39--48,43--44,46--49,49--51
0--7,0--8,0--27,1--4,1--37,1--44,2--12,2--25,2--49,3--19,3--31,3--34,4--33,4--35,5--20,5--22,5--38,6--20,6--28,6--41,7--8,7--17,8--10,9--24,9--30,9--33,10--15,10--16,11--14,11--27,11--48,12--14,12--39,13--14,13--29,13--35,15--24,15--27,16--46,16--49,17--34,17--45,18--19,18--23,18--29,19--50,20--39,21--43,21--46,21--48,22--32,22--42,23--28,23--48,24--42,25--33,25--45,26--40,26--43,26--45,28--36,29--30,30--44,31--32,31--41,32--36,34--44,35--49,36--50,37--38,37--51,38--40,39--51,40--42,41--47,43--51,46--47,47--50
0--17,0--32,0--37,1--5,1--24,1--47,2--17,2--29,2--45,3--10,3--17,3--31,4--18,4--20,4--23,5--18,5--29,6--16,6--19,6--37,7--9,7--12,7--26,8--13,8--16,8--24,9--10,9--46,10--42,11--26,11--28,11--49,12--42,12--50,13--34,13--50,14--35,14--40,14--51,15--21,15--38,15--43,16--30,18--46,19--25,19--27,20--48,20--51,21--48,21--51,22--27,22--28,22--35,23--32,23--40,24--44,25--41,25--43,26--36,27--28,29--39,30--46,30--48,31--43,31--49,32--40,33--45,33--47,33--50,34--36,34--41,35--39,36--38,37--38,39--44,41--49,42--44,45--47
