0--3,0--5,0--30,0--36,1--12,1--21,1--45,1--47,2--25,2--44,2--46,2--47,3--9,3--33,3--35,4--5,4--10,4--13,4--37,5--14,5--25,6--21,6--22,6--37,6--45,7--14,7--18,7--30,7--31,8--15,8--19,8--20,8--31,9--19,9--22,9--32,10--11,10--34,10--36,11--14,11--24,11--38,12--16,12--27,12--39,13--24,13--34,13--42,14--29,15--17,15--42,15--44,16--31,16--39,16--40,17--18,17--38,17--46,18--26,18--43,19--40,19--43,20--27,20--32,20--37,21--26,21--35,22--37,22--38,23--31,23--41,23--44,23--45,24--25,24--47,25--28,26--28,26--33,27--30,27--41,28--39,28--43,29--38,29--39,29--41,30--32,32--44,33--35,33--40,34--36,34--47,35--46,36--42,40--46,41--45,42--43
0--1,0--29,0--30,0--36,1--24,1--42,1--44,2--5,2--18,2--34,2--47,3--20,3--21,3--25,3--45,4--18,4--28,4--38,4--46,5--22,5--24,5--40,6--13,6--15,6--26,6--38,7--12,7--16,7--29,7--45,8--14,8--17,8--27,8--35,9--20,9--26,9--35,9--41,10--14,10--18,10--30,10--37,11--14,11--15,11--36,11--41,12--15,12--26,12--28,13--19,13--22,13--27,14--31,15--40,16--19,16--33,16--35,17--22,17--23,17--43,18--35,19--24,19--31,20--25,20--32,21--22,21--27,21--34,23--30,23--34,23--40,24--37,25--41,25--46,26--29,27--28,28--44,29--32,30--45,31--32,31--37,32--38,33--42,33--43,33--46,34--43,36--38,36--41,37--46,39--40,39--42,39--44,39--47,42--44,43--47,45--47
0--22,0--23,0--36,0--43,1--19,1--36,1--38,1--47,2--26,2--28,2--33,2--38,3--13,3--41,3--44,3--45,4--8,4--15,4--32,4--43,5--7,5--37,5--40,5--46,6--20,6--39,6--40,6--41,7--21,7--24,7--26,8--32,8--37,8--41,9--11,9--14,9--15,9--29,10--21,10--26,10--44,10--46,11--13,11--31,11--35,12--16,12--19,12--20,12--34,13--17,13--44,14--15,14--38,14--42,15--28,16--30,16--36,16--43,17--19,17--27,17--36,18--23,18--29,18--31,18--47,19--23,20--35,20--45,21--34,21--40,22--31,22--33,22--42,23--30,24--25,24--28,24--33,25--29,25--38,25--46,26--32,27--34,27--39,27--42,28--44,29--34,30--35,30--37,31--45,32--41,33--37,35--47,39--42,39--46,40--43,45--47
0--13,0--29,0--34,0--37,1--26,1--32,1--33,1--47,2--14,2--26,2--44,2--45,3--22,3--30,3--31,3--44,4--13,4--33,4--46,4--47,5--9,5--32,5--36,5--41,6--18,6--26,6--30,6--35,7--9,7--17,7--20,7--40,8--10,8--18,8--37,8--41,9--27,9--28,10--21,10--25,10--29,11--21,11--22,11--23,11--32,12--26,12--30,12--38,12--39,13--14,13--40,14--16,14--24,15--20,15--31,15--32,15--45,16--24,16--27,16--41,17--19,17--23,17--28,18--42,18--43,19--31,19--38,19--45,20--22,20--40,21--25,21--35,22--35,23--39,23--45,24--25,24--34,25--34,27--33,27--46,28--29,28--42,29--42,30--37,31--47,33--39,34--38,35--37,36--41,36--43,36--46,38--44,39--42,40--43,43--46,44--47
0--34,0--42,0--43,0--47,1--9,1--11,1--33,1--45,2--5,2--29,2--40,2--43,3--4,3--5,3--19,3--24,4--6,4--15,4--35,5--12,5--30,6--7,6--16,6--22,7--21,7--25,7--39,8--11,8--24,8--43,8--45,9--10,9--17,9--19,10--30,10--32,10--37,11--12,11--27,12--19,12--32,13--34,13--39,13--41,13--47,14--21,14--26,14--36,14--43,15--21,15--27,15--47,16--20,16--24,16--31,17--18,17--36,17--42,18--22,18--23,18--26,19--22,20--31,20--44,20--46,21--29,22--35,23--25,23--39,23--41,24--38,25--33,25--36,26--32,26--39,27--28,27--30,28--29,28--38,28--41,29--35,30--37,31--34,31--37,32--45,33--38,33--45,34--44,35--40,36--40,37--42,38--47,40--44,41--46,42--46,44--46
0--9,0--21,0--35,0--44,1--12,1--20,1--21,1--47,2--3,2--9,2--30,2--33,3--21,3--23,3--38,4--8,4--23,4--26,4--47,5--6,5--14,5--29,5--36,6--13,6--18,6--46,7--28,7--33,7--37,7--43,8--9,8--22,8--38,9--25,10--25,10--36,10--40,10--47,11--28,11--34,11--43,11--44,12--18,12--24,12--38,13--29,13--30,13--42,14--31,14--38,14--43,15--19,15--27,15--34,15--35,16--17,16--20,16--39,16--45,17--20,17--31,17--39,18--32,18--41,19--26,19--37,19--43,20--42,21--42,22--25,22--33,22--46,23--27,23--46,24--37,24--44,24--46,25--39,26--40,26--45,27--29,27--32,28--34,28--41,29--34,30--37,30--41,31--35,31--40,32--39,32--47,33--44,35--36,36--45,40--42,41--45
0--6,0--13,0--25,0--35,1--21,1--28,1--30,1--41,2--20,2--37,2--39,2--47,3--7,3--16,3--29,3--38,4--13,4--15,4--16,4--35,5--17,5--34,5--41,5--46,6--8,6--29,6--30,7--8,7--17,7--22,8--44,8--45,9--24,9--34,9--42,9--47,10--22,10--37,10--38,10--40,11--18,11--20,11--36,11--43,12--20,12--21,12--27,12--28,13--34,13--43,14--22,14--24,14--26,14--30,15--31,15--32,15--43,16--26,16--33,17--28,17--38,18--28,18--32,18--41,19--27,19--33,19--45,19--47,20--25,21--31,21--42,22--45,23--29,23--32,23--36,23--44,24--34,24--39,25--36,25--44,26--40,26--47,27--35,27--36,29--41,30--43,31--37,31--39,32--40,33--38,33--39,35--46,37--45,40--42,42--46,44--46
0--13,0--26,0--27,0--29,1--4,1--21,1--22,1--41,2--7,2--11,2--44,2--46,3--25,3--29,3--35,3--46,4--13,4--37,4--41,5--11,5--14,5--32,5--40,6--10,6--18,6--30,6--31,7--16,7--44,7--45,8--22,8--32,8--34,8--36,9--28,9--32,9--35,9--40,10--16,10--18,10--25,11--19,11--43,12--18,12--26,12--27,12--33,13--28,13--38,14--23,14--24,14--47,15--16,15--18,15--30,15--38,16--43,17--20,17--24,17--25,17--36,19--34,19--40,19--43,20--23,20--25,20--31,21--37,21--42,21--46,22--36,22--38,23--24,23--39,24--43,26--30,26--47,27--31,27--35,28--29,28--41,29--32,30--42,31--46,33--39,33--42,33--47,34--36,34--45,35--37,37--47,38--44,39--40,39--45,41--44,42--45
0--9,0--23,0--35,0--47,1--16,1--30,1--32,1--38,2--16,2--19,2--21,2--31,3--7,3--9,3--11,3--42,4--12,4--21,4--22,4--26,5--22,5--32,5--41,5--46,6--10,6--11,6--16,6--28,7--12,7--35,7--47,8--12,8--17,8--19,8--43,9--28,9--35,10--38,10--41,10--45,11--14,11--34,12--37,13--21,13--40,13--44,13--46,14--18,14--39,14--41,15--20,15--29,15--30,15--43,16--42,17--21,17--25,17--36,18--24,18--27,18--31,19--38,19--45,20--22,20--29,20--34,22--32,23--30,23--33,23--44,24--26,24--27,24--37,25--30,25--31,25--36,26--36,26--43,27--31,27--47,28--33,28--40,29--43,29--45,32--42,33--38,33--40,34--39,34--46,35--44,36--37,37--45,39--44,39--47,40--42,41--46
0--10,0--17,0--18,0--22,1--14,1--20,1--39,1--45,2--13,2--25,2--30,2--47,3--5,3--7,3--29,3--33,4--14,4--16,4--19,4--29,5--12,5--23,5--32,6--11,6--24,6--25,6--38,7--25,7--30,7--37,8--10,8--34,8--36,8--42,9--10,9--19,9--21,9--30,10--38,11--20,11--40,11--42,12--16,12--39,12--43,13--24,13--27,13--46,14--26,14--47,15--20,15--36,15--46,15--47,16--27,16--30,17--18,17--31,17--46,18--28,18--36,19--40,19--41,20--28,21--22,21--35,21--44,22--35,22--44,23--26,23--27,23--32,24--34,24--43,25--43,26--31,26--44,27--28,28--33,29--34,29--41,31--37,31--45,32--37,32--42,33--38,33--40,34--46,35--40,35--41,36--47,37--43,38--39,39--45,41--44,42--45
0--3,0--4,0--24,0--29,1--17,1--24,1--35,1--38,2--7,2--9,2--34,2--46,3--5,3--25,3--45,4--13,4--19,4--42,5--9,5--30,5--40,6--23,6--31,6--35,6--40,7--18,7--23,7--28,8--13,8--23,8--41,8--44,9--15,9--33,10--20,10--31,10--32,10--43,11--22,11--37,11--39,11--41,12--16,12--20,12--36,12--42,13--32,13--40,14--21,14--26,14--37,14--42,15--20,15--22,15--30,16--28,16--29,16--46,17--22,17--26,17--27,18--27,18--34,18--39,19--23,19--29,19--33,20--32,21--43,21--44,21--47,22--30,24--36,24--46,25--28,25--45,25--47,26--38,26--39,27--41,27--45,28--41,29--46,30--45,31--37,31--40,32--47,33--37,33--39,34--35,34--36,35--43,36--43,38--42,38--44,44--47
0--1,0--15,0--33,0--37,1--7,1--20,1--34,2--24,2--40,2--43,2--44,3--4,3--13,3--34,3--46,4--15,4--21,4--28,5--12,5--18,5--19,5--26,6--24,6--25,6--33,6--39,7--9,7--13,7--31,8--10,8--26,8--34,8--37,9--21,9--44,9--45,10--18,10--41,10--46,11--13,11--23,11--32,11--35,12--17,12--31,12--47,13--22,14--17,14--20,14--28,14--29,15--35,15--36,16--22,16--23,16--40,16--42,17--30,17--42,18--32,18--39,19--21,19--27,19--46,20--23,20--42,21--31,22--37,22--45,23--38,24--33,24--38,25--29,25--33,25--43,26--32,26--43,27--30,27--32,27--38,28--29,28--34,29--39,30--36,30--42,31--46,35--38,35--41,36--37,36--43,39--40,40--41,41--47,44--45,44--47,45--47
0--5,0--17,0--34,0--45,1--2,1--14,1--28,1--40,2--4,2--33,2--35,3--13,3--17,3--22,3--42,4--12,4--38,4--44,5--11,5--13,5--21,6--23,6--42,6--46,6--47,7--10,7--20,7--32,7--45,8--26,8--28,8--31,8--38,9--11,9--17,9--44,9--46,10--18,10--41,10--47,11--16,11--30,12--19,12--36,12--44,13--23,13--35,14--19,14--29,14--33,15--21,15--22,15--32,15--40,16--22,16--25,16--39,17--33,18--26,18--32,18--33,19--41,19--44,20--26,20--39,20--43,21--24,21--28,22--27,23--27,23--37,24--25,24--38,24--45,25--28,25--30,26--37,27--30,27--46,29--36,29--43,29--47,30--41,31--35,31--40,31--42,32--38,34--42,34--43,34--46,35--36,36--39,37--39,37--41,40--47,43--45
0--6,0--19,0--25,0--45,1--11,1--28,1--37,1--40,2--20,2--21,2--43,2--45,3--10,3--23,3--25,3--31,4--9,4--16,4--39,4--40,5--7,5--19,5--23,5--35,6--22,6--24,6--29,7--13,7--17,7--25,8--16,8--39,8--42,8--47,9--11,9--26,9--36,10--29,10--39,10--41,11--13,11--44,12--15,12--16,12--23,12--32,13--20,13--43,14--24,14--27,14--37,14--44,15--16,15--29,15--31,17--25,17--32,17--38,18--28,18--29,18--43,18--46,19--34,19--46,20--21,20--37,21--36,21--42,22--32,22--36,22--45,23--35,24--30,24--31,26--33,26--38,26--42,27--30,27--35,27--45,28--32,28--34,30--34,30--47,31--42,33--37,33--41,33--43,34--41,35--44,36--40,38--39,38--44,40--47,41--46,46--47
0--1,0--5,0--17,0--47,1--30,1--31,1--39,2--25,2--34,2--40,2--44,3--13,3--18,3--23,3--24,4--14,4--21,4--31,4--37,5--8,5--9,5--13,6--7,6--15,6--26,6--47,7--16,7--38,7--45,8--22,8--29,8--36,9--12,9--18,9--32,10--14,10--21,10--28,10--45,11--36,11--40,11--41,11--43,12--25,12--30,12--41,13--38,13--39,14--20,14--25,15--35,15--40,15--45,16--17,16--22,16--34,17--25,17--35,18--27,18--29,19--20,19--33,19--37,19--43,20--23,20--30,21--33,21--39,22--31,22--35,23--37,23--38,24--27,24--33,24--46,26--28,26--32,26--39,27--28,27--45,28--41,29--32,29--42,30--33,31--44,32--43,34--44,34--46,35--47,36--40,36--42,37--42,38--41,42--47,43--46,44--46
0--20,0--29,0--31,0--32,1--17,1--27,1--32,1--42,2--5,2--15,2--31,2--33,3--9,3--18,3--19,3--24,4--17,4--19,4--27,4--38,5--7,5--8,5--27,6--35,6--38,6--42,6--47,7--21,7--22,7--43,8--24,8--26,8--43,9--13,9--39,9--45,10--14,10--22,10--34,10--41,11--20,11--26,11--28,11--38,12--23,12--31,12--34,12--42,13--38,13--41,13--46,14--17,14--19,14--34,15--36,15--37,15--45,16--30,16--33,16--35,16--36,17--21,18--20,18--30,18--39,19--42,20--29,21--43,21--46,22--36,22--46,23--24,23--30,23--47,24--27,25--26,25--33,25--36,25--47,26--39,28--32,28--39,28--44,29--40,29--44,30--32,31--44,33--41,34--37,35--41,35--45,37--46,37--47,40--43,40--44,40--45
0--18,0--25,0--33,0--40,1--7,1--24,1--44,1--46,2--5,2--27,2--38,2--40,3--13,3--36,3--42,3--44,4--13,4--17,4--23,4--31,5--26,5--38,5--39,6--9,6--12,6--19,6--34,7--15,7--16,7--31,8--12,8--31,8--39,8--43,9--20,9--23,9--33,10--17,10--25,10--26,10--40,11--14,11--22,11--28,11--40,12--21,12--24,13--38,13--39,14--16,14--35,14--45,15--30,15--36,15--45,16--35,16--43,17--19,17--20,18--19,18--22,18--29,19--28,20--34,20--39,21--26,21--41,21--43,22--37,22--44,23--32,23--34,24--25,24--41,25--30,26--47,27--29,27--31,27--47,28--32,28--44,29--41,29--46,30--41,30--45,32--37,32--45,33--34,33--35,35--38,36--42,36--47,37--42,37--46,42--43,46--47
0--3,0--4,0--32,0--44,1--9,1--12,1--25,1--26,2--12,2--21,2--36,2--47,3--16,3--17,3--37,4--19,4--34,4--46,5--9,5--34,5--36,5--42,6--10,6--12,6--40,6--46,7--8,7--24,7--33,7--44,8--9,8--10,8--19,9--21,10--17,10--35,11--19,11--22,11--24,11--35,12--25,13--16,13--23,13--30,13--38,14--16,14--18,14--31,14--47,15--27,15--37,15--38,15--45,16--22,17--27,17--29,18--29,18--36,18--44,19--34,20--26,20--30,20--37,20--41,21--28,21--35,22--29,22--41,23--31,23--36,23--42,24--40,24--43,25--40,25--43,26--37,26--39,27--35,27--44,28--29,28--30,28--42,30--31,31--39,32--43,32--45,32--46,33--42,33--43,33--47,34--45,38--41,38--47,39--41,39--46,40--45
0--36,0--37,0--39,0--43,1--23,1--24,1--32,1--44,2--7,2--14,2--24,2--27,3--14,3--25,3--44,3--45,4--6,4--22,4--31,4--34,5--8,5--9,5--22,5--28,6--29,6--35,6--36,7--18,7--37,7--41,8--18,8--28,8--39,9--13,9--21,9--29,10--13,10--17,10--27,10--30,11--14,11--15,11--16,11--33,12--27,12--29,12--36,12--40,13--30,13--41,14--20,15--16,15--27,15--46,16--36,16--41,17--23,17--39,17--47,18--44,18--45,19--24,19--25,19--31,19--44,20--26,20--40,20--46,21--22,21--42,21--46,22--25,23--34,23--38,24--33,25--40,26--29,26--38,26--43,28--37,28--42,30--32,30--43,31--38,31--39,32--33,32--40,33--45,34--35,34--37,35--42,35--46,38--41,42--47,43--47,45--47
0--7,0--18,0--19,0--39,1--8,1--18,1--38,1--45,2--7,2--20,2--30,2--43,3--14,3--25,3--34,3--37,4--10,4--27,4--32,4--37,5--32,5--38,5--41,5--45,6--8,6--11,6--24,6--31,7--14,7--28,8--11,8--21,9--12,9--28,9--32,9--36,10--12,10--39,10--43,11--24,11--43,12--14,12--35,13--21,13--26,13--30,13--35,14--40,15--29,15--33,15--37,15--44,16--23,16--32,16--36,16--40,17--24,17--28,17--46,17--47,18--20,18--26,19--22,19--34,19--42,20--29,20--38,21--27,21--31,22--25,22--31,22--41,23--26,23--35,23--47,24--28,25--34,25--42,26--35,27--31,27--42,29--44,29--45,30--42,30--43,33--41,33--46,33--47,34--44,36--37,36--40,38--45,39--40,39--44,41--46,46--47
0--12,0--24,0--41,0--42,1--29,1--31,1--37,1--39,2--9,2--27,2--30,2--38,3--6,3--12,3--18,3--31,4--11,4--24,4--26,4--28,5--10,5--17,5--18,5--45,6--8,6--25,6--33,7--17,7--25,7--27,7--41,8--9,8--20,8--33,9--22,9--39,10--18,10--30,10--34,11--15,11--44,11--47,12--33,12--46,13--25,13--30,13--37,13--38,14--22,14--23,14--38,14--44,15--17,15--33,15--36,16--23,16--29,16--35,16--42,17--19,18--39,19--21,19--34,19--37,20--35,20--40,20--45,21--22,21--28,21--34,22--25,23--37,23--46,24--35,24--41,26--42,26--43,26--47,27--41,27--44,28--45,28--47,29--31,29--40,30--36,31--43,32--38,32--39,32--44,32--46,34--47,35--45,36--40,36--46,40--43,42--43
0--8,0--10,0--26,0--27,1--21,1--23,1--41,1--43,2--9,2--23,2--24,2--27,3--20,3--29,3--30,3--44,4--6,4--15,4--25,4--29,5--17,5--31,5--35,5--37,6--36,6--45,6--46,7--11,7--14,7--34,7--37,8--33,8--34,8--40,9--18,9--19,9--36,10--17,10--32,10--44,11--14,11--43,11--45,12--13,12--15,12--25,12--41,13--21,13--30,13--31,14--26,14--28,15--22,15--32,16--21,16--29,16--31,16--43,17--18,17--19,18--35,18--42,19--27,19--32,20--32,20--39,20--43,21--46,22--23,22--28,22--47,23--35,24--29,24--33,24--39,25--30,25--40,26--28,26--37,27--44,28--42,30--46,31--45,33--39,33--41,34--38,34--44,35--46,36--40,36--47,37--39,38--41,38--45,38--47,40--42,42--47
0--1,0--13,0--20,0--27,1--24,1--32,1--46,2--9,2--17,2--28,2--34,3--14,3--17,3--26,3--37,4--10,4--35,4--41,4--45,5--21,5--22,5--38,5--45,6--26,6--29,6--35,6--47,7--9,7--12,7--21,7--40,8--26,8--33,8--35,8--39,9--24,9--35,10--14,10--23,10--43,11--22,11--29,11--34,11--43,12--19,12--25,12--37,13--16,13--23,13--39,14--15,14--30,15--18,15--36,15--45,16--17,16--24,16--43,17--36,18--34,18--38,18--44,19--28,19--29,19--43,20--26,20--37,20--38,21--33,21--41,22--31,22--40,23--39,23--42,24--45,25--33,25--42,25--47,27--32,27--36,27--47,28--30,28--32,29--40,30--38,30--46,31--39,31--41,31--46,32--37,33--40,34--42,36--44,41--44,42--47,44--46
0--17,0--27,0--29,0--44,1--8,1--19,1--43,1--47,2--26,2--27,2--33,2--39,3--12,3--23,3--24,3--30,4--19,4--24,4--40,4--44,5--6,5--9,5--15,5--32,6--9,6--11,6--28,7--15,7--16,7--23,7--47,8--31,8--38,8--42,9--41,9--46,10--22,10--29,10--40,10--45,11--16,11--35,11--36,12--17,12--32,12--46,13--24,13--26,13--32,13--33,14--18,14--20,14--25,14--30,15--16,15--23,16--33,17--36,17--39,18--25,18--37,18--47,19--35,19--41,20--23,20--34,20--35,21--34,21--42,21--45,21--47,22--37,22--38,22--40,24--36,25--31,25--43,26--39,26--42,27--28,27--43,28--37,28--38,29--30,29--32,30--46,31--34,31--45,33--39,34--46,35--43,36--42,37--41,38--45,40--44,41--44
0--24,0--27,0--30,0--42,1--2,1--4,1--37,1--46,2--10,2--32,2--43,3--32,3--35,3--44,3--47,4--7,4--14,4--39,5--18,5--27,5--36,5--44,6--20,6--29,6--34,6--42,7--20,7--22,7--37,8--14,8--16,8--18,8--44,9--12,9--19,9--35,9--38,10--11,10--19,10--35,11--12,11--32,11--47,12--13,12--40,13--15,13--24,13--35,14--20,14--45,15--37,15--40,15--43,16--21,16--25,16--26,17--21,17--26,17--38,17--43,18--23,18--26,19--27,19--28,20--45,21--23,21--26,22--30,22--33,22--36,23--31,23--40,24--41,24--46,25--29,25--34,25--43,27--31,28--31,28--46,28--47,29--38,29--44,30--39,30--41,31--41,32--36,33--41,33--42,33--45,34--40,34--46,36--37,38--39,39--47,42--45
0--16,0--30,0--31,0--43,1--4,1--9,1--15,1--22,2--8,2--21,2--35,2--41,3--25,3--26,3--38,3--39,4--27,4--28,4--30,5--13,5--20,5--35,5--37,6--8,6--27,6--31,6--33,7--17,7--20,7--23,7--47,8--34,8--39,9--19,9--26,9--47,10--11,10--17,10--19,10--23,11--13,11--38,11--46,12--18,12--25,12--34,12--46,13--25,13--42,14--19,14--29,14--41,14--46,15--28,15--37,15--42,16--35,16--36,16--44,17--33,17--45,18--27,18--37,18--47,19--20,20--47,21--29,21--39,21--40,22--23,22--44,22--45,23--32,24--29,24--37,24--41,24--44,25--43,26--30,26--31,27--42,28--40,28--44,29--38,30--34,31--38,32--33,32--39,32--45,33--35,34--42,36--40,36--43,36--45,40--46,41--43
