0--7,0--22,0--24,1--15,1--17,1--19,2--5,2--20,2--25,3--14,3--20,3--23,4--13,4--21,4--22,5--17,5--18,6--8,6--11,6--25,7--14,7--24,8--9,8--10,9--16,9--17,10--13,10--15,11--13,11--24,12--16,12--21,12--25,14--20,15--18,16--23,18--22,19--21,19--23
0--1,0--7,0--17,1--2,1--13,2--18,2--22,3--10,3--18,3--25,4--6,4--8,4--23,5--15,5--20,5--25,6--13,6--24,7--14,7--23,8--14,8--19,9--12,9--13,9--24,10--15,10--17,11--19,11--20,11--21,12--15,12--16,14--17,16--18,16--25,19--20,21--22,21--24,22--23
0--13,0--17,0--22,1--5,1--18,1--19,2--3,2--16,2--17,3--11,3--24,4--8,4--9,4--15,5--15,5--17,6--13,6--16,6--25,7--9,7--14,7--24,8--12,8--19,9--23,10--11,10--18,10--20,11--25,12--20,12--21,13--15,14--21,14--22,16--24,18--23,19--23,20--22,21--25
0--10,0--13,0--21,1--6,1--11,1--24,2--9,2--20,2--23,3--8,3--14,3--22,4--13,4--17,4--19,5--6,5--7,5--15,6--18,7--15,7--18,8--11,8--17,9--12,9--16,10--14,10--16,11--22,12--19,12--25,13--21,14--24,15--16,17--25,18--19,20--22,20--24,21--23,23--25
0--5,0--9,0--22,1--8,1--16,1--17,2--7,2--13,2--19,3--9,3--24,3--25,4--8,4--11,4--18,5--10,5--11,6--15,6--23,6--24,7--15,7--22,8--19,9--21,10--16,10--21,11--14,12--15,12--17,12--18,13--23,13--24,14--22,14--25,16--17,18--20,19--20,20--25,21--23
0--4,0--14,0--19,1--3,1--10,1--11,2--6,2--14,2--25,3--12,3--21,4--9,4--21,5--11,5--16,5--24,6--13,6--17,7--18,7--22,7--23,8--21,8--22,8--24,9--23,9--24,10--16,10--25,11--13,12--19,12--25,13--15,14--17,15--18,15--20,16--20,17--22,18--23,19--20
0--1,0--16,0--18,1--4,1--5,2--14,2--17,2--20,3--8,3--9,3--22,4--7,4--8,5--6,5--21,6--17,6--18,7--19,7--25,8--15,9--10,9--20,10--23,10--24,11--13,11--19,11--21,12--15,12--17,12--24,13--20,13--23,14--15,14--19,16--21,16--22,18--25,22--25,23--24
0--4,0--8,0--24,1--6,1--16,1--22,2--3,2--12,2--16,3--5,3--11,4--11,4--20,5--13,5--15,6--14,6--21,7--18,7--20,7--23,8--17,8--23,9--13,9--18,9--19,10--13,10--22,10--24,11--25,12--14,12--15,14--19,15--17,16--24,17--21,18--23,19--25,20--25,21--22
0--2,0--8,0--23,1--12,1--20,1--24,2--5,2--15,3--6,3--10,3--16,4--9,4--10,4--23,5--16,5--21,6--19,6--22,7--9,7--11,7--13,8--15,8--24,9--14,10--25,11--12,11--20,12--19,13--14,13--25,14--21,15--22,16--20,17--18,17--19,17--22,18--23,18--24,21--25
0--4,0--10,0--23,1--5,1--12,1--21,2--11,2--16,2--25,3--9,3--15,3--16,4--17,4--19,5--6,5--12,6--7,6--8,7--13,7--19,8--18,8--25,9--18,9--20,10--18,10--22,11--17,11--23,12--21,13--20,13--25,14--15,14--22,14--24,15--17,16--19,20--23,21--24,22--24
0--7,0--10,0--18,1--14,1--15,1--23,2--5,2--23,2--25,3--6,3--13,3--20,4--5,4--10,4--21,5--16,6--18,6--21,7--11,7--15,8--14,8--16,8--24,9--13,9--18,9--19,10--17,11--13,11--17,12--14,12--16,12--24,15--24,17--20,19--22,19--25,20--22,21--22,23--25
0--1,0--14,0--23,1--19,1--21,2--6,2--11,2--15,3--9,3--11,3--15,4--5,4--17,4--25,5--10,5--20,6--10,6--12,7--14,7--18,7--24,8--13,8--19,8--23,9--12,9--25,10--12,11--21,13--15,13--20,14--18,16--19,16--22,16--24,17--22,17--24,18--21,20--23,22--25
0--10,0--14,0--24,1--2,1--11,1--16,2--16,2--17,3--7,3--15,3--20,4--8,4--12,4--21,5--12,5--18,5--23,6--8,6--19,6--21,7--9,7--10,8--22,9--13,9--19,10--14,11--13,11--25,12--13,14--21,15--22,15--24,16--17,17--18,18--23,19--20,20--25,22--25,23--24
0--10,0--11,0--20,1--4,1--9,1--19,2--4,2--8,2--15,3--10,3--11,3--13,4--22,5--7,5--10,5--23,6--17,6--18,6--19,7--9,7--14,8--12,8--22,9--24,11--23,12--18,12--21,13--21,13--25,14--19,14--25,15--16,15--21,16--17,16--24,17--20,18--25,20--22,23--24
0--14,0--16,0--23,1--10,1--20,1--25,2--4,2--8,2--25,3--10,3--16,3--20,4--11,4--19,5--7,5--15,5--17,6--9,6--10,6--18,7--9,7--12,8--9,8--18,11--13,11--21,12--21,12--23,13--16,13--23,14--18,14--21,15--19,15--22,17--24,17--25,19--22,20--24,22--24
0--5,0--9,0--22,1--3,1--14,1--20,2--8,2--22,2--24,3--17,3--24,4--12,4--21,4--23,5--7,5--15,6--11,6--12,6--21,7--8,7--22,8--19,9--10,9--13,10--13,10--18,11--16,11--19,12--17,13--25,14--15,14--18,15--25,16--18,16--21,17--20,19--23,20--24,23--25
0--11,0--20,0--24,1--2,1--6,1--15,2--3,2--21,3--5,3--15,4--12,4--16,4--17,5--8,5--12,6--8,6--13,7--14,7--19,7--24,8--11,9--19,9--23,9--24,10--11,10--14,10--23,12--18,13--16,13--19,14--22,15--22,16--20,17--20,17--25,18--21,18--23,21--25,22--25
0--5,0--8,0--20,1--6,1--17,1--21,2--7,2--19,2--23,3--9,3--14,3--25,4--10,4--18,4--21,5--9,5--13,6--14,6--21,7--14,7--22,8--17,8--18,9--12,10--11,10--12,11--19,11--22,12--15,13--19,13--24,15--18,15--25,16--20,16--23,16--25,17--24,20--23,22--24
0--1,0--2,0--14,1--11,1--21,2--6,2--10,3--10,3--20,3--23,4--13,4--15,4--21,5--9,5--17,5--23,6--18,6--24,7--12,7--13,7--14,8--9,8--16,8--19,9--11,10--19,11--16,12--19,12--23,13--17,14--20,15--22,15--25,16--24,17--20,18--22,18--25,21--22,24--25
0--12,0--23,0--25,1--3,1--7,1--17,2--8,2--10,2--18,3--14,3--19,4--6,4--7,4--25,5--9,5--21,5--22,6--9,6--10,7--21,8--14,8--15,9--20,10--17,11--13,11--23,11--24,12--20,12--22,13--16,13--21,14--16,15--20,15--23,16--19,17--18,18--24,19--22,24--25
0--2,0--4,0--10,1--8,1--21,1--22,2--5,2--11,3--12,3--13,3--18,4--9,4--14,5--17,5--25,6--10,6--13,6--19,7--9,7--19,7--25,8--14,8--20,9--15,10--12,11--12,11--22,13--25,14--20,15--16,15--20,16--17,16--18,17--21,18--24,19--23,21--24,22--23,23--24
0--9,0--17,0--25,1--2,1--6,1--12,2--13,2--16,3--5,3--6,3--23,4--16,4--19,4--24,5--10,5--15,6--23,7--20,7--23,7--25,8--10,8--17,8--22,9--11,9--21,10--12,11--19,11--20,12--15,13--19,13--22,14--20,14--21,14--24,15--17,16--18,18--21,18--22,24--25
0--7,0--23,0--24,1--7,1--16,1--21,2--8,2--19,2--24,3--13,3--19,3--20,4--17,4--18,4--25,5--6,5--10,5--15,6--16,6--25,7--23,8--11,8--17,9--14,9--17,9--22,10--14,10--21,11--13,11--18,12--15,12--20,12--24,13--21,14--22,15--23,16--20,18--25,19--22
0--1,0--16,0--18,1--24,1--25,2--7,2--21,2--25,3--6,3--12,3--20,4--6,4--8,4--17,5--10,5--13,5--16,6--20,7--11,7--19,8--17,8--19,9--12,9--19,9--20,10--15,10--23,11--15,11--17,12--15,13--14,13--22,14--16,14--21,18--22,18--25,21--23,22--24,23--24
0--4,0--20,0--25,1--10,1--18,1--19,2--10,2--21,2--23,3--4,3--15,3--22,4--16,5--12,5--23,5--25,6--8,6--12,6--21,7--12,7--15,7--24,8--11,8--18,9--13,9--16,9--23,10--11,11--19,13--14,13--20,14--21,14--24,15--17,16--22,17--18,17--20,19--25,22--24
0--9,0--18,0--23,1--2,1--5,1--17,2--4,2--14,3--16,3--20,3--24,4--13,4--24,5--22,5--23,6--17,6--22,6--25,7--8,7--11,7--12,8--13,8--25,9--12,9--22,10--11,10--13,10--16,11--14,12--19,14--21,15--17,15--19,15--21,16--25,18--20,18--24,19--21,20--23
0--8,0--12,0--23,1--6,1--12,1--20,2--10,2--16,2--18,3--10,3--15,3--21,4--8,4--10,4--22,5--11,5--17,5--19,6--7,6--21,7--9,7--11,8--14,9--14,9--17,11--25,12--13,13--18,13--23,14--21,15--23,15--24,16--24,16--25,17--24,18--20,19--20,19--22,22--25
0--2,0--11,0--19,1--12,1--18,1--22,2--19,2--23,3--17,3--18,3--24,4--6,4--21,4--23,5--7,5--24,5--25,6--9,6--20,7--8,7--25,8--19,8--25,9--13,9--22,10--13,10--15,10--16,11--14,11--21,12--17,12--20,13--23,14--21,14--22,15--18,15--20,16--17,16--24
0--4,0--10,0--17,1--7,1--9,1--11,2--5,2--11,2--18,3--4,3--13,3--24,4--20,5--10,5--14,6--17,6--18,6--19,7--16,7--24,8--12,8--15,8--21,9--22,9--23,10--25,11--16,12--15,12--20,13--14,13--23,14--23,15--16,17--25,18--19,19--21,20--22,21--25,22--24
0--2,0--7,0--13,1--8,1--9,1--20,2--11,2--23,3--7,3--20,3--23,4--18,4--22,4--25,5--7,5--21,5--25,6--13,6--14,6--16,8--19,8--24,9--12,9--22,10--14,10--16,10--20,11--17,11--24,12--15,12--16,13--21,14--22,15--17,15--25,17--18,18--23,19--21,19--24
0--13,0--16,0--24,1--6,1--11,1--17,2--13,2--15,2--23,3--18,3--20,3--25,4--6,4--13,4--23,5--8,5--16,5--21,6--20,7--19,7--22,7--24,8--22,8--25,9--12,9--18,9--19,10--14,10--22,10--24,11--14,11--15,12--19,12--21,14--20,15--17,16--25,17--23,18--21
0--16,0--18,0--25,1--10,1--15,1--18,2--8,2--9,2--14,3--17,3--21,3--24,4--11,4--16,4--20,5--16,5--17,5--23,6--7,6--9,6--21,7--12,7--25,8--10,8--18,9--19,10--15,11--15,11--19,12--20,12--24,13--14,13--22,13--25,14--19,17--20,21--23,22--23,22--24
0--2,0--3,0--14,1--3,1--8,1--21,2--6,2--24,3--20,4--9,4--20,4--24,5--6,5--8,5--14,6--15,7--13,7--15,7--23,8--17,9--10,9--21,10--12,10--18,11--12,11--22,11--25,12--22,13--14,13--22,15--16,16--18,16--23,17--21,17--25,18--25,19--20,19--23,19--24
0--3,0--8,0--25,1--2,1--15,1--18,2--16,2--19,3--11,3--18,4--5,4--6,4--25,5--17,5--22,6--22,6--23,7--16,7--20,7--24,8--12,8--25,9--10,9--17,9--21,10--11,10--12,11--20,12--19,13--15,13--21,13--24,14--16,14--18,14--20,15--23,17--22,19--24,21--23
0--8,0--13,0--19,1--13,1--20,1--23,2--3,2--14,2--17,3--8,3--25,4--9,4--15,4--16,5--6,5--12,5--19,6--11,6--22,7--12,7--14,7--19,8--24,9--12,9--20,10--18,10--22,10--24,11--21,11--25,13--16,14--22,15--23,15--24,16--23,17--18,17--20,18--21,21--25
0--15,0--20,0--24,1--9,1--13,1--22,2--9,2--10,2--14,3--7,3--11,3--25,4--18,4--21,4--23,5--12,5--14,5--15,6--17,6--20,6--23,7--12,7--16,8--19,8--22,8--23,9--17,10--17,10--25,11--18,11--21,12--24,13--24,13--25,14--19,15--20,16--18,16--21,19--22
0--4,0--18,0--24,1--2,1--7,1--13,2--5,2--6,3--7,3--19,3--22,4--11,4--18,5--21,5--22,6--12,6--16,7--25,8--12,8--13,8--16,9--15,9--19,9--20,10--13,10--19,10--23,11--23,11--25,12--23,14--16,14--17,14--22,15--18,15--25,17--20,17--24,20--21,21--24
0--5,0--17,0--19,1--4,1--9,1--14,2--3,2--13,2--16,3--10,3--22,4--9,4--10,5--11,5--22,6--7,6--18,6--22,7--15,7--21,8--16,8--19,8--24,9--15,10--12,11--21,11--23,12--15,12--17,13--20,13--24,14--18,14--23,16--25,17--19,18--20,20--25,21--24,23--25
0--1,0--7,0--14,1--20,1--23,2--3,2--15,2--21,3--6,3--9,4--9,4--15,4--24,5--6,5--11,5--20,6--7,7--10,8--12,8--17,8--25,9--12,10--14,10--20,11--16,11--23,12--25,13--17,13--18,13--21,14--22,15--17,16--22,16--23,18--19,18--22,19--21,19--24,24--25
0--5,0--23,0--24,1--9,1--19,1--20,2--13,2--15,2--22,3--6,3--11,3--16,4--7,4--18,4--25,5--12,5--15,6--12,6--23,7--10,7--16,8--9,8--10,8--19,9--21,10--17,11--17,11--25,12--14,13--21,13--24,14--20,14--22,15--16,17--19,18--21,18--25,20--22,23--24
0--4,0--11,0--13,1--6,1--22,1--23,2--15,2--19,2--20,3--12,3--17,3--22,4--8,4--25,5--6,5--13,5--23,6--10,7--14,7--15,7--24,8--16,8--17,9--12,9--16,9--19,10--20,10--25,11--14,11--21,12--23,13--21,14--17,15--18,16--25,18--21,18--24,19--24,20--22
0--5,0--6,0--13,1--8,1--22,1--24,2--4,2--20,2--21,3--8,3--12,3--24,4--12,4--13,5--7,5--14,6--10,6--23,7--18,7--20,8--16,9--16,9--18,9--22,10--14,10--15,11--17,11--18,11--19,12--24,13--22,14--25,15--19,15--21,16--21,17--23,17--25,19--25,20--23
0--4,0--14,0--22,1--17,1--18,1--25,2--3,2--4,2--9,3--5,3--6,4--13,5--12,5--16,6--9,6--16,7--19,7--20,7--25,8--11,8--16,8--17,9--18,10--17,10--20,10--24,11--13,11--22,12--13,12--22,14--15,14--19,15--21,15--25,18--23,19--21,20--23,21--24,23--24
0--1,0--17,0--22,1--8,1--20,2--8,2--12,2--14,3--11,3--16,3--20,4--16,4--17,4--19,5--9,5--13,5--15,6--15,6--16,6--23,7--11,7--18,7--23,8--22,9--17,9--18,10--12,10--22,10--23,11--25,12--19,13--18,13--24,14--21,14--25,15--24,19--20,21--24,21--25
0--4,0--11,0--13,1--14,1--15,1--22,2--4,2--21,2--22,3--9,3--16,3--21,4--7,5--17,5--23,5--25,6--7,6--19,6--24,7--23,8--12,8--18,8--20,9--10,9--17,10--14,10--16,11--18,11--20,12--23,12--24,13--15,13--16,14--25,15--19,17--25,18--21,19--24,20--22
0--4,0--8,0--9,1--7,1--10,1--22,2--5,2--9,2--10,3--17,3--19,3--20,4--6,4--18,5--21,5--24,6--12,6--22,7--12,7--14,8--16,8--18,9--17,10--14,11--15,11--23,11--24,12--23,13--18,13--20,13--25,14--22,15--19,15--25,16--19,16--20,17--24,21--23,21--25
0--18,0--19,0--22,1--3,1--6,1--12,2--7,2--9,2--22,3--8,3--17,4--8,4--22,4--24,5--11,5--12,5--23,6--10,6--17,7--16,7--25,8--21,9--10,9--23,10--17,11--15,11--20,12--13,13--14,13--15,14--16,14--25,15--20,16--18,18--19,19--21,20--23,21--24,24--25
0--1,0--21,0--22,1--10,1--18,2--3,2--13,2--23,3--4,3--9,4--13,4--25,5--11,5--20,5--23,6--8,6--20,6--24,7--12,7--17,7--22,8--12,8--14,9--15,9--20,10--17,10--19,11--12,11--25,13--15,14--16,14--23,15--16,16--19,17--18,18--21,19--25,21--24,22--24
0--2,0--16,0--24,1--7,1--18,1--19,2--3,2--10,3--18,3--21,4--5,4--20,4--23,5--19,5--22,6--7,6--14,6--21,7--21,8--11,8--16,8--22,9--13,9--15,9--25,10--20,10--22,11--13,11--17,12--14,12--15,12--19,13--17,14--16,15--18,17--24,20--25,23--24,23--25
0--7,0--14,0--16,1--12,1--13,1--25,2--4,2--14,2--16,3--7,3--13,3--19,4--9,4--23,5--8,5--15,5--19,6--14,6--18,6--22,7--23,8--17,8--25,9--10,9--18,10--18,10--22,11--20,11--21,11--25,12--23,12--24,13--24,15--21,15--22,16--20,17--19,17--20,21--24
0--3,0--9,0--14,1--7,1--17,1--20,2--3,2--24,2--25,3--6,4--10,4--11,4--23,5--6,5--19,5--22,6--8,7--14,7--15,8--10,8--16,9--15,9--23,10--24,11--20,11--23,12--17,12--21,12--25,13--18,13--21,13--25,14--22,15--18,16--18,16--22,17--19,19--20,21--24
0--2,0--7,0--13,1--18,1--20,1--24,2--4,2--13,3--5,3--14,3--23,4--15,4--23,5--12,5--25,6--9,6--11,6--23,7--21,7--25,8--11,8--17,8--19,9--18,9--21,10--17,10--19,10--20,11--16,12--15,12--25,13--17,14--19,14--21,15--20,16--22,16--24,18--22,22--24
0--2,0--21,0--22,1--5,1--20,1--23,2--4,2--19,3--6,3--11,3--24,4--9,4--14,5--7,5--18,6--14,6--24,7--17,7--22,8--19,8--21,8--25,9--11,9--23,10--14,10--20,10--22,11--13,12--13,12--16,12--25,13--16,15--19,15--21,15--25,16--18,17--18,17--23,20--24
0--6,0--10,0--21,1--11,1--15,1--23,2--3,2--9,2--23,3--7,3--14,4--10,4--21,4--25,5--12,5--13,5--20,6--13,6--24,7--18,7--19,8--9,8--14,8--18,9--16,10--15,11--21,11--22,12--22,12--25,13--22,14--15,16--18,16--24,17--19,17--23,17--24,19--20,20--25
0--17,0--21,0--24,1--11,1--13,1--18,2--5,2--11,2--12,3--15,3--16,3--21,4--6,4--7,4--13,5--17,5--19,6--18,6--23,7--10,7--14,8--10,8--12,8--15,9--17,9--19,9--23,10--22,11--23,12--25,13--16,14--21,14--25,15--16,18--24,19--22,20--22,20--24,20--25
0--7,0--9,0--20,1--11,1--17,1--21,2--4,2--18,2--25,3--6,3--14,3--19,4--13,4--19,5--8,5--16,5--23,6--15,6--20,7--18,7--20,8--10,8--25,9--23,9--24,10--12,10--16,11--14,11--18,12--15,12--16,13--21,13--22,14--21,15--17,17--25,19--24,22--23,22--24
0--7,0--9,0--16,1--4,1--9,1--18,2--5,2--8,2--11,3--9,3--12,3--19,4--12,4--21,5--14,5--24,6--7,6--13,6--20,7--13,8--22,8--23,10--15,10--18,10--24,11--17,11--25,12--24,13--19,14--21,14--22,15--16,15--19,16--20,17--23,17--25,18--21,20--22,23--25
0--4,0--11,0--18,1--4,1--7,1--19,2--13,2--18,2--25,3--5,3--22,3--25,4--22,5--14,5--23,6--9,6--10,6--22,7--8,7--17,8--15,8--20,9--16,9--23,10--15,10--21,11--12,11--16,12--15,12--24,13--16,13--23,14--19,14--24,17--19,17--21,18--21,20--24,20--25
0--2,0--9,0--22,1--8,1--14,1--16,2--21,2--23,3--4,3--6,3--7,4--10,4--17,5--14,5--15,5--16,6--18,6--22,7--11,7--21,8--11,8--19,9--19,9--24,10--14,10--20,11--25,12--19,12--23,12--25,13--15,13--18,13--24,15--20,16--24,17--18,17--21,20--25,22--23
0--6,0--10,0--21,1--5,1--10,1--12,2--9,2--19,2--20,3--14,3--18,3--25,4--5,4--7,4--9,5--17,6--16,6--17,7--11,7--20,8--15,8--18,8--25,9--16,10--21,11--14,11--18,12--24,12--25,13--19,13--20,13--23,14--15,15--23,16--22,17--19,21--24,22--23,22--24
0--1,0--9,0--19,1--12,1--24,2--15,2--18,2--23,3--5,3--11,3--20,4--10,4--16,4--20,5--6,5--7,6--8,6--16,7--13,7--25,8--17,8--24,9--17,9--22,10--23,10--25,11--16,11--18,12--21,12--25,13--14,13--21,14--15,14--24,15--19,17--21,18--22,19--22,20--23
0--5,0--12,0--19,1--6,1--8,1--18,2--5,2--6,2--10,3--7,3--9,3--22,4--10,4--16,4--25,5--11,6--14,7--9,7--16,8--12,8--19,9--18,10--22,11--15,11--23,12--21,13--17,13--23,13--24,14--16,14--19,15--21,15--24,17--24,17--25,18--22,20--21,20--23,20--25
0--9,0--19,0--23,1--10,1--22,1--25,2--16,2--18,2--24,3--5,3--7,3--16,4--16,4--21,4--22,5--11,5--15,6--7,6--8,6--24,7--17,8--13,8--25,9--14,9--25,10--12,10--13,11--17,11--23,12--15,12--20,13--21,14--15,14--21,17--22,18--19,18--20,19--24,20--23
