0--15,0--36,0--39,1--28,1--30,1--34,2--14,2--21,2--31,3--6,3--18,3--23,4--17,4--18,4--37,5--6,5--21,5--25,6--31,7--24,7--26,7--37,8--29,8--32,8--38,9--11,9--19,9--31,10--16,10--23,10--27,11--12,11--23,12--13,12--19,13--36,13--37,14--22,14--35,15--26,15--30,16--22,16--35,17--20,17--38,18--36,19--20,20--34,21--29,22--25,24--27,24--28,25--32,26--33,27--39,28--33,29--32,30--38,33--35,34--39
0--5,0--12,0--22,1--2,1--30,1--33,2--3,2--4,3--32,3--35,4--8,4--9,5--27,5--33,6--7,6--16,6--25,7--21,7--24,8--24,8--38,9--23,9--33,10--30,10--31,10--32,11--15,11--25,11--29,12--13,12--17,13--17,13--39,14--23,14--26,14--39,15--19,15--28,16--19,16--34,17--25,18--20,18--29,18--36,19--37,20--30,20--37,21--27,21--28,22--35,22--38,23--28,24--36,26--31,26--37,27--39,29--38,31--35,32--34,34--36
0--9,0--31,0--32,1--3,1--36,1--39,2--4,2--31,2--37,3--24,3--33,4--7,4--39,5--12,5--17,5--22,6--10,6--23,6--36,7--11,7--32,8--16,8--34,8--39,9--37,9--38,10--14,10--25,11--15,11--28,12--19,12--38,13--25,13--30,13--36,14--22,14--35,15--23,15--27,16--25,16--28,17--18,17--20,18--21,18--23,19--24,19--28,20--21,20--30,21--29,22--35,24--26,26--29,26--33,27--32,27--34,29--37,30--33,31--38,34--35
0--3,0--19,0--33,1--15,1--24,1--34,2--22,2--25,2--27,3--23,3--29,4--18,4--24,4--36,5--10,5--20,5--37,6--14,6--15,6--31,7--14,7--17,7--34,8--18,8--26,8--37,9--16,9--19,9--29,10--28,10--38,11--14,11--28,11--38,12--22,12--29,12--31,13--19,13--28,13--39,15--20,16--17,16--33,17--30,18--38,20--21,21--26,21--32,22--35,23--27,23--39,24--30,25--32,25--39,26--32,27--36,30--36,31--34,33--35,35--37
0--2,0--4,0--29,1--6,1--16,1--22,2--18,2--23,3--10,3--15,3--32,4--7,4--24,5--7,5--19,5--39,6--11,6--26,7--15,8--12,8--24,8--27,9--11,9--31,9--34,10--31,10--35,11--20,12--14,12--28,13--14,13--35,13--38,14--20,15--26,16--30,16--36,17--21,17--26,17--28,18--27,18--37,19--25,19--30,20--29,21--28,21--33,22--37,22--39,23--36,23--39,24--32,25--27,25--32,29--34,30--34,31--37,33--36,33--38,35--38
0--7,0--18,0--23,1--4,1--5,1--20,2--9,2--11,2--33,3--12,3--15,3--17,4--16,4--22,5--28,5--35,6--9,6--24,6--37,7--8,7--39,8--26,8--37,9--36,10--11,10--30,10--37,11--17,12--20,12--28,13--25,13--26,13--28,14--17,14--31,14--32,15--24,15--30,16--21,16--38,18--19,18--32,19--21,19--23,20--38,21--35,22--27,22--30,23--38,24--34,25--29,25--31,26--29,27--34,27--39,29--35,31--33,32--33,34--36,36--39
0--9,0--12,0--38,1--22,1--25,1--31,2--6,2--21,2--35,3--11,3--18,3--26,4--15,4--32,4--33,5--7,5--9,5--39,6--26,6--28,7--11,7--23,8--24,8--32,8--37,9--34,10--27,10--30,10--36,11--13,12--19,12--29,13--31,13--35,14--21,14--23,14--25,15--17,15--36,16--26,16--27,16--28,17--18,17--30,18--31,19--23,19--39,20--22,20--24,20--25,21--33,22--34,24--39,27--37,28--33,29--32,29--35,30--38,34--37,36--38
0--11,0--27,0--35,1--2,1--16,1--37,2--32,2--35,3--12,3--33,3--37,4--19,4--21,4--30,5--7,5--25,5--34,6--15,6--30,6--34,7--10,7--18,8--14,8--26,8--33,9--10,9--11,9--20,10--24,11--35,12--34,12--38,13--14,13--16,13--29,14--19,15--17,15--31,16--39,17--18,17--24,18--22,19--21,20--26,20--30,21--23,22--25,22--36,23--37,23--38,24--28,25--39,26--32,27--28,27--33,28--36,29--31,29--39,31--38,32--36
0--12,0--13,0--25,1--19,1--33,1--36,2--3,2--20,2--38,3--13,3--29,4--32,4--34,4--36,5--11,5--12,5--15,6--7,6--17,6--33,7--8,7--20,8--26,8--27,9--10,9--36,9--38,10--22,10--23,11--15,11--23,12--29,13--31,14--17,14--25,14--29,15--30,16--24,16--28,16--39,17--38,18--19,18--26,18--32,19--35,20--35,21--27,21--30,21--34,22--28,22--33,23--37,24--35,24--37,25--34,26--37,27--31,28--32,30--39,31--39
0--26,0--28,0--30,1--8,1--29,1--38,2--11,2--22,2--34,3--12,3--34,3--37,4--23,4--27,4--36,5--20,5--26,5--32,6--10,6--25,6--29,7--8,7--16,7--23,8--22,9--24,9--30,9--39,10--15,10--25,11--14,11--31,12--18,12--22,13--19,13--20,13--35,14--26,14--37,15--17,15--39,16--23,16--36,17--27,17--33,18--24,18--36,19--21,19--27,20--33,21--28,21--37,24--38,25--31,28--39,29--34,30--38,31--35,32--33,32--35
0--5,0--10,0--25,1--4,1--12,1--38,2--13,2--24,2--36,3--6,3--13,3--25,4--19,4--34,5--19,5--28,6--11,6--35,7--8,7--26,7--34,8--38,8--39,9--15,9--17,9--24,10--26,10--32,11--20,11--22,12--17,12--18,13--16,14--22,14--36,14--38,15--24,15--35,16--30,16--39,17--19,18--21,18--26,20--28,20--36,21--28,21--31,22--29,23--29,23--30,23--34,25--31,27--30,27--32,27--35,29--33,31--37,32--37,33--37,33--39
0--2,0--32,0--38,1--3,1--31,1--34,2--6,2--38,3--14,3--16,4--5,4--26,4--28,5--11,5--30,6--10,6--21,7--14,7--17,7--19,8--13,8--21,8--39,9--15,9--18,9--22,10--19,10--37,11--28,11--39,12--20,12--25,12--29,13--23,13--37,14--39,15--30,15--33,16--27,16--33,17--18,17--25,18--31,19--35,20--24,20--27,21--34,22--23,22--31,23--24,24--36,25--36,26--27,26--33,28--36,29--32,29--35,30--34,32--38,35--37
0--9,0--21,0--31,1--2,1--29,1--36,2--3,2--8,3--17,3--20,4--13,4--28,4--33,5--8,5--17,5--22,6--9,6--35,6--37,7--16,7--36,7--38,8--30,9--18,10--21,10--32,10--35,11--14,11--15,11--38,12--20,12--36,12--37,13--25,13--32,14--22,14--35,15--19,15--32,16--19,16--23,17--26,18--25,18--39,19--24,20--27,21--31,22--23,23--39,24--26,24--34,25--30,26--29,27--34,27--37,28--30,28--39,29--31,33--34,33--38
0--10,0--16,0--20,1--2,1--29,1--32,2--26,2--36,3--10,3--13,3--37,4--24,4--32,4--34,5--6,5--19,5--25,6--13,6--29,7--8,7--11,7--15,8--13,8--28,9--12,9--20,9--30,10--36,11--27,11--31,12--15,12--29,14--21,14--22,14--33,15--16,16--17,17--31,17--39,18--37,18--38,18--39,19--20,19--35,21--27,21--31,22--27,22--34,23--28,23--36,23--39,24--34,24--35,25--26,25--30,26--38,28--38,30--37,32--33,33--35
0--20,0--29,0--31,1--15,1--24,1--33,2--7,2--9,2--26,3--19,3--22,3--39,4--11,4--13,4--39,5--27,5--29,5--30,6--24,6--25,6--27,7--10,7--17,8--11,8--21,8--32,9--18,9--33,10--19,10--25,11--14,12--22,12--23,12--31,13--34,13--35,14--25,14--38,15--18,15--24,16--22,16--35,16--38,17--28,17--35,18--19,20--21,20--26,21--30,23--32,23--34,26--37,27--36,28--34,28--36,29--33,30--37,31--36,32--39,37--38
0--4,0--7,0--26,1--18,1--21,1--32,2--11,2--19,2--21,3--17,3--23,3--35,4--26,4--33,5--6,5--10,5--15,6--22,6--38,7--9,7--16,8--9,8--18,8--28,9--33,10--22,10--25,11--19,11--34,12--31,12--35,12--36,13--30,13--37,13--38,14--20,14--22,14--23,15--20,15--39,16--24,16--25,17--27,17--36,18--30,19--28,20--39,21--24,23--39,24--27,25--29,26--37,27--36,28--38,29--31,29--34,30--34,31--37,32--33,32--35
0--9,0--21,0--30,1--7,1--14,1--38,2--10,2--12,2--35,3--11,3--25,3--29,4--26,4--30,4--39,5--12,5--13,5--32,6--18,6--19,6--20,7--14,7--27,8--18,8--27,8--33,9--19,9--38,10--34,10--37,11--17,11--27,12--17,13--20,13--23,14--22,15--21,15--24,15--35,16--18,16--22,16--34,17--28,19--24,20--32,21--26,22--30,23--37,23--39,24--35,25--32,25--37,26--28,28--36,29--31,29--33,31--36,31--39,33--36,34--38
0--15,0--24,0--35,1--30,1--33,1--36,2--7,2--19,2--20,3--7,3--19,3--21,4--10,4--12,4--34,5--15,5--18,5--38,6--9,6--16,6--38,7--20,8--9,8--27,8--38,9--34,10--14,10--27,11--16,11--18,11--22,12--29,12--39,13--19,13--30,13--37,14--25,14--37,15--33,16--26,17--25,17--31,17--39,18--31,20--23,21--25,21--29,22--23,22--28,23--31,24--29,24--32,26--32,26--33,27--32,28--35,28--37,30--34,35--36,36--39
0--18,0--28,0--32,1--6,1--29,1--39,2--18,2--24,2--35,3--10,3--12,3--27,4--11,4--20,4--33,5--22,5--25,5--33,6--16,6--17,7--13,7--23,7--37,8--15,8--17,8--38,9--15,9--32,9--39,10--34,10--38,11--31,11--36,12--22,12--38,13--19,13--34,14--16,14--19,14--21,15--22,16--33,17--21,18--28,19--24,20--26,20--30,21--25,23--28,23--35,24--26,25--31,26--32,27--29,27--34,29--36,30--31,30--39,35--37,36--37
0--18,0--21,0--23,1--14,1--29,1--31,2--6,2--24,2--28,3--6,3--34,3--39,4--9,4--19,4--33,5--10,5--16,5--37,6--39,7--23,7--36,7--38,8--15,8--26,8--30,9--19,9--20,10--13,10--22,11--19,11--27,11--34,12--17,12--20,12--32,13--18,13--36,14--27,14--29,15--16,15--33,16--29,17--25,17--35,18--28,20--32,21--32,21--35,22--34,22--35,23--39,24--36,24--38,25--26,25--30,26--37,27--30,28--31,31--33,37--38
0--4,0--6,0--27,1--10,1--20,1--32,2--18,2--24,2--36,3--22,3--34,3--39,4--8,4--34,5--7,5--31,5--35,6--28,6--38,7--20,7--30,8--15,8--30,9--14,9--15,9--16,10--18,10--25,11--12,11--27,11--29,12--15,12--36,13--18,13--23,13--37,14--20,14--24,16--24,16--26,17--26,17--29,17--34,19--21,19--31,19--38,21--23,21--33,22--23,22--32,25--35,25--38,26--31,27--28,28--33,29--35,30--33,32--39,36--37,37--39
0--23,0--33,0--39,1--25,1--32,1--34,2--15,2--19,2--30,3--23,3--34,3--35,4--17,4--26,4--34,5--6,5--17,5--25,6--21,6--26,7--12,7--22,7--31,8--28,8--33,8--36,9--21,9--24,9--30,10--29,10--30,10--31,11--12,11--14,11--22,12--38,13--16,13--27,13--35,14--19,14--29,15--24,15--38,16--20,16--25,17--28,18--27,18--32,18--38,19--36,20--37,20--39,21--23,22--28,24--37,26--29,27--33,31--35,32--36,37--39
0--6,0--15,0--37,1--22,1--24,1--28,2--9,2--17,2--21,3--6,3--30,3--32,4--24,4--25,4--38,5--7,5--14,5--19,6--16,7--10,7--16,8--10,8--25,8--38,9--32,9--38,10--22,11--29,11--31,11--35,12--18,12--19,12--34,13--15,13--35,13--37,14--29,14--31,15--26,16--35,17--31,17--32,18--21,18--36,19--34,20--25,20--33,20--34,21--33,22--37,23--29,23--36,23--39,24--30,26--27,26--36,27--28,27--39,28--39,30--33
0--10,0--31,0--38,1--2,1--16,1--23,2--4,2--37,3--11,3--23,3--36,4--17,4--26,5--15,5--17,5--30,6--12,6--25,6--29,7--20,7--27,7--33,8--33,8--35,8--39,9--10,9--25,9--32,10--30,11--35,11--39,12--22,12--36,13--14,13--18,13--28,14--29,14--34,15--16,15--34,16--35,17--31,18--22,18--26,19--21,19--31,19--38,20--24,20--30,21--25,21--28,22--37,23--36,24--28,24--39,26--34,27--32,27--38,29--32,33--37
0--18,0--20,0--30,1--2,1--20,1--33,2--13,2--16,3--5,3--16,3--34,4--9,4--11,4--17,5--28,5--31,6--8,6--21,6--37,7--25,7--30,7--36,8--10,8--14,9--16,9--22,10--19,10--28,11--30,11--37,12--19,12--33,12--34,13--23,13--33,14--23,14--32,15--24,15--26,15--32,17--27,17--39,18--23,18--32,19--38,20--26,21--34,21--35,22--25,22--36,24--29,24--38,25--29,26--27,27--36,28--37,29--31,31--39,35--38,35--39
0--2,0--8,0--10,1--4,1--23,1--36,2--11,2--15,3--13,3--14,3--31,4--9,4--16,5--21,5--26,5--29,6--12,6--25,6--32,7--13,7--19,7--20,8--9,8--39,9--23,10--29,10--30,11--21,11--35,12--13,12--27,14--21,14--27,15--25,15--36,16--22,16--38,17--24,17--28,17--37,18--19,18--26,18--35,19--33,20--24,20--30,22--37,22--39,23--28,24--26,25--38,27--34,28--34,29--39,30--33,31--32,31--35,32--34,33--36,37--38
0--23,0--33,0--38,1--21,1--27,1--31,2--5,2--9,2--21,3--6,3--24,3--33,4--26,4--30,4--32,5--22,5--34,6--11,6--22,7--20,7--27,7--28,8--25,8--30,8--37,9--24,9--31,10--12,10--13,10--20,11--35,11--39,12--15,12--25,13--18,13--35,14--18,14--28,14--37,15--19,15--39,16--21,16--26,16--31,17--19,17--20,17--28,18--25,19--38,22--32,23--34,23--37,24--29,26--33,27--36,29--32,29--34,30--36,35--36,38--39
0--14,0--22,0--28,1--17,1--22,1--27,2--6,2--28,2--38,3--8,3--16,3--35,4--7,4--20,4--24,5--27,5--29,5--39,6--21,6--36,7--24,7--29,8--34,8--37,9--12,9--35,9--37,10--16,10--17,10--28,11--18,11--19,11--24,12--19,12--20,13--15,13--18,13--19,14--18,14--23,15--25,15--39,16--30,17--30,20--37,21--31,21--33,22--32,23--31,23--32,25--26,25--34,26--30,26--38,27--36,29--31,32--36,33--35,33--38,34--39
0--9,0--11,0--37,1--4,1--30,1--34,2--18,2--29,2--30,3--23,3--27,3--33,4--6,4--9,5--6,5--18,5--35,6--39,7--10,7--15,7--26,8--23,8--25,8--27,9--27,10--14,10--33,11--33,11--38,12--15,12--20,12--25,13--14,13--16,13--29,14--28,15--21,16--17,16--21,17--23,17--28,18--31,19--22,19--24,19--36,20--29,20--38,21--36,22--32,22--39,24--25,24--35,26--31,26--36,28--32,30--32,31--34,34--35,37--38,37--39
0--16,0--19,0--32,1--31,1--35,1--39,2--15,2--20,2--24,3--4,3--23,3--27,4--26,4--28,5--14,5--33,5--36,6--12,6--15,6--29,7--17,7--21,7--22,8--11,8--17,8--34,9--23,9--35,9--36,10--19,10--20,10--21,11--16,11--19,12--22,12--34,13--21,13--23,13--38,14--15,14--30,16--24,17--31,18--24,18--25,18--39,20--32,22--38,25--29,25--31,26--28,26--38,27--29,27--33,28--39,30--36,30--37,32--37,33--35,34--37
0--10,0--22,0--29,1--3,1--7,1--36,2--16,2--33,2--38,3--21,3--27,4--10,4--13,4--23,5--14,5--24,5--31,6--9,6--17,6--30,7--11,7--12,8--15,8--27,8--33,9--28,9--36,10--25,11--29,11--38,12--19,12--35,13--30,13--39,14--24,14--29,15--25,15--37,16--26,16--34,17--19,17--37,18--24,18--26,18--27,19--28,20--21,20--22,20--35,21--22,23--32,23--37,25--28,26--34,30--39,31--33,31--36,32--34,32--38,35--39
0--6,0--26,0--35,1--4,1--5,1--21,2--9,2--14,2--28,3--27,3--33,3--35,4--20,4--27,5--13,5--16,6--17,6--35,7--16,7--18,7--38,8--16,8--31,8--33,9--29,9--30,10--18,10--24,10--34,11--12,11--20,11--26,12--23,12--36,13--19,13--20,14--15,14--24,15--18,15--34,17--22,17--26,19--23,19--32,21--25,21--31,22--28,22--30,23--27,24--37,25--30,25--38,28--39,29--32,29--38,31--36,32--37,33--36,34--39,37--39
0--15,0--21,0--30,1--30,1--36,1--38,2--11,2--17,2--25,3--15,3--21,3--29,4--22,4--28,4--34,5--9,5--13,5--24,6--7,6--31,6--37,7--33,7--34,8--14,8--18,8--36,9--15,9--34,10--14,10--22,10--32,11--25,11--35,12--13,12--31,12--39,13--24,14--19,16--20,16--22,16--27,17--18,17--24,18--29,19--31,19--33,20--23,20--36,21--28,23--32,23--39,25--26,26--37,26--38,27--33,27--35,28--30,29--39,32--35,37--38
0--5,0--15,0--37,1--10,1--15,1--34,2--18,2--24,2--37,3--8,3--21,3--32,4--17,4--19,4--20,5--6,5--13,6--19,6--24,7--12,7--23,7--29,8--10,8--14,9--13,9--15,9--32,10--29,11--22,11--27,11--28,12--33,12--38,13--17,14--36,14--39,16--28,16--30,16--39,17--21,18--19,18--31,20--34,20--36,21--35,22--27,22--33,23--24,23--31,25--30,25--37,25--38,26--30,26--33,26--35,27--29,28--32,31--35,34--36,38--39
0--15,0--30,0--33,1--13,1--19,1--24,2--6,2--27,2--33,3--12,3--22,3--25,4--7,4--15,4--27,5--21,5--29,5--32,6--34,6--38,7--25,7--30,8--10,8--18,8--36,9--34,9--35,9--37,10--12,10--27,11--12,11--17,11--38,13--14,13--28,14--19,14--23,15--21,16--17,16--20,16--31,17--29,18--28,18--36,19--36,20--28,20--39,21--35,22--32,22--39,23--24,23--39,24--37,25--33,26--29,26--30,26--32,31--34,31--38,35--37
0--1,0--19,0--32,1--36,1--38,2--11,2--21,2--35,3--5,3--10,3--28,4--19,4--22,4--25,5--13,5--31,6--29,6--37,6--38,7--14,7--18,7--36,8--12,8--15,8--24,9--10,9--14,9--35,10--26,11--16,11--36,12--18,12--20,13--17,13--39,14--21,15--16,15--23,16--39,17--20,17--28,18--34,19--33,20--30,21--23,22--24,22--26,23--27,24--34,25--31,25--32,26--38,27--33,27--37,28--32,29--31,29--34,30--35,30--37,33--39
0--4,0--25,0--31,1--9,1--20,1--29,2--11,2--19,2--36,3--10,3--21,3--23,4--33,4--36,5--7,5--34,5--37,6--15,6--29,6--32,7--11,7--15,8--14,8--19,8--28,9--12,9--26,10--18,10--25,11--22,12--16,12--38,13--20,13--26,13--31,14--36,14--38,15--26,16--17,16--23,17--19,17--23,18--27,18--35,20--25,21--30,21--33,22--28,22--34,24--32,24--37,24--39,27--34,27--39,28--33,29--31,30--35,30--38,32--39,35--37
0--17,0--21,0--28,1--4,1--16,1--31,2--18,2--19,2--34,3--6,3--11,3--38,4--15,4--27,5--7,5--8,5--28,6--22,6--36,7--14,7--35,8--32,8--34,9--10,9--16,9--37,10--22,10--27,11--12,11--20,12--13,12--21,13--15,13--36,14--21,14--23,15--28,16--29,17--18,17--29,18--33,19--25,19--36,20--30,20--31,22--24,23--26,23--39,24--30,24--37,25--26,25--33,26--32,27--30,29--32,31--38,33--35,34--38,35--39,37--39
0--16,0--18,0--19,1--5,1--6,1--19,2--10,2--35,2--36,3--18,3--23,3--36,4--15,4--26,4--30,5--29,5--37,6--11,6--27,7--12,7--17,7--34,8--22,8--23,8--30,9--19,9--32,9--34,10--21,10--38,11--13,11--28,12--27,12--29,13--25,13--35,14--26,14--31,14--38,15--16,15--27,16--39,17--29,17--32,18--22,20--24,20--34,20--36,21--28,21--30,22--39,23--31,24--37,24--39,25--26,25--31,28--37,32--33,33--35,33--38
0--8,0--12,0--27,1--9,1--38,1--39,2--7,2--34,2--36,3--16,3--24,3--26,4--5,4--23,4--37,5--21,5--30,6--10,6--33,6--35,7--27,7--33,8--11,8--27,9--35,9--37,10--13,10--32,11--17,11--28,12--25,12--28,13--25,13--37,14--23,14--26,14--32,15--16,15--19,15--29,16--19,17--29,17--31,18--20,18--32,18--38,19--30,20--23,20--31,21--29,21--36,22--24,22--34,22--36,24--39,25--39,26--30,28--31,33--34,35--38
0--9,0--22,0--33,1--6,1--20,1--25,2--18,2--37,2--38,3--12,3--16,3--20,4--20,4--28,4--33,5--27,5--28,5--38,6--19,6--26,7--8,7--17,7--39,8--15,8--38,9--15,9--35,10--23,10--27,10--35,11--13,11--17,11--18,12--23,12--28,13--21,13--26,14--22,14--25,14--35,15--31,16--24,16--30,17--19,18--24,19--24,21--32,21--34,22--37,23--34,25--33,26--37,27--29,29--30,29--32,30--39,31--34,31--36,32--36,36--39
0--25,0--27,0--36,1--20,1--29,1--39,2--6,2--14,2--31,3--21,3--23,3--33,4--8,4--9,4--35,5--24,5--31,5--38,6--26,6--27,7--9,7--11,7--28,8--20,8--27,9--15,10--14,10--17,10--37,11--13,11--19,12--13,12--32,12--34,13--35,14--37,15--22,15--36,16--23,16--26,16--32,17--31,17--33,18--19,18--23,18--29,19--38,20--25,21--29,21--35,22--24,22--32,24--38,25--36,26--30,28--33,28--37,30--34,30--39,34--39
0--15,0--16,0--17,1--8,1--17,1--33,2--4,2--18,2--21,3--25,3--30,3--33,4--10,4--30,5--8,5--35,5--39,6--14,6--16,6--21,7--13,7--17,7--34,8--37,9--13,9--19,9--31,10--15,10--20,11--19,11--32,11--39,12--19,12--24,12--25,13--38,14--38,14--39,15--22,16--31,18--32,18--36,20--26,20--36,21--34,22--23,22--29,23--24,23--28,24--27,25--29,26--31,26--36,27--34,27--37,28--35,28--38,29--32,30--35,33--37
0--14,0--34,0--38,1--14,1--16,1--39,2--10,2--17,2--37,3--5,3--12,3--13,4--8,4--19,4--33,5--20,5--36,6--21,6--30,6--32,7--26,7--31,7--35,8--9,8--34,9--22,9--25,10--25,10--38,11--12,11--24,11--36,12--30,13--32,13--38,14--39,15--18,15--21,15--33,16--20,16--22,17--23,17--25,18--30,18--37,19--23,19--29,20--26,21--39,22--23,24--27,24--35,26--35,27--28,27--32,28--31,28--33,29--36,29--37,31--34
0--10,0--11,0--17,1--4,1--16,1--25,2--3,2--7,2--9,3--24,3--29,4--5,4--25,5--28,5--30,6--9,6--10,6--27,7--17,7--39,8--12,8--21,8--37,9--35,10--17,11--19,11--20,12--21,12--22,13--18,13--22,13--27,14--26,14--28,14--35,15--20,15--28,15--37,16--33,16--36,18--29,18--32,19--32,19--33,20--34,21--38,22--32,23--27,23--30,23--31,24--35,24--39,25--30,26--33,26--34,29--31,31--36,34--38,36--39,37--38
0--4,0--28,0--29,1--12,1--19,1--20,2--14,2--26,2--38,3--17,3--19,3--24,4--33,4--35,5--27,5--28,5--31,6--20,6--22,6--38,7--10,7--16,7--19,8--15,8--17,8--38,9--14,9--29,9--35,10--24,10--32,11--15,11--24,11--34,12--23,12--25,13--15,13--21,13--26,14--31,16--32,16--36,17--31,18--23,18--26,18--37,20--25,21--23,21--34,22--28,22--30,25--33,27--29,27--32,30--33,30--39,34--37,35--39,36--37,36--39
0--3,0--22,0--30,1--3,1--7,1--29,2--21,2--34,2--38,3--19,4--10,4--33,4--37,5--14,5--27,5--28,6--7,6--11,6--13,7--25,8--30,8--37,8--38,9--12,9--33,9--37,10--21,10--24,11--22,11--25,12--20,12--28,13--32,13--34,14--15,14--16,15--32,15--39,16--22,16--38,17--25,17--35,17--39,18--26,18--28,18--31,19--23,19--26,20--27,20--34,21--33,23--29,23--31,24--26,24--36,27--36,29--39,30--35,31--36,32--35
0--5,0--14,0--37,1--6,1--7,1--30,2--9,2--13,2--29,3--13,3--17,3--26,4--7,4--8,4--17,5--10,5--23,6--16,6--20,7--29,8--24,8--39,9--11,9--22,10--19,10--31,11--23,11--32,12--25,12--26,12--28,13--21,14--32,14--35,15--19,15--28,15--31,16--23,16--36,17--26,18--30,18--33,18--38,19--35,20--27,20--38,21--24,21--33,22--34,22--36,24--32,25--30,25--33,27--31,27--36,28--37,29--34,34--37,35--39,38--39
