0--2,0--12,0--18,1--10,1--17,1--22,2--9,2--13,3--6,3--14,3--17,4--8,4--10,4--12,5--7,5--12,5--16,6--13,6--23,7--20,7--21,8--11,8--22,9--15,9--20,10--19,11--15,11--22,13--23,14--16,14--23,15--21,16--19,17--18,18--21,19--20
0--3,0--5,0--20,1--13,1--18,1--23,2--3,2--11,2--14,3--22,4--9,4--17,4--20,5--8,5--13,6--13,6--14,6--16,7--11,7--19,7--22,8--9,8--16,9--19,10--15,10--20,10--21,11--21,12--15,12--18,12--23,14--22,15--17,16--21,17--23,18--19
0--3,0--15,0--20,1--6,1--9,1--22,2--5,2--22,2--23,3--4,3--12,4--9,4--11,5--13,5--18,6--8,6--20,7--12,7--15,7--17,8--11,8--16,9--17,10--12,10--13,10--21,11--18,13--14,14--17,14--22,15--19,16--19,16--23,18--20,19--21,21--23
0--1,0--12,0--22,1--5,1--10,2--8,2--14,2--19,3--5,3--20,3--22,4--7,4--11,4--18,5--13,6--9,6--12,6--17,7--14,7--17,8--15,8--19,9--14,9--19,10--12,10--13,11--16,11--21,13--15,15--20,16--18,16--21,17--23,18--22,20--23,21--23
0--8,0--19,0--23,1--7,1--10,1--16,2--9,2--17,2--22,3--13,3--17,3--23,4--7,4--9,4--14,5--6,5--20,5--23,6--10,6--15,7--16,8--18,8--20,9--11,10--18,11--14,11--16,12--13,12--15,12--22,13--19,14--15,17--21,18--20,19--21,21--22
0--9,0--18,0--19,1--6,1--13,1--21,2--8,2--14,2--15,3--4,3--16,3--22,4--8,4--10,5--17,5--20,5--22,6--7,6--12,7--18,7--20,8--14,9--12,9--17,10--11,10--23,11--15,11--19,12--13,13--23,14--19,15--20,16--22,16--23,17--21,18--21
0--6,0--11,0--23,1--8,1--13,1--23,2--3,2--17,2--21,3--9,3--10,4--9,4--14,4--16,5--14,5--18,5--21,6--10,6--19,7--18,7--19,7--22,8--10,8--15,9--15,11--12,11--21,12--14,12--18,13--20,13--23,15--17,16--17,16--22,19--20,20--22
0--3,0--8,0--11,1--2,1--13,1--19,2--8,2--19,3--20,3--22,4--7,4--11,4--15,5--6,5--9,5--20,6--18,6--21,7--17,7--21,8--18,9--12,9--21,10--11,10--14,10--20,12--13,12--18,13--14,14--16,15--17,15--23,16--19,16--23,17--22,22--23
0--2,0--15,0--23,1--13,1--19,1--22,2--8,2--16,3--4,3--7,3--16,4--16,4--20,5--13,5--15,5--21,6--7,6--8,6--12,7--18,8--12,9--11,9--19,9--22,10--14,10--18,10--20,11--14,11--21,12--17,13--14,15--17,17--18,19--23,20--22,21--23
0--10,0--14,0--17,1--10,1--15,1--18,2--6,2--11,2--13,3--9,3--11,3--18,4--7,4--19,4--22,5--8,5--16,5--21,6--9,6--23,7--12,7--16,8--11,8--19,9--20,10--20,12--14,12--19,13--15,13--23,14--17,15--21,16--22,17--21,18--20,22--23
0--9,0--12,0--19,1--7,1--15,1--22,2--7,2--20,2--21,3--5,3--9,3--21,4--14,4--16,4--22,5--11,5--23,6--10,6--20,6--23,7--16,8--10,8--13,8--19,9--17,10--15,11--13,11--18,12--18,12--19,13--20,14--17,14--18,15--21,16--23,17--22
0--5,0--12,0--13,1--4,1--5,1--19,2--15,2--16,2--23,3--8,3--10,3--11,4--7,4--8,5--13,6--14,6--17,6--22,7--15,7--19,8--14,9--11,9--18,9--23,10--20,10--22,11--20,12--13,12--22,14--18,15--16,16--23,17--20,17--21,18--21,19--21
0--3,0--11,0--22,1--9,1--11,1--20,2--10,2--21,2--23,3--4,3--23,4--5,4--16,5--12,5--18,6--7,6--8,6--21,7--13,7--19,8--12,8--23,9--15,9--20,10--15,10--16,11--17,12--15,13--19,13--20,14--18,14--19,14--22,16--18,17--21,17--22
0--5,0--16,0--22,1--10,1--20,1--21,2--3,2--9,2--15,3--19,3--23,4--12,4--17,4--21,5--7,5--17,6--13,6--16,6--21,7--13,7--19,8--12,8--14,8--19,9--10,9--23,10--11,11--12,11--22,13--15,14--15,14--23,16--20,17--18,18--20,18--22
0--8,0--20,0--21,1--7,1--12,1--16,2--3,2--4,2--18,3--13,3--18,4--17,4--22,5--6,5--10,5--15,6--9,6--22,7--10,7--11,8--11,8--21,9--17,9--23,10--18,11--23,12--13,12--19,13--20,14--15,14--20,14--21,15--16,16--19,17--23,19--22
0--8,0--11,0--14,1--6,1--11,1--13,2--4,2--9,2--10,3--11,3--22,3--23,4--9,4--22,5--9,5--15,5--16,6--12,6--19,7--18,7--20,7--23,8--18,8--19,10--13,10--21,12--17,12--21,13--16,14--16,14--22,15--17,15--20,17--18,19--21,20--23
0--3,0--8,0--14,1--6,1--9,1--17,2--9,2--18,2--21,3--7,3--16,4--7,4--8,4--18,5--6,5--11,5--17,6--13,7--9,8--12,10--12,10--20,10--23,11--13,11--23,12--23,13--17,14--19,14--20,15--16,15--21,15--22,16--22,18--19,19--20,21--22
0--3,0--10,0--21,1--10,1--12,1--20,2--9,2--20,2--21,3--7,3--10,4--16,4--18,4--19,5--13,5--20,5--22,6--13,6--17,6--19,7--11,7--13,8--9,8--16,8--18,9--21,11--15,11--23,12--14,12--18,14--16,14--23,15--17,15--22,17--19,22--23
0--14,0--17,0--21,1--16,1--17,1--22,2--4,2--11,2--23,3--15,3--18,3--19,4--13,4--18,5--9,5--19,5--23,6--16,6--19,6--20,7--9,7--10,7--17,8--9,8--12,8--22,10--12,10--15,11--15,11--20,12--16,13--14,13--21,14--20,18--23,21--22
0--9,0--16,0--20,1--3,1--8,1--21,2--6,2--7,2--9,3--10,3--15,4--13,4--18,4--20,5--6,5--12,5--18,6--11,7--9,7--23,8--19,8--21,10--16,10--22,11--12,11--14,12--23,13--17,13--23,14--20,14--22,15--17,15--19,16--19,17--18,21--22
0--13,0--21,0--23,1--3,1--9,1--17,2--4,2--11,2--15,3--4,3--10,4--6,5--13,5--22,5--23,6--17,6--18,7--17,7--20,7--21,8--12,8--16,8--20,9--18,9--19,10--14,10--22,11--15,11--19,12--16,12--21,13--23,14--19,14--22,15--18,16--20
0--1,0--8,0--20,1--18,1--21,2--18,2--22,2--23,3--4,3--10,3--19,4--15,4--22,5--6,5--15,5--23,6--7,6--22,7--11,7--12,8--13,8--23,9--11,9--16,9--19,10--14,10--21,11--16,12--19,12--20,13--14,13--17,14--20,15--17,16--18,17--21
0--8,0--9,0--23,1--6,1--7,1--20,2--13,2--18,2--19,3--11,3--17,3--20,4--10,4--15,4--19,5--13,5--14,5--16,6--9,6--13,7--12,7--15,8--21,8--22,9--14,10--15,10--17,11--12,11--22,12--23,14--16,16--18,17--19,18--20,21--22,21--23
0--1,0--6,0--22,1--3,1--8,2--6,2--9,2--13,3--4,3--23,4--8,4--12,5--8,5--17,5--23,6--15,7--14,7--19,7--20,9--10,9--14,10--11,10--16,11--13,11--20,12--14,12--15,13--18,15--18,16--17,16--21,17--23,18--22,19--21,19--22,20--21
0--14,0--17,0--18,1--2,1--11,1--21,2--13,2--17,3--8,3--19,3--20,4--5,4--16,4--22,5--9,5--10,6--12,6--17,6--19,7--8,7--11,7--22,8--12,9--13,9--15,10--13,10--21,11--15,12--18,14--16,14--20,15--23,16--19,18--23,20--23,21--22
0--6,0--8,0--11,1--5,1--19,1--22,2--11,2--18,2--21,3--4,3--9,3--16,4--10,4--22,5--11,5--14,6--12,6--15,7--15,7--21,7--23,8--14,8--23,9--13,9--14,10--12,10--13,12--15,13--18,16--17,16--23,17--19,17--20,18--19,20--21,20--22
0--6,0--18,0--21,1--5,1--9,1--21,2--10,2--13,2--20,3--5,3--14,3--22,4--7,4--15,4--22,5--13,6--17,6--19,7--11,7--20,8--14,8--22,8--23,9--14,9--16,10--13,10--17,11--15,11--18,12--16,12--20,12--23,15--16,17--21,18--19,19--23
0--9,0--17,0--22,1--2,1--15,1--16,2--12,2--18,3--10,3--19,3--20,4--8,4--9,4--18,5--7,5--11,5--18,6--11,6--15,6--20,7--9,7--16,8--10,8--14,10--12,11--17,12--23,13--14,13--21,13--22,14--17,15--21,16--22,19--20,19--23,21--23
0--6,0--10,0--23,1--8,1--19,1--21,2--14,2--19,2--22,3--12,3--15,3--20,4--6,4--19,4--22,5--8,5--10,5--17,6--8,7--10,7--13,7--17,9--11,9--14,9--18,11--15,11--18,12--15,12--16,13--16,13--23,14--18,16--23,17--21,20--21,20--22
0--9,0--12,0--15,1--7,1--8,1--9,2--9,2--12,2--22,3--6,3--18,3--23,4--7,4--18,4--19,5--11,5--13,5--21,6--10,6--19,7--23,8--14,8--15,10--21,10--22,11--17,11--20,12--20,13--19,13--21,14--20,14--23,15--17,16--17,16--18,16--22
0--1,0--6,0--13,1--10,1--23,2--7,2--15,2--19,3--8,3--16,3--23,4--13,4--20,4--21,5--7,5--14,5--17,6--19,6--21,7--9,8--13,8--15,9--12,9--21,10--18,10--22,11--12,11--17,11--23,12--19,14--16,14--20,15--17,16--22,18--20,18--22
0--8,0--19,0--20,1--4,1--5,1--14,2--8,2--10,2--17,3--5,3--11,3--22,4--21,4--22,5--14,6--11,6--13,6--16,7--16,7--19,7--20,8--18,9--10,9--12,9--15,10--12,11--15,12--23,13--20,13--22,14--23,15--18,16--19,17--21,17--23,18--21
0--5,0--8,0--14,1--3,1--19,1--22,2--7,2--12,2--19,3--6,3--19,4--15,4--17,4--20,5--11,5--22,6--13,6--20,7--11,7--14,8--9,8--14,9--16,9--23,10--12,10--13,10--18,11--21,12--16,13--15,15--17,16--18,17--22,18--21,20--23,21--23
0--1,0--17,0--21,1--12,1--20,2--3,2--4,2--8,3--15,3--19,4--16,4--18,5--14,5--19,5--23,6--9,6--10,6--17,7--12,7--14,7--18,8--11,8--21,9--11,9--23,10--20,10--22,11--19,12--16,13--14,13--15,13--22,15--22,16--21,17--18,20--23
0--13,0--16,0--23,1--2,1--6,1--21,2--13,2--23,3--9,3--12,3--22,4--8,4--14,4--21,5--13,5--19,5--21,6--8,6--16,7--12,7--15,7--23,8--9,9--11,10--16,10--17,10--20,11--18,11--19,12--17,14--15,14--22,15--19,17--20,18--20,18--22
0--4,0--18,0--23,1--15,1--19,1--23,2--3,2--20,2--21,3--7,3--18,4--9,4--20,5--11,5--16,5--19,6--13,6--14,6--15,7--11,7--19,8--9,8--12,8--22,9--20,10--11,10--13,10--16,12--17,12--21,13--15,14--16,14--18,17--22,17--23,21--22
0--5,0--9,0--12,1--2,1--15,1--16,2--7,2--8,3--6,3--13,3--20,4--13,4--18,4--22,5--17,5--20,6--17,6--22,7--13,7--23,8--14,8--17,9--16,9--21,10--11,10--12,10--15,11--20,11--21,12--16,14--19,14--23,15--18,18--19,19--23,21--22
0--2,0--7,0--21,1--5,1--7,1--22,2--5,2--8,3--4,3--10,3--18,4--12,4--14,5--9,6--13,6--20,6--22,7--11,8--10,8--17,9--13,9--22,10--13,11--15,11--23,12--16,12--18,14--19,14--20,15--19,15--23,16--17,16--20,17--18,19--21,21--23
0--5,0--17,0--20,1--3,1--6,1--16,2--4,2--11,2--12,3--5,3--14,4--7,4--21,5--8,6--15,6--20,7--8,7--10,8--15,9--10,9--17,9--18,10--13,11--12,11--13,12--22,13--22,14--17,14--18,15--16,16--21,18--19,19--22,19--23,20--23,21--23
0--1,0--9,0--16,1--19,1--21,2--7,2--12,2--22,3--9,3--14,3--21,4--7,4--22,4--23,5--9,5--11,5--23,6--11,6--15,6--19,7--13,8--14,8--15,8--17,10--13,10--18,10--22,11--18,12--15,12--20,13--20,14--18,16--17,16--19,17--20,21--23
0--1,0--10,0--22,1--5,1--11,2--4,2--13,2--20,3--7,3--12,3--23,4--13,4--20,5--15,5--16,6--17,6--19,6--21,7--10,7--16,8--12,8--18,8--20,9--11,9--13,9--22,10--14,11--14,12--21,14--21,15--19,15--23,16--23,17--18,17--19,18--22
0--8,0--15,0--23,1--10,1--19,1--21,2--13,2--17,2--22,3--12,3--20,3--21,4--10,4--12,4--18,5--15,5--20,5--23,6--7,6--11,6--16,7--8,7--17,8--9,9--18,9--20,10--19,11--18,11--22,12--13,13--15,14--17,14--19,14--22,16--21,16--23
0--6,0--12,0--15,1--7,1--11,1--18,2--10,2--11,2--19,3--14,3--15,3--19,4--9,4--13,4--23,5--16,5--20,5--22,6--7,6--23,7--17,8--9,8--11,8--13,9--22,10--16,10--17,12--19,12--20,13--14,14--22,15--18,16--21,17--21,18--20,21--23
0--8,0--13,0--19,1--2,1--11,1--19,2--15,2--23,3--13,3--14,3--18,4--13,4--18,4--22,5--10,5--17,5--19,6--9,6--14,6--21,7--12,7--15,7--16,8--17,8--20,9--11,9--16,10--20,10--23,11--20,12--17,12--23,14--21,15--22,16--18,21--22
0--5,0--16,0--17,1--3,1--5,1--7,2--6,2--14,2--23,3--5,3--19,4--6,4--9,4--17,6--7,7--13,8--15,8--18,8--21,9--16,9--21,10--11,10--13,10--14,11--17,11--18,12--19,12--22,12--23,13--14,15--16,15--22,18--21,19--20,20--22,20--23
0--4,0--10,0--15,1--11,1--15,1--21,2--10,2--20,2--22,3--8,3--14,3--19,4--7,4--8,5--6,5--17,5--23,6--13,6--16,7--14,7--19,8--17,9--12,9--20,9--23,10--21,11--12,11--18,12--20,13--15,13--17,14--22,16--21,16--23,18--19,18--22
0--10,0--15,0--20,1--20,1--21,1--23,2--5,2--8,2--23,3--5,3--8,3--9,4--6,4--14,4--18,5--17,6--9,6--12,7--9,7--19,7--22,8--11,10--13,10--18,11--12,11--14,12--22,13--14,13--17,15--17,15--20,16--18,16--19,16--21,19--21,22--23
0--1,0--13,0--23,1--2,1--16,2--15,2--20,3--5,3--17,3--22,4--8,4--16,4--19,5--11,5--21,6--10,6--11,6--20,7--8,7--21,7--23,8--16,9--14,9--17,9--18,10--12,10--15,11--18,12--15,12--22,13--18,13--19,14--19,14--20,17--23,21--22
0--1,0--15,0--18,1--12,1--20,2--5,2--7,2--17,3--10,3--11,3--16,4--14,4--19,4--22,5--9,5--16,6--7,6--13,6--23,7--11,8--9,8--13,8--19,9--17,10--13,10--15,11--22,12--14,12--18,14--20,15--21,16--19,17--21,18--21,20--23,22--23
0--17,0--18,0--20,1--5,1--13,1--19,2--9,2--10,2--18,3--8,3--21,3--22,4--6,4--7,4--23,5--8,5--13,6--16,6--21,7--11,7--12,8--15,9--11,9--22,10--11,10--22,12--16,12--19,13--15,14--16,14--17,14--20,15--23,17--21,18--23,19--20
0--9,0--13,0--21,1--6,1--7,1--20,2--7,2--16,2--17,3--5,3--14,3--15,4--6,4--11,4--12,5--17,5--19,6--22,7--11,8--10,8--12,8--17,9--14,9--20,10--15,10--20,11--23,12--18,13--16,13--23,14--22,15--19,16--21,18--19,18--21,22--23
0--2,0--14,0--17,1--8,1--9,1--18,2--15,2--19,3--5,3--15,3--23,4--5,4--16,4--19,5--17,6--11,6--12,6--21,7--13,7--17,7--22,8--14,8--22,9--12,9--20,10--16,10--20,10--23,11--13,11--18,12--18,13--19,14--15,16--21,20--23,21--22
0--4,0--8,0--20,1--2,1--7,1--13,2--3,2--17,3--8,3--19,4--12,4--14,5--6,5--11,5--21,6--18,6--19,7--16,7--23,8--15,9--14,9--20,9--22,10--12,10--13,10--21,11--19,11--22,12--17,13--20,14--18,15--17,15--21,16--18,16--23,22--23
0--1,0--3,0--14,1--2,1--8,2--13,2--20,3--16,3--17,4--9,4--13,4--22,5--13,5--14,5--23,6--7,6--17,6--19,7--11,7--12,8--10,8--22,9--16,9--19,10--12,10--18,11--20,11--21,12--23,14--15,15--16,15--21,17--21,18--20,18--22,19--23
0--1,0--7,0--22,1--13,1--15,2--7,2--10,2--19,3--5,3--19,3--21,4--17,4--20,4--22,5--9,5--11,6--9,6--18,6--21,7--11,8--9,8--12,8--18,10--15,10--16,11--14,12--15,12--19,13--14,13--17,14--18,16--17,16--20,20--23,21--23,22--23
0--9,0--19,0--21,1--14,1--16,1--23,2--5,2--14,2--20,3--4,3--15,3--21,4--7,4--23,5--13,5--22,6--8,6--11,6--12,7--11,7--17,8--10,8--11,9--19,9--22,10--15,10--18,12--18,12--20,13--16,13--19,14--17,15--22,16--17,18--21,20--23
0--9,0--10,0--11,1--2,1--17,1--19,2--5,2--19,3--12,3--13,3--14,4--13,4--14,4--16,5--16,5--21,6--10,6--11,6--20,7--18,7--20,7--21,8--14,8--15,8--23,9--13,9--18,10--23,11--22,12--17,12--22,15--18,15--20,16--21,17--22,19--23
0--5,0--16,0--20,1--7,1--13,1--19,2--14,2--15,2--16,3--4,3--14,3--22,4--6,4--9,5--10,5--18,6--8,6--15,7--11,7--23,8--12,8--17,9--14,9--23,10--13,10--19,11--16,11--18,12--13,12--22,15--20,17--21,17--23,18--21,19--21,20--22
0--12,0--13,0--20,1--10,1--16,1--19,2--9,2--18,2--22,3--5,3--11,3--18,4--6,4--21,4--23,5--7,5--22,6--14,6--21,7--15,7--17,8--16,8--17,8--20,9--10,9--23,10--20,11--14,11--22,12--15,12--16,13--15,13--21,14--23,17--19,18--19
0--12,0--15,0--16,1--18,1--19,1--22,2--6,2--8,2--13,3--4,3--6,3--20,4--11,4--21,5--10,5--17,5--23,6--18,7--9,7--20,7--21,8--10,8--19,9--12,9--16,10--11,11--22,12--13,13--23,14--16,14--21,14--22,15--17,15--23,17--18,19--20
0--13,0--16,0--22,1--15,1--18,1--19,2--6,2--17,2--19,3--10,3--11,3--20,4--21,4--22,4--23,5--9,5--11,5--18,6--10,6--21,7--8,7--15,7--17,8--12,8--23,9--14,9--15,10--11,12--14,12--16,13--17,13--23,14--22,16--20,18--19,20--21
0--8,0--12,0--15,1--7,1--13,1--20,2--5,2--13,2--18,3--6,3--9,3--16,4--18,4--22,4--23,5--8,5--20,6--14,6--21,7--8,7--10,9--10,9--21,10--23,11--12,11--17,11--19,12--17,13--14,14--19,15--17,15--22,16--19,16--23,18--22,20--21
0--6,0--11,0--12,1--2,1--4,1--10,2--11,2--22,3--8,3--15,3--19,4--20,4--22,5--14,5--20,5--21,6--8,6--9,7--14,7--18,7--20,8--13,9--16,9--17,10--17,10--22,11--14,12--16,12--21,13--16,13--23,15--18,15--19,17--21,18--23,19--23
0--3,0--5,0--8,1--6,1--9,1--21,2--4,2--6,2--10,3--7,3--17,4--19,4--23,5--15,5--21,6--18,7--8,7--18,8--14,9--15,9--21,10--20,10--22,11--18,11--20,11--23,12--17,12--20,12--23,13--14,13--16,13--19,14--16,15--22,16--19,17--22
0--4,0--10,0--11,1--10,1--18,1--21,2--13,2--19,2--22,3--9,3--17,3--23,4--16,4--18,5--13,5--15,5--22,6--8,6--9,6--21,7--8,7--18,7--23,8--14,9--15,10--17,11--19,11--20,12--13,12--16,12--19,14--21,14--23,15--20,16--17,20--22
0--2,0--7,0--12,1--3,1--9,1--19,2--8,2--14,3--13,3--23,4--5,4--7,4--21,5--13,5--20,6--9,6--11,6--12,7--11,8--11,8--19,9--19,10--14,10--15,10--17,12--17,13--22,14--16,15--18,15--22,16--20,16--23,17--18,18--23,20--21,21--22
0--1,0--5,0--23,1--7,1--8,2--4,2--10,2--16,3--5,3--14,3--19,4--13,4--21,5--11,6--11,6--16,6--22,7--18,7--19,8--9,8--15,9--12,9--20,10--12,10--18,11--17,12--15,13--20,13--23,14--15,14--19,16--22,17--18,17--21,20--23,21--22
0--4,0--21,0--22,1--3,1--11,1--21,2--17,2--22,2--23,3--15,3--19,4--19,4--23,5--6,5--7,5--12,6--13,6--17,7--14,7--16,8--9,8--16,8--20,9--18,9--21,10--14,10--15,10--20,11--13,11--23,12--17,12--19,13--18,14--18,15--22,16--20
0--1,0--5,0--11,1--11,1--17,2--10,2--16,2--23,3--7,3--9,3--21,4--7,4--9,4--12,5--12,5--18,6--8,6--14,6--17,7--20,8--14,8--18,9--17,10--13,10--15,11--19,12--22,13--16,13--18,14--22,15--19,15--23,16--19,20--21,20--23,21--22
0--3,0--4,0--12,1--7,1--15,1--17,2--5,2--13,2--22,3--5,3--7,4--8,4--9,5--14,6--13,6--20,6--23,7--17,8--14,8--16,9--19,9--22,10--16,10--20,10--21,11--12,11--14,11--21,12--18,13--18,15--20,15--23,16--18,17--23,19--21,19--22
0--1,0--2,0--14,1--9,1--22,2--14,2--20,3--15,3--18,3--21,4--6,4--16,4--20,5--11,5--18,5--19,6--7,6--8,7--19,7--21,8--14,8--17,9--10,9--11,10--16,10--20,11--12,12--15,12--17,13--18,13--22,13--23,15--23,16--19,17--22,21--23
0--3,0--10,0--20,1--3,1--10,1--18,2--6,2--17,2--20,3--8,4--12,4--15,4--23,5--9,5--18,5--22,6--14,6--20,7--12,7--13,7--18,8--19,8--22,9--11,9--21,10--11,11--23,12--13,13--21,14--15,14--17,15--16,16--21,16--23,17--19,19--22
0--11,0--12,0--23,1--14,1--16,1--20,2--6,2--14,2--15,3--4,3--21,3--22,4--15,4--17,5--8,5--19,5--23,6--12,6--17,7--8,7--18,7--22,8--23,9--10,9--12,9--13,10--19,10--22,11--16,11--18,13--16,13--20,14--17,15--21,18--19,20--21
0--18,0--22,0--23,1--9,1--18,1--21,2--6,2--14,2--16,3--14,3--17,3--20,4--5,4--8,4--23,5--13,5--15,6--19,6--20,7--10,7--12,7--21,8--16,8--23,9--13,9--17,10--17,10--20,11--12,11--21,11--22,12--19,13--19,14--15,15--18,16--22
0--3,0--14,0--20,1--14,1--16,1--23,2--8,2--9,2--20,3--8,3--19,4--12,4--18,4--23,5--12,5--13,5--20,6--7,6--15,6--18,7--8,7--19,9--16,9--21,10--11,10--14,10--21,11--17,11--19,12--18,13--16,13--22,15--22,15--23,17--21,17--22
0--8,0--10,0--12,1--3,1--20,1--21,2--3,2--22,2--23,3--13,4--15,4--18,4--19,5--10,5--14,5--21,6--13,6--15,6--16,7--14,7--15,7--21,8--12,8--17,9--10,9--14,9--16,11--12,11--20,11--22,13--23,16--17,17--22,18--19,18--20,19--23
0--7,0--19,0--20,1--6,1--8,1--23,2--8,2--10,2--16,3--15,3--17,3--21,4--10,4--16,4--21,5--11,5--14,5--22,6--7,6--10,7--20,8--14,9--12,9--15,9--22,11--17,11--18,12--13,12--18,13--21,13--23,14--16,15--22,17--23,18--19,19--20
0--7,0--14,0--18,1--8,1--12,1--19,2--3,2--4,2--20,3--5,3--9,4--10,4--13,5--13,5--20,6--7,6--9,6--12,7--22,8--10,8--19,9--16,10--14,11--14,11--16,11--18,12--17,13--21,15--21,15--22,15--23,16--20,17--19,17--21,18--23,22--23
0--7,0--13,0--23,1--8,1--9,1--16,2--8,2--9,2--10,3--12,3--21,3--22,4--6,4--7,4--17,5--6,5--9,5--11,6--14,7--23,8--14,10--19,10--20,11--18,11--22,12--15,12--17,13--16,13--21,14--15,15--23,16--19,17--20,18--21,18--22,19--20
0--6,0--9,0--14,1--5,1--16,1--18,2--11,2--13,2--21,3--4,3--6,3--10,4--11,4--20,5--10,5--19,6--7,7--22,7--23,8--11,8--15,8--21,9--17,9--19,10--14,12--14,12--16,12--20,13--18,13--23,15--22,15--23,16--17,17--19,18--21,20--22
0--1,0--10,0--14,1--8,1--19,2--3,2--18,2--21,3--15,3--21,4--8,4--16,4--20,5--8,5--16,5--17,6--11,6--18,6--23,7--12,7--14,7--18,9--12,9--14,9--19,10--11,10--21,11--12,13--19,13--20,13--23,15--17,15--22,16--22,17--22,20--23
0--5,0--22,0--23,1--4,1--10,1--14,2--19,2--20,2--22,3--4,3--11,3--15,4--7,5--7,5--18,6--10,6--13,6--19,7--8,8--12,8--14,9--11,9--16,9--18,10--21,11--20,12--17,12--23,13--15,13--16,14--22,15--21,16--17,17--19,18--23,20--21
0--8,0--9,0--12,1--13,1--16,1--23,2--6,2--11,2--17,3--5,3--14,3--19,4--11,4--15,4--16,5--7,5--23,6--9,6--10,7--14,7--18,8--19,8--20,9--21,10--19,10--22,11--17,12--15,12--22,13--16,13--22,14--21,15--23,17--18,18--20,20--21
0--3,0--4,0--23,1--15,1--17,1--22,2--7,2--17,2--21,3--16,3--19,4--9,4--10,5--9,5--20,5--21,6--13,6--21,6--22,7--9,7--11,8--15,8--18,8--19,10--14,10--23,11--17,11--18,12--13,12--16,12--20,13--22,14--19,14--23,15--18,16--20
0--2,0--3,0--11,1--4,1--7,1--23,2--5,2--21,3--19,3--22,4--8,4--20,5--6,5--10,6--13,6--16,7--22,7--23,8--16,8--23,9--13,9--15,9--17,10--12,10--17,11--14,11--18,12--14,12--18,13--21,14--19,15--18,15--21,16--17,19--20,20--22
0--3,0--7,0--17,1--9,1--13,1--15,2--3,2--13,2--19,3--23,4--21,4--22,4--23,5--19,5--21,5--22,6--13,6--17,6--18,7--11,7--18,8--9,8--19,8--23,9--20,10--15,10--16,10--18,11--14,11--16,12--14,12--16,12--20,14--20,15--22,17--21
0--1,0--2,0--15,1--15,1--22,2--4,2--17,3--6,3--11,3--19,4--22,4--23,5--7,5--10,5--18,6--9,6--21,7--8,7--9,8--18,8--19,9--21,10--14,10--22,11--14,11--17,12--16,12--17,12--21,13--14,13--20,13--23,15--19,16--20,16--23,18--20
