0--3,0--4,0--12,0--19,1--6,1--7,1--10,1--21,2--6,2--7,2--12,2--13,3--4,3--8,3--14,4--9,4--14,5--8,5--13,5--20,5--24,6--9,6--19,7--15,7--23,8--13,8--18,9--11,9--21,10--15,10--17,10--23,11--14,11--16,11--20,12--21,12--23,13--22,14--16,15--16,15--25,16--22,17--18,17--19,17--24,18--21,18--24,19--25,20--22,20--24,22--25,23--25
0--2,0--3,0--10,0--20,1--4,1--6,1--18,1--21,2--8,2--16,2--21,3--11,3--19,3--23,4--13,4--15,4--22,5--6,5--12,5--16,5--24,6--12,6--23,7--12,7--14,7--18,7--25,8--10,8--17,8--18,9--10,9--16,9--24,9--25,10--18,11--17,11--22,11--23,12--25,13--15,13--20,13--21,14--15,14--17,14--22,15--19,16--23,17--24,19--24,19--25,20--21,20--22
0--17,0--21,0--22,0--25,1--3,1--5,1--13,1--18,2--4,2--7,2--16,2--23,3--7,3--22,3--25,4--5,4--8,4--10,5--10,5--19,6--8,6--9,6--15,6--18,7--12,7--17,8--11,8--24,9--20,9--22,9--23,10--11,10--13,11--19,11--24,12--15,12--20,12--24,13--18,13--23,14--16,14--17,14--20,14--21,15--16,15--24,16--23,17--20,18--19,19--21,21--25,22--25
0--2,0--14,0--20,0--23,1--5,1--16,1--17,1--24,2--11,2--12,2--20,3--6,3--15,3--17,3--18,4--11,4--14,4--17,4--18,5--9,5--14,5--22,6--10,6--13,6--25,7--10,7--22,7--24,7--25,8--13,8--15,8--16,8--18,9--16,9--19,9--24,10--18,10--19,11--19,11--25,12--16,12--17,12--21,13--19,13--23,14--24,15--22,15--23,20--21,20--25,21--22,21--23
0--13,0--19,0--21,0--22,1--6,1--7,1--22,1--24,2--4,2--13,2--16,2--25,3--5,3--10,3--18,3--20,4--9,4--12,4--21,5--7,5--12,5--20,6--13,6--24,6--25,7--8,7--11,8--21,8--22,8--24,9--10,9--15,9--16,10--16,10--23,11--17,11--19,11--21,12--14,12--22,13--17,14--15,14--19,14--23,15--23,15--24,16--20,17--18,17--25,18--19,18--20,23--25
0--9,0--14,0--16,0--25,1--7,1--12,1--18,1--23,2--4,2--7,2--14,2--16,3--10,3--13,3--15,3--22,4--22,4--24,4--25,5--7,5--15,5--16,5--21,6--7,6--14,6--15,6--17,8--11,8--13,8--23,8--24,9--11,9--20,9--22,10--12,10--13,10--21,11--17,11--18,12--13,12--24,14--20,15--23,16--19,17--18,17--19,18--25,19--22,19--25,20--21,20--23,21--24
0--3,0--7,0--14,0--17,1--3,1--6,1--7,1--21,2--7,2--11,2--13,2--22,3--12,3--23,4--13,4--14,4--18,4--20,5--9,5--20,5--21,5--25,6--12,6--13,6--23,7--19,8--9,8--15,8--20,8--25,9--22,9--24,10--19,10--21,10--23,10--25,11--18,11--19,11--22,12--15,12--17,13--22,14--23,14--24,15--16,15--25,16--17,16--18,16--24,17--19,18--20,21--24
0--2,0--3,0--5,0--12,1--3,1--7,1--13,1--22,2--6,2--16,2--24,3--7,3--19,4--10,4--14,4--24,4--25,5--7,5--24,5--25,6--12,6--15,6--18,7--12,8--10,8--21,8--23,8--25,9--11,9--16,9--17,9--20,10--13,10--19,11--13,11--19,11--21,12--18,13--24,14--19,14--20,14--21,15--22,15--23,15--25,16--17,16--20,17--18,17--22,18--22,20--23,21--23
0--10,0--13,0--20,0--25,1--10,1--16,1--19,1--23,2--3,2--6,2--14,2--18,3--4,3--5,3--16,4--11,4--12,4--15,5--12,5--18,5--21,6--13,6--22,6--25,7--8,7--16,7--22,7--24,8--17,8--20,8--25,9--11,9--20,9--22,9--23,10--12,10--24,11--15,11--19,12--13,13--24,14--17,14--21,14--23,15--19,15--24,16--25,17--18,17--21,18--20,19--21,22--23
0--2,0--3,0--4,0--12,1--9,1--16,1--17,1--19,2--9,2--11,2--14,3--9,3--14,3--23,4--15,4--21,4--22,5--7,5--13,5--15,5--17,6--12,6--14,6--22,6--24,7--16,7--17,7--24,8--11,8--20,8--22,8--23,9--11,10--12,10--13,10--16,10--25,11--20,12--18,13--18,13--25,14--21,15--23,15--24,16--25,17--24,18--19,18--21,19--20,19--22,20--21,23--25
0--3,0--5,0--9,0--16,1--2,1--6,1--17,1--24,2--7,2--15,2--19,3--19,3--21,3--22,4--9,4--11,4--13,4--23,5--8,5--14,5--17,6--12,6--18,6--24,7--11,7--15,7--25,8--10,8--15,8--25,9--14,9--17,10--11,10--14,10--19,11--23,12--13,12--21,12--25,13--18,13--20,14--16,15--22,16--20,16--23,17--22,18--22,18--24,19--23,20--21,20--24,21--25
0--6,0--16,0--19,0--25,1--3,1--7,1--14,1--22,2--6,2--10,2--11,2--16,3--4,3--5,3--24,4--6,4--11,4--22,5--18,5--21,5--23,6--17,7--16,7--21,7--22,8--11,8--12,8--17,8--19,9--13,9--17,9--18,9--22,10--15,10--20,10--24,11--20,12--13,12--15,12--18,13--17,13--19,14--19,14--21,14--24,15--23,15--25,16--25,18--20,20--25,21--23,23--24
0--1,0--5,0--11,0--21,1--4,1--15,1--22,2--8,2--15,2--17,2--20,3--6,3--14,3--21,3--22,4--5,4--21,4--25,5--9,5--20,6--8,6--10,6--23,7--11,7--13,7--14,7--25,8--18,8--24,9--16,9--22,9--24,10--17,10--18,10--20,11--12,11--18,12--17,12--19,12--24,13--19,13--24,13--25,14--15,14--23,15--16,16--18,16--21,17--23,19--23,19--25,20--22
0--2,0--3,0--12,0--21,1--6,1--16,1--19,1--25,2--5,2--22,2--24,3--5,3--20,3--24,4--11,4--19,4--23,4--24,5--6,5--17,6--13,6--18,7--15,7--16,7--22,7--25,8--9,8--20,8--22,8--23,9--11,9--18,9--25,10--14,10--17,10--18,10--21,11--13,11--21,12--17,12--22,12--24,13--14,13--15,14--16,14--25,15--21,15--23,16--19,17--20,18--20,19--23
0--3,0--4,0--8,0--13,1--5,1--7,1--20,1--24,2--12,2--15,2--19,2--20,3--6,3--22,3--24,4--9,4--16,4--23,5--7,5--11,5--19,6--9,6--14,6--22,7--18,7--23,8--10,8--13,8--16,9--17,9--23,10--11,10--12,10--22,11--13,11--24,12--13,12--16,14--15,14--17,14--25,15--18,15--19,16--25,17--20,17--25,18--20,18--25,19--21,21--22,21--23,21--24
0--1,0--17,0--20,0--23,1--8,1--20,1--22,2--9,2--13,2--16,2--25,3--7,3--8,3--11,3--12,4--10,4--17,4--22,4--25,5--8,5--9,5--21,5--24,6--15,6--17,6--21,6--25,7--10,7--18,7--21,8--24,9--10,9--23,10--18,11--13,11--15,11--18,12--16,12--17,12--22,13--19,13--23,14--15,14--19,14--20,14--23,15--19,16--18,16--19,20--22,21--24,24--25
0--1,0--12,0--17,0--22,1--12,1--15,1--24,2--9,2--11,2--19,2--24,3--8,3--10,3--17,3--18,4--5,4--18,4--20,4--25,5--8,5--13,5--21,6--9,6--10,6--16,6--25,7--14,7--21,7--22,7--24,8--18,8--23,9--10,9--14,10--15,11--16,11--19,11--25,12--14,12--24,13--15,13--21,13--23,14--16,15--16,17--19,17--20,18--23,19--21,20--22,20--23,22--25
0--16,0--18,0--24,0--25,1--4,1--9,1--19,1--25,2--9,2--11,2--13,2--24,3--10,3--12,3--18,3--21,4--8,4--14,4--21,5--7,5--10,5--21,5--23,6--8,6--13,6--14,6--15,7--12,7--22,7--25,8--21,8--22,9--10,9--16,10--13,11--17,11--18,11--23,12--15,12--24,13--22,14--15,14--20,15--19,16--17,16--22,17--20,17--25,18--23,19--20,19--23,20--24
0--12,0--14,0--15,0--20,1--4,1--17,1--23,1--25,2--5,2--13,2--16,2--20,3--6,3--7,3--19,3--23,4--10,4--17,4--24,5--8,5--11,5--23,6--10,6--11,6--22,7--17,7--18,7--22,8--9,8--15,8--16,9--13,9--18,9--24,10--12,10--14,11--16,11--18,12--14,12--24,13--19,13--25,14--21,15--22,15--25,16--23,17--25,18--20,19--21,19--24,20--21,21--22
0--5,0--6,0--18,0--19,1--2,1--5,1--11,1--16,2--3,2--8,2--15,3--14,3--17,3--22,4--6,4--7,4--9,4--18,5--15,5--23,6--14,6--17,7--10,7--12,7--22,8--9,8--14,8--16,9--20,9--25,10--11,10--24,10--25,11--13,11--22,12--13,12--16,12--19,13--18,13--23,14--15,15--21,16--24,17--18,17--25,19--20,19--21,20--23,20--24,21--23,21--25,22--24
0--6,0--8,0--17,0--19,1--12,1--13,1--20,1--23,2--4,2--6,2--16,2--24,3--7,3--10,3--14,3--16,4--5,4--15,4--25,5--8,5--10,5--24,6--22,6--25,7--9,7--10,7--15,8--16,8--18,9--11,9--12,9--23,10--15,11--14,11--17,11--20,12--19,12--20,13--21,13--23,13--24,14--18,14--21,15--22,16--24,17--18,17--22,18--21,19--23,19--25,20--22,21--25
0--2,0--5,0--7,0--19,1--9,1--19,1--21,1--22,2--10,2--12,2--23,3--5,3--9,3--17,3--23,4--11,4--19,4--20,4--22,5--14,5--15,6--7,6--10,6--12,6--16,7--9,7--17,8--13,8--14,8--16,8--25,9--13,10--13,10--23,11--21,11--22,11--25,12--15,12--16,13--18,14--20,14--25,15--18,15--24,16--24,17--18,17--25,18--19,20--21,20--24,21--24,22--23
0--2,0--5,0--12,0--18,1--3,1--7,1--14,1--24,2--3,2--6,2--13,3--5,3--16,4--8,4--15,4--16,4--22,5--6,5--14,6--7,6--9,7--12,7--17,8--12,8--14,8--25,9--10,9--11,9--20,10--13,10--24,10--25,11--15,11--16,11--17,12--21,13--19,13--23,14--23,15--23,15--25,16--17,17--21,18--20,18--22,18--24,19--21,19--22,19--23,20--21,20--22,24--25
0--1,0--9,0--18,0--19,1--11,1--21,1--24,2--10,2--14,2--19,2--21,3--6,3--16,3--20,3--23,4--8,4--14,4--16,4--25,5--9,5--12,5--17,5--18,6--7,6--8,6--22,7--18,7--21,7--23,8--9,8--16,9--17,10--11,10--13,10--25,11--13,11--24,12--18,12--20,12--24,13--15,13--17,14--22,14--23,15--21,15--22,15--25,16--19,17--23,19--20,20--24,22--25
0--4,0--9,0--19,0--22,1--6,1--17,1--22,1--23,2--12,2--18,2--21,2--24,3--4,3--11,3--16,3--18,4--11,4--25,5--6,5--8,5--10,5--13,6--11,6--15,7--8,7--15,7--16,7--17,8--20,8--25,9--18,9--21,9--22,10--12,10--23,10--24,11--12,12--17,13--14,13--16,13--25,14--18,14--20,14--24,15--19,15--21,16--25,17--23,19--22,19--23,20--21,20--24
0--5,0--7,0--12,0--13,1--4,1--9,1--18,1--20,2--3,2--21,2--24,2--25,3--19,3--22,3--23,4--16,4--20,4--21,5--16,5--18,5--24,6--9,6--10,6--17,6--22,7--14,7--19,7--20,8--13,8--15,8--19,8--24,9--12,9--17,10--21,10--23,10--25,11--14,11--18,11--22,11--25,12--16,12--25,13--14,13--22,14--24,15--16,15--19,15--23,17--20,17--21,18--23
0--6,0--7,0--8,0--11,1--12,1--14,1--15,1--18,2--3,2--5,2--19,2--25,3--11,3--13,3--24,4--7,4--8,4--15,4--23,5--6,5--14,5--17,6--18,6--23,7--14,7--17,8--12,8--18,9--10,9--13,9--20,9--25,10--11,10--15,10--18,11--16,12--13,12--20,13--21,14--24,15--19,16--21,16--22,16--24,17--21,17--25,19--23,19--25,20--22,20--23,21--22,22--24
0--4,0--11,0--14,0--18,1--12,1--18,1--21,1--24,2--3,2--5,2--13,2--19,3--6,3--7,3--23,4--5,4--13,4--22,5--7,5--8,6--10,6--23,6--24,7--17,7--21,8--9,8--10,8--21,9--11,9--19,9--25,10--14,10--16,11--16,11--21,12--20,12--24,12--25,13--15,13--23,14--23,14--24,15--16,15--18,15--20,16--22,17--19,17--22,17--25,18--19,20--22,20--25
0--6,0--12,0--15,0--20,1--4,1--6,1--10,1--19,2--4,2--12,2--17,2--21,3--5,3--11,3--21,3--22,4--14,4--15,5--9,5--14,5--21,6--20,6--25,7--14,7--15,7--17,7--19,8--16,8--19,8--20,8--22,9--10,9--11,9--25,10--13,10--18,11--15,11--16,12--17,12--24,13--16,13--23,13--24,14--22,16--19,17--25,18--21,18--23,18--24,20--23,22--25,23--24
0--8,0--9,0--15,0--19,1--12,1--15,1--16,1--24,2--6,2--16,2--20,2--23,3--17,3--19,3--21,3--22,4--5,4--11,4--12,4--18,5--7,5--13,5--25,6--7,6--22,6--23,7--10,7--12,8--12,8--21,8--22,9--13,9--14,9--19,10--16,10--17,10--25,11--15,11--21,11--25,13--16,13--24,14--17,14--22,14--23,15--18,17--19,18--20,18--24,20--24,20--25,21--23
0--1,0--4,0--23,0--25,1--10,1--13,1--19,2--4,2--8,2--19,2--23,3--8,3--20,3--22,3--24,4--14,4--20,5--9,5--13,5--16,5--18,6--12,6--18,6--21,6--25,7--16,7--21,7--24,7--25,8--10,8--12,9--15,9--16,9--19,10--11,10--24,11--15,11--18,11--20,12--13,12--23,13--21,14--17,14--22,14--23,15--17,15--21,16--22,17--19,17--24,18--22,20--25
0--3,0--11,0--15,0--20,1--2,1--3,1--10,1--22,2--9,2--11,2--18,3--9,3--14,4--8,4--12,4--20,4--23,5--16,5--21,5--22,5--24,6--13,6--16,6--21,6--25,7--16,7--17,7--23,7--25,8--9,8--10,8--13,9--11,10--13,10--25,11--19,12--16,12--21,12--22,13--15,14--17,14--23,14--24,15--17,15--19,17--24,18--19,18--21,18--25,19--20,20--23,22--24
0--8,0--11,0--13,0--24,1--7,1--12,1--22,1--24,2--7,2--16,2--20,2--21,3--6,3--13,3--19,3--20,4--5,4--7,4--16,4--22,5--11,5--12,5--23,6--14,6--21,6--25,7--12,8--13,8--23,8--25,9--14,9--15,9--19,9--23,10--11,10--17,10--21,10--24,11--24,12--15,13--17,14--17,14--18,15--16,15--22,16--18,17--19,18--20,18--25,19--20,21--23,22--25
0--8,0--9,0--12,0--23,1--5,1--6,1--9,1--13,2--3,2--4,2--6,2--15,3--8,3--12,3--15,4--14,4--18,4--21,5--13,5--20,5--25,6--10,6--11,7--11,7--12,7--23,7--25,8--22,8--24,9--12,9--24,10--11,10--15,10--24,11--20,13--14,13--23,14--16,14--17,15--22,16--17,16--21,16--25,17--18,17--19,18--19,18--22,19--20,19--25,20--21,21--24,22--23
0--1,0--20,0--24,0--25,1--9,1--10,1--12,2--5,2--6,2--11,2--18,3--4,3--7,3--8,3--11,4--22,4--24,4--25,5--10,5--17,5--20,6--12,6--13,6--20,7--17,7--18,7--23,8--13,8--14,8--24,9--13,9--14,9--19,10--16,10--20,11--21,11--25,12--17,12--22,13--24,14--15,14--22,15--16,15--18,15--23,16--19,16--21,17--19,18--23,19--25,21--22,21--23
0--12,0--16,0--17,0--22,1--4,1--8,1--19,1--22,2--5,2--15,2--23,2--24,3--6,3--7,3--21,3--24,4--15,4--20,4--21,5--14,5--17,5--25,6--8,6--9,6--10,7--9,7--15,7--20,8--11,8--22,9--12,9--22,10--11,10--19,10--23,11--15,11--25,12--18,12--21,13--16,13--18,13--23,13--24,14--16,14--17,14--18,16--20,17--25,18--19,19--23,20--21,24--25
0--11,0--14,0--15,0--16,1--4,1--10,1--11,1--18,2--3,2--14,2--16,2--17,3--5,3--7,3--24,4--16,4--20,4--22,5--18,5--19,5--21,6--13,6--20,6--21,6--23,7--10,7--14,7--15,8--10,8--22,8--23,8--25,9--11,9--16,9--17,9--20,10--18,11--15,12--13,12--20,12--22,12--25,13--18,13--24,14--17,15--23,17--25,19--21,19--23,19--25,21--24,22--24
0--10,0--12,0--13,0--17,1--5,1--11,1--12,1--16,2--5,2--6,2--9,2--14,3--5,3--8,3--19,3--24,4--8,4--10,4--19,4--25,5--16,6--7,6--23,6--24,7--8,7--12,7--14,8--16,9--15,9--22,9--24,10--17,10--19,11--18,11--22,11--24,12--21,13--15,13--19,13--25,14--17,14--20,15--18,15--23,16--20,17--20,18--21,18--22,20--23,21--22,21--25,23--25
0--3,0--11,0--16,0--17,1--2,1--4,1--6,1--8,2--8,2--20,2--23,3--17,3--18,3--19,4--6,4--16,4--23,5--9,5--14,5--19,5--20,6--13,6--22,7--11,7--12,7--24,7--25,8--13,8--21,9--16,9--19,9--22,10--13,10--14,10--18,10--22,11--18,11--23,12--16,12--17,12--21,13--23,14--15,14--21,15--20,15--24,15--25,17--22,18--25,19--20,21--24,24--25
0--7,0--15,0--16,0--18,1--12,1--16,1--22,1--23,2--3,2--10,2--15,2--22,3--4,3--14,3--20,4--7,4--19,4--20,5--14,5--17,5--24,5--25,6--8,6--12,6--13,6--24,7--8,7--10,8--9,8--23,9--11,9--18,9--19,10--14,10--20,11--17,11--19,11--25,12--16,12--17,13--14,13--21,13--22,15--18,15--23,16--25,17--24,18--22,19--21,20--25,21--23,21--24
0--6,0--9,0--11,0--23,1--3,1--11,1--18,1--24,2--10,2--13,2--18,2--22,3--17,3--20,3--22,4--6,4--13,4--17,4--22,5--11,5--17,5--20,5--25,6--8,6--19,7--16,7--19,7--24,7--25,8--13,8--14,8--16,9--10,9--11,9--15,10--23,10--25,12--15,12--19,12--21,12--22,13--19,14--15,14--21,14--23,15--20,16--23,16--24,17--21,18--24,18--25,20--21
0--3,0--6,0--9,0--19,1--4,1--8,1--9,1--20,2--3,2--13,2--14,2--22,3--10,3--12,4--6,4--8,4--17,5--8,5--12,5--16,5--24,6--16,6--20,7--9,7--11,7--14,7--25,8--21,9--12,10--11,10--19,10--21,11--13,11--22,12--18,13--14,13--25,14--23,15--18,15--22,15--23,15--24,16--20,16--22,17--18,17--20,17--23,18--24,19--21,19--25,21--24,23--25
0--5,0--14,0--15,0--20,1--8,1--10,1--19,1--25,2--3,2--16,2--17,2--21,3--4,3--16,3--18,4--10,4--11,4--21,5--7,5--9,5--17,6--7,6--16,6--18,6--24,7--11,7--12,8--15,8--18,8--24,9--11,9--23,9--24,10--11,10--13,12--17,12--19,12--23,13--14,13--18,13--22,14--20,14--22,15--16,15--20,17--23,19--22,19--24,20--21,21--25,22--25,23--25
0--1,0--6,0--12,0--14,1--10,1--13,1--16,2--4,2--5,2--18,2--22,3--8,3--10,3--11,3--22,4--5,4--8,4--18,5--17,5--24,6--14,6--15,6--19,7--12,7--14,7--20,7--22,8--11,8--18,9--12,9--13,9--21,9--24,10--15,10--20,11--24,11--25,12--23,13--17,13--23,14--17,15--21,15--25,16--18,16--19,16--23,17--19,19--25,20--21,20--23,21--22,24--25
0--11,0--12,0--17,0--19,1--5,1--12,1--15,1--23,2--3,2--6,2--9,2--12,3--5,3--15,3--20,4--8,4--15,4--20,4--21,5--9,5--24,6--11,6--18,6--22,7--13,7--14,7--16,7--22,8--13,8--16,8--25,9--23,9--25,10--11,10--14,10--16,10--21,11--22,12--16,13--18,13--24,14--20,14--23,15--17,17--21,17--25,18--19,18--22,19--20,19--24,21--23,24--25
0--3,0--14,0--23,0--25,1--13,1--15,1--18,1--19,2--6,2--10,2--18,2--23,3--8,3--17,3--23,4--8,4--11,4--18,4--20,5--6,5--9,5--12,5--24,6--22,6--25,7--10,7--13,7--21,7--22,8--10,8--16,9--17,9--20,9--25,10--16,11--12,11--15,11--16,12--19,12--22,13--18,13--24,14--16,14--17,14--24,15--20,15--21,17--21,19--20,19--23,21--25,22--24
0--16,0--18,0--21,0--24,1--4,1--13,1--20,1--23,2--13,2--16,2--19,2--20,3--8,3--11,3--19,3--22,4--8,4--9,4--10,5--12,5--13,5--23,5--25,6--7,6--8,6--22,6--23,7--13,7--19,7--21,8--16,9--15,9--16,9--24,10--18,10--19,10--20,11--14,11--24,11--25,12--15,12--17,12--22,14--15,14--22,14--24,15--25,17--18,17--21,17--23,18--20,21--25
0--2,0--4,0--9,0--14,1--2,1--15,1--19,1--21,2--13,2--23,3--5,3--6,3--7,3--24,4--8,4--10,4--23,5--10,5--11,5--13,6--12,6--17,6--19,7--13,7--16,7--17,8--14,8--20,8--22,9--15,9--16,9--18,10--13,10--18,11--16,11--21,11--23,12--18,12--20,12--25,14--21,14--22,15--21,15--23,16--22,17--19,17--25,18--20,19--25,20--24,22--24,24--25
0--2,0--8,0--11,0--14,1--5,1--12,1--19,1--23,2--8,2--12,2--16,3--14,3--18,3--19,3--24,4--6,4--13,4--14,4--15,5--18,5--22,5--24,6--16,6--18,6--25,7--10,7--15,7--20,7--25,8--10,8--24,9--13,9--17,9--23,9--24,10--21,10--22,11--17,11--23,11--25,12--20,12--22,13--15,13--20,14--17,15--16,16--18,17--25,19--21,19--23,20--21,21--22
0--2,0--16,0--18,0--25,1--3,1--5,1--12,1--15,2--15,2--19,2--23,3--5,3--20,3--25,4--5,4--11,4--17,4--21,5--10,6--13,6--14,6--20,6--22,7--11,7--19,7--21,7--25,8--9,8--18,8--20,8--23,9--14,9--16,9--21,10--14,10--19,10--24,11--16,11--19,12--13,12--15,12--24,13--18,13--24,14--22,15--22,16--23,17--18,17--20,17--21,22--23,24--25
0--6,0--8,0--14,0--15,1--3,1--4,1--6,1--17,2--4,2--12,2--19,2--21,3--10,3--21,3--22,4--19,4--22,5--9,5--13,5--22,5--25,6--9,6--24,7--10,7--11,7--19,7--23,8--9,8--20,8--23,9--11,10--17,10--21,11--13,11--15,12--13,12--16,12--23,13--16,14--16,14--18,14--25,15--17,15--18,16--21,17--24,18--20,18--24,19--25,20--22,20--24,23--25
0--9,0--18,0--22,0--23,1--6,1--8,1--10,1--24,2--11,2--14,2--16,2--17,3--7,3--9,3--14,3--25,4--5,4--8,4--9,4--16,5--20,5--21,5--22,6--8,6--14,6--20,7--13,7--15,7--22,8--23,9--19,10--15,10--18,10--22,11--14,11--17,11--23,12--16,12--18,12--19,12--20,13--15,13--21,13--24,15--21,16--24,17--19,17--25,18--24,19--23,20--25,21--25
0--13,0--16,0--18,0--23,1--7,1--9,1--17,1--19,2--7,2--11,2--16,2--24,3--6,3--10,3--14,3--22,4--7,4--8,4--15,4--23,5--6,5--14,5--16,5--21,6--8,6--14,7--14,8--11,8--18,9--10,9--17,9--25,10--23,10--24,11--24,11--25,12--13,12--18,12--21,12--22,13--20,13--21,15--19,15--23,15--25,16--24,17--19,17--20,18--22,19--20,20--21,22--25
0--4,0--6,0--13,0--22,1--9,1--13,1--18,1--24,2--14,2--15,2--19,2--21,3--6,3--12,3--16,3--25,4--7,4--13,4--25,5--10,5--14,5--20,5--22,6--13,6--19,7--17,7--20,7--25,8--19,8--20,8--22,8--23,9--12,9--18,9--24,10--18,10--21,10--24,11--15,11--16,11--23,11--25,12--17,12--22,14--19,14--21,15--16,15--21,16--20,17--18,17--23,23--24
0--11,0--16,0--17,0--21,1--5,1--7,1--18,1--19,2--10,2--14,2--15,2--25,3--7,3--19,3--23,3--25,4--9,4--12,4--16,4--23,5--6,5--21,5--23,6--8,6--18,6--24,7--8,7--17,8--9,8--14,9--22,9--25,10--13,10--17,10--21,11--15,11--20,11--25,12--14,12--15,12--19,13--16,13--22,13--24,14--16,15--20,17--22,18--20,18--22,19--24,20--21,23--24
0--1,0--8,0--19,0--21,1--2,1--5,1--22,2--6,2--12,2--18,3--13,3--17,3--18,3--25,4--9,4--10,4--15,4--23,5--16,5--18,5--20,6--7,6--17,6--20,7--11,7--19,7--24,8--9,8--24,8--25,9--15,9--17,10--12,10--16,10--21,11--19,11--20,11--22,12--14,12--16,13--16,13--21,13--23,14--15,14--22,14--25,15--24,17--24,18--25,19--22,20--23,21--23
0--8,0--15,0--16,0--20,1--2,1--6,1--8,1--25,2--9,2--17,2--25,3--4,3--5,3--12,3--25,4--13,4--14,4--21,5--15,5--19,5--23,6--10,6--11,6--17,7--16,7--18,7--21,7--22,8--9,8--13,9--14,9--19,10--14,10--19,10--22,11--22,11--23,11--24,12--16,12--17,12--24,13--18,13--21,14--20,15--20,15--25,16--24,17--20,18--23,18--24,19--22,21--23
