0--2,0--7,0--31,1--9,1--15,1--24,2--20,2--23,3--4,3--10,3--12,4--14,4--30,5--10,5--11,5--22,6--18,6--20,6--23,7--21,7--29,8--24,8--25,8--29,9--13,9--15,10--18,11--12,11--14,12--30,13--16,13--27,14--29,15--20,16--22,16--23,17--24,17--25,17--27,18--25,19--26,19--27,19--28,21--22,21--26,26--28,28--31,30--31
0--9,0--12,0--31,1--7,1--16,1--27,2--3,2--9,2--21,3--7,3--16,4--8,4--15,4--18,5--12,5--21,5--26,6--23,6--26,6--29,7--24,8--10,8--29,9--31,10--14,10--28,11--25,11--26,11--28,12--17,13--15,13--19,13--22,14--23,14--31,15--24,16--22,17--27,17--30,18--20,18--25,19--25,19--29,20--22,20--30,21--23,24--27,28--30
0--2,0--3,0--8,1--10,1--19,1--30,2--14,2--26,3--9,3--12,4--14,4--19,4--25,5--6,5--18,5--30,6--15,6--21,7--12,7--15,7--26,8--9,8--23,9--11,10--17,10--30,11--22,11--31,12--28,13--16,13--21,13--24,14--27,15--19,16--20,16--23,17--20,17--29,18--22,18--29,20--26,21--25,22--28,23--29,24--27,24--28,25--31,27--31
0--14,0--16,0--17,1--4,1--16,1--31,2--6,2--13,2--31,3--4,3--22,3--26,4--19,5--17,5--27,5--29,6--21,6--27,7--9,7--23,7--24,8--15,8--18,8--22,9--20,9--25,10--14,10--21,10--23,11--21,11--25,11--29,12--15,12--16,12--28,13--19,13--27,14--18,15--30,17--18,19--26,20--24,20--31,22--25,23--28,24--30,26--29,28--30
0--11,0--12,0--23,1--6,1--21,1--24,2--3,2--17,2--26,3--4,3--13,4--14,4--25,5--10,5--20,5--28,6--18,6--20,7--9,7--15,7--19,8--17,8--23,8--31,9--25,9--30,10--14,10--28,11--27,11--31,12--14,12--17,13--26,13--29,15--23,15--30,16--18,16--19,16--22,18--30,19--22,20--22,21--24,21--28,24--29,25--27,26--31,27--29
0--16,0--17,0--30,1--2,1--18,1--29,2--10,2--25,3--7,3--21,3--28,4--5,4--12,4--23,5--26,5--30,6--13,6--15,6--24,7--14,7--24,8--22,8--23,8--29,9--19,9--25,9--31,10--21,10--31,11--14,11--18,11--21,12--22,12--27,13--20,13--26,14--16,15--19,15--25,16--22,17--19,17--26,18--30,20--27,20--28,23--28,24--29,27--31
0--3,0--11,0--24,1--2,1--6,1--15,2--12,2--25,3--10,3--31,4--7,4--8,4--11,5--16,5--27,5--29,6--23,6--26,7--19,7--21,8--11,8--16,9--12,9--13,9--14,10--17,10--21,12--30,13--14,13--23,14--24,15--19,15--27,16--31,17--21,17--22,18--28,18--29,18--30,19--22,20--22,20--24,20--26,23--27,25--26,25--28,28--31,29--30
0--9,0--17,0--31,1--21,1--24,1--29,2--15,2--27,2--29,3--10,3--13,3--21,4--11,4--14,4--23,5--14,5--20,5--22,6--17,6--25,6--28,7--11,7--21,7--23,8--13,8--18,8--20,9--18,9--30,10--22,10--31,11--22,12--16,12--19,12--29,13--26,14--30,15--19,15--28,16--19,16--31,17--18,20--26,23--27,24--25,24--30,25--28,26--27
0--9,0--19,0--23,1--18,1--25,1--28,2--9,2--29,2--31,3--21,3--26,3--30,4--8,4--15,4--16,5--8,5--11,5--18,6--8,6--13,6--14,7--9,7--15,7--24,10--15,10--20,10--28,11--24,11--31,12--13,12--18,12--22,13--14,14--29,16--25,16--26,17--19,17--22,17--31,19--21,20--27,20--30,21--26,22--27,23--25,23--28,24--30,27--29
0--5,0--6,0--29,1--13,1--15,1--22,2--8,2--16,2--19,3--7,3--10,3--19,4--6,4--7,4--9,5--26,5--30,6--11,7--15,8--14,8--19,9--23,9--25,10--17,10--22,11--24,11--28,12--21,12--27,12--30,13--16,13--29,14--27,14--30,15--16,17--20,17--25,18--21,18--27,18--31,20--21,20--24,22--28,23--28,23--29,24--26,25--31,26--31
0--3,0--15,0--26,1--23,1--26,1--29,2--6,2--30,2--31,3--11,3--28,4--9,4--22,4--23,5--6,5--22,5--25,6--8,7--12,7--26,7--27,8--10,8--18,9--12,9--27,10--13,10--25,11--12,11--27,13--17,13--19,14--15,14--16,14--19,15--30,16--17,16--24,17--25,18--20,18--29,19--24,20--23,20--31,21--24,21--29,21--30,22--28,28--31
0--1,0--5,0--15,1--8,1--28,2--11,2--13,2--16,3--10,3--12,3--25,4--6,4--22,4--31,5--7,5--21,6--13,6--28,7--13,7--19,8--16,8--24,9--24,9--26,9--30,10--25,10--29,11--19,11--23,12--19,12--21,14--17,14--21,14--25,15--22,15--30,16--17,17--18,18--22,18--28,20--23,20--27,20--31,23--26,24--27,26--27,29--30,29--31
0--7,0--12,0--14,1--5,1--14,1--27,2--3,2--8,2--21,3--12,3--22,4--10,4--24,4--27,5--19,5--31,6--24,6--27,6--28,7--10,7--30,8--17,8--24,9--19,9--29,9--31,10--23,11--12,11--17,11--26,13--21,13--23,13--29,14--22,15--20,15--22,15--25,16--17,16--26,16--30,18--21,18--25,18--31,19--23,20--26,20--28,25--28,29--30
0--4,0--17,0--29,1--6,1--23,1--27,2--4,2--9,2--11,3--6,3--21,3--31,4--10,5--6,5--8,5--26,7--22,7--25,7--27,8--10,8--15,9--21,9--25,10--20,11--13,11--29,12--18,12--23,12--27,13--16,13--28,14--24,14--29,14--30,15--18,15--24,16--24,16--25,17--19,17--26,18--26,19--20,19--28,20--28,21--30,22--30,22--31,23--31
0--11,0--20,0--31,1--8,1--16,1--19,2--9,2--19,2--30,3--22,3--26,3--28,4--14,4--23,4--24,5--10,5--11,5--31,6--10,6--27,6--28,7--12,7--18,7--23,8--10,8--21,9--13,9--29,11--29,12--17,12--29,13--25,13--26,14--23,14--28,15--17,15--18,15--25,16--20,16--25,17--24,18--24,19--27,20--21,21--22,22--27,26--30,30--31
0--1,0--20,0--28,1--18,1--29,2--11,2--14,2--17,3--5,3--9,3--23,4--23,4--27,4--31,5--13,5--26,6--11,6--19,6--22,7--11,7--18,7--24,8--10,8--26,8--31,9--27,9--28,10--15,10--22,12--20,12--25,12--29,13--25,13--30,14--19,14--24,15--16,15--30,16--30,16--31,17--24,17--28,18--21,19--21,20--22,21--29,23--27,25--26
0--6,0--14,0--17,1--11,1--24,1--25,2--9,2--24,2--26,3--10,3--13,3--25,4--5,4--8,4--26,5--16,5--22,6--9,6--15,7--22,7--27,7--30,8--21,8--25,9--27,10--16,10--20,11--18,11--28,12--16,12--18,12--21,13--20,13--29,14--21,14--23,15--18,15--31,17--19,17--20,19--22,19--29,23--24,23--28,26--28,27--31,29--30,30--31
0--1,0--3,0--20,1--8,1--11,2--12,2--15,2--29,3--23,3--30,4--5,4--12,4--21,5--7,5--16,6--18,6--22,6--27,7--15,7--29,8--9,8--14,9--14,9--17,10--16,10--17,10--26,11--13,11--31,12--23,13--16,13--27,14--19,15--28,17--28,18--25,18--26,19--25,19--30,20--24,20--31,21--22,21--24,22--24,23--30,25--31,26--29,27--28
0--7,0--25,0--29,1--4,1--30,1--31,2--11,2--21,2--27,3--4,3--5,3--11,4--21,5--16,5--22,6--8,6--10,6--24,7--8,7--22,8--9,9--14,9--17,10--27,10--28,11--19,12--13,12--18,12--28,13--15,13--16,14--16,14--26,15--23,15--28,17--20,17--23,18--24,18--31,19--27,19--29,20--25,20--30,21--23,22--31,24--30,25--26,26--29
0--13,0--15,0--22,1--3,1--4,1--21,2--15,2--16,2--18,3--8,3--17,4--15,4--28,5--11,5--18,5--30,6--14,6--22,6--27,7--21,7--24,7--28,8--12,8--20,9--10,9--25,9--27,10--16,10--19,11--14,11--31,12--28,12--29,13--27,13--30,14--23,16--24,17--26,17--31,18--23,19--24,19--30,20--22,20--29,21--26,23--29,25--26,25--31
0--10,0--16,0--25,1--2,1--5,1--26,2--4,2--28,3--9,3--17,3--20,4--7,4--12,5--18,5--26,6--17,6--20,6--29,7--13,7--14,8--9,8--24,8--27,9--22,10--14,10--28,11--12,11--21,11--31,12--19,13--17,13--23,14--18,15--21,15--24,15--29,16--23,16--27,18--24,19--26,19--30,20--21,22--30,22--31,23--30,25--29,25--31,27--28
0--18,0--26,0--30,1--14,1--21,1--27,2--6,2--11,2--28,3--15,3--21,3--29,4--7,4--20,4--28,5--10,5--15,5--20,6--9,6--18,7--16,7--25,8--14,8--22,8--23,9--30,9--31,10--23,10--25,11--17,11--24,12--17,12--23,12--27,13--16,13--19,13--22,14--24,15--17,16--18,19--26,19--28,20--30,21--22,24--29,25--31,26--31,27--29
0--11,0--26,0--27,1--3,1--5,1--25,2--3,2--13,2--17,3--19,4--6,4--18,4--31,5--11,5--18,6--14,6--31,7--8,7--20,7--24,8--21,8--29,9--10,9--23,9--24,10--21,10--22,11--12,12--16,12--19,13--15,13--29,14--22,14--27,15--25,15--30,16--23,16--25,17--18,17--28,19--30,20--23,20--29,21--28,22--24,26--27,26--31,28--30
0--5,0--16,0--27,1--18,1--20,1--22,2--6,2--7,2--8,3--15,3--20,3--22,4--9,4--14,4--29,5--17,5--28,6--16,6--31,7--22,7--25,8--20,8--26,9--14,9--18,10--11,10--12,10--29,11--17,11--19,12--14,12--23,13--21,13--23,13--28,15--19,15--23,16--27,17--28,18--30,19--24,21--24,21--26,24--25,25--31,26--30,27--29,30--31
0--8,0--14,0--17,1--11,1--12,1--15,2--11,2--25,2--30,3--8,3--15,3--25,4--13,4--23,4--27,5--6,5--24,5--31,6--17,6--20,7--10,7--12,7--24,8--22,9--17,9--20,9--29,10--29,10--31,11--28,12--24,13--19,13--30,14--21,14--31,15--19,16--18,16--21,16--27,18--23,18--25,19--22,20--21,22--28,23--26,26--27,26--30,28--29
0--12,0--25,0--29,1--3,1--4,1--10,2--15,2--23,2--27,3--14,3--22,4--6,4--29,5--6,5--11,5--31,6--28,7--11,7--13,7--28,8--14,8--20,8--27,9--10,9--17,9--31,10--12,11--21,12--25,13--16,13--25,14--28,15--16,15--19,16--24,17--19,17--24,18--23,18--24,18--29,19--30,20--26,20--31,21--22,21--26,22--23,26--30,27--30
0--15,0--21,0--31,1--8,1--18,1--20,2--15,2--18,2--22,3--14,3--17,3--31,4--5,4--15,4--29,5--26,5--27,6--19,6--20,6--29,7--13,7--19,7--25,8--19,8--29,9--25,9--26,9--27,10--16,10--21,10--30,11--14,11--16,11--26,12--14,12--17,12--18,13--16,13--28,17--28,20--23,21--24,22--24,22--28,23--25,23--30,24--30,27--31
0--11,0--16,0--30,1--6,1--9,1--16,2--4,2--12,2--15,3--5,3--24,3--28,4--10,4--11,5--14,5--28,6--7,6--31,7--19,7--22,8--9,8--17,8--27,9--11,10--12,10--13,12--14,13--28,13--31,14--30,15--22,15--25,16--21,17--20,17--26,18--20,18--23,18--25,19--24,19--27,20--27,21--22,21--23,23--29,24--25,26--29,26--31,29--30
0--16,0--21,0--28,1--7,1--24,1--30,2--6,2--15,2--29,3--8,3--14,3--18,4--12,4--16,4--17,5--9,5--19,5--28,6--9,6--14,7--10,7--17,8--27,8--28,9--30,10--18,10--31,11--14,11--23,11--26,12--25,12--30,13--17,13--22,13--29,15--19,15--23,16--27,18--24,19--29,20--21,20--22,20--26,21--27,22--24,23--31,25--26,25--31
0--21,0--22,0--27,1--8,1--11,1--29,2--6,2--10,2--20,3--9,3--17,3--27,4--15,4--18,4--24,5--15,5--23,5--26,6--12,6--22,7--9,7--14,7--16,8--13,8--25,9--12,10--17,10--25,11--19,11--28,12--24,13--27,13--28,14--15,14--23,16--20,16--31,17--22,18--21,18--26,19--29,19--30,20--31,21--25,23--30,24--29,26--30,28--31
0--7,0--16,0--24,1--18,1--26,1--29,2--8,2--21,2--24,3--13,3--15,3--29,4--15,4--21,4--23,5--11,5--16,5--25,6--18,6--20,6--31,7--25,7--27,8--22,8--27,9--10,9--12,9--18,10--11,10--30,11--31,12--19,12--28,13--20,13--26,14--19,14--20,14--23,15--25,16--22,17--19,17--21,17--26,22--31,23--30,24--28,27--29,28--30
0--1,0--9,0--30,1--15,1--19,2--14,2--25,2--28,3--12,3--27,3--29,4--14,4--20,4--26,5--18,5--30,5--31,6--9,6--22,6--29,7--20,7--28,7--31,8--13,8--17,8--25,9--11,10--22,10--28,10--31,11--19,11--21,12--16,12--23,13--17,13--23,14--18,15--19,15--25,16--23,16--24,17--24,18--21,20--21,22--30,24--27,26--27,26--29
0--4,0--5,0--16,1--4,1--11,1--27,2--8,2--20,2--23,3--24,3--25,3--30,4--14,5--7,5--11,6--13,6--17,6--29,7--12,7--17,8--19,8--26,9--15,9--23,9--28,10--12,10--15,10--24,11--21,12--18,13--16,13--19,14--20,14--30,15--21,16--27,17--19,18--23,18--31,20--25,21--24,22--25,22--26,22--31,26--29,27--30,28--29,28--31
0--24,0--26,0--28,1--2,1--7,1--28,2--6,2--25,3--14,3--15,3--20,4--17,4--23,4--29,5--7,5--29,5--30,6--24,6--27,7--17,8--10,8--15,8--22,9--14,9--16,9--21,10--18,10--30,11--12,11--19,11--24,12--23,12--25,13--15,13--20,13--22,14--18,16--23,16--31,17--31,18--21,19--25,19--30,20--31,21--26,22--26,27--28,27--29
0--4,0--12,0--15,1--3,1--13,1--23,2--9,2--26,2--28,3--4,3--11,4--10,5--24,5--26,5--28,6--9,6--23,6--30,7--18,7--19,7--21,8--16,8--19,8--26,9--29,10--17,10--27,11--22,11--25,12--25,12--27,13--20,13--31,14--15,14--27,14--29,15--16,16--31,17--19,17--28,18--21,18--22,20--21,20--24,22--25,23--29,24--30,30--31
0--9,0--19,0--27,1--5,1--15,1--24,2--3,2--26,2--28,3--4,3--16,4--10,4--22,5--21,5--25,6--8,6--28,6--29,7--20,7--28,7--31,8--18,8--24,9--17,9--19,10--14,10--22,11--13,11--17,11--30,12--13,12--15,12--27,13--14,14--23,15--30,16--20,16--29,17--20,18--26,18--31,19--22,21--23,21--27,23--31,24--25,25--26,29--30
0--6,0--18,0--22,1--2,1--19,1--24,2--19,2--30,3--5,3--13,3--17,4--10,4--25,4--26,5--7,5--21,6--19,6--30,7--18,7--23,8--11,8--24,8--29,9--15,9--16,9--29,10--12,10--26,11--14,11--23,12--20,12--28,13--20,13--25,14--15,14--29,15--21,16--23,16--31,17--18,17--31,20--27,21--22,22--26,24--27,25--28,27--31,28--30
0--9,0--24,0--30,1--17,1--24,1--27,2--18,2--25,2--29,3--5,3--8,3--16,4--11,4--24,4--26,5--20,5--26,6--21,6--22,6--30,7--8,7--13,7--27,8--14,9--19,9--26,10--15,10--25,10--31,11--15,11--25,12--22,12--28,12--29,13--23,13--29,14--17,14--30,15--31,16--19,16--21,17--31,18--22,18--28,19--23,20--23,20--27,21--28
0--5,0--9,0--13,1--2,1--19,1--27,2--18,2--27,3--7,3--23,3--29,4--11,4--16,4--26,5--12,5--20,6--21,6--23,6--31,7--15,7--23,8--10,8--14,8--21,9--26,9--31,10--14,10--18,11--16,11--22,12--24,12--29,13--17,13--22,14--20,15--17,15--24,16--27,17--19,18--25,19--29,20--21,22--24,25--28,25--30,26--30,28--30,28--31
0--2,0--11,0--26,1--17,1--21,1--22,2--16,2--18,3--17,3--20,3--23,4--6,4--12,4--20,5--7,5--25,5--28,6--14,6--24,7--10,7--11,8--14,8--28,8--29,9--13,9--16,9--31,10--13,10--30,11--29,12--26,12--30,13--26,14--19,15--22,15--23,15--25,16--17,18--19,18--31,19--30,20--27,21--24,21--27,22--29,23--31,24--25,27--28
0--10,0--17,0--31,1--8,1--22,1--27,2--14,2--15,2--31,3--12,3--13,3--16,4--6,4--10,4--30,5--17,5--19,5--23,6--8,6--14,7--19,7--21,7--27,8--30,9--20,9--21,9--24,10--19,11--23,11--25,11--26,12--22,12--24,13--15,13--18,14--18,15--28,16--17,16--29,18--31,20--24,20--28,21--26,22--27,23--28,25--29,25--30,26--29
0--5,0--10,0--18,1--7,1--11,1--26,2--8,2--17,2--23,3--5,3--19,3--21,4--7,4--9,4--29,5--16,6--12,6--24,6--27,7--27,8--25,8--26,9--12,9--22,10--29,10--31,11--20,11--28,12--21,13--22,13--23,13--30,14--21,14--24,14--31,15--25,15--29,15--30,16--20,16--30,17--18,17--19,18--24,19--26,20--28,22--28,23--27,25--31
0--17,0--20,0--27,1--13,1--23,1--25,2--5,2--13,2--16,3--12,3--14,3--17,4--17,4--24,4--27,5--7,5--13,6--15,6--28,6--29,7--21,7--22,8--10,8--15,8--26,9--11,9--14,9--19,10--12,10--14,11--16,11--30,12--26,15--22,16--19,18--20,18--24,18--25,19--26,20--25,21--23,21--30,22--28,23--31,24--29,27--31,28--31,29--30
0--13,0--20,0--25,1--5,1--8,1--26,2--23,2--27,2--29,3--16,3--17,3--18,4--11,4--12,4--27,5--15,5--16,6--17,6--26,6--28,7--14,7--16,7--19,8--23,8--30,9--14,9--24,9--25,10--17,10--23,10--28,11--24,11--31,12--13,12--21,13--20,14--18,15--22,15--31,18--31,19--20,19--29,21--26,21--30,22--29,22--30,24--28,25--27
0--5,0--21,0--30,1--4,1--10,1--13,2--4,2--14,2--29,3--19,3--23,3--31,4--8,5--7,5--15,6--9,6--22,6--27,7--16,7--20,8--9,8--23,9--21,10--19,10--24,11--14,11--25,11--26,12--17,12--18,12--26,13--23,13--29,14--16,15--22,15--25,16--29,17--18,17--27,18--28,19--24,20--24,20--31,21--28,22--27,25--26,28--30,30--31
0--6,0--12,0--15,1--15,1--17,1--21,2--17,2--19,2--20,3--7,3--14,3--30,4--8,4--11,4--23,5--9,5--23,5--30,6--8,6--29,7--20,7--25,8--13,9--11,9--21,10--14,10--15,10--18,11--28,12--22,12--31,13--16,13--26,14--24,16--18,16--19,17--21,18--27,19--26,20--24,22--24,22--30,23--29,25--27,25--28,26--27,28--31,29--31
0--1,0--8,0--22,1--27,1--29,2--17,2--18,2--20,3--9,3--13,3--30,4--6,4--9,4--17,5--10,5--23,5--24,6--19,6--25,7--8,7--12,7--31,8--31,9--22,10--17,10--20,11--16,11--20,11--27,12--14,12--22,13--16,13--29,14--15,14--18,15--24,15--25,16--21,18--23,19--26,19--29,21--23,21--28,24--26,25--30,26--28,27--28,30--31
0--4,0--9,0--15,1--6,1--11,1--31,2--4,2--6,2--8,3--6,3--7,3--30,4--8,5--7,5--14,5--30,7--31,8--17,9--16,9--28,10--23,10--24,10--29,11--19,11--22,12--21,12--28,12--29,13--15,13--20,13--27,14--17,14--25,15--26,16--19,16--20,17--29,18--21,18--24,18--27,19--26,20--24,21--25,22--23,22--26,23--31,25--28,27--30
0--15,0--18,0--19,1--5,1--16,1--27,2--9,2--22,2--30,3--8,3--12,3--14,4--14,4--15,4--21,5--6,5--27,6--7,6--10,7--18,7--30,8--11,8--22,9--21,9--23,10--20,10--26,11--24,11--29,12--15,12--24,13--17,13--23,13--28,14--16,16--27,17--22,17--23,18--29,19--25,19--31,20--21,20--25,24--26,25--31,26--28,28--31,29--30
0--5,0--17,0--23,1--4,1--9,1--11,2--3,2--13,2--22,3--7,3--12,4--17,4--18,5--8,5--14,6--10,6--21,6--25,7--18,7--19,8--15,8--25,9--10,9--29,10--19,11--24,11--29,12--23,12--30,13--21,13--26,14--28,14--31,15--26,15--28,16--23,16--28,16--30,17--21,18--31,19--27,20--24,20--30,20--31,22--25,22--27,24--27,26--29
0--19,0--28,0--29,1--4,1--6,1--27,2--17,2--21,2--25,3--5,3--13,3--31,4--12,4--26,5--23,5--30,6--12,6--21,7--8,7--10,7--16,8--25,8--30,9--15,9--19,9--31,10--22,10--28,11--17,11--26,11--27,12--29,13--15,13--22,14--16,14--20,14--31,15--20,16--23,17--29,18--20,18--21,18--30,19--27,22--24,23--28,24--25,24--26
0--10,0--19,0--24,1--20,1--22,1--29,2--11,2--13,2--17,3--20,3--23,3--28,4--14,4--23,4--24,5--13,5--18,5--27,6--9,6--15,6--21,7--8,7--27,7--30,8--16,8--31,9--13,9--22,10--23,10--24,11--16,11--27,12--16,12--25,12--31,14--20,14--26,15--17,15--26,17--28,18--22,18--30,19--25,19--30,21--28,21--31,25--29,26--29
0--14,0--15,0--18,1--22,1--28,1--29,2--15,2--17,2--24,3--11,3--17,3--23,4--9,4--14,4--19,5--12,5--16,5--26,6--7,6--8,6--11,7--27,7--28,8--10,8--16,9--21,9--31,10--22,10--24,11--12,12--23,13--18,13--19,13--28,14--30,15--20,16--20,17--27,18--25,19--23,20--21,21--31,22--30,24--25,25--30,26--27,26--29,29--31
0--7,0--8,0--20,1--26,1--28,1--30,2--4,2--14,2--24,3--6,3--17,3--23,4--13,4--31,5--8,5--21,5--23,6--22,6--23,7--10,7--16,8--30,9--16,9--22,9--26,10--20,10--27,11--17,11--27,11--29,12--16,12--19,12--28,13--24,13--26,14--25,14--31,15--19,15--21,15--27,17--25,18--25,18--29,18--30,19--21,20--24,22--28,29--31
0--9,0--10,0--19,1--9,1--24,1--25,2--13,2--26,2--27,3--18,3--27,3--29,4--16,4--18,4--19,5--15,5--24,5--26,6--9,6--19,6--29,7--11,7--12,7--31,8--14,8--20,8--21,10--21,10--30,11--23,11--25,12--22,12--24,13--16,13--17,14--26,14--29,15--20,15--27,16--28,17--21,17--22,18--28,20--23,22--28,23--30,25--31,30--31
0--6,0--9,0--17,1--11,1--16,1--25,2--7,2--8,2--31,3--9,3--22,3--27,4--15,4--19,4--26,5--20,5--27,5--30,6--13,6--19,7--22,7--25,8--18,8--28,9--15,10--13,10--21,10--26,11--20,11--24,12--18,12--20,12--28,13--16,14--21,14--23,14--31,15--16,17--22,17--30,18--24,19--31,21--29,23--27,23--30,24--28,25--29,26--29
0--12,0--16,0--26,1--2,1--9,1--13,2--3,2--5,3--22,3--25,4--7,4--18,4--25,5--20,5--21,6--7,6--11,6--24,7--8,8--14,8--31,9--28,9--30,10--23,10--28,10--31,11--21,11--22,12--13,12--19,13--19,14--20,14--29,15--16,15--17,15--29,16--27,17--20,17--26,18--24,18--26,19--31,21--30,22--25,23--27,23--29,24--30,27--28
0--2,0--5,0--17,1--14,1--28,1--31,2--11,2--15,3--9,3--23,3--26,4--6,4--8,4--14,5--16,5--18,6--9,6--23,7--10,7--25,7--30,8--26,8--31,9--27,10--17,10--22,11--19,11--20,12--16,12--18,12--26,13--19,13--21,13--24,14--22,15--25,15--30,16--27,17--27,18--28,19--22,20--24,20--29,21--28,21--29,23--31,24--29,25--30
0--14,0--28,0--30,1--3,1--15,1--30,2--11,2--13,2--30,3--5,3--10,4--12,4--17,4--24,5--20,5--23,6--9,6--14,6--24,7--11,7--21,7--22,8--12,8--23,8--29,9--20,9--29,10--16,10--24,11--28,12--19,13--15,13--31,14--18,15--23,16--17,16--31,17--21,18--21,18--29,19--26,19--27,20--26,22--25,22--27,25--27,25--28,26--31
