0--2,0--7,0--9,0--12,1--5,1--15,1--20,1--23,2--4,2--15,2--23,3--6,3--18,3--19,3--21,4--7,4--13,4--18,5--8,5--10,5--16,6--7,6--17,6--23,7--14,8--9,8--10,8--18,9--13,9--21,10--13,10--23,11--14,11--15,11--16,11--20,12--13,12--19,12--20,14--17,14--22,15--17,16--18,16--19,17--22,19--21,20--22,21--22
0--7,0--9,0--20,0--21,1--6,1--7,1--15,1--16,2--3,2--9,2--11,2--12,3--14,3--22,3--23,4--5,4--10,4--15,4--17,5--8,5--13,5--18,6--13,6--19,6--20,7--13,7--23,8--11,8--12,8--18,9--16,9--21,10--15,10--16,10--21,11--19,11--22,12--18,12--23,13--14,14--17,14--21,15--19,16--20,17--19,17--22,18--20,22--23
0--4,0--6,0--9,0--19,1--3,1--6,1--9,1--17,2--12,2--15,2--18,2--22,3--7,3--13,3--23,4--5,4--20,4--23,5--8,5--15,5--16,6--14,6--16,7--11,7--13,7--16,8--12,8--18,8--23,9--11,9--18,10--11,10--16,10--21,10--23,11--13,12--20,12--21,13--22,14--15,14--17,14--19,15--19,17--20,17--21,18--22,19--20,21--22
0--2,0--3,0--9,0--10,1--3,1--6,1--13,1--22,2--9,2--11,2--13,3--10,3--17,4--8,4--16,4--18,4--23,5--7,5--17,5--22,5--23,6--12,6--20,6--21,7--15,7--16,7--19,8--12,8--16,8--18,9--20,9--21,10--15,10--17,11--14,11--19,11--23,12--16,12--23,13--15,13--19,14--18,14--20,14--22,15--21,17--22,18--19,20--21
0--4,0--5,0--13,0--16,1--14,1--15,1--18,1--20,2--11,2--17,2--18,2--22,3--11,3--12,3--19,3--20,4--9,4--13,4--15,5--16,5--21,5--23,6--7,6--12,6--14,6--19,7--15,7--20,7--21,8--11,8--14,8--18,8--19,9--10,9--15,9--19,10--11,10--17,10--21,12--18,12--22,13--20,13--22,14--23,16--17,16--23,17--23,21--22
0--1,0--5,0--8,0--15,1--12,1--17,1--18,2--6,2--12,2--17,2--22,3--6,3--7,3--10,3--16,4--11,4--13,4--16,4--21,5--8,5--9,5--11,6--18,6--23,7--9,7--17,7--21,8--10,8--11,9--13,9--18,10--13,10--16,11--20,12--13,12--19,14--17,14--20,14--22,14--23,15--18,15--19,15--22,16--23,19--20,19--21,20--23,21--22
0--1,0--2,0--20,0--23,1--13,1--20,1--21,2--4,2--6,2--7,3--12,3--13,3--17,3--21,4--10,4--14,4--15,5--10,5--16,5--17,5--19,6--9,6--19,6--22,7--14,7--22,7--23,8--13,8--15,8--17,8--18,9--10,9--11,9--22,10--11,11--12,11--17,12--14,12--16,13--18,14--15,15--23,16--19,16--23,18--19,18--20,20--21,21--22
0--3,0--10,0--11,0--16,1--3,1--12,1--14,1--19,2--3,2--4,2--5,2--20,3--9,4--7,4--17,4--19,5--11,5--12,5--17,6--9,6--13,6--14,6--22,7--8,7--15,7--17,8--10,8--17,8--18,9--11,9--23,10--13,10--19,11--15,12--19,12--23,13--15,13--22,14--21,14--23,15--21,16--18,16--20,16--21,18--21,18--22,20--22,20--23
0--3,0--7,0--9,0--22,1--2,1--7,1--19,1--21,2--5,2--10,2--23,3--13,3--14,3--15,4--8,4--16,4--17,4--20,5--14,5--20,5--21,6--7,6--14,6--16,6--22,7--23,8--9,8--10,8--21,9--11,9--19,10--18,10--19,11--12,11--13,11--17,12--17,12--19,12--22,13--21,13--23,14--18,15--18,15--20,15--23,16--17,16--20,18--22
0--5,0--13,0--20,0--23,1--7,1--19,1--21,1--22,2--4,2--14,2--15,2--16,3--11,3--17,3--21,3--23,4--10,4--15,4--22,5--9,5--14,5--19,6--7,6--9,6--14,6--17,7--8,7--12,8--15,8--19,8--22,9--16,9--21,10--11,10--13,10--19,11--16,11--17,12--18,12--21,12--23,13--20,13--23,14--22,15--20,16--18,17--18,18--20
0--2,0--13,0--17,0--19,1--11,1--12,1--15,1--18,2--9,2--17,2--22,3--5,3--10,3--16,3--18,4--6,4--8,4--21,4--23,5--11,5--12,5--19,6--11,6--20,6--22,7--13,7--14,7--17,7--20,8--11,8--13,8--21,9--14,9--17,9--23,10--15,10--18,10--20,12--14,12--16,13--22,14--15,15--20,16--19,16--21,18--23,19--21,22--23
0--7,0--9,0--11,0--23,1--4,1--6,1--8,1--21,2--4,2--6,2--16,2--22,3--4,3--13,3--19,3--22,4--14,5--6,5--12,5--21,5--23,6--7,7--10,7--19,8--12,8--17,8--18,9--10,9--16,9--17,10--14,10--17,11--13,11--15,11--19,12--14,12--21,13--18,13--20,14--16,15--20,15--22,15--23,16--23,17--20,18--20,18--21,19--22
0--3,0--10,0--12,0--23,1--2,1--6,1--15,1--17,2--11,2--12,2--13,3--14,3--19,3--20,4--6,4--10,4--15,4--22,5--7,5--11,5--18,5--20,6--8,6--17,7--12,7--15,7--23,8--11,8--16,8--21,9--13,9--15,9--16,9--18,10--17,10--22,11--14,12--13,13--14,14--21,16--17,16--20,18--21,18--22,19--21,19--22,19--23,20--23
0--1,0--2,0--9,0--19,1--6,1--20,1--21,2--4,2--6,2--12,3--8,3--9,3--12,3--23,4--7,4--16,4--19,5--8,5--14,5--18,5--21,6--11,6--20,7--8,7--10,7--21,8--9,9--11,10--18,10--19,10--22,11--16,11--17,12--15,12--22,13--15,13--18,13--22,13--23,14--15,14--17,14--20,15--19,16--17,16--23,17--22,18--20,21--23
0--9,0--13,0--19,0--20,1--7,1--12,1--13,1--17,2--6,2--16,2--19,2--21,3--5,3--13,3--16,3--23,4--7,4--18,4--21,4--22,5--14,5--19,5--20,6--14,6--17,6--21,7--8,7--9,8--16,8--17,8--23,9--14,9--23,10--12,10--15,10--19,10--23,11--12,11--15,11--18,11--20,12--15,13--21,14--22,15--22,16--17,18--20,18--22
0--2,0--3,0--5,0--14,1--2,1--5,1--11,1--20,2--9,2--15,3--19,3--22,3--23,4--5,4--9,4--12,4--20,5--14,6--7,6--8,6--11,6--17,7--10,7--12,7--21,8--10,8--18,8--20,9--11,9--17,10--11,10--23,12--16,12--18,13--14,13--15,13--17,13--19,14--18,15--16,15--20,16--17,16--22,18--19,19--21,21--22,21--23,22--23
0--4,0--11,0--17,0--19,1--2,1--6,1--10,1--18,2--7,2--13,2--15,3--9,3--11,3--15,3--17,4--6,4--12,4--16,5--14,5--16,5--20,5--23,6--13,6--17,7--9,7--11,7--18,8--9,8--19,8--20,8--21,9--14,10--11,10--19,10--23,12--16,12--20,12--22,13--18,13--21,14--17,14--21,15--18,15--23,16--22,19--23,20--22,21--22
0--3,0--8,0--10,0--15,1--4,1--8,1--9,1--18,2--4,2--17,2--18,2--21,3--12,3--14,3--22,4--13,4--23,5--6,5--7,5--19,5--20,6--9,6--13,6--19,7--12,7--16,7--17,8--15,8--16,9--15,9--21,10--11,10--19,10--20,11--14,11--17,11--18,12--13,12--21,13--15,14--18,14--20,16--17,16--23,19--23,20--22,21--22,22--23
0--3,0--8,0--12,0--14,1--4,1--10,1--22,1--23,2--8,2--10,2--13,2--14,3--5,3--12,3--19,4--16,4--22,4--23,5--7,5--11,5--17,6--9,6--11,6--13,6--17,7--8,7--12,7--22,8--20,9--16,9--17,9--18,10--15,10--19,11--14,11--16,12--17,13--18,13--22,14--15,15--20,15--21,16--19,18--21,18--23,19--20,20--21,21--23
0--6,0--9,0--13,0--14,1--3,1--9,1--12,1--17,2--3,2--9,2--11,2--23,3--5,3--19,4--8,4--15,4--16,4--19,5--10,5--13,5--18,6--15,6--16,6--17,7--8,7--11,7--12,7--13,8--14,8--18,9--22,10--16,10--21,10--23,11--14,11--20,12--14,12--16,13--21,15--18,15--23,17--21,17--22,18--20,19--22,19--23,20--21,20--22
0--5,0--16,0--20,0--22,1--4,1--12,1--16,1--18,2--8,2--15,2--17,2--22,3--5,3--7,3--11,3--23,4--9,4--12,4--23,5--7,5--21,6--10,6--12,6--14,6--18,7--11,7--21,8--9,8--19,8--22,9--11,9--21,10--13,10--15,10--16,11--17,12--13,13--18,13--19,14--15,14--17,14--20,15--20,16--20,17--23,18--19,19--22,21--23
0--5,0--11,0--12,0--21,1--3,1--4,1--17,1--18,2--3,2--6,2--9,2--21,3--17,3--22,4--14,4--17,4--19,5--10,5--11,5--23,6--12,6--15,6--20,7--9,7--15,7--21,7--23,8--14,8--15,8--20,8--22,9--13,9--23,10--11,10--13,10--18,11--19,12--14,12--23,13--15,13--16,14--20,16--18,16--19,16--21,17--22,18--19,20--22
0--7,0--10,0--21,0--23,1--4,1--11,1--12,1--18,2--4,2--6,2--12,2--23,3--8,3--11,3--16,3--19,4--13,4--15,5--6,5--12,5--14,5--19,6--16,6--22,7--13,7--17,7--22,8--14,8--19,8--21,9--13,9--15,9--17,9--21,10--15,10--17,10--22,11--17,11--18,12--20,13--20,14--20,14--23,15--22,16--18,16--20,18--19,21--23
0--2,0--9,0--10,0--17,1--5,1--6,1--17,1--22,2--5,2--7,2--14,3--5,3--6,3--12,3--20,4--8,4--10,4--19,4--23,5--10,6--17,6--18,7--11,7--13,7--15,8--14,8--19,8--22,9--16,9--19,9--21,10--14,11--18,11--19,11--20,12--16,12--21,12--23,13--15,13--20,13--21,14--17,15--18,15--23,16--21,16--22,18--22,20--23
0--2,0--3,0--5,0--16,1--5,1--11,1--21,1--22,2--12,2--17,2--22,3--4,3--22,3--23,4--9,4--15,4--18,5--9,5--17,6--13,6--14,6--18,6--20,7--8,7--14,7--16,7--20,8--17,8--19,8--23,9--11,9--16,10--11,10--15,10--16,10--23,11--23,12--14,12--15,12--21,13--19,13--20,13--21,14--21,15--19,17--22,18--19,18--20
0--12,0--14,0--20,0--22,1--15,1--18,1--19,1--21,2--5,2--10,2--13,2--17,3--12,3--14,3--15,3--16,4--9,4--11,4--18,4--21,5--8,5--18,5--20,6--10,6--12,6--17,6--23,7--8,7--11,7--17,7--21,8--13,8--23,9--15,9--16,9--23,10--11,10--12,11--20,13--14,13--19,14--16,15--19,16--21,17--20,18--22,19--22,22--23
0--2,0--12,0--16,0--21,1--12,1--14,1--15,1--18,2--9,2--17,2--19,3--7,3--15,3--19,3--22,4--5,4--12,4--13,4--15,5--7,5--20,5--22,6--8,6--10,6--17,6--19,7--11,7--19,8--16,8--20,8--21,9--14,9--21,9--23,10--13,10--14,10--18,11--17,11--18,11--23,12--13,13--23,14--16,15--23,16--22,17--20,18--22,20--21
0--7,0--11,0--18,0--21,1--3,1--9,1--12,1--22,2--3,2--5,2--11,2--17,3--6,3--13,4--8,4--14,4--15,4--16,5--6,5--19,5--22,6--11,6--12,7--12,7--14,7--20,8--18,8--20,8--21,9--10,9--12,9--17,10--15,10--19,10--23,11--23,13--16,13--17,13--22,14--17,14--23,15--16,15--18,16--22,18--21,19--20,19--21,20--23
0--3,0--15,0--18,0--20,1--2,1--8,1--21,1--22,2--5,2--10,2--14,3--12,3--15,3--16,4--12,4--18,4--20,4--23,5--11,5--17,5--23,6--7,6--11,6--17,6--19,7--11,7--14,7--18,8--14,8--21,8--22,9--12,9--17,9--19,9--22,10--16,10--19,10--22,11--21,12--23,13--15,13--16,13--19,13--23,14--21,15--20,16--20,17--18
0--2,0--7,0--17,0--19,1--3,1--15,1--16,1--18,2--4,2--11,2--15,3--7,3--8,3--13,4--6,4--20,4--22,5--6,5--12,5--14,5--23,6--16,6--20,7--10,7--18,8--12,8--13,8--16,9--12,9--16,9--22,9--23,10--11,10--13,10--22,11--15,11--23,12--15,13--17,14--17,14--18,14--21,17--20,18--19,19--21,19--23,20--21,21--22
0--11,0--18,0--20,0--22,1--4,1--8,1--10,1--20,2--5,2--16,2--20,2--21,3--9,3--13,3--16,3--23,4--5,4--6,4--17,5--16,5--22,6--7,6--18,6--21,7--11,7--17,7--23,8--12,8--15,8--21,9--13,9--14,9--20,10--12,10--14,10--15,11--18,11--23,12--15,12--19,13--14,13--23,14--19,15--18,16--19,17--21,17--22,19--22
0--6,0--15,0--20,0--23,1--13,1--14,1--20,1--22,2--6,2--9,2--10,2--18,3--5,3--6,3--10,3--19,4--8,4--9,4--14,4--18,5--11,5--13,5--19,6--11,7--14,7--19,7--21,7--23,8--15,8--18,8--21,9--16,9--22,10--12,10--17,11--13,11--19,12--16,12--17,12--20,13--16,14--21,15--16,15--20,17--18,17--23,21--22,22--23
0--6,0--7,0--12,0--21,1--4,1--14,1--17,1--21,2--4,2--5,2--19,2--23,3--4,3--7,3--10,3--13,4--18,5--9,5--11,5--22,6--12,6--18,6--19,7--13,7--19,8--10,8--16,8--20,8--23,9--11,9--13,9--17,10--15,10--21,11--16,11--20,12--15,12--21,13--22,14--15,14--18,14--22,15--20,16--17,16--18,17--19,20--23,22--23
0--7,0--8,0--9,0--20,1--2,1--6,1--20,1--21,2--3,2--14,2--22,3--5,3--7,3--17,4--11,4--14,4--15,4--17,5--8,5--13,5--16,6--17,6--21,6--23,7--8,7--22,8--9,9--12,9--16,10--11,10--12,10--16,10--17,11--18,11--23,12--13,12--23,13--14,13--19,14--22,15--18,15--20,15--21,16--19,18--19,18--23,19--22,20--21
0--4,0--6,0--13,0--20,1--9,1--11,1--16,1--23,2--5,2--10,2--20,2--22,3--4,3--15,3--16,3--18,4--6,4--21,5--14,5--18,5--20,6--13,6--19,7--8,7--9,7--13,7--23,8--11,8--14,8--21,9--11,9--18,10--11,10--17,10--23,12--14,12--16,12--17,12--23,13--22,14--21,15--16,15--17,15--21,17--19,18--19,19--22,20--22
0--7,0--12,0--16,0--17,1--2,1--13,1--18,1--20,2--5,2--11,2--20,3--9,3--11,3--20,3--23,4--8,4--10,4--21,4--23,5--12,5--14,5--23,6--9,6--11,6--14,6--15,7--8,7--18,7--21,8--14,8--21,9--13,9--19,10--12,10--13,10--17,11--22,12--19,13--15,14--22,15--17,15--19,16--20,16--21,16--22,17--18,18--19,22--23
0--2,0--7,0--15,0--23,1--2,1--10,1--17,1--22,2--7,2--14,3--8,3--11,3--14,3--19,4--13,4--14,4--15,4--20,5--7,5--18,5--21,5--23,6--16,6--17,6--22,6--23,7--21,8--9,8--10,8--20,9--12,9--16,9--18,10--12,10--13,11--13,11--19,11--22,12--14,12--18,13--20,15--16,15--23,16--20,17--19,17--21,18--22,19--21
0--9,0--13,0--15,0--19,1--3,1--12,1--16,1--18,2--7,2--8,2--10,2--16,3--5,3--9,3--21,4--5,4--11,4--18,4--21,5--22,5--23,6--10,6--14,6--17,6--21,7--8,7--14,7--22,8--11,8--22,9--17,9--22,10--14,10--20,11--16,11--19,12--13,12--17,12--23,13--18,13--20,14--20,15--17,15--19,15--23,16--20,18--19,21--23
0--4,0--12,0--14,0--15,1--5,1--9,1--17,1--23,2--6,2--7,2--22,2--23,3--11,3--13,3--16,3--19,4--7,4--8,4--18,5--6,5--10,5--13,6--12,6--15,7--15,7--19,8--14,8--20,8--22,9--16,9--17,9--18,10--19,10--20,10--22,11--13,11--18,11--21,12--13,12--20,14--17,14--23,15--22,16--20,16--21,17--21,18--19,21--23
0--8,0--12,0--16,0--18,1--2,1--5,1--14,1--17,2--3,2--4,2--19,3--4,3--11,3--12,4--7,4--20,5--9,5--15,5--19,6--10,6--16,6--19,6--22,7--8,7--14,7--19,8--15,8--22,9--18,9--20,9--21,10--16,10--17,10--22,11--12,11--13,11--23,12--14,13--20,13--21,13--23,14--17,15--17,15--21,16--20,18--21,18--23,22--23
0--1,0--13,0--16,0--23,1--5,1--11,1--17,2--6,2--10,2--20,2--21,3--12,3--14,3--18,3--22,4--6,4--13,4--14,4--18,5--7,5--9,5--15,6--8,6--19,7--14,7--16,7--17,8--11,8--15,8--21,9--19,9--20,9--23,10--11,10--12,10--18,11--23,12--18,12--20,13--19,13--22,14--17,15--21,15--23,16--20,16--21,17--22,19--22
0--6,0--13,0--14,0--17,1--5,1--6,1--17,1--20,2--3,2--9,2--21,2--22,3--10,3--19,3--21,4--6,4--7,4--9,4--16,5--15,5--18,5--23,6--14,7--10,7--19,7--23,8--16,8--17,8--20,8--22,9--12,9--15,10--13,10--18,11--12,11--14,11--19,11--20,12--16,12--23,13--17,13--22,14--15,15--18,16--18,19--23,20--21,21--22
0--4,0--5,0--8,0--17,1--5,1--9,1--13,1--23,2--6,2--9,2--11,2--12,3--10,3--14,3--15,3--23,4--11,4--16,4--17,5--15,5--18,6--9,6--10,6--19,7--8,7--15,7--20,7--22,8--15,8--22,9--14,10--16,10--17,11--12,11--13,12--16,12--21,13--20,13--23,14--18,14--20,16--21,17--23,18--19,18--22,19--21,19--22,20--21
0--5,0--7,0--17,0--20,1--2,1--8,1--11,1--22,2--3,2--11,2--14,3--5,3--12,3--15,4--16,4--17,4--18,4--21,5--6,5--15,6--8,6--9,6--15,7--9,7--15,7--23,8--18,8--23,9--11,9--19,10--16,10--19,10--20,10--21,11--12,12--14,12--18,13--16,13--17,13--20,13--22,14--19,14--22,16--20,17--23,18--21,19--21,22--23
0--6,0--15,0--16,0--18,1--3,1--9,1--12,1--23,2--6,2--12,2--20,2--21,3--9,3--11,3--18,4--10,4--11,4--13,4--20,5--14,5--18,5--21,5--22,6--15,6--23,7--8,7--13,7--17,7--20,8--10,8--16,8--19,9--19,9--23,10--19,10--23,11--17,11--22,12--15,12--19,13--14,13--16,14--15,14--17,16--22,17--22,18--21,20--21
0--13,0--14,0--21,0--23,1--3,1--13,1--15,1--21,2--10,2--12,2--19,2--23,3--8,3--14,3--19,4--12,4--16,4--20,4--23,5--7,5--11,5--20,5--22,6--8,6--11,6--12,6--23,7--15,7--18,7--19,8--11,8--17,9--13,9--15,9--18,9--22,10--14,10--15,10--17,11--17,12--16,13--18,14--17,16--19,16--22,18--21,20--21,20--22
0--6,0--11,0--21,0--22,1--2,1--9,1--14,1--19,2--6,2--21,2--23,3--13,3--16,3--17,3--23,4--12,4--14,4--16,4--17,5--8,5--12,5--13,5--18,6--11,6--18,7--9,7--10,7--15,7--19,8--11,8--17,8--18,9--11,9--21,10--15,10--17,10--21,12--16,12--19,13--16,13--20,14--15,14--22,15--20,18--23,19--20,20--22,22--23
0--9,0--12,0--16,0--21,1--6,1--14,1--22,1--23,2--4,2--8,2--11,2--15,3--15,3--20,3--22,3--23,4--6,4--7,4--19,5--8,5--9,5--14,5--17,6--13,6--20,7--12,7--13,7--19,8--10,8--22,9--13,9--20,10--12,10--14,10--23,11--16,11--21,11--23,12--18,13--19,14--16,15--18,15--21,16--21,17--18,17--19,17--20,18--22
